Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,RESIDENTIAL,Unnamed: 10,Unnamed: 11,COMMERCIAL,Unnamed: 13,Unnamed: 14,INDUSTRIAL,Unnamed: 16,Unnamed: 17,TRANSPORTATION,Unnamed: 19,Unnamed: 20,TOTAL,Unnamed: 22,Unnamed: 23
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,Service Type,"Data Type
O = Observed
I = Imputed",State,Ownership,BA_CODE,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2015,54913,NSTAR Electric Company,A,Bundled,O,MA,Investor Owned,ISNE,1005041,4756208,767403,508887.8,2848529,109348,26075.9,154259,797,.,.,.,1540004.7,7758996,877548
2015,54913,NSTAR Electric Company,C,Delivery,O,MA,Investor Owned,ISNE,177987,1931270,296162,624889,10271356,70747,58528.1,1093664,873,2837,352145,1,864241.1,13648435,367783
2015,55722,AEP Energy,B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0,1618.4,19284,147,0,0,0,0,0,0,1618.4,19284,147
2015,55722,AEP Energy,B,Energy,O,IL,Retail Power Marketer,PJM,3744.3,55346,5595,147245,2020483,7083,0,0,0,0,0,0,150989.3,2075829,12678
2015,55722,AEP Energy,B,Energy,O,MD,Retail Power Marketer,PJM,0,0,0,9894.8,126049,1325,0,0,0,0,0,0,9894.8,126049,1325
2015,55722,AEP Energy,B,Energy,O,NJ,Retail Power Marketer,PJM,1742.9,18405,1436,27520.3,315868,1094,0,0,0,0,0,0,29263.2,334273,2530
2015,55722,AEP Energy,B,Energy,O,OH,Retail Power Marketer,PJM,167088.3,2282033,186792,335166.6,5781043,30076,0,0,0,0,0,0,502254.9,8063076,216868
2015,55722,AEP Energy,B,Energy,O,PA,Retail Power Marketer,PJM,45254.7,599068,55087,36317.8,478072,2409,0,0,0,0,0,0,81572.5,1077140,57496
2015,55781,Liberty Power Corp.,B,Energy,O,CA,Retail Power Marketer,CISO,0,0,0,4907.1,79978,9,0,0,0,0,0,0,4907.1,79978,9
2015,55781,Liberty Power Corp.,B,Energy,O,CT,Retail Power Marketer,ISNE,15638.7,128815,23355,78951.4,926936,1381,0,0,0,0,0,0,94590.1,1055751,24736
2015,55781,Liberty Power Corp.,B,Energy,O,DC,Retail Power Marketer,PJM,563.1,4932,541,10052.5,126814,434,0,0,0,0,0,0,10615.6,131746,975
2015,55781,Liberty Power Corp.,B,Energy,O,DE,Retail Power Marketer,PJM,25.7,232,8,9462.3,116785,382,0,0,0,0,0,0,9488,117017,390
2015,55781,Liberty Power Corp.,B,Energy,O,IL,Retail Power Marketer,MISO,33448,369804,59084,55262.2,1010549,4149,0,0,0,0,0,0,88710.2,1380353,63233
2015,55781,Liberty Power Corp.,B,Energy,O,MA,Retail Power Marketer,ISNE,22444.8,156251,32134,82695.4,837979,1114,0,0,0,0,0,0,105140.2,994230,33248
2015,55781,Liberty Power Corp.,B,Energy,O,MD,Retail Power Marketer,PJM,5605.6,49478,5316,39408.1,518326,1154,0,0,0,0,0,0,45013.7,567804,6470
2015,55781,Liberty Power Corp.,B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0,19523.3,247101,273,0,0,0,0,0,0,19523.3,247101,273
2015,55781,Liberty Power Corp.,B,Energy,O,NJ,Retail Power Marketer,PJM,3012.8,23135,3523,85248.7,984244,2587,0,0,0,0,0,0,88261.5,1007379,6110
2015,55781,Liberty Power Corp.,B,Energy,O,NY,Retail Power Marketer,NYIS,8773.1,62037,15494,103460.5,1269167,3701,0,0,0,0,0,0,112233.6,1331204,19195
2015,55781,Liberty Power Corp.,B,Energy,O,OH,Retail Power Marketer,PJM,871.5,9864,1465,39970.8,683312,329,0,0,0,0,0,0,40842.3,693176,1794
2015,55781,Liberty Power Corp.,B,Energy,O,PA,Retail Power Marketer,PJM,5163.9,50676,5576,122952.5,1683411,7381,0,0,0,0,0,0,128116.4,1734087,12957
2015,55781,Liberty Power Corp.,B,Energy,O,RI,Retail Power Marketer,ISNE,2.5,25,2,12811.2,145580,164,0,0,0,0,0,0,12813.7,145605,166
2015,55781,Liberty Power Corp.,D,Bundled,O,TX,Retail Power Marketer,ERCO,2474.1,21032,971,123280.4,1502358,5567,0,0,0,0,0,0,125754.5,1523390,6538
2015,55787,City of Moreno Valley - (CA),A,Bundled,O,CA,Municipal,CISO,7437.6,37139,5308,20371.9,140197,692,277.8,2059,1,0,0,0,28087.3,179395,6001
2015,55813,"Bluerock Energy, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,44579,599631,10627,0,0,0,0,0,0,44579,599631,10627
2015,55814,"Columbia Utilities Power, LLC",B,Energy,O,NY,Retail Power Marketer,NYIS,5971.9,25580,5381,1645.7,10380,355,.,.,.,.,.,.,7617.6,35960,5736
2015,55815,"IDT Energy, Inc.",B,Energy,O,IL,Retail Power Marketer,PJM,13659.8,151485,26898,1835.7,26608,941,0,0,0,0,0,0,15495.5,178093,27839
2015,55815,"IDT Energy, Inc.",B,Energy,O,MD,Retail Power Marketer,PJM,14887.3,139485,14740,1308.4,13325,413,0,0,0,0,0,0,16195.7,152810,15153
2015,55815,"IDT Energy, Inc.",B,Energy,O,NJ,Retail Power Marketer,PJM,16311.1,129787,19695,393.7,3194,306,0,0,0,0,0,0,16704.8,132981,20001
2015,55815,"IDT Energy, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,66649.1,488501,101066,5614,40684,4565,0,0,0,0,0,0,72263.1,529185,105631
2015,55815,"IDT Energy, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,45694,476007,54181,3929.8,39062,3029,0,0,0,0,0,0,49623.8,515069,57210
2015,55874,"Energy Services Providers, Inc",B,Energy,O,CT,Retail Power Marketer,ISNE,4328.4,33604,3110,7413.7,52203,1981,0,0,0,0,0,0,11742.1,85807,5091
2015,55874,"Energy Services Providers, Inc",B,Energy,O,DC,Retail Power Marketer,PJM,114.5,1033,106,98.2,1146,2,0,0,0,0,0,0,212.7,2179,108
2015,55874,"Energy Services Providers, Inc",B,Energy,O,IL,Retail Power Marketer,MISO,18231.4,233044,25272,4982.7,70453,2066,0,0,0,0,0,0,23214.1,303497,27338
2015,55874,"Energy Services Providers, Inc",B,Energy,O,MA,Retail Power Marketer,ISNE,12948,104996,14485,8172.1,72092,3382,0,0,0,0,0,0,21120.1,177088,17867
2015,55874,"Energy Services Providers, Inc",B,Energy,O,MD,Retail Power Marketer,PJM,5459.7,50576,4773,3334.5,34415,560,233.8,2918,55,0,0,0,9028,87909,5388
2015,55874,"Energy Services Providers, Inc",B,Energy,O,NJ,Retail Power Marketer,PJM,5927.3,47030,5173,5761.5,53914,1176,62.3,562,14,0,0,0,11751.1,101506,6363
2015,55874,"Energy Services Providers, Inc",B,Energy,O,NY,Retail Power Marketer,NYIS,26429.9,277907,32953,26892.4,283542,9250,16.2,309,1,0,0,0,53338.5,561758,42204
2015,55874,"Energy Services Providers, Inc",B,Energy,O,OH,Retail Power Marketer,PJM,141,1676,194,159.4,2101,37,0,0,0,0,0,0,300.4,3777,231
2015,55874,"Energy Services Providers, Inc",B,Energy,O,PA,Retail Power Marketer,PJM,44246.8,440519,44085,15171.3,169073,6426,1320.8,17354,114,0,0,0,60738.9,626946,50625
2015,55875,StarTex Power,D,Bundled,O,TX,Retail Power Marketer,ERCO,225193,2038276,125206,125209,1039383,15893,40,242,9,.,.,.,350442,3077901,141108
2015,55878,Hudson Energy Services,B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,160188.7,2871321,4591,0,0,0,0,0,0,160188.7,2871321,4591
2015,55878,Hudson Energy Services,B,Energy,O,MA,Retail Power Marketer,ISNE,0,0,0,56198.9,640670,4614,0,0,0,0,0,0,56198.9,640670,4614
2015,55878,Hudson Energy Services,B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,111325.1,1298787,7921,0,0,0,0,0,0,111325.1,1298787,7921
2015,55878,Hudson Energy Services,B,Energy,O,NY,Retail Power Marketer,NYIS,7200.2,71593,10502,124498.7,1398661,11477,0,0,0,0,0,0,131698.9,1470254,21979
2015,55878,Hudson Energy Services,B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0,11180.6,189822,1162,0,0,0,0,0,0,11180.6,189822,1162
2015,55878,Hudson Energy Services,B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,67272.9,937601,6672,0,0,0,0,0,0,67272.9,937601,6672
2015,55878,Hudson Energy Services,D,Bundled,O,TX,Retail Power Marketer,ERCO,71.6,824,54,691753.9,7255686,51035,0,0,0,0,0,0,691825.5,7256510,51089
2015,55936,Entergy Gulf States - LA LLC,A,Bundled,O,LA,Investor Owned,MISO,375369.4,4254228,255649,338467.5,4294886,40655,408308.7,7767713,2676,.,.,.,1122145.6,16316827,298980
2015,55937,Entergy Texas Inc.,A,Bundled,O,TX,Investor Owned,MISO,578911.8,5888841,377811,362737.3,4823712,49136,364320.2,7035531,5425,.,.,.,1305969.3,17748084,432372
2015,55959,Roughrider Electric Cooperativ,A,Bundled,O,ND,Cooperative,SWPP,13187,158297,10516,36938.6,405280,3761,16992.1,231050,65,0,0,0,67117.7,794627,14342
2015,55962,City of Victorville - (CA),A,Bundled,O,CA,Municipal,CISO,.,.,.,.,.,.,11689,86019,56,.,.,.,11689,86019,56
2015,55982,Heart of Texas Electric Coop,A,Bundled,O,TX,Cooperative,ERCO,28927,302010,15752,6856,66260,4817,2745,39248,52,.,.,.,38528,407518,20621
2015,56146,Black Hills/Colorado Elec.Util,A,Bundled,O,CO,Investor Owned,PSCO,97418,621109,82917,105881,824730,11854,42325,472360,64,0,0,0,245624,1918199,94835
2015,56196,Just Energy New York Corp.,B,Energy,O,NY,Retail Power Marketer,NYIS,76250.1,707511,100350,16287.5,126986,3107,0,0,0,0,0,0,92537.6,834497,103457
2015,56212,"Ambit Energy Holdings, LLC",B,Energy,O,CT,Retail Power Marketer,ISNE,35114,348310,37299,7900.4,75962,2808,.,.,.,.,.,.,43014.4,424272,40107
2015,56212,"Ambit Energy Holdings, LLC",B,Energy,O,DC,Retail Power Marketer,PJM,565.1,5842,603,440.2,5192,92,.,.,.,.,.,.,1005.3,11034,695
2015,56212,"Ambit Energy Holdings, LLC",B,Energy,O,DE,Retail Power Marketer,PJM,1449.4,12889,1033,154.1,1673,76,.,.,.,.,.,.,1603.5,14562,1109
2015,56212,"Ambit Energy Holdings, LLC",B,Energy,O,IL,Retail Power Marketer,MISO,35028.3,420246,47716,11615.5,175106,5676,.,.,.,.,.,.,46643.8,595352,53392
2015,56212,"Ambit Energy Holdings, LLC",B,Energy,O,MA,Retail Power Marketer,ISNE,1552.5,16528,3976,953.4,10072,553,.,.,.,.,.,.,2505.9,26600,4529
2015,56212,"Ambit Energy Holdings, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,26950.8,253779,18825,4182.7,49299,1382,.,.,.,.,.,.,31133.5,303078,20207
2015,56212,"Ambit Energy Holdings, LLC",B,Energy,O,ME,Retail Power Marketer,ISNE,1456.6,21392,3607,446.7,6644,297,.,.,.,.,.,.,1903.3,28036,3904
2015,56212,"Ambit Energy Holdings, LLC",B,Energy,O,NH,Retail Power Marketer,ISNE,1529.7,15263,1905,734.9,7749,254,.,.,.,.,.,.,2264.6,23012,2159
2015,56212,"Ambit Energy Holdings, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,35150.8,283746,26451,16201.7,174879,5084,.,.,.,.,.,.,51352.5,458625,31535
2015,56212,"Ambit Energy Holdings, LLC",B,Energy,O,NY,Retail Power Marketer,NYIS,150730,1496987,165468,35918.4,393191,17712,.,.,.,.,.,.,186648.4,1890178,183180
2015,56212,"Ambit Energy Holdings, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,68155.8,721483,62477,18511,222558,7768,.,.,.,.,.,.,86666.8,944041,70245
2015,56212,"Ambit Energy Holdings, LLC",B,Energy,O,RI,Retail Power Marketer,ISNE,2473.8,24011,2825,1004.1,9949,328,.,.,.,.,.,.,3477.9,33960,3153
2015,56212,"Ambit Energy Holdings, LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,577128.3,5618769,408810,53826.8,912303,32376,.,.,.,.,.,.,630955.1,6531072,441186
2015,56220,Anthracite Power & Light,B,Energy,O,PA,Retail Power Marketer,PJM,862.6,10444,819,33876.1,517470,324,0,0,0,0,0,0,34738.7,527914,1143
2015,56247,Mega Energy LP DBA Texans Energy,D,Bundled,O,TX,Retail Power Marketer,ERCO,275.2,2729,511,117.1,1525,50,0,0,0,0,0,0,392.3,4254,561
2015,56248,"Young Energy, LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,33145.4,219183,20255,.,.,.,.,.,.,.,.,.,33145.4,219183,20255
2015,56254,"Duquesne Light Energy, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,.,.,.,92959.3,1323345,3136,27268,662502,959,1105,19430,1,121332.3,2005277,4096
2015,56255,"Brilliant Energy, LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,35399.6,338258,18671,60426.5,637232,8943,0,0,0,0,0,0,95826.1,975490,27614
2015,56260,OnPAC Energy,D,Bundled,O,TX,Retail Power Marketer,ERCO,1474.9,13761,920,2221.8,20511,261,0,0,0,0,0,0,3696.7,34272,1181
2015,56265,Energy Plus Holdings LLC,B,Energy,O,CT,Retail Power Marketer,ISNE,10108,67068,7201,5754,38279,1708,0,0,0,0,0,0,15862,105347,8909
2015,56265,Energy Plus Holdings LLC,B,Energy,O,IL,Retail Power Marketer,MISO,38213,303448,36954,3950,31367,1374,0,0,0,0,0,0,42163,334815,38328
2015,56265,Energy Plus Holdings LLC,B,Energy,O,MA,Retail Power Marketer,ISNE,9138,56858,7563,892,5551,236,0,0,0,0,0,0,10030,62409,7799
2015,56265,Energy Plus Holdings LLC,B,Energy,O,MD,Retail Power Marketer,PJM,18645,124124,9348,3358,22370,536,0,0,0,0,0,0,22003,146494,9884
2015,56265,Energy Plus Holdings LLC,B,Energy,O,NJ,Retail Power Marketer,PJM,36583,228344,23527,8007,49910,1817,0,0,0,0,0,0,44590,278254,25344
2015,56265,Energy Plus Holdings LLC,B,Energy,O,NY,Retail Power Marketer,NYIS,26954,172965,26553,16157,103446,4433,0,0,0,0,0,0,43111,276411,30986
2015,56265,Energy Plus Holdings LLC,B,Energy,O,OH,Retail Power Marketer,PJM,1449,10939,961,40,299,21,0,0,0,0,0,0,1489,11238,982
2015,56265,Energy Plus Holdings LLC,B,Energy,O,PA,Retail Power Marketer,PJM,73078,625933,61092,4926,42156,1617,0,0,0,0,0,0,78004,668089,62709
2015,56279,"Spartan Renewable Energy, Inc",B,Energy,O,MI,Retail Power Marketer,MISO,.,.,.,.,.,.,6333.2,73472,1,.,.,.,6333.2,73472,1
2015,56286,"Frontier Utilities, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,1276,10149,2260,.,.,.,.,.,.,.,.,.,1276,10149,2260
2015,56286,"Frontier Utilities, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,7434,83976,7662,.,.,.,.,.,.,.,.,.,7434,83976,7662
2015,56286,"Frontier Utilities, Inc.",D,Bundled,O,TX,Retail Power Marketer,ERCO,50593,445695,33270,14834,179981,2778,0,0,0,0,0,0,65427,625676,36048
2015,56292,"Bounce Energy, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,2001.4,24305,3232,165.4,1990,30,0,0,0,0,0,0,2166.8,26295,3262
2015,56292,"Bounce Energy, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,3525.9,36681,3208,201.4,2264,78,0,0,0,0,0,0,3727.3,38945,3286
2015,56292,"Bounce Energy, Inc.",D,Bundled,O,TX,Retail Power Marketer,ERCO,131353.4,1341533,90263,11858.2,109074,4680,.,.,.,.,.,.,143211.6,1450607,94943
2015,56315,"EDF Industrial Power Services (TX), LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,0,0,0,0,0,0,194245,7449535,36,0,0,0,194245,7449535,36
2015,56326,dPi Energy LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,14387,116569,7933,4283,39081,618,.,.,.,.,.,.,18670,155650,8551
2015,56360,Discount Power - (TX),D,Bundled,O,TX,Retail Power Marketer,ERCO,38311.1,451362,26667,5712.1,117514,1178,0,0,0,0,0,0,44023.2,568876,27845
2015,56379,"MC Squared Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,59290,875820,73154,34921,509988,5463,3009,48624,58,0,0,0,97220,1434432,78675
2015,56408,"UGI Energy Services, Inc.",B,Energy,O,DC,Retail Power Marketer,PJM,0,0,0,341.6,4493,20,0,0,0,0,0,0,341.6,4493,20
2015,56408,"UGI Energy Services, Inc.",B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0,2217.4,31642,66,0,0,0,0,0,0,2217.4,31642,66
2015,56408,"UGI Energy Services, Inc.",B,Energy,O,MD,Retail Power Marketer,PJM,0,0,0,3901.4,52569,446,0,0,0,0,0,0,3901.4,52569,446
2015,56408,"UGI Energy Services, Inc.",B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,3837.5,45368,169,0,0,0,0,0,0,3837.5,45368,169
2015,56408,"UGI Energy Services, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,3788.5,69796,210,0,0,0,0,0,0,3788.5,69796,210
2015,56408,"UGI Energy Services, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,999.4,12019,959,40781.7,534756,3603,0,0,0,0,0,0,41781.1,546775,4562
2015,56441,Our Energy LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,10391,104909,7100,17944,211451,2225,0,0,0,0,0,0,28335,316360,9325
2015,56496,"UP Power Marketing, LLC",B,Energy,O,MI,Retail Power Marketer,MISO,.,.,.,524.5,6790,4,2464.2,32678,5,.,.,.,2988.7,39468,9
2015,56501,"Palmco Power NJ, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,9617,46917,8751,256,1263,57,.,.,.,.,.,.,9873,48180,8808
2015,56502,"Duke Energy Retail Sales, LLC",B,Energy,O,OH,Retail Power Marketer,PJM,22454.6,345690,91512,54351.1,1221212,2162,38783.9,964373,39,0,0,0,115589.6,2531275,93713
2015,56504,Major Energy Electric Services,B,Energy,O,IL,Retail Power Marketer,PJM,592,5264,981,253,2270,375,0,0,0,0,0,0,845,7534,1356
2015,56504,Major Energy Electric Services,B,Energy,O,MA,Retail Power Marketer,ISNE,13870,108692,17702,5603,54725,1153,0,0,0,0,0,0,19473,163417,18855
2015,56504,Major Energy Electric Services,B,Energy,O,MD,Retail Power Marketer,PJM,9779,83252,9977,473,4831,29,0,0,0,0,0,0,10252,88083,10006
2015,56504,Major Energy Electric Services,B,Energy,O,NY,Retail Power Marketer,NYIS,34470,278371,37035,30088,296471,4953,0,0,0,0,0,0,64558,574842,41988
2015,56521,"Devonshire Energy, LLC",B,Energy,O,DC,Retail Power Marketer,PJM,0,0,0,1005,15009,1,0,0,0,0,0,0,1005,15009,1
2015,56521,"Devonshire Energy, LLC",B,Energy,O,MA,Retail Power Marketer,ISNE,0,0,0,5137,88164,1,0,0,0,0,0,0,5137,88164,1
2015,56521,"Devonshire Energy, LLC",B,Energy,O,NH,Retail Power Marketer,ISNE,0,0,0,3143,56909,1,0,0,0,0,0,0,3143,56909,1
2015,56521,"Devonshire Energy, LLC",B,Energy,O,RI,Retail Power Marketer,ISNE,0,0,0,1161,20028,1,0,0,0,0,0,0,1161,20028,1
2015,56522,"Backyard Farms Energy, LLC",B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0,0,0,0,4224,66132,1,0,0,0,4224,66132,1
2015,56528,JP Morgan,B,Energy,O,WA,Retail Power Marketer,PSEI,.,.,.,.,.,.,21120,427512,2,.,.,.,21120,427512,2
2015,56571,AP Holdings LLC,B,Energy,O,MD,Retail Power Marketer,PJM,366,8645,452,970,24525,230,0,0,0,0,0,0,1336,33170,682
2015,56571,AP Holdings LLC,B,Energy,O,NJ,Retail Power Marketer,PJM,83,1763,97,6858,160697,676,0,0,0,0,0,0,6941,162460,773
2015,56571,AP Holdings LLC,B,Energy,O,NY,Retail Power Marketer,NYIS,1566,15782,2109,105592,385877,2920,0,0,0,0,0,0,107158,401659,5029
2015,56571,AP Holdings LLC,B,Energy,O,OH,Retail Power Marketer,PJM,6056,151460,8413,17077,426423,788,0,0,0,0,0,0,23133,577883,9201
2015,56571,AP Holdings LLC,B,Energy,O,PA,Retail Power Marketer,PJM,1516,38085,2221,29486,623420,1848,0,0,0,0,0,0,31002,661505,4069
2015,56571,AP Holdings LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,17538,208306,7444,112069,1931731,11147,0,0,0,0,0,0,129607,2140037,18591
2015,56573,"Palmco Power PA, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,8540,54011,7019,296,1764,60,.,.,.,.,.,.,8836,55775,7079
2015,56586,Tara Energy Resources,D,Bundled,O,TX,Retail Power Marketer,ERCO,0,0,0,2850,29781,829,0,0,0,0,0,0,2850,29781,829
2015,56620,NextEra Retail of Texas LP,D,Bundled,O,TX,Retail Power Marketer,ERCO,.,.,.,13766,212982,505,.,.,.,.,.,.,13766,212982,505
2015,56692,Marin Clean Energy,B,Energy,O,CA,Retail Power Marketer,CISO,86591.3,1043258,140505,50408.1,623070,12126,0,0,0,0,0,0,136999.4,1666328,152631
2015,56697,Ameren Illinois Company,A,Bundled,O,IL,Investor Owned,MISO,495184,4796710,447261,266081,3034917,69216,63199,1431647,355,.,.,.,824464,9263274,516832
2015,56697,Ameren Illinois Company,C,Delivery,O,IL,Investor Owned,MISO,363162,6757323,613212,240065,9749042,91310,53515,10273643,632,466,19389,1,657208,26799397,705155
2015,56734,Smart Prepaid Electric,D,Bundled,O,TX,Retail Power Marketer,ERCO,5083.2,36466,4583,0,0,0,0,0,0,0,0,0,5083.2,36466,4583
2015,56737,"Stream Energy Pennsylvania, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,85620,896310,76955,9299,105450,2326,0,0,0,0,0,0,94919,1001760,79281
2015,56738,Infinite Electric LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,35091.5,435295,24374,6529.2,70672,2808,0,0,0,0,0,0,41620.7,505967,27182
2015,56775,Entrust Energy,B,Energy,O,IL,Retail Power Marketer,PJM,6776,83434,10922,740,11257,105,0,0,0,0,0,0,7516,94691,11027
2015,56775,Entrust Energy,B,Energy,O,MD,Retail Power Marketer,PJM,2326,22224,2157,150,1509,18,0,0,0,0,0,0,2476,23733,2175
2015,56775,Entrust Energy,B,Energy,O,NJ,Retail Power Marketer,PJM,1019,8567,1013,801,9071,59,0,0,0,0,0,0,1820,17638,1072
2015,56775,Entrust Energy,B,Energy,O,NY,Retail Power Marketer,NYIS,3580,32948,4439,2003,20201,161,0,0,0,0,0,0,5583,53149,4600
2015,56775,Entrust Energy,B,Energy,O,OH,Retail Power Marketer,PJM,3749,48097,4906,161,2502,57,0,0,0,0,0,0,3910,50599,4963
2015,56775,Entrust Energy,B,Energy,O,PA,Retail Power Marketer,PJM,4024,35122,3892,2279,25837,796,0,0,0,0,0,0,6303,60959,4688
2015,56775,Entrust Energy,D,Bundled,O,TX,Retail Power Marketer,ERCO,120216,976349,66537,22697,247985,5811,0,0,0,0,0,0,142913,1224334,72348
2015,56793,"Palmco Power CT, LLC",B,Energy,O,CT,Retail Power Marketer,ISNE,9490,65286,9346,1381,13007,365,.,.,.,.,.,.,10871,78293,9711
2015,56810,American Light and Power,D,Bundled,O,TX,Retail Power Marketer,ERCO,6519,66476,4682,1432,44008,1161,0,0,0,0,0,0,7951,110484,5843
2015,56876,"Stream Energy Maryland, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,16561,152578,10797,1950,20729,403,0,0,0,0,0,0,18511,173307,11200
2015,56921,BluCo Energy LLC,B,Energy,O,NY,Retail Power Marketer,NYIS,997,8148,1113,1698,14574,402,.,.,.,.,.,.,2695,22722,1515
2015,56961,Veteran Energy LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,6986.2,108357,4396,791.5,7647,198,0,0,0,0,0,0,7777.7,116004,4594
2015,56982,PBF Power Marketing LLC,B,Energy,O,NJ,Retail Power Marketer,PJM,.,.,.,.,.,.,4114.7,66113,1,.,.,.,4114.7,66113,1
2015,57037,Reliant Energy Northeast LLC,B,Energy,O,CT,Retail Power Marketer,ISNE,33865.7,264882,24529,11346.7,93426,2188,12624.8,141940,20,0,0,0,57837.2,500248,26737
2015,57037,Reliant Energy Northeast LLC,B,Energy,O,DC,Retail Power Marketer,PJM,130.6,1164,127,3.8,31,4,1092.7,14519,5,0,0,0,1227.1,15714,136
2015,57037,Reliant Energy Northeast LLC,B,Energy,O,DE,Retail Power Marketer,PJM,216.5,1759,140,15.2,186,1,25527,356262,15,0,0,0,25758.7,358207,156
2015,57037,Reliant Energy Northeast LLC,B,Energy,O,IL,Retail Power Marketer,PJM,12033.6,130276,18470,2348.2,21423,657,1372.2,24858,10,0,0,0,15754,176557,19137
2015,57037,Reliant Energy Northeast LLC,B,Energy,O,MA,Retail Power Marketer,ISNE,78441.4,512890,63702,18253.1,124774,3299,17954,240239,22,0,0,0,114648.5,877903,67023
2015,57037,Reliant Energy Northeast LLC,B,Energy,O,MD,Retail Power Marketer,PJM,37292.7,383357,26309,2859,28468,618,23282.4,330216,163,0,0,0,63434.1,742041,27090
2015,57037,Reliant Energy Northeast LLC,B,Energy,O,NJ,Retail Power Marketer,PJM,18302.6,193677,11554,2302.5,22683,751,37944.2,480224,84,0,0,0,58549.3,696584,12389
2015,57037,Reliant Energy Northeast LLC,B,Energy,O,NY,Retail Power Marketer,NYIS,587.2,5154,749,0,0,0,4934.6,61455,8,0,0,0,5521.8,66609,757
2015,57037,Reliant Energy Northeast LLC,B,Energy,O,OH,Retail Power Marketer,PJM,19287.1,201201,15878,410.7,4481,112,2261,42843,8,0,0,0,21958.8,248525,15998
2015,57037,Reliant Energy Northeast LLC,B,Energy,O,PA,Retail Power Marketer,PJM,216123.6,2546751,218573,21311.1,268003,7507,23424.1,376790,103,0,0,0,260858.8,3191544,226183
2015,57038,"Amerigreen Energy, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,961,32570,1,0,0,0,0,0,0,961,32570,1
2015,57040,PNE Energy Supply LLC,B,Energy,O,NH,Retail Power Marketer,ISNE,450,5113,1211,182,2628,135,123,1979,4,0,0,0,755,9720,1350
2015,57067,"ENGIE Retail, LLC",B,Energy,O,CT,Retail Power Marketer,ISNE,1817,18321,5613,1182,12300,733,0,0,0,0,0,0,2999,30621,6346
2015,57067,"ENGIE Retail, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,0,0,0,2406,35551,458,0,0,0,0,0,0,2406,35551,458
2015,57067,"ENGIE Retail, LLC",B,Energy,O,MA,Retail Power Marketer,ISNE,4087,39705,3963,4751,46143,920,0,0,0,0,0,0,8838,85848,4883
2015,57067,"ENGIE Retail, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,0.4,5,1,3179,38724,577,0,0,0,0,0,0,3179.4,38729,578
2015,57067,"ENGIE Retail, LLC",B,Energy,O,ME,Retail Power Marketer,ISNE,115,1158,397,177,1786,81,0,0,0,0,0,0,292,2944,478
2015,57067,"ENGIE Retail, LLC",B,Energy,O,NY,Retail Power Marketer,NYIS,29,285,141,2982,34205,673,0,0,0,0,0,0,3011,34490,814
