Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Number and Capacity,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Capacity by Technology Type (MW),Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
2015,13216,Nashville Electric Service,TN,247,5.311,0,0,A,0,0,0,0,0.005,5.306,0,0,5.311,A
2015,13227,Natchez Trace Elec Power Assn,MS,4,0.074,0,0,A,0,0,0,0,0,0.074,0,0,0.074,A
2015,13318,"Navopache Electric Coop, Inc",AZ,5,0.416, ,0.416,A, , , , , ,0.416, , ,0.416,A
2015,13412,City of New Albany - (MS),MS,4,0.062,0,0,A,0,0,0,0,0,0.062,0,0,0.062,A
2015,13418,City of New Braunfels - (TX),TX,10,0.1, , ,A, , , , , ,0.1, , ,0.1,A
2015,13438,Village of New Glarus - (WI),WI,3,0.011,0,0.005,A,0,0,0,0,0,0.011,0, ,0.011,A
2015,13448,City of New Holstein - (WI),WI,2,0.009,0, ,A,0,0,0,0,0,0.009,0, ,0.009,A
2015,13480,New Prague Utilities Comm,MN,1,0.6, ,0.6,A,0.6, , , , , , , ,0.6,A
2015,13550,City of Newport,TN,25,0.825,0,0,A,0,0,0,0,0,0.825,0,0,0.825,A
2015,13561,City of Newton - (NC),NC,2,1.1,1.1,0.7,A,1.1, , , , , , , ,1.1,A
2015,13640,Northern Virginia Elec Coop,VA,6,4.7,0,0,A,4.5, , , , ,0.2, , ,4.7,A
2015,13647,Noble County R E M C,IN,1,0.036,0,0,A, , , , , ,0.036, , ,0.036,A
2015,13669,North Alabama Electric Coop,AL,4,0.576,0,0,A,0,0,0,0,0,0.076,0,0.5,0.576,A
2015,13716,North Georgia Elec Member Corp,GA,57,4.772,0,0,A,0,0,0,0,0,3.14,0,1.632,4.772,A
2015,13735,Northcentral Mississippi E P A,MS,1,0.018,0,0,A,0,0,0,0,0,0.018,0,0,0.018,A
2015,13799,Prairie Land Electric Coop Inc,KS,7,0.1, , ,E, , , , ,0.1, , , ,0.1,E
2015,13807,Northwestern Electric Coop Inc - (OK),OK,6,2,2,0.2,A,2, , , , , , , ,2,A
2015,13933,City of Oak Ridge,TN,13,0.403,0,0,A,0,0,0,0,0,0.403,0,0,0.403,A
2015,13936,Oakdale Electric Coop,WI,2,1.3,0, ,A,1.3, , , , , , , ,1.3,A
2015,13963,Oconomowoc Utilities,WI,3,0.013,0,0.003,A,0,0,0,0,0,0.013,0, ,0.013,A
2015,13964,Oconto Electric Cooperative,WI,10,1.7,1.7, ,,1.7, , , , , , , ,1.7,A
2015,14006,Ohio Power Co,OH,11,0.651,0,0.151,A,0.248,0,0,0.2,0.01,0.193,0,0,0.651,A
2015,14127,Omaha Public Power District,NE,1,0.7, , ,A, , , , ,0.7, , , ,0.7,A
2015,14164,City of Orangeburg - (SC),SC,6,2, ,2,, ,2, , , , , , ,2,
2015,14199,City of Osage City - (KS),KS,2,1.6,1.6,1.6,A,1.6, , , , , , , ,1.6,A
2015,14232,Otter Tail Power Co,SD,5,0.065, , ,A, , , , ,0.024,0.041, , ,0.065,
2015,14246,City of Owatonna - (MN),MN,3,1.3,1, ,A,1.2, , , ,0.1, , , ,1.3,A
2015,14275,City of Oxford - (MS),MS,1,0.005,0,0,A,0,0,0,0,0,0.005,0,0,0.005,A
2015,14328,Pacific Gas & Electric Co,CA,550,102.2,0.5, ,A,31.7,3, ,2.5, ,36.8,7.5,20.7,102.2,A
2015,14398,Palmetto Electric Coop Inc,SC,9,4.6,2.5,0,A,4.6, , , , , , , ,4.6,A
2015,14455,City of Paris - (TN),TN,19,0.274,0,0,A,0,0,0,0,0.002,0.272,0,0,0.274,A
2015,14610,Orlando Utilities Comm,FL,1,0.4, , ,A, , , , , ,0.4, , ,0.4,A
2015,14653,PUD No 1 of Pend Oreille County,WA,4,0.812,0,0.8,E,0,0,0,0.8,0,0.012,0,0,0.812,E
2015,14717,Pee Dee Electric Member Corp,NC,14,0.176, , ,A, , , , ,0.005,0.171, , ,0.176,A
2015,14724,Pennyrile Rural Electric Coop,KY,43,1.149,0,0,A,0,0,0,0,0.002,1.147,0,0,1.149,A
2015,15016,Pickwick Electric Coop,TN,2,0.017,0,0,A,0,0,0,0,0,0.017,0,0,0.017,A
2015,15023,Piedmont Electric Member Corp,NC,1,0.725, ,0.725,A,0.725, , , , , , , ,0.725,A
2015,15141,Plateau Electric Cooperative,TN,3,0.052,0,0,A,0,0,0,0,0,0.052,0,0,0.052,A
2015,15159,City of Plymouth - (WI),WI,7,0.256,0,0.006,A,0,0,0,0,0.1,0.026,0,0.13,0.256,A
2015,15211,Pontotoc Electric Power Assn,MS,1,0.999,0,0,A,0,0,0,0,0,0,0,0.999,0.999,A
2015,15248,Portland General Electric Co,OR,699,43.155, , ,A,8.075,0.33,0,1.3,0.38,0,0,33.07,43.155,A
2015,15270,Potomac Electric Power Co,DC,2167,14.3,0,0,A,0.4, , , , ,13.9, , ,14.3,A
2015,15270,Potomac Electric Power Co,MD,5479,47.9,0,0,A, , , , , ,47.9, , ,47.9,A
2015,15293,Powell Valley Electric Coop,TN,14,0.412,0,0,A,0,0,0,0,0,0.412,0,0,0.412,A
2015,15293,Powell Valley Electric Coop,VA,3,0.033,0,0,A,0,0,0,0,0,0.033,0,0,0.033,A
2015,15312,Village of Prairie Du Sac - (WI),WI,2,0.006,0, ,A,0,0,0,0,0,0.006,0, ,0.006,A
2015,15321,City of Pratt- (KS),KS,3,0.2, , ,E, , , , ,0.2, , , ,0.2,
2015,15334,Prentiss County Elec Pwr Assn,MS,1,0.004,0,0,A,0,0,0,0,0,0.004,0,0,0.004,A
2015,15349,City of Preston,IA,1,0.004,0, ,A,0,0,0,0,0,0.004,0, ,0.004,A
2015,15356,Price Electric Coop Inc,WI,2,1.1,1.1, ,A,1.1, , , , , , , ,1.1,A
2015,15470,"Duke Energy Indiana, LLC",IN,26,11.944,2.4,0,E,11.179, , , ,0,0.015,0.75, ,11.944,E
2015,15472,Public Service Co of NH,NH,40,19.1,0.8,0,A,1.9,0.5,1.1,15.6,0,0,0,0,19.1,A
2015,15477,Public Service Elec & Gas Co,NJ,174706,38.6, , ,, , , , , ,38.6, , ,38.6,
2015,15500,Puget Sound Energy Inc,WA,13,5.026, , ,A,3.322, , ,1.02,0.228,0.456, , ,5.026,A
2015,15507,City of Pulaski - (TN),TN,17,1.839,0,0,A,0,0,0,0,0,1.839,0,0,1.839,A
2015,15671,Randolph Electric Member Corp,NC,55,0.819, , ,A,0.19, , , , ,0.629, , ,0.819,A
2015,15783,City of Redding - (CA),CA,1,0.015, ,0.015,A, , , , , ,0.015, , ,0.015,A
2015,15804,Reedsburg Utility Comm,WI,2,0.01,0, ,A,0,0,0,0,0,0.01,0, ,0.01,A
2015,16082,City of River Falls,WI,10,0.048,0,0.018,A,0,0,0,0,0,0.048,0, ,0.048,A
2015,16088,City of Riverside - (CA),CA,6,1.1, ,0.1,A,0.8,0.1, , , ,0.2, , ,1.1,A
2015,16195,City of Rock Hill - (SC),SC,1,0.8,0.8,0.8,A,0.8, , , , , , , ,0.8,A
2015,16223,City of Rockwood - (TN),TN,7,0.086,0,0,A,0,0,0,0,0,0.086,0,0,0.086,A
2015,16459,City of Russellville - (KY),KY,1,0.007,0,0,A,0,0,0,0,0,0.007,0,0,0.007,A
2015,16534,Sacramento Municipal Util Dist,CA,20,4.998, ,1.963,A,2.578, , , , ,1.87,0.55, ,4.998,A
2015,16555,Salem Electric - (OR),OR,1,0.1, , ,A, , , , , ,0.1, , ,0.1,A
2015,16572,Salt River Project,AZ,85,22.38,5.48,1.16,A,4.7, , ,0, ,17.68, , ,22.38,A
2015,16587,Salt River Electric Coop Corp,KY,3,2.5, ,2.5,E, , , ,2.5, , , , ,2.5,E
2015,16603,"San Luis Valley R E C, Inc",CO,1,0.4, , ,A, , , ,0.4, , , , ,0.4,A
2015,16606,"Santee Electric Coop, Inc",SC,2,1.2, , ,E, , , , , , , ,1.2,1.2,E
2015,16609,San Diego Gas & Electric Co,CA,14,2.482, , ,A,0.938,1.194, ,0.35, , , , ,2.482,A
2015,16611,Access Energy Coop,IA,41,0.708,0,0.1,A,0,0,0,0,0.078,0.63,0,0,0.708,A
2015,16622,"San Miguel Power Assn, Inc",CO,4,2.4, , ,A, , , ,1.4, ,1, , ,2.4,A
2015,16629,Sand Mountain Electric Coop,AL,3,0.056,0,0,A,0,0,0,0,0,0.056,0,0,0.056,A
2015,16679,City of Sauk Centre - (MN),MN,1,0.095, , ,A, , , , ,0.095, , , ,0.095,A
2015,16759,"Sheridan Electric Coop, Inc",MT,3,0.2, , ,E, , , , ,0.1,0.1, , ,0.2,E
2015,16854,"Heartland Rural Elec Coop, Inc",KS,2,1.5,0,1.5,A,1.5, , , , , , , ,1.5,A
2015,16930,Sequachee Valley Electric Coop,TN,21,0.379,0,0,A,0,0,0,0,0,0.379,0,0,0.379,A
2015,16949,Sevier County Electric System,TN,24,0.215,0,0,A,0,0,0,0,0,0.215,0,0,0.215,A
2015,17033,Sheffield Utilities,AL,5,0.019,0,0,A,0,0,0,0,0,0.019,0,0,0.019,A
2015,17037,City of Shelby - (NC),NC,1,0.4,0.4,0,A,0.4, , , , , , , ,0.4,A
2015,17043,City of Shelby - (OH),OH,1,0.5,0.5,0.5,A,0.5, , , , , , , ,0.5,A
2015,17252,Singing River Elec Pwr Assn,MS,1,0.007, , ,A, , , , , ,0.007, , ,0.007,A
2015,17267,Sioux Valley SW Elec Coop,MN,10,0.9, , ,A, , , , ,0.9, , , ,0.9,A
2015,17267,Sioux Valley SW Elec Coop,SD,23,0.1, , ,A, , , , ,0.1, , , ,0.1,A
2015,17543,South Carolina Public Service Authority,SC,4,3,3,3,A,3, , , , , , , ,3,A
2015,17550,South Central Electric Assn,MN,1,0.035, ,0,, , , , ,0.035, , , ,0.035,
2015,17561,South Plains Electric Coop Inc,TX,27,0.4, , ,E, , , , ,0.3, , ,0.1,0.4,E
2015,17572,South River Elec Member Corp,NC,9,0.398, , ,E, , , , , ,0.153, ,0.245,0.398,E
2015,17609,Southern California Edison Co,CA,448,135.6,0,0,A,29.4,20.3,0,4,0.5,65.8,12.3,3.3,135.6,A
2015,17694,Southwest Tennessee E M C,TN,19,0.4,0,0,A,0,0,0,0,0,0.4,0,0,0.4,A
2015,17829,City of Springfield - (TN),TN,3,0.063,0,0,A,0,0,0,0,0,0.063,0,0,0.063,A
2015,17845,City of Springville - (UT),UT,3,1, ,1,A, , , ,1, , , , ,1,A
2015,17896,City of Shasta Lake - (CA),CA,21,1.1, , ,E, , , , , ,0.25, ,0.85,1.1,E
2015,18006,City of Starkville,MS,2,0.202,0,0,A,0,0,0,0,0,0.202,0,0,0.202,A
2015,18019,Stearns Cooperative Elec Assn,MN,1,0.02,0,0.02,A,0, , , , ,0.02, , ,0.02,A
2015,18022,City of Statesville - (NC),NC,2,0.6,0.4, ,A,0.4, , , , ,0.2, , ,0.6,A
2015,18047,Steele-Waseca Cooperative Electric,MN,26,3.55,3.55, ,A,3.55, , , , , , , ,3.55,A
2015,18181,City of Stoughton - (WI),WI,10,0.052,0,0.007,A,0,0,0,0,0,0.052,0, ,0.052,A
2015,18249,City of Sturgeon Bay - (WI),WI,8,0.027,0, ,A,0,0,0,0,0,0.027,0, ,0.027,A
2015,18280,Sulphur Springs Valley E C Inc,AZ,6,5.2,4,1.2,A,4, , , , ,1.2, , ,5.2,A
2015,18312,Sun Prairie Utilities,WI,6,0.07,0,0.05,A,0,0,0,0,0,0.07,0, ,0.07,A
2015,18339,Surry-Yadkin Elec Member Corp,NC,20,0.368, ,0.2,E, ,0.065, , ,0.003,0.3, , ,0.368,E
2015,18384,City of Sweetwater,TN,8,0.222,0,0,A,0,0,0,0,0,0.222,0,0,0.222,A
2015,18447,Tallahatchie Valley E P A,MS,2,0.023,0,0,A,0,0,0,0,0,0.023,0,0,0.023,A
2015,18472,City of Tarrant,AL,1,0.05,0,0,A,0,0,0,0,0,0.05,0,0,0.05,A
2015,18643,Tennessee Valley Electric Coop,TN,6,0.047,0,0,A,0,0,0,0,0,0.047,0,0,0.047,A
2015,18917,Tillamook Peoples Utility Dist,OR,2,1.2, , ,A, , , , , , , ,1.2,1.2,A
2015,18940,Tipmont Rural Elec Member Corp,IN,1,0.072, , ,E, , , , , ,0.072, , ,0.072,E
2015,18943,Tippah Electric Power Assn,MS,1,0.002,0,0,A,0,0,0,0,0,0.002,0,0,0.002,A
2015,19007,Tombigbee Electric Power Assn,MS,4,0.017,0,0,A,0,0,0,0,0,0.017,0,0,0.017,A
2015,19154,Tri-State Electric Member Corp,GA,5,0.036,0,0,A,0,0,0,0,0,0.036,0,0,0.036,A
2015,19154,Tri-State Electric Member Corp,NC,8,0.151,0,0,A,0,0,0,0,0,0.151,0,0,0.151,A
2015,19154,Tri-State Electric Member Corp,TN,33,0.869,0,0,A,0,0,0,0,0,0.869,0,0,0.869,A
2015,19157,Tri-County Electric Coop,MN,31,3.4,3.1,0.3,A,3.1,0,0,0,0.1,0.2,0,0,3.4,A
2015,19162,Tri-County Elec Member Corp,KY,9,0.064,0,0,A,0,0,0,0,0,0.064,0,0,0.064,A
2015,19162,Tri-County Elec Member Corp,TN,5,0.036,0,0,A,0,0,0,0,0,0.036,0,0,0.036,A
2015,19189,Trico Electric Cooperative Inc,AZ,4,0.811,0,0.2,A, , , , , ,0.811, , ,0.811,A
2015,19266,Tullahoma Board-Public Utils,TN,3,0.06,0,0,A,0,0,0,0,0,0.06,0,0,0.06,A
2015,19273,City of Tupelo - (MS),MS,2,0.051,0,0,A,0,0,0,0,0,0.051,0,0,0.051,A
2015,19307,City of Tuscumbia,AL,2,0.007,0,0,A,0,0,0,0,0,0.007,0,0,0.007,A
2015,19324,Two Rivers Water & Light,WI,3,0.014,0, ,A,0,0,0,0,0,0.014,0, ,0.014,A
2015,19430,City of Union City,TN,1,0.005,0,0,A,0,0,0,0,0,0.005,0,0,0.005,A
2015,19436,Union Electric Co - (MO),MO,109,20.9,11.1,0.1,E,19.2, , , ,0,1.7, , ,20.9,E
2015,19437,Western Iowa Power Coop,IA,2,0.297,0,0.297,A, , , , , ,0.297, , ,0.297,A
2015,19547,Hawaiian Electric Co Inc,HI,318,62.043, , ,A,0.12, , , ,0.005,61.9, ,0.018,62.043,A
2015,19574,Upper Cumberland E M C,TN,27,0.272,0,0,A,0,0,0,0,0.006,0.266,0,0,0.272,A
2015,19813,Vernon Electric Coop,WI,1,0.31, , ,A, , , , , ,0.31, , ,0.31,A
2015,19876,Virginia Electric & Power Co,VA,6,1.975,0,1.975,A, , , , , ,1.975, , ,1.975,A
2015,19898,Volunteer Electric Coop,TN,146,2.534,0,0,A,0,0,0,0,0,2.534,0,0,2.534,A
2015,19947,City of Wadena - (MN),MN,7,1.5,1.5,0.9,A,1.5, , , , , , , ,1.5,A
2015,19981,Wake Electric Membership Corp,NC,1,0.3, , ,E,0.3, , , , , , , ,0.3,E
2015,20130,Warren Rural Elec Coop Corp,KY,72,4.248,0,0,A,0,0,0,0,0.02,3.229,0,0.999,4.248,A
2015,20182,Waterloo Light & Water Comm,WI,1,0.003,0,0.003,A,0,0,0,0,0,0.003,0, ,0.003,A
2015,20187,Watertown Municipal Utilities,SD,2,0.1, , ,A, , , , ,0.1, , , ,0.1,A
2015,20213,Waupun Utilities,WI,1,0.006,0,0.006,A,0,0,0,0,0,0.006,0, ,0.006,A
2015,20228,Weakley County Mun Elec Sys,TN,5,0.032,0,0,A,0,0,0,0,0,0.032,0,0,0.032,A
2015,20377,West Kentucky Rural E C C,KY,103,2.496,0,0,A,0,0,0,0,0.005,2.491,0,0,2.496,A
2015,20401,West River Electric Assn Inc,SD,22,0.24, , ,A, , , , ,0.068,0.172, , ,0.24,E
2015,20404,AEP Texas North Company,TX,185,1.516, ,0.01,A, , , , ,0.32,1.196, , ,1.516,A
2015,20455,Western Massachusetts Electric Company,MA,30,5.973, , ,A,1.35,1.235,1.306,1.412, ,0.67, , ,5.973,A
2015,20847,Wisconsin Electric Power Co,WI,79,5.35,0,0,A,0.54,0.03,0,1.2,0.46,2.62,0,0.5,5.35,A
2015,20856,Wisconsin Power & Light Co,WI,147,13.3, , ,A, , , ,3.4,0.4,2.1, ,7.4,13.3,A
2015,20858,WPPI Energy,WI,3,2.6,2.6, ,A,2.6,0,0,0,0, ,0, ,2.6,A
2015,20885,Withlacoochee River Elec Coop,FL,17,11.3, , ,A,11.3, , , , , , , ,11.3,A
2015,21002,York Electric Coop Inc,SC,7,6.5, , ,A,6.5, , , , , , , ,6.5,A
2015,22500,Westar Energy Inc,KS,33,1.012,0,0,E,0,0,0,0,0.05,0.962,0,0,1.012,E
2015,23826,Bluestem Electric Coop Inc,KS,4,0.3, , ,A, , , , ,0.3, , , ,0.3,A
2015,24211,Tucson Electric Power Co,AZ,8,1.8,1.8,0,E,0.2,1.6, , , , , , ,1.8,E
2015,24558,City of Escanaba,MI,3,0.2,0,0,, , , , ,0.1,0.1, , ,0.2,E
2015,24590,Unitil Energy Systems,NH,328,3.2, , ,A,0.1,0.6, , ,0.3,2.2, , ,3.2,A
2015,24889,Brunswick Electric Member Corp,NC,110,1.2, ,0.03,E, , , , , ,1.015, ,0.185,1.2,E
2015,24949,Cass County Elec Coop Inc,ND,1,0.9, , ,A,0.9, , , , , , , ,0.9,A
2015,26765,Pella Cooperative Elec Assn,IA,10,0.192, , ,A, , , , , ,0.192, , ,0.192,A
2015,27316,Town of Stowe- (VT),VT,2,1, , ,A,1, , , , , , , ,1,A
2015,27599,Carroll-White REMC,IN,1,0.8,0.8, ,A,0.8, , , , , , , ,0.8,
2015,40166,"Chickasaw Electric Coop, Inc",TN,8,0.074,0,0,A,0,0,0,0,0,0.074,0,0,0.074,A
2015,40228,Rappahannock Electric Coop,VA,3,2.4,0.8,0,E,0.8, , ,1.6, , , , ,2.4,E
2015,40236,"Forked Deer Electric Coop, Inc",TN,3,0.005,0,0,A,0,0,0,0,0.001,0.004,0,0,0.005,A
2015,40302,North East Mississippi EPA,MS,4,0.018,0,0,A,0,0,0,0,0,0.018,0,0,0.018,A
2015,40303,Monroe County Elec Power Assn,MS,2,0.022,0,0,A,0,0,0,0,0,0.022,0,0,0.022,A
2015,40305,Hickman-Fulton Counties RECC,KY,15,0.134,0,0,A,0,0,0,0,0,0.134,0,0,0.134,A
2015,40305,Hickman-Fulton Counties RECC,TN,1,0.01,0,0,A,0,0,0,0,0,0.01,0,0,0.01,A
2015,40437,Emerald People's Utility Dist,OR,4,0.4, , ,A, , , , , ,0.1, ,0.3,0.4,A
2015,40441,Town of Murphy - (NC),NC,4,0.04,0,0,A,0,0,0,0,0,0.04,0,0,0.04,A
2015,44372,Oncor Electric Delivery Company LLC,TX,20,10.9,10.9,0,A,10.8,0.1,0,0,0,0,0,0,10.9,A
2015,49986,Southwest Iowa Rural Elec Coop,IA,1,0.007, , ,A, , , , , ,0.007, , ,0.007,A
2015,54913,NSTAR Electric Company,MA,130,23.813, , ,A,23.538, ,0.075,0.2, , , , ,23.813,A
2015,56697,Ameren Illinois Company,IL,59,4.8, , ,E, , , ,2.5,2.3, , , ,4.8,E
2015,59505,Heartland REMC,IN,9,0.056, , ,E, , , , ,0.006,0.05, , ,0.056,E
