Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Photovoltaic,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Wind,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Other,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Total,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63
2015,6335,"Firelands Electric Coop, Inc",OH,0.064, , , ,0.064,9, , , ,9, , , , ,0,0.002, , , ,0.002,1, , , ,1, , , , ,0,0.007, , , ,0.007,1, , , ,1, , , , ,0,0.073,0,0,0,0.073,11,0,0,0,11,0,0,0,0,0
2015,6342,First Electric Coop Corp,AR,0.217, , , ,0.217,40, , , ,40, , , , ,0,0.01, , , ,0.01,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.227,0,0,0,0.227,41,0,0,0,41,0,0,0,0,0
2015,6374,Fitchburg Gas & Elec Light Co,MA,4.34,5.475,0.772, ,10.587,688,21,4, ,713,492.045,6949.327,0, ,7441.372, , , , ,0, , , , ,0, , , , ,0,0.002, , , ,0.002,2, , , ,2, , , , ,0,4.342,5.475,0.772,0,10.589,690,21,4,0,715,492.045,6949.327,0,0,7441.372
2015,6395,Flathead Electric Coop Inc,MT,0.124,0.026, , ,0.15,28,6, , ,34, , , , ,0,0.005, , , ,0.005,4, , , ,4, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.129,0.026,0,0,0.155,32,6,0,0,38,0,0,0,0,0
2015,6411,Flint Electric Membership Corp,GA,0.114,0.14, , ,0.254,19,1, , ,20,0.04, , , ,0.04, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.114,0.14,0,0,0.254,19,1,0,0,20,0.04,0,0,0,0.04
2015,6424,Florence Utility Comm,WI, ,0.003,0,0,0.003, ,1,0,0,1,0,0,0,0,0, , ,0,0,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0.003,0,0,0.003,0,1,0,0,1,0,0,0,0,0
2015,6427,City of Floresville,TX,0.1,0.001, , ,0.101,10,1, , ,11, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.1,0.001,0,0,0.101,10,1,0,0,11,0,0,0,0,0
2015,6431,"Flint Hills Rural E C A, Inc",KS,0.04,0.004, , ,0.044,8,1, , ,9,32,6, , ,38,0.032, , , ,0.032,6, , , ,6,16, , , ,16, , , , ,0, , , , ,0, , , , ,0,0.072,0.004,0,0,0.076,14,1,0,0,15,48,6,0,0,54
2015,6442,Fleming-Mason Energy Coop Inc,KY,0.054, , , ,0.054,18, , , ,18, , , , ,0,0.004, , , ,0.004,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.058,0,0,0,0.058,19,0,0,0,19,0,0,0,0,0
2015,6443,"Florida Keys El Coop Assn, Inc",FL,0.222,0.04, , ,0.262,37,4, , ,41,105,17, , ,122, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.222,0.04,0,0,0.262,37,4,0,0,41,105,17,0,0,122
2015,6452,Florida Power & Light Co,FL,20.11,19.801, , ,39.911,3466,784, , ,4250,475.503,751.22, , ,1226.723,0.013,0.05, , ,0.063,5,7, , ,12,0,0, , ,0,0,3.95, , ,3.95,0,3, , ,3,0,36.5, , ,36.5,20.123,23.801,0,0,43.924,3471,794,0,0,4265,475.503,787.72,0,0,1263.223
2015,6455,"Duke Energy Florida, Inc",FL,14.396,10.042,3.064,0,27.502,2637,323,7,0,2967,7961,3114,1077,0,12152,0.002,0.001,0,0,0.003,2,1,0,0,3,1,0,0,0,1, , , , ,0, , , , ,0, , , , ,0,14.398,10.043,3.064,0,27.505,2639,324,7,0,2970,7962,3114,1077,0,12153
2015,6457,Florida Public Utilities Co,FL,0.343,0,0,0,0.343,69,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0,0,0.343,69,0,0,0,69,0,0,0,0,0
2015,6579,City of Forest City- (IA),IA, , , , ,0, , , , ,0, , , , ,0, ,0.75, , ,0.75, ,1, , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0,0.75,0,0,0.75,0,1,0,0,1,0,0,0,0,0
2015,6582,City of Forest Grove,OR,0.03,0.043, , ,0.073,10,2, , ,12, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.03,0.043,0,0,0.073,10,2,0,0,12,0,0,0,0,0
2015,6604,City of Fort Collins - (CO),CO,2.082,0.888,0.18,0,3.15,415,52,1,0,468,0,0,0,0,0,0.001,0,0,0,0.001,1,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1.2,0,0,2,0,2,0,0,0,0,0,2.083,0.888,1.38,0,4.351,416,52,3,0,471,0,0,0,0,0
2015,6616,Fort Pierce Utilities Authority,FL,0.015,0.007, , ,0.022,4,3, , ,7,6.501,2.279, , ,8.78, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.015,0.007,0,0,0.022,4,3,0,0,7,6.501,2.279,0,0,8.78
2015,6638,City of Fountain,CO,0.053, , , ,0.053,11, , , ,11,43, , , ,43, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.053,0,0,0,0.053,11,0,0,0,11,43,0,0,0,43
2015,6640,Four County Elec Member Corp,NC,0.055, , , ,0.055,7, , , ,7,32, , , ,32, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.055,0,0,0,0.055,7,0,0,0,7,32,0,0,0,32
2015,6708,City of Frankfort - (KY),KY,0.063,0.01, , ,0.073,7,1, , ,8,27.422,0.12, , ,27.542, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.063,0.01,0,0,0.073,7,1,0,0,8,27.422,0.12,0,0,27.542
2015,6709,Easley Combined Utility System,SC,0.017, , , ,0.017,4, , , ,4,5.197, , , ,5.197, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.017,0,0,0,0.017,4,0,0,0,4,5.197,0,0,0,5.197
2015,6715,City of Franklin - (VA),VA,0.04, , , ,0.04,40, , , ,40,0, , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.04,0,0,0,0.04,40,0,0,0,40,0,0,0,0,0
2015,6722,Franklin Rural Electric Coop - (IA),IA, ,0.04, , ,0.04, ,1, , ,1, ,6.2, , ,6.2,0.045, , , ,0.045,3, , , ,3,30.5, , , ,30.5, , , , ,0, , , , ,0, , , , ,0,0.045,0.04,0,0,0.085,3,1,0,0,4,30.5,6.2,0,0,36.7
2015,6758,City of Fredericksburg - (TX),TX,0.007, , , ,0.007,2, , , ,2,3.169, , , ,3.169, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.007,0,0,0,0.007,2,0,0,0,2,3.169,0,0,0,3.169
2015,6779,City of Fremont - (NE),NE,0.006, , , ,0.006,1, , , ,1,0.002, , , ,0.002, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.006,0,0,0,0.006,1,0,0,0,1,0.002,0,0,0,0.002
2015,6782,Freeborn-Mower Coop Services,MN,0.129,0.036, , ,0.165,11,1, , ,12,90.38,15.24, , ,105.62,0.242,0.098, , ,0.34,9,3, , ,12,217.437,57.575, , ,275.012, , , , ,0, , , , ,0, , , , ,0,0.371,0.134,0,0,0.505,20,4,0,0,24,307.817,72.815,0,0,380.632
2015,6784,French Broad Elec Member Corp,NC,0.137, , , ,0.137,42, , , ,42,127.4, , , ,127.4, , , , ,0, , , , ,0, , , , ,0,0.001, , , ,0.001,1, , , ,1,0.99, , , ,0.99,0.138,0,0,0,0.138,43,0,0,0,43,128.39,0,0,0,128.39
2015,6804,Frontier Power Company,OH,0.012, , , ,0.012,2, , , ,2, , , , ,0, , , , ,0, , , , ,0, , , , ,0, ,0.095, , ,0.095, ,2, , ,2, , , , ,0,0.012,0.095,0,0,0.107,2,2,0,0,4,0,0,0,0,0
2015,6909,Gainesville Regional Utilities,FL,0.889,1.64, , ,2.529,158,62, , ,220,11,66, , ,77, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.889,1.64,0,0,2.529,158,62,0,0,220,11,66,0,0,77
2015,6930,City of Gallup - (NM),NM,0.037,0.118, , ,0.155,12,4, , ,16,26.477,2.494, , ,28.971, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.037,0.118,0,0,0.155,12,4,0,0,16,26.477,2.494,0,0,28.971
2015,6949,City of Gardner - (KS),KS, , , , ,0, , , , ,0, , , , ,0, ,0.2, , ,0.2, ,1, , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0,0.2,0,0,0.2,0,1,0,0,1,0,0,0,0,0
2015,6950,Garland Light & Power Company,WY,0.025, , , ,0.025,3, , , ,3,0, , , ,0,0.01, , , ,0.01,1, , , ,1,0, , , ,0, , , , ,0, , , , ,0, , , , ,0,0.035,0,0,0,0.035,4,0,0,0,4,0,0,0,0,0
2015,6957,"Garkane Energy Coop, Inc",UT,0.517,0.469, , ,0.986,42,14, , ,56,48.441,787.465, , ,835.906,0.004,0.002, , ,0.006,3,1, , ,4,0,0, , ,0,0,0.11, , ,0.11,0,2, , ,2,0,28.36, , ,28.36,0.521,0.581,0,0,1.102,45,17,0,0,62,48.441,815.825,0,0,864.266
2015,7024,Gascosage Electric Coop,MO,0.012, , , ,0.012,1, , , ,1,1.353, , , ,1.353, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.012,0,0,0,0.012,1,0,0,0,1,1.353,0,0,0,1.353
2015,7090,GreyStone Power Corporation,GA,0.142,0.052, , ,0.194,21,4, , ,25, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.142,0.052,0,0,0.194,21,4,0,0,25,0,0,0,0,0
2015,7096,City of Geneva- (IL),IL,0.024, , , ,0.024,3, , , ,3, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.024,0,0,0,0.024,3,0,0,0,3,0,0,0,0,0
2015,7129,City of Georgetown - (TX),TX,0.682,0.135, , ,0.817,101,12, , ,113,247.83,94.865, , ,342.695, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.682,0.135,0,0,0.817,101,12,0,0,113,247.83,94.865,0,0,342.695
2015,7149,City of Gering - (NE),NE,0.001, , , ,0.001,1, , , ,1, , , , ,0,0.001, , , ,0.001,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.002,0,0,0,0.002,2,0,0,0,2,0,0,0,0,0
2015,7222,City of Gillette - (WY),WY,0.016, , , ,0.016,2, , , ,2,2.17, , , ,2.17, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.016,0,0,0,0.016,2,0,0,0,2,2.17,0,0,0,2.17
2015,7257,City of Girard - (KS),KS,0.016, , , ,0.016,1, , , ,1,7.043, , , ,7.043,0.013, , , ,0.013,2, , , ,2,1.08, , , ,1.08, , , , ,0, , , , ,0, , , , ,0,0.029,0,0,0,0.029,3,0,0,0,3,8.123,0,0,0,8.123
2015,7262,"Glacier Electric Coop, Inc",MT,0.008,0.04, , ,0.048,1,3, , ,4, , , , ,0,0.01,0.02, , ,0.03,1,2, , ,3, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.018,0.06,0,0,0.078,2,5,0,0,7,0,0,0,0,0
2015,7264,"Glades Electric Coop, Inc",FL,0.134, , , ,0.134,23, , , ,23,97, , , ,97, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.134,0,0,0,0.134,23,0,0,0,23,97,0,0,0,97
2015,7265,City of Gladstone,MI,0.007,0.002,0,0,0.009,2,1,0,0,3,0,0,0,0,0, , ,0,0,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0.007,0.002,0,0,0.009,2,1,0,0,3,0,0,0,0,0
2015,7292,Glencoe Light & Power Comm,MN,0.019, , , ,0.019,4, , , ,4,9.782, , , ,9.782,0.002, , , ,0.002,1, , , ,1,0.007, , , ,0.007, , , , ,0, , , , ,0, , , , ,0,0.021,0,0,0,0.021,5,0,0,0,5,9.789,0,0,0,9.789
2015,7294,City of Glendale - (CA),CA,5.118,2.243, , ,7.361,810,47, , ,857, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,5.118,2.243,0,0,7.361,810,47,0,0,857,0,0,0,0,0
2015,7300,City of Glenwood Springs - (CO),CO,0.182,0.238, , ,0.42,46,14, , ,60, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.01, , , ,0.01,1, , , ,1, , , , ,0,0.192,0.238,0,0,0.43,47,14,0,0,61,0,0,0,0,0
2015,7303,Raccoon Valley Electric Cooperative,IA, , , , ,0, , , , ,0, , , , ,0,0.02, , , ,0.02,2, , , ,2,35, , , ,35,0.049, , , ,0.049,3, , , ,3,68.1, , , ,68.1,0.069,0,0,0,0.069,5,0,0,0,5,103.1,0,0,0,103.1
2015,7353,Golden Valley Elec Assn Inc,AK,0.281,0.103,0.043,0,0.427,64,13,4,0,81,25.465,7.621,0,0,33.086,0.013,0.009,0,0,0.022,4,2,0,0,6,0,0,0,0,0, , , , ,0, , , , ,0, , , , ,0,0.294,0.112,0.043,0,0.449,68,15,4,0,87,25.465,7.621,0,0,33.086
2015,7450,Grady Electric Membership Corp,GA,0.037,0.02, , ,0.057,5,1, , ,6,0.029,0.002, , ,0.031, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.037,0.02,0,0,0.057,5,1,0,0,6,0.029,0.002,0,0,0.031
2015,7456,Graham County Electric Coop Inc,AZ,0.957,0.148, , ,1.105,148,4, , ,152,176.46,79.16, , ,255.62,0.034, , , ,0.034,6, , , ,6,0, , , ,0,0.001, , , ,0.001,1, , , ,1, , , , ,0,0.992,0.148,0,0,1.14,155,4,0,0,159,176.46,79.16,0,0,255.62
2015,7460,Goodhue County Coop Elec Assn,MN,0.12, , , ,0.12,12, , , ,12,7.768, , , ,7.768,0.083, , , ,0.083,3, , , ,3,3.101, , , ,3.101, , , , ,0, , , , ,0, , , , ,0,0.203,0,0,0,0.203,15,0,0,0,15,10.869,0,0,0,10.869
2015,7489,Grand Rapids Public Util Comm,MN,0.027,0.098, , ,0.125,6,3, , ,9,1.1,0, , ,1.1, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.027,0.098,0,0,0.125,6,3,0,0,9,1.1,0,0,0,1.1
2015,7548,PUD No 1 of Grays Harbor County,WA,0.02, , , ,0.02,10, , , ,10, , , , ,0,0.006, , , ,0.006,4, , , ,4, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.026,0,0,0,0.026,14,0,0,0,14,0,0,0,0,0
2015,7558,Grayson Rural Electric Coop Corp,KY,0.007, , , ,0.007,2, , , ,2,10.797, , , ,10.797, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.007,0,0,0,0.007,2,0,0,0,2,10.797,0,0,0,10.797
2015,7563,Grand Valley Power,CO,0.974,0.061, , ,1.035,168,10, , ,178, , , , ,0,0.003, , , ,0.003,1, , , ,1, , , , ,0,0.005, , , ,0.005,2, , , ,2, , , , ,0,0.982,0.061,0,0,1.043,171,10,0,0,181,0,0,0,0,0
2015,7593,City of Green Cove Springs,FL,0.024,0.098, , ,0.122,6,1, , ,7,5,5, , ,10, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.024,0.098,0,0,0.122,6,1,0,0,7,5,5,0,0,10
2015,7601,Green Mountain Power Corp,VT,32.545,16.906,0.197, ,49.648,4153,306,4, ,4463, , , , ,0,0.192, , , ,0.192,14, , , ,14, , , , ,0,0.916,0.22, , ,1.136,55,2, , ,57, , , , ,0,33.653,17.126,0.197,0,50.976,4222,308,4,0,4534,0,0,0,0,0
2015,7634,City of Greenville - (TX),TX,0.12,0.44, , ,0.56,2,2, , ,4,0.1, , , ,0.1, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.12,0.44,0,0,0.56,2,2,0,0,4,0.1,0,0,0,0.1
2015,7639,Greenville Utilities Comm,NC,0.018, , , ,0.018,4, , , ,4,0.203, , , ,0.203, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.018,0,0,0,0.018,4,0,0,0,4,0.203,0,0,0,0.203
2015,7654,Greer Commission of Public Wks,SC,0.015, , , ,0.015,4, , , ,4,0.09, , , ,0.09, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.015,0,0,0,0.015,4,0,0,0,4,0.09,0,0,0,0.09
2015,7716,Groton Dept of Utilities - (CT),CT,4.037, , , ,4.037,795, , , ,795,329.2, , , ,329.2, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,4.037,0,0,0,4.037,795,0,0,0,795,329.2,0,0,0,329.2
2015,7720,"Grundy Electric Coop, Inc",MO,0.005, , , ,0.005,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.005,0,0,0,0.005,1,0,0,0,1,0,0,0,0,0
2015,7750,Guthrie County Rural E C A,IA,0.004, ,0.117, ,0.121,1, ,1, ,2, , , , ,0, , ,0.223, ,0.223, , ,4, ,4, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.004,0,0.34,0,0.344,1,0,5,0,6,0,0,0,0,0
2015,7752,Guadalupe Valley Elec Coop Inc,TX,3.783,0.149, , ,3.932,814,13, , ,827,1422.8, , , ,1422.8,0.108,0.012, , ,0.12,25,5, , ,30,13.8, , , ,13.8, , , , ,0, , , , ,0, , , , ,0,3.891,0.161,0,0,4.052,839,18,0,0,857,1436.6,0,0,0,1436.6
2015,7785,"Gulf Coast Electric Coop, Inc",FL,0.02,0.06, , ,0.08,7,1, , ,8, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.02,0.06,0,0,0.08,7,1,0,0,8,0,0,0,0,0
2015,7787,Gunnison County Elec Assn.,CO,0.25,0.05, , ,0.3,65,10, , ,75, , , , ,0,0.002, , , ,0.002,2, , , ,2, , , , ,0,0.002, , , ,0.002,2, , , ,2, , , , ,0,0.254,0.05,0,0,0.304,69,10,0,0,79,0,0,0,0,0
2015,7801,Gulf Power Co,FL,1.868,0.328,0,0,2.196,357,108,0,0,465,1082.529,159.397,0,0,1241.926,0.002,0.012,0,0,0.014,1,5,0,0,6,0.029,2.243,0,0,2.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0.34,0,0,2.21,358,113,0,0,471,1082.558,161.64,0,0,1244.198
2015,7826,City of Gunnison - (CO),CO,0.027, , , ,0.027,5, , , ,5, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.027,0,0,0,0.027,5,0,0,0,5,0,0,0,0,0
2015,7887,Habersham Electric Membership Corp,GA,0.166,0.08, , ,0.246,22,1, , ,23, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.166,0.08,0,0,0.246,22,1,0,0,23,0,0,0,0,0
2015,7891,Guernsey-Muskingum El Coop Inc,OH,0.101,0.05, , ,0.151,9,2, , ,11,62.26,19.48, , ,81.74,0.01, , , ,0.01,1, , , ,1,1.289, , , ,1.289, , , , ,0, , , , ,0, , , , ,0,0.111,0.05,0,0,0.161,10,2,0,0,12,63.549,19.48,0,0,83.029
2015,7908,Hagerstown Light Department,MD,0.014,0.031, , ,0.045,4,2, , ,6,0.607,0.105, , ,0.712, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.014,0.031,0,0,0.045,4,2,0,0,6,0.607,0.105,0,0,0.712
2015,7979,Hamilton County Elec Coop Assn,TX,0.107,0.123, , ,0.23,21,2, , ,23, , , , ,0,0.052, , , ,0.052,12, , , ,12, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.159,0.123,0,0,0.282,33,2,0,0,35,0,0,0,0,0
2015,8034,Hancock-Wood Electric Coop Inc,OH,0.008,0.02,0,0,0.028,1,1, , ,2, , , , ,0,0.006, , , ,0.006,3, , , ,3, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.014,0.02,0,0,0.034,4,1,0,0,5,0,0,0,0,0
2015,8055,City of Hannibal - (MO),MO,0.01, , , ,0.01,2, , , ,2,0, , , ,0,0.064, , , ,0.064,1, , , ,1,7.02, , , ,7.02, , , , ,0, , , , ,0, , , , ,0,0.074,0,0,0,0.074,3,0,0,0,3,7.02,0,0,0,7.02
2015,8104,Town of Hardwick,VT,0.742, , , ,0.742,73, , , ,73, , , , ,0,0.073, , , ,0.073,8, , , ,8, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.815,0,0,0,0.815,81,0,0,0,81,0,0,0,0,0
2015,8179,Harrison County Rural E M C,IN,0.07, , , ,0.07,14, , , ,14,35.1, , , ,35.1, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.07,0,0,0,0.07,14,0,0,0,14,35.1,0,0,0,35.1
2015,8198,City of Harrisonburg - (VA),VA,0.215,0.204, , ,0.419,49,7, , ,56,153.145,35.5, , ,188.645, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.215,0.204,0,0,0.419,49,7,0,0,56,153.145,35.5,0,0,188.645
2015,8210,Hart Electric Member Corp,GA,0.119, , , ,0.119,18, , , ,18,72, , , ,72, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.119,0,0,0,0.119,18,0,0,0,18,72,0,0,0,72
2015,8212,Hartford Electric,WI, ,0.001,0,0,0.001, ,1,0,0,1,0,0,0,0,0, , ,0,0,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0.001,0,0,0.001,0,1,0,0,1,0,0,0,0,0
2015,8276,Havana Power & Light Company,FL, ,0.4, , ,0.4, ,3, , ,3, ,20, , ,20, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0,0.4,0,0,0.4,0,3,0,0,3,0,20,0,0,20
2015,8283,Harrison County Rrl Elec Coop,IA,0.085, , , ,0.085,6, , , ,6,19.6, , , ,19.6,0.025, , , ,0.025,4, , , ,4,9.2, , , ,9.2, , , , ,0, , , , ,0, , , , ,0,0.11,0,0,0,0.11,10,0,0,0,10,28.8,0,0,0,28.8
2015,8287,Hawaii Electric Light Co Inc,HI,45.08,13.151,1.466, ,59.697,9083,489,32, ,9604, , , , ,0,0.057,0.016,0.167, ,0.24,17,2,3, ,22, , , , ,0, , ,0.049, ,0.049, , ,1, ,1, , , , ,0,45.137,13.167,1.682,0,59.986,9100,491,36,0,9627,0,0,0,0,0
2015,8298,Hawkeye Tri-County El Coop Inc,IA,1.117,0.305, , ,1.422,95,11, , ,106,636.501,124.757, , ,761.258,0.132, , , ,0.132,11, , , ,11,63.32, , , ,63.32, , , , ,0, , , , ,0, , , , ,0,1.249,0.305,0,0,1.554,106,11,0,0,117,699.821,124.757,0,0,824.578
2015,8319,Heartland Power Coop,IA,0.053, , , ,0.053,7, , , ,7,40.721, , , ,40.721,0.119, , , ,0.119,8, , , ,8,23.6, , , ,23.6, , , , ,0, , , , ,0, , , , ,0,0.172,0,0,0,0.172,15,0,0,0,15,64.321,0,0,0,64.321
2015,8319,Heartland Power Coop,MN,0.008, , , ,0.008,1, , , ,1,3.72, , , ,3.72, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.008,0,0,0,0.008,1,0,0,0,1,3.72,0,0,0,3.72
2015,8333,Haywood Electric Member Corp,NC,0.212, , , ,0.212,38, , , ,38,0.086, , , ,0.086,0.03, , , ,0.03,1, , , ,1,0.012, , , ,0.012,0.017, , , ,0.017,2, , , ,2,0.007, , , ,0.007,0.259,0,0,0,0.259,41,0,0,0,41,0.105,0,0,0,0.105
2015,8348,City of Healdsburg - (CA),CA,0.4,0.7, , ,1.1,152,38, , ,190,20,2, , ,22, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.4,0.7,0,0,1.1,152,38,0,0,190,20,2,0,0,22
2015,8366,Heber Light & Power Company,UT,0.332,0.013, , ,0.345,58,2, , ,60, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.332,0.013,0,0,0.345,58,2,0,0,60,0,0,0,0,0
2015,8447,Hendricks County Rural E M C,IN,0.027, , , ,0.027,4, , , ,4, , , , ,0,0.003, , , ,0.003,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.03,0,0,0,0.03,5,0,0,0,5,0,0,0,0,0
2015,8449,Henderson City Utility Comm,KY,0.008,0,0,0,0.008,1,0,0,0,1,6.26, , , ,6.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.008,1,0,0,0,1,6.26,0,0,0,6.26
2015,8466,Henry County Rural E M C,IN,0.008, , , ,0.008,1, , , ,1,0.58, , , ,0.58,0.009, , , ,0.009,1, , , ,1,0.36, , , ,0.36, , , , ,0, , , , ,0, , , , ,0,0.017,0,0,0,0.017,2,0,0,0,2,0.94,0,0,0,0.94
2015,8566,High Plains Power Inc,WY,0.153,0.043, , ,0.196,27,3, , ,30, , , , ,0,0.019,0.025, , ,0.044,4,6, , ,10, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.172,0.068,0,0,0.24,31,9,0,0,40,0,0,0,0,0
2015,8570,Highline Electric Assn,CO,0.037, , , ,0.037,7, , , ,7,20.192, , , ,20.192,0.047, , , ,0.047,6, , , ,6,10.666, , , ,10.666, , , , ,0, , , , ,0, , , , ,0,0.084,0,0,0,0.084,13,0,0,0,13,30.858,0,0,0,30.858
2015,8574,"Jackson Electric Coop, Inc - (WI)",WI,0.21,0.077, , ,0.287,65,4, , ,69, , , , ,0, ,0.013, , ,0.013, ,1, , ,1, , , , ,0,0.001,0.018, , ,0.019,1,1, , ,2, , , , ,0,0.211,0.108,0,0,0.319,66,6,0,0,72,0,0,0,0,0
