,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Alert Criteria
398,May,2016-05-10,20:45:00,2016-05-13,03:00:00,"Texas: Dallas County, Tarrant County, Parker County;",TRE,Distribution Interruption,Unknown,85000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
399,May,2016-05-14,21:25:00,2016-05-15,17:24:00,Missouri:,SERC,Sabotage,0,0,Suspected Physical Attack
400,May,2016-05-19,21:36:00,2016-05-20,01:00:00,Utah:,WECC,System Operations,461,85179,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
401,May,2016-05-20,00:00:00,2016-05-22,05:00:00,Louisiana:,SERC,Distribution Interruption ,Unknown,85000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
402,May,2016-05-20,01:15:00,Unknown ,Unknown ,Louisiana:,SERC,Weather,Unknown,57184,"Loss of electric service to more than 50,000 customers for 1 hour or more"
403,May,2016-05-24,08:00:00,Unknown ,Unknown ,Missouri:,SERC,Vandalism,0,0,Suspected Physical Attack
404,May,2016-05-26,21:29:00,2016-05-27,00:40:00,New York:,NPCC,Transmission Interruption,82,56645,"Loss of electric service to more than 50,000 customers for 1 hour or more"
405,May,2016-05-31,07:30:00,2016-06-13,07:27:00,New York: Tompkins County;,NPCC,Fuel Supply Deficiency,150,Unknown,Fuel supply emergencies that could impact electric power system adequacy or reliability
406,June,2016-06-07,12:00:00,2016-06-07,12:15:00,Utah,WECC,Sabotage ,0,0,Suspected Physical Attack
407,June,2016-06-14,07:59:00,2016-06-14,08:00:00,New Jersey,RFC,Vandalism,0,0,Suspected Physical Attack
408,June,2016-06-17,15:40:00,2016-06-18,08:34:00,"Georgia, Alabama, Mississippi, Florida",SERC,Weather,304,91260,"Loss of electric service to more than 50,000 customers for 1 hour or more"
409,June,2016-06-17,04:30:00,2016-06-17,04:31:00,Delaware,RFC,Vandalism,0,0,Suspected Physical Attack
410,July,2016-07-02,04:00:00,2016-07-04,00:40:00,Oregon: Multnomah County,WECC,Actual Physical Event,0,0,Suspected Physical Attack
411,July,2016-07-05,02:45:00,2016-07-06,03:00:00,"Texas: Dallas County, Tarrant County",TRE,Severe Weather,Unknown,52000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
412,July,2016-07-05,17:30:00,2016-07-06,16:00:00,"Minnesota, Wisconsin",MRO,Severe Weather,Unknown,250000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
413,July,2016-07-07,04:20:00,2016-07-07,08:00:00,"Kansas: Johnson County; Missouri: Jackson County, Platte County, Cass County, Buchanan County, Atchison County, Andrew County, Clay County, Nodaway County",SERC,Severe Weather,Unknown,58500,"Loss of electric service to more than 50,000 customers for 1 hour or more"
414,July,2016-07-07,05:53:00,2016-07-07,08:40:00,North Carolina: New Hanover County,SERC,Vandalism,0,0,Actual Physical Attack 
415,July,2016-07-08,20:50:00,2016-07-09,19:25:00,North Carolina,SERC,Severe Weather,600,203345,"Loss of electric service to more than 50,000 customers for 1 hour or more"
416,July,2016-07-08,19:00:00,2016-07-09,00:00:00,"Michigan: Wayne County, Oakland County, Macomb County, St. Clair County, Lapeer County, Tuscola County, Sanilac County, Huron County",RFC,Severe Weather,Unknown,160895,"Loss of electric service to more than 50,000 customers for 1 hour or more"
417,July,2016-07-08,18:00:00,Unknown,Unknown,West Virginia: Virginia,RFC,Severe Weather,Unknown,62961,"Loss of electric service to more than 50,000 customers for 1 hour or more"
418,July,2016-07-09,17:45:00,2016-07-11,14:00:00,Texas: Dallas County,TRE,Severe Weather,Unknown,62000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
419,July,2016-07-12,14:10:00,2016-07-12,20:33:00,Puerto Rico,PR,System Operations,450,218000,Voltage Reduction
420,July,2016-07-13,13:00:00,2016-07-13,13:01:00,Washington,WECC,Vandalism,0,0,Suspected Physical Attack
421,July,2016-07-13,15:00:00,Unknown,Unknown,Tennessee: Shelby County,SERC,System Operations,Unknown,Unknown,Public Appeal
422,July,2016-07-14,17:30:00,2016-07-16,20:00:00,Oklahoma: Arkansas,SPP,Severe Weather,Unknown,7300,"Loss of electric service to more than 50,000 customers for 1 hour or more"
423,July,2016-07-14,16:30:00,2016-07-16,00:00:00,Arkansas: Louisiana: Mississippi: Texas,"SPP, SERC, TRE",Severe Weather,Unknown,170244,"Loss of electric service to more than 50,000 customers for 1 hour or more"
424,July,2016-07-14,14:44:00,2016-07-15,04:00:00,Oklahoma,SPP,Severe Weather,Unknown,96966,"Loss of electric service to more than 50,000 customers for 1 hour or more"
425,July,2016-07-19,15:45:00,2016-07-19,19:29:00,Idaho,WECC,System Operations,290,Unknown,"Islanding, Uncontrolled Loss 300+ MW"
426,July,2016-07-19,15:45:00,2016-07-19,19:25:00,Idaho,WECC,System Operations,485,Unknown,"Islanding, Uncontrolled Loss 300+ MW"
427,July,2016-07-21,19:21:00,2016-07-22,00:09:00,Puerto Rico,PR,System Operations,200,266000,"Load Shed 100+ MW, Voltage Reduction"
428,July,2016-07-21,06:18:00,2016-07-21,14:45:00,Delaware: New Castle County,RFC,Suspicious Activity,0,0,Suspected Physical Attack
429,July,2016-07-22,23:50:00,2016-07-23,09:10:00,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,NPCC,Severe Weather,Unknown,57058,"Loss of electric service to more than 50,000 customers for 1 hour or more"
430,July,2016-07-23,15:15:00,2016-07-23,19:53:00,Pennsylvania: Cambria County,RFC,System Operations,87,Unknown,Voltage Reduction
431,July,2016-07-23,19:30:00,2016-07-24,07:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,NPCC,Severe Weather,Unknown,101073,"Loss of electric service to more than 50,000 customers for 1 hour or more"
432,July,2016-07-25,18:51:00,2016-07-26,02:19:00,Puerto Rico,PR,System Operations,0,0,Voltage Reduction
433,July,2016-07-26,18:51:00,2016-07-27,01:45:00,Puerto Rico,PR,System Operations,25,37100,Voltage Reduction
434,July,2016-07-27,18:50:00,2016-07-28,01:38:00,Puerto Rico,PR,System Operations,80,106300,Voltage Reduction
435,July,2016-07-28,18:51:00,2016-07-29,02:02:00,Puerto Rico,PR,System Operations,22,21600,Voltage Reduction
436,July,2016-07-29,19:09:00,2016-07-29,19:57:00,Puerto Rico,PR,System Operations,0,0,Voltage Reduction
437,August,2016-08-04,14:15:00,2016-08-04,14:23:00,Delaware: New Castle County;,RFC,Vandalism,0,0,Suspected Physical Attack
438,August,2016-08-07,18:39:00,2016-08-07,20:27:00,New Mexico: Bernalillo County;,WECC,System Operations,Unknown,Unknown,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
439,August,2016-08-10,06:00:00,Unknown,Unknown,California: Butte County;,WECC,Fuel Supply Deficiency,0,0,Fuel supply emergencies that could impact electric power system adequacy or reliability
440,August,2016-08-11,16:30:00,2016-08-11,19:15:00,Ohio:,RFC,Severe Weather,Unknown,62140,"Loss of electric service to more than 50,000 customers for 1 hour or more"
441,August,2016-08-13,11:42:00,2016-08-13,14:07:00,South Carolina:,SERC,System Operations,506,0,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
442,August,2016-08-20,14:18:00,2016-08-20,21:19:00,New York:,NPCC,Actual Physical Event,Unknown,40000,Actual Physical Attack
443,August,2016-08-23,17:00:00,2016-08-24,00:05:00,Texas: Harris County;,TRE,Severe Weather,Unknown,72200,"Loss of electric service to more than 50,000 customers for 1 hour or more"
444,August,2016-08-24,18:13:00,2016-08-24,19:14:00,Puerto Rico:,PR,System Operations,600,400000,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
445,August,2016-08-24,19:18:00,2016-08-24,19:47:00,Washington: King County;,WECC,Islanding,9232,Unknown,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
446,August,2016-08-25,18:40:00,2016-08-26,18:19:00,Oregon: Crook County;,WECC,Vandalism,0,0,  Suspected Physical Attack
447,August,2016-08-31,09:45:00,2016-08-31,09:55:00,Colorado:,WECC,Transmission Interruption,0,0,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
448,August,2016-08-31,14:52:00,Unknown,Unknown,Washington: Clark County;,WECC,Islanding,0,0,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
449,September,2016-09-01,22:00:00,Unknown,Unknown,Florida:,FRCC,Severe Weather,100,Unknown,"Loss of electric service to more than 50,000 customers for 1 hour or more"
450,September,2016-09-02,00:40:00,2016-09-04,20:00:00,"Florida: Leon County, Wakulla County;",FRCC,Severe Weather,450,75000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
451,September,2016-09-02,04:00:00,2016-09-02,16:00:00,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",FRCC,Severe Weather,225,90000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
452,September,2016-09-02,05:45:00,2016-09-03,00:30:00,Georgia:,SERC,Severe Weather,Unknown,57000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
453,September,2016-09-06,18:12:00,2016-09-06,21:24:00,Washington: Clark County;,WECC,Islanding,300,Unknown,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
454,September,2016-09-08,08:30:00,2016-09-25,00:00:00,New York: Tompkins County;,NPCC,Fuel Supply Deficiency,210,Unknown,Fuel supply emergencies that could impact electric power system adequacy or reliability
455,September,2016-09-08,14:49:00,2016-09-08,15:03:00,Washington:,WECC,Islanding,0,0,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
456,September,2016-09-10,09:42:00,2016-09-10,09:57:00,Washington: Clark County;,WECC,Generation Inadequacy,135,Unknown,Load shedding of 100 Megawatts or more implemented under emergency operational policy
457,September,2016-09-11,12:05:00,2016-09-11,15:10:00,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,NPCC,Severe Weather,Unknown,57960,"Loss of electric service to more than 50,000 customers for 1 hour or more"
458,September,2016-09-12,12:30:00,2016-09-12,17:56:00,"New Mexico: Bernalillo County, Sandoval County, Santa Fe County, Valencia County;",WECC,Generation Inadequacy,110,53753,Load shedding of 100 Megawatts or more implemented under emergency operational policy
459,September,2016-09-21,14:30:00,2016-09-24,02:30:00,Puerto Rico:,,System Operations,2750,1475000,Complete operational failure or shut-down of the transmission and/or distribution electrical system
460,September,2016-09-21,19:44:00,2016-09-21,21:17:00,Texas: Lubbock County;,TRE,Actual Physical Event,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
461,September,2016-09-22,10:56:00,2016-09-22,11:41:00,Iowa: Black Hawk County;,MRO,System Operations,69,19124,Complete operational failure or shut-down of the transmission and/or distribution electrical system
462,September,2016-09-25,12:49:00,2016-09-25,18:20:00,"Utah: Kane County, Garfield County; Arizona: Coconino County, Mohave County",WECC,Vandalism,20,10000,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
463,October,10/01/2016,12:24:00,10/02/2016,02:04:00,California: Mendocino County;,WECC,Actual Physical Event,0,0,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations
464,October,10/02/2016,23:30:00,10/05/2016,08:00:00,Utah:,WECC,Transmission Interruption,50,4000,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system
465,October,10/03/2016,15:09:00,10/04/2016,19:00:00,Texas:,TRE,Public Appeal,Unknown,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system
466,October,10/05/2016,11:32:00,10/05/2016,19:00:00,Texas:,TRE,Public Appeal,Unknown,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system
467,October,10/05/2016,15:51:00,Unknown,Unknown,California: Imperial County;,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
468,October,10/06/2016,09:50:00,10/06/2016,19:00:00,Texas:,TRE,Public Appeal,Unknown,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system
469,October,10/06/2016,19:30:00,2016-10-08,18:00:00,Florida:,FRCC,Severe Weather,5600,1200000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
470,October,10/07/2016,08:00:00,10/09/2016,13:00:00,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",FRCC,Severe Weather,413,165000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
471,October,10/07/2016,11:08:00,10/07/2016,19:00:00,Texas:,TRE,Generation Inadequacy,Unknown,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system
472,October,10/07/2016,16:22:00,10/12/2016,11:00:00,Georgia:,SERC,Severe Weather,122,36384,"Loss of electric service to more than 50,000 customers for 1 hour or more"
473,October,10/07/2016,22:45:00,Unknown,Unknown,Florida:,FRCC,Severe Weather,Unknown,Unknown,"Loss of electric service to more than 50,000 customers for 1 hour or more"
474,October,10/07/2016,23:00:00,Unknown,Unknown,"South Carolina: Allendale County, Bamberg County, Beaufort County, Berkeley County, Charleston County, Chesterfield County, Clarendon County, Colleton County, Darlington County, Dorchester County, Florence County, Georgetown County, Hampton County, Horry County, Jasper County, Kershaw County, Lee County, Marion County, Marlboro County, Orangeburg County, Richland County, Sumter County, Williamsburg County;",SERC,Severe Weather,Unknown,Unknown,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident Loss of electric service to more than 50,000 customers for 1 hour or more"
475,October,10/08/2016,08:21:00,10/13/2016,17:30:00,North Carolina: South Carolina:,SERC,Severe Weather,Unknown,Unknown,"Loss of electric service to more than 50,000 customers for 1 hour or more"
476,October,10/08/2016,14:05:00,10/09/2016,06:06:00,North Carolina:,SERC,Severe Weather,Unknown,44875,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
477,October,10/08/2016,01:10:00,Unknown,Unknown,South Carolina:,SERC,Severe Weather,1050,290824,"Loss of electric service to more than 50,000 customers for 1 hour or more"
478,October,10/10/2016,13:15:00,10/10/2016,19:00:00,Texas:,TRE,Generation Inadequacy,Unknown,Unknown,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system
479,October,10/12/2016,12:09:00,10/12/2016,13:16:00,Nevada: Clark County;,WECC,Vandalism,4,1671,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
480,October,10/18/2016,14:06:00,10/21/2016,15:00:00,"Oregon: Deschutes County, Lake County;",WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
481,October,10/20/2016,12:30:00,10/20/2016,12:31:00,Oregon:,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
482,October,10/25/2016,07:40:00,10/27/2016,07:40:00,Tennessee: Shelby County;,SERC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
483,October,10/26/2016,05:26:00,10/26/2016,05:27:00,Wyoming: Sweetwater County;,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
484,October,10/28/2016,13:29:00,10/28/2016,13:38:00,California: Plumas County;,WECC,Islanding,4,482,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
485,October,2016-10-31,08:06:00,10/31/2016,15:53:00,North Carolina: Stokes County;,SERC,Actual Physical Event,0,0,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations
486,November,11/09/2016,11:59:00,11/09/2016,18:15:00,"California: Stanislaus County, San Joaquin County, Alameda County, Tuolumne County;",WECC,Cyber Attack,0,0,Cyber event that could potentially impact electric power system adequacy or reliability
487,November,11/09/2016,06:44:00,11/09/2016,07:44:00,California:,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
488,November,11/01/2016,20:55:00,Unknown,Unknown,Washington: Clark County;,WECC,Transmission Interruption,0,0,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
489,December,12/08/2016,01:00:00,12/08/2016,02:30:00,Oregon: Multnomah County;,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
490,December,12/11/2016,07:45:00,12/11/2016,07:46:00,Utah: Utah County;,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
491,December,12/13/2016,14:09:00,12/13/2016,14:30:00,California: Riverside County;,WECC,Cyber Event,0,0,Cyber event that could potentially impact electric power system adequacy or reliability
492,December,12/15/2016,06:30:00,Unknown,Unknown,California: Merced County;,WECC,Fuel Supply Deficiency,Unknown,Unknown,Fuel supply emergencies that could impact electric power system adequacy or reliability
493,December,12/16/2016,07:45:00,12/16/2016,08:45:00,Oregon: Multnomah County;,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
494,December,12/26/2016,04:00:00,12/26/2016,06:00:00,Washington:,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
495,December,12/28/2016,04:03:00,12/31/2016,06:00:00,California:,WECC,Fuel Supply Deficiency,0,0,Fuel supply emergencies that could impact electric power system adequacy or reliability
496,December,12/30/2016,08:55:00,12/30/2016,08:56:00,Vermont: Chittenden County;,NPCC,Other,0,0,Cyber event that could potentially impact electric power system adequacy or reliability
497,December,12/30/2016,02:30:00,12/30/2016,19:00:00,Maine:,NPCC,Weather or Natural Disaster,Unknown,85263,"Loss of electric service to more than 50,000 customers for 1 hour or more"
498,January ,01/05/2017,16:56:00,01/05/2017,16:57:00,Florida: Martin County;,FRCC,Suspected Physical Attack,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
499,January ,01/08/2017,09:07:00,01/13/2017,14:30:00,California,WECC,Severe Weather,Unknown,106000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
500,January ,01/08/2017,23:59:00,Unknown,Unknown,California,WECC,Fuel Supply Deficiency,0,0,Fuel supply emergencies that could impact electric power system adequacy or reliability
501,January ,01/10/2017,19:30:00,01/13/2017,14:30:00,California,WECC,Severe Weather,Unknown,87000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
502,January ,01/15/2017,06:35:00,01/15/2017,07:44:00,California: Los Angeles County;,WECC,Transmission Disruption,176,126000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
503,January ,01/15/2017,09:27:00,01/17/2017,01:58:00,Oklahoma: Harper County;,SPP,Severe Weather,1,788,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
504,January ,01/18/2017,18:05:00,01/19/2017,00:05:00,California,WECC,Severe Weather,Unknown,75000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
505,January ,01/22/2017,04:15:00,01/24/2017,14:00:00,California,WECC,Severe Weather,97,64000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
506,January ,01/22/2017,06:00:00,Unknown,Unknown,California,WECC,Fuel Supply Deficiency,0,0,Fuel supply emergencies that could impact electric power system adequacy or reliability
507,January ,01/22/2017,16:00:00,01/23/2017,03:26:00,Alabama: Georgia: Mississippi: Florida:,SERC,Severe Weather,100,29965,"Loss of electric service to more than 50,000 customers for 1 hour or more"
508,February,2017-02-02 ,01:04:00,2017-02-02 ,05:00:00,"New Mexico: Bernalillo County, Santa Fe County;",WECC,Transmission Interruption,396,149223,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
509,February,2017-02-02 ,01:11:00,Unknown,Unknown,New Mexico: Bernalillo County;,WECC,Transmission Interruption,400,Unknown,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
510,February,2017-02-06 ,01:00:00,2017-02-06 ,19:30:00,"Washington: Skagit County, King County, Kitsap County;",WECC,Severe Weather,Unknown,103000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
511,February,2017-02-09 ,16:05:00,2017-02-10 ,05:15:00,Connecticut: Massachusetts: Rhode Island:,NPCC,Severe Weather,Unknown,11525,"Loss of electric service to more than 50,000 customers for 1 hour or more"
512,February,2017-02-11 ,15:46:00,2017-02-11 ,15:50:00,Utah,WECC,Actual Physical Attack,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
513,February,2017-02-13 ,13:00:00,2017-02-15 ,13:35:00,North Carolina: Union County;,SERC,Vandalism ,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
514,February,2017-02-17 ,13:00:00,2017-02-17 ,13:15:00,Nevada: Clark County;,WECC,Vandalism ,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
515,February,2017-02-17 ,15:00:00,2017-02-20 ,11:00:00,California: Los Angeles County;,WECC,Severe Weather,Unknown,111591,"Loss of electric service to more than 50,000 customers for 1 hour or more"
516,February,2017-02-17 ,08:09:00,2017-02-22 ,19:30:00,California,WECC,Severe Weather,254,169250,"Loss of electric service to more than 50,000 customers for 1 hour or more"
517,February,2017-02-17 ,04:32:00,2017-02-17 ,05:02:00,Missouri: Arkansas: Oklahoma: Texas:,SPP,System Operations,0,0,Cyber event that could potentially impact electric power system adequacy or reliability
518,March,03/01/2017,11:49:00,03/02/2017,21:30:00,Kentucky: West Virginia:,RFC,Severe Weather,Unknown,98575,"Loss of electric service to more than 50,000 customers for 1 hour or more"
519,March,03/01/2017,08:30:00,03/01/2017,14:00:00,Tennessee: Kentucky:,SERC,Severe Weather,Unknown,58000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
520,March,03/02/2017,12:20:00,03/02/2017,23:45:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,Severe Weather,Unknown,54316,"Loss of electric service to more than 50,000 customers for 1 hour or more"
521,March,03/06/2017,20:00:00,03/07/2017,01:00:00,"Missouri: Jackson County, Platte County, Cass County, Lafayette County, Chariton County, Carroll County, Clay County, Johnson County;",SERC,Severe Weather,Unknown,97734,"Loss of electric service to more than 50,000 customers for 1 hour or more"
522,March,03/08/2017,11:30:00,03/08/2017,19:52:00,Ohio,RFC,Severe Weather,Unknown,71012,"Loss of electric service to more than 50,000 customers for 1 hour or more"
523,March,03/08/2017,12:00:00,03/11/2017,11:31:00,Michigan,RFC,Severe Weather,Unknown,800000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
524,March,03/08/2017,09:30:00,03/11/2017,05:00:00,"Michigan: Jackson County, Calhoun County, Ingham County, Hillsdale County, Washtenaw County, Kent County, Ottawa County, Midland County, Saginaw County;",RFC,Severe Weather,Unknown,343000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
525,March,03/08/2017,13:30:00,03/08/2017,16:30:00,New York,NPCC,Severe Weather/Transmission Interruption,Unknown,106869,"Loss of electric service to more than 50,000 customers for 1 hour or more"
526,March,03/08/2017,15:33:00,Unknown,Unknown,New York,NPCC,Severe Weather,Unknown,50000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
527,March,03/12/2017,09:56:00,03/12/2017,11:20:00,California: Imperial County;,WECC,Vandalism,0,1,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
528,March,03/14/2017,12:32:00,Unknown,Unknown,Connecticut: Massachusetts: Rhode Island: New Hampshire: Maine: Vermont:,NPCC,Severe Weather,Unknown,69647,"Loss of electric service to more than 50,000 customers for 1 hour or more"
529,March,03/21/2017,20:00:00,03/22/2017,09:15:00,Georgia,SERC,Severe Weather,857,257000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
530,March,03/24/2017,06:29:00,03/24/2017,07:13:00,Oregon: Clatsop County;,WECC,Sabotage,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
531,March,03/28/2017,16:07:00,03/28/2017,16:08:00,Oregon: Josephine County;,WECC,Suspicious Activity,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
532,March,03/29/2017,03:30:00,03/31/2017,06:00:00,Texas,TRE,Severe Weather,Unknown,175000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
533,March,03/31/2017,19:15:00,03/31/2017,21:07:00,Mississippi: DeSoto County;,SERC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
534,April,04/03/2017,11:00:00,04/03/2017,20:00:00,"Alabama, Georgia",SERC,Severe Weather,290,86330,"Loss of electric service to more than 50,000 customers for 1 hour or more"
535,April,04/06/2017,19:00:00,Unknown,Unknown,California,WECC,Severe Weather,Unknown,100000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
536,April,04/07/2017,04:16:00,Unknown,Unknown,California: Fresno County,WECC,Fuel Supply Deficiency,0,0,Fuel supply emergencies that could impact electric power system adequacy or reliability
537,April,04/07/2017,08:15:00,04/08/2017,00:14:00,"Oregon: Multnomah County, Washington County, Marion County, Clackamas County",WECC,Severe Weather,Unknown,153867,"Loss of electric service to more than 50,000 customers for 1 hour or more"
538,April,04/07/2017,04:33:00,04/07/2017,08:20:00,Oregon,WECC,Severe Weather,100,64852,"Loss of electric service to more than 50,000 customers for 1 hour or more"
539,April,04/13/2017,07:50:00,04/13/2017,08:07:00,Washington: Pierce County,WECC,Sabotage,53,10000,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations
540,April,04/17/2017,09:25:00,04/17/2017,09:26:00,Utah: Emery County,WECC,Sabotage,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
541,April,04/20/2017,16:00:00,04/20/2017,18:00:00,Wyoming: Converse County,WECC, Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
542,April,04/21/2017,10:34:00,04/21/2017,15:55:00,Kentucky: Bullitt County,SERC, Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
543,April,04/21/2017,09:06:00,04/21/2017,17:45:00,"California: San Francisco, City and County of[10]",WECC,System Operations,130,88000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
544,April,04/23/2017,23:55:00,04/23/2017,23:56:00,Oregon: Multnomah County,WECC,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
545,April,04/24/2017,05:32:00,04/24/2017,06:33:00,North Carolina: Mecklenburg County,SERC,Severe Weather,240,74698,"Loss of electric service to more than 50,000 customers for 1 hour or more"
546,April,04/30/2017,01:00:00,04/30/2017,17:45:00,"Arkansas, Louisiana, Mississippi",SERC,Severe Weather,Unknown,145174,"Loss of electric service to more than 50,000 customers for 1 hour or more"
