|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Residential|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Commercial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Industrial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Transportation|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Total|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Residential|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Commercial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Industrial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Transportation|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Total|,|Incremental Life Cycle Savings.Energy Savings (MWh).Residential|,|Incremental Life Cycle Savings.Energy Savings (MWh).Commercial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Industrial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Transportation|,|Incremental Life Cycle Savings.Energy Savings (MWh).Total|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Residential|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Commercial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Industrial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Transportation|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Total|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Total|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Total|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Total|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Total|,|Weighted Average Life.(Years).Residential|,|Weighted Average Life.(Years).Commercial|,|Weighted Average Life.(Years).Industrial|,|Weighted Average Life.(Years).Transportation|,|..Website|
2017,3400,City of Chaska - (MN),MN,MISO,477,2399,2676,.,5552,0.3,0.4,0.3,.,1,4769,23992,26761,.,55522,0.3,0.4,0.3,.,1,49,219,135,.,403,13,58,59,.,130,49,219,135,.,403,13,58,59,.,130,10,10,10,.,
2017,3413,PUD No 1 of Chelan County,WA,CHPD,3235.062,6004.449,5954.564,.,15194.075,1.477,1.371,1.133,.,3.981,52228.32,73850.72,87922.761,.,214001.801,1.477,1.371,1.133,.,3.981,725.737,1232.641,797.564,.,2755.942,217.667,120.164,21.852,.,359.683,725.737,1232.641,797.564,.,2755.942,217.667,120.164,21.852,.,359.683,16.144,12.299,14.766,.,
2017,3420,City of Cheney - (WA),WA,AVA,27.91,361.958,.,.,389.868,.,.,.,.,.,1109.161,4343.495,.,.,5452.656,.,.,.,.,.,11.315,64.486,.,.,75.801,.,.,.,.,.,11.315,64.486,.,.,75.801,.,.,.,.,.,39.74,12,.,.,
2017,3461,Cheyenne Light Fuel & Power Co,WY,WACM,665,4722,.,.,5387,0.401,0.844,.,.,1.245,9975,70830,.,.,80805,0.401,0.844,.,.,1.245,47.106,474.618,.,.,521.724,122.08,144.35,.,.,266.43,47.106,474.618,.,.,521.724,122.08,144.35,.,.,266.43,15,15,.,.,https://dms.wyo.gov/ManageDocket.aspx?DocketId=G62sAjKKWLPYc3pfVHt%2bpl1oqbFVesW5WemC136PWMg%3d  (Docket 20003-151-EA-16)
2017,3477,City of Chicopee - (MA),MA,ISNE,107.057,453.037,897.709,.,1457.803,0.012,0.103,0.134,.,0.249,1070.57,6795.555,13465.635,.,21331.76,0.012,0.103,0.134,.,0.249,51.8,76.19,132.699,.,260.689,27.831,26.287,45.784,.,99.902,51.8,76.19,132.699,.,260.689,27.831,26.287,45.784,.,99.902,10,15,15,.,
2017,3498,Chippewa Valley Electric Coop,WI,MISO,165,108,0,0,273,0,0,0,0,0,2313,1509,0,0,3822,0,0,0,0,0,14,2,0,0,16,42,3,0,0,45,14,2,0,0,16,42,3,0,0,45,14,14,0,0,
2017,3502,"Choctawhatche Elec Coop, Inc",FL,AEC,80.8,.,.,.,80.8,86.7,.,.,.,86.7,1212,.,.,.,1212,86.7,.,.,.,86.7,27.5,.,.,.,27.5,2,.,.,.,2,27.5,.,.,.,27.5,2,.,.,.,2,15,.,.,.,
2017,3503,"Choptank Electric Coop, Inc",MD,PJM,5.79,0,0,.,5.79,0,0,0,.,0,50.73,0,0,0,50.73,0,0,0,0,0,2,0,0,0,2,0.178,0,0,0,0.178,2,0,0,0,2,0.178,0,0,0,0.178,13,.,.,.,
2017,3542,Duke Energy Ohio Inc,OH,PJM,109347.352,196059.959,.,.,305407.311,26.194,35.027,.,.,61.221,384346.222,2466882.391,.,.,2851228.613,26.194,35.027,.,.,61.221,3354.214,35142.773,.,.,38496.987,5128.322,5738.512,.,.,10866.834,3354.214,35142.773,.,.,38496.987,5128.322,5738.512,.,.,10866.834,3.515,12.582,.,.,
2017,3644,PUD No 1 of Clallam County,WA,BPAT,3995.387,735.228,67.631,.,4798.246,.,.,.,.,.,54847.516,9103.978,682.719,.,64634.213,.,.,.,.,.,554.371,56.784,6.929,.,618.084,468.019,98.365,7.716,.,574.1,554.371,56.784,6.929,.,618.084,468.019,98.365,7.716,.,574.1,13.728,12.383,10.095,.,http://www.commerce.wa.gov/growing-the-economy/energy/energy-independence-act/eia-reporting/
2017,3660,PUD No 1 of Clark County - (WA),WA,BPAT,38275,17330,59392,.,114997,9,4.1,14,.,27.1,382750,190630,593920,.,1167300,9,4.1,14,.,27.1,4019,1904,6322,.,12245,2404,376,737,.,3517,4019,1904,6322,.,12245,2404,376,737,.,3517,10,11,10,10.15,http://www.commerce.wa.gov/growing-the-economy/energy/energy-independence-act/eia-reporting/
2017,3701,Clark Electric Coop - (WI),WI,MISO,1262,350,.,.,1612,0.1,0.1,.,.,0.2,17886,4978,.,.,22864,0.1,0.1,.,.,0.2,64,12,.,.,76,4,.,.,.,4,64,12,.,.,76,4,.,.,.,4,14.173,14.222,.,.,
2017,3739,Clearwater Power Company,ID,BPAT,1230,401,0,0,1631,.,.,.,.,.,26027,4812,0,0,30839,.,.,.,.,.,256.774,58.492,0,0,315.266,354.932,63.171,0,0,418.103,256.774,58.492,0,0,315.266,354.932,63.171,.,.,418.103,21.16,13.2,.,.,
2017,3739,Clearwater Power Company,WA,BPAT,20.681,1.2,.,.,21.881,.,.,.,.,.,437.6,14.532,.,.,452.132,.,.,.,.,.,4.246,0.24,.,.,4.486,5.9,0.337,.,.,6.237,4.246,0.24,.,.,4.486,5.9,0.337,.,.,6.237,21.16,12,.,.,
2017,3755,Cleveland Electric Illum Co,OH,PJM,134162.777,105384.055,29775.277,0,269322.109,24.211,19.493,4.984,0,48.688,1631071.941,1236040.737,342183.715,0,3209296.393,24.211,19.493,4.984,0,48.688,7207.895,5230.305,1270.416,0,13708.616,4055.52,2725.328,1087.49,0,7868.338,7207.895,5230.305,1270.416,0,13708.616,4055.52,2725.328,1087.49,0,7868.338,12.157,11.729,11.492,0,"The website will be available after May 15, 2018."
2017,3757,"Clay Electric Cooperative, Inc",FL,SEC,2230,.,.,.,2230,0.166,.,.,.,0.166,31745,.,.,.,31745,0.166,.,.,.,0.166,163.6,.,.,.,163.6,149.5,.,.,.,149.5,163.6,.,.,.,163.6,149.5,.,.,.,149.5,14.233,.,.,.,
2017,3764,Clearwater-Polk Elec Coop Inc,MN,MISO,346.486,153.304,.,.,499.79,.,.,.,.,.,5001.386,2083.849,.,.,7085.235,.,.,.,.,.,33.72,9.923,.,.,43.643,14.3,3.1,.,.,17.4,33.72,9.923,.,.,43.643,14.3,3.1,.,.,17.4,14.45,13.59,.,.,
2017,3828,Cloverland Electric Co-op,MI,MISO,2537.3,2076.6,0,0,4613.9,0,0,0,0,0,30448,24919,0,0,55367,0,0,0,0,0,434,148,0,0,582,294,406,0,0,700,434,148,0,0,582,294,406,0,0,700,12,12,0,0,
2017,3841,Coast Electric Power Assn,MS,SOCO,5502.9,28.2,0,0,5531.1,0.9,0,0,0,0.9,44242.5,423.4,0,0,44665.9,0.9,0,0,0,0.9,263.9,1.2,0,0,265.1,682.5,3.7,0,0,686.2,263.9,1.2,0,0,265.1,682.5,3.7,0,0,686.2,15.43,15,0,0,
2017,3915,Coldwater Board of Public Util,MI,MISO,79,725,1607,.,2411,.,.,.,.,.,553,7248,16070,.,23871,.,.,.,.,.,28,83,119,.,230,14,44,64,.,122,28,83,119,.,230,14,44,64,.,122,7,10,10,.,www.coldwater.org
2017,3940,City of College Station - (TX),TX,ERCO,1047.907,810.41,.,.,1858.317,0.853,0.222,.,.,1.075,13622.791,10535.33,.,.,24158.121,0.853,0.222,.,.,1.075,275,22,.,.,297,77,11,.,.,88,275,22,.,.,297,77,11,.,.,88,13,13,.,.,
2017,3989,City of Colorado Springs - (CO),CO,WACM,30892,20000,0,0,50892,4,2.9,0,0,6.9,287882,201226,0,0,489108,4,2.9,0,0,6.9,1815,2519,0,0,4334,822,475,0,0,1297,1815,2519,0,0,4334,822,475,0,0,1297,9.319,10.062,0,0,
2017,4003,City of Colton - (CA),CA,CISO,237,284,676,0,1197,0,0,0,0,0,2409,2847,6617,0,11873,0,0,0,0,0,110,105,157,0,372,125.583,314.305,57.631,0,497.519,150,190,185,0,525,1467.208,1090,864.463,0,3421.671,12,10,16,0,www.coltononline.com
2017,4005,"Columbia Basin Elec Cooperative, Inc",OR,BPAT,24.443,34.13,0,0,58.573,0.009,0,0,0,0.009,443.03,1024,0,0,1467.03,0.01,0,0,0,0.01,5.491,11.95,0,0,17.441,1.285,1.79,0,0,3.075,5.491,11.95,0,0,17.441,1.285,1.79,0,0,3.075,0.675,1.56,0,0,
2017,4008,Columbia Power Coop Assn Inc,OR,BPAT,10,.,61.3,.,71.3,.,.,.,.,.,100,.,613,.,713,.,.,.,.,.,1.8,.,30,.,31.8,.,.,.,.,.,1.8,.,30,.,31.8,.,.,.,.,.,10,.,10,.,
2017,4045,City of Columbia - (MO),MO,MISO,1280,3216,.,.,4496,1.17,0.68,.,.,1.85,12800,32160,.,.,44960,1.17,0.68,.,.,1.85,596.9,186.6,.,.,783.5,1641.3,184.4,.,.,1825.7,596.9,186.6,.,.,783.5,1641.3,184.4,.,.,1825.7,10,10,.,.,
2017,4110,Commonwealth Edison Co,IL,PJM,1456435,1409138,.,.,2865573,132,182,.,.,314,10384381,18149697,.,.,28534078,132,182,.,.,314,80567,139193,.,.,219760,56002,73445,.,.,129447,80567,139193,.,.,219760,56002,73445,.,.,129447,7.13,12.88,.,.,http://www.ilsag.info/evaluation-documents.html
2017,4147,Town of Concord - (MA),MA,ISNE,319,515,.,.,834,0.023,0.067,.,.,0.09,2779,6577,.,.,9356,0.023,0.067,.,.,0.09,96.063,96.905,.,.,192.968,9.978,50.462,.,.,60.44,96.063,96.905,.,.,192.968,9.978,50.462,.,.,60.44,8.71,12.77,.,.,
2017,4176,Connecticut Light & Power Co,CT,ISNE,179689.3,142753,42787.9,.,365230.2,24.39,22.23,6.66,.,53.28,1581847.6,1702090.5,510174.5,.,3794112.6,24.39,22.23,6.66,.,53.28,45979.392,32727.794,9775.835,.,88483.021,11070.298,10138.16,5168.957,.,26377.415,45979.392,32727.794,9775.835,.,88483.021,11070.298,10138.16,5168.957,.,26377.415,8.8,11.92,11.92,.,http://www.ctenergydashboard.com
2017,4226,Consolidated Edison Co-NY Inc,NY,NYIS,134108,277501,.,.,411609,16.9,62.8,.,.,79.7,1743403,2775011,.,.,4518414,16.9,62.8,.,.,79.7,20256,61923,.,.,82179,13195,17548,.,.,30743,23082,64756,.,.,87838,14987,19727,.,.,34714,13,10,.,.,
2017,4254,Consumers Energy Co,MI,MISO,178696,252196,84065,0,514957,17,37,12,0,66,1840354,3661884,1220628,0,6722866,17,37,12,0,66,14944,31816,10605,0,57365,21934,25638,8546,0,56118,14944,31816,10605,0,57365,21934,25638,8546,0,56118,10,15,15,0,
2017,4363,Corn Belt Power Coop,IA,SWPP,4124,.,29039,.,33163,0.505,.,6.407,.,6.912,55674,.,300554,.,356228,0.505,.,6.407,.,6.912,520,.,545,.,1065,20,.,144,.,164,520,.,545,.,1065,20,.,144,.,164,13.5,.,10.35,.,
2017,4401,"Cotton Electric Coop, Inc",OK,SWPP,210.84,.,.,.,210.84,1.95,.,.,.,1.95,1054.2,.,.,.,1054.2,1.95,.,.,.,1.95,75.794,.,.,.,75.794,11.176,.,.,.,11.176,75.794,.,.,.,75.794,11.176,.,.,.,11.176,10,.,.,.,
2017,4432,Coweta-Fayette El Member Corp,GA,SOCO,1489.6,114.1,0,0,1603.7,1.7,1,0,0,2.7,14896,1141,0,0,16037,1.7,1,0,0,2.7,90.7,16.5,0,0,107.2,157.3,29.9,0,0,187.2,90.7,16.5,0,0,107.2,157.3,29.9,0,0,187.2,10,10,.,.,
2017,4442,PUD No 1 of Cowlitz County,WA,BPAT,1019,3705,15993,0,20717,0.151,0.55,1.826,0,2.527,17832.5,45201,76766.4,0,139799.9,0.151,0.55,1.826,0,2.527,370,594,3613,0,4577,202,159,168,0,529,370,594,3613,0,4577,202,159,168,0,529,17.5,12.2,4.8,0,
2017,4683,City of Cuyahoga Falls - (OH),OH,PJM,0,169,1193,0,1362,0,0.02,0.15,0,0.17,0,2309,9980,0,12289,0,0.02,0.15,0,0.17,0,8.582,74.273,0,82.855,0,0,0,0,0,0,8.582,74.273,0,82.855,0,0,0,0,0,.,13.67,8.37,.,
2017,4704,"DS&O Electric Cooperative, Inc.",KS,SWPP,0,0.33,0,.,0.33,1.17,0.33,.,.,1.5,1.17,0.33,0,.,1.5,1.17,0.33,.,.,1.5,0,4,0,.,4,25,8,.,.,33,0,4,.,.,4,25,8,.,.,33,1,1,.,.,
2017,4794,City of Danville - (VA),VA,PJM,238,1665,1803,.,3706,0,0,0,.,0,3446,33295,36070,.,72811,0,0,0,.,0,55,58,63,.,176,226,1,2,.,229,55,58,63,.,176,226,1,2,.,229,10,10,5,.,
2017,4911,Dawson Power District,NE,SWPP,778.94,1327.352,139.607,0,2245.899,0.206,0.231,0.023,0,0.46,14819.793,14864.191,1420.325,0,31104.309,0.206,0.231,0.023,0,0.46,104.888,83.13,18.803,0,206.821,8.908,18.154,6.808,0,33.87,104.888,83.13,18.803,0,206.821,8.908,18.154,6.808,0,33.87,19.03,11.2,10.17,0,
2017,4922,Dayton Power & Light Co,OH,PJM,65759,76113,58887,0,200759,9.19,13.64,7.74,0,30.57,370616,679221,525499,0,1575336,7.69,11.92,6.77,0,26.38,4501,4886,3781,0,13168,3653,1525,1180,0,6358,4501,4886,3781,0,13168,3653,1525,1180,0,6358,6.03,10.24,10.24,0,
2017,5027,Delmarva Power,MD,PJM,22633,39386,0,0,62019,4.1,5.8,.,.,9.9,179740,714176,0,0,893916,4.1,5.8,0,0,9.9,2035,6672,0,0,8707,3479,4280,0,0,7759,2035,6672,0,0,8707,3479,4280,0,0,7759,7.9,18.1,0,0,
2017,5056,City of Denison - (IA),IA,SWPP,230.72,363.99,1196.9,.,1791.61,0.05,0.04,0.13,.,0.22,3015,4589.39,14400.2,.,22004.59,0.05,0.04,0.13,.,0.22,23,9.7,34.4,.,67.1,9.3,9.12,19.83,.,38.25,23,9.7,34.4,.,67.1,9.3,9.12,19.83,.,38.25,13.07,12.61,12.03,.,
2017,5063,City of Denton - (TX),TX,ERCO,509.56,.,.,.,509.56,0.269,.,.,.,0.269,9166,.,.,.,9166,0.269,.,.,.,0.269,185.09,.,.,.,185.09,40,.,.,.,40,185.09,.,.,.,185.09,40,.,.,.,40,15,.,.,.,
2017,5070,Delaware Electric Cooperative,DE,PJM,325,912,.,.,1237,0.075,0.063,.,.,0.138,5860,8287,.,.,14147,0.003,0.034,.,.,0.037,113,246,.,.,359,11,25,.,.,36,113,246,.,.,359,11,25,.,.,36,18.67,12.5,.,.,
2017,5078,"Denton County Elec Coop, Inc",TX,ERCO,1586,1512,.,.,3098,0.75,0.57,.,.,1.32,28091,19659,.,.,47750,0.75,0.57,.,.,1.32,399.9,200,.,.,599.9,.,.,.,.,.,399.9,200,.,.,599.9,.,.,.,.,.,18,13,.,.,
2017,5109,DTE Electric Company,MI,MISO,398332,363025,0,0,761357,39.52,46.88,0,0,86.4,16519760,22507266,0,0,39027026,35.46,49.34,0,0,84.8,0,0,0,0,0,53980,39253,0,0,93233,0,0,0,0,0,335928,280049,0,0,615977,12.67,13.95,0,0,
2017,5111,City of Detroit Lakes - (MN),MN,MISO,186.5,548.8,1065.3,.,1800.6,0.033,0.113,0.22,.,0.366,2946.2,6696.9,12998.8,.,22641.9,0.033,0.113,0.22,.,0.366,20.8,26.4,51.3,.,98.5,13.3,28,55.6,.,96.9,20.8,26.4,51.3,.,98.5,13.3,28,55.6,.,96.9,15.8,12.2,12.2,.,
2017,5175,Dixie Electric Power Assn,MS,MISO,1144.1,.,.,.,1144.1,0.225,.,.,.,0.225,3471.4,.,.,.,3471.4,0.225,.,.,.,0.225,8.8,.,.,.,8.8,238.2,.,.,.,238.2,8.8,.,.,.,8.8,238.2,.,.,.,238.2,3.04,.,.,.,
2017,5204,Dixie Electric Coop,AL,AEC,170,.,.,.,170,.,.,.,.,.,17039,.,.,.,17039,.,.,.,.,.,15.45,.,.,.,15.45,.,.,.,.,.,15.45,.,.,.,15.45,.,.,.,.,.,10,.,.,.,
2017,5327,Douglas Electric Coop - (OR),OR,BPAT,563,238,.,.,801,2,.,.,.,2,9827,2857,.,.,12684,3,.,.,.,3,174,56,.,.,230,27,12,.,.,39,174,56,.,.,230,27,12,.,.,39,13,4,.,.,www.dec.coop
2017,5336,City of Dover - (OH),OH,PJM,205,336,470,.,1011,0.018,0.015,0.054,.,0.087,923,5033,7043,.,12999,0.018,0.015,0.054,.,0.087,10,11,14,.,35,83,46,42,.,171,10,11,14,.,35,83,46,42,.,171,5,15,15,.,tcoyle@efficiencysmart.org
2017,5416,"Duke Energy Carolinas, LLC",NC,DUK,417142.4,369003.08,.,.,786145.48,87.109,57.75,.,.,144.859,2435404.626,4429760.272,.,.,6865164.898,87.109,57.75,.,.,144.859,26383.028,62692.702,.,.,89075.73,21290.582,10279.133,.,.,31569.715,26383.028,62692.702,.,.,89075.73,21290.582,10279.133,.,.,31569.715,5.838,12.005,.,.,
2017,5416,"Duke Energy Carolinas, LLC",SC,DUK,154285.545,136480.591,.,.,290766.136,32.218,21.36,.,.,53.578,900766.095,1638404.484,.,.,2539170.579,32.218,21.36,.,.,53.578,9758.106,23187.712,.,.,32945.818,7874.599,3801.871,.,.,11676.47,9758.106,23187.712,.,.,32945.818,7874.599,3801.871,.,.,11676.47,5.838,12.005,.,.,
2017,5417,Dunn County Electric Coop,WI,MISO,1934,8,.,.,1942,0.1,.,.,.,0.1,26661,114,.,.,26775,0.1,.,.,.,0.1,70,.,.,.,70,114,2,.,.,116,70,.,.,.,70,114,2,.,.,116,13.785,14.222,.,.,
2017,5487,Duquesne Light Co,PA,PJM,45929,33500,7636,.,87065,5.3,4.49,0.96,.,10.75,445621,299614,170405,.,915640,0.041,0.075,0.044,.,0.16,1974,1631,944,.,4549,4786,5671,2098,.,12555,1974,1631,944,.,4549,4786,5671,2098,.,12555,6.99,7,15,0,
2017,5552,"East River Elec Pwr Coop, Inc",SD,SWPP,0,0,0,0,0,37.6,19.1,17.8,0,74.5,0,0,0,0,0,37.6,19.1,17.8,0,74.5,531,557,0,0,1088,542.56,135.27,33.82,0,711.65,531,557,0,0,1088,542.56,135.27,33.82,0,711.65,.,.,.,.,
2017,5575,City of East Grand Forks - (MN),MN,MISO,182,357,2283,.,2822,0.035,0.068,0.4,.,0.503,3070,4535,36383,.,43988,0.035,0.068,0.4,.,0.503,71,33,66,.,170,15,8,15,.,38,71,33,66,.,170,15,8,15,.,38,15,12,16,.,
2017,5580,"East Kentucky Power Coop, Inc",KY,PJM,18109,20740,364,0,39213,2.3,3.2,0.1,0,5.6,298414,207403,2548,0,508365,2.3,3.2,0.1,0,5.6,3795,689,4,0,4488,2928,1030,14,0,3972,3795,689,4,0,4488,2928,1030,14,0,3972,16.5,10,7,0,
2017,5585,Eastern Illinois Elec Coop,IL,MISO,588,.,.,.,588,.,.,.,.,.,8820,.,.,.,8820,.,.,.,.,.,.,.,.,.,.,3,.,.,.,3,.,.,.,.,.,50,.,.,.,50,15,.,.,.,
2017,5632,Eau Claire Electric Coop,WI,MISO,749.22,1742.56,21.41,0,2513.19,0.131,0.195,0.003,0,0.329,11259.503,24479.831,304.497,0,36043.831,0.131,0.195,0.003,0,0.329,102.613,45.209,0.1,0,147.922,20.69,1.321,0,0,22.011,102.613,45.209,0.1,0,147.922,20.69,1.321,0,0,22.011,15.028,14.048,14.222,.,
2017,5701,El Paso Electric Co,NM,EPE,8937.84,7454.014,0,0,16391.854,3.174,0.846,0,0,4.02,124861.626,104356.202,0,0,229217.828,3.174,0.846,0,0,4.02,1795.199,1147.111,0,0,2942.31,457.308,823.325,0,0,1280.633,1795.199,1147.111,0,0,2942.31,457.308,823.325,0,0,1280.633,13.97,14,0,0,
2017,5701,El Paso Electric Co,TX,EPE,3708.678,19596.868,0,0,23305.546,1.699,3.741,0,0,5.44,55852.691,291209.458,0,0,347062.149,1.699,3.741,0,0,5.44,1140.48,2202.14,0,0,3342.62,54.41,287.5,0,0,341.91,1140.48,2202.14,0,0,3342.62,54.41,287.5,0,0,341.91,15.06,14.86,0,0,
2017,5729,Electrical Dist No8 Maricopa,AZ,AZPS,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33.779,.,33.779,.,.,.,.,.,.,.,34,.,34,.,.,.,.,
2017,5780,Elkhorn Rural Public Pwr Dist,NE,SWPP,138.745,413.553,.,.,552.298,0.038,0.058,.,.,0.096,2567.048,4549.083,.,.,7116.131,0.038,0.058,.,.,0.096,20.141,19.77,.,.,39.911,5.367,10.937,.,.,16.304,20.141,19.77,.,.,39.911,5.367,10.937,.,.,16.304,18.5,11,.,.,www.erppd.com
2017,5832,Elmhurst Mutual Power & Light Co,WA,BPAT,128,300,.,.,428,0.01,0.03,.,.,0.04,3101,3681,.,.,6782,0.01,0.03,.,.,0.04,26.08,29.18,.,.,55.26,.,.,.,.,.,26.08,29.18,.,.,55.26,.,.,.,.,.,24.3,12.26,.,.,
2017,5860,Empire District Electric Co,AR,SWPP,108,54,.,.,162,0,0,0,.,0,1198,762,0,.,1960,.,.,.,.,.,76,7,.,.,83,7,5,.,.,12,76,7,.,.,83,7,5,.,.,12,13,13,.,.,www.apscservices.info
2017,5860,Empire District Electric Co,MO,SWPP,808,3033,1300,.,5141,0.7,0.5,0.2,.,1.4,10557,39645,16991,.,67193,0.7,0.5,0.2,.,1.4,488,299,128,.,915,1,87,37,.,125,488,299,128,.,915,1,87,37,.,125,13,13,13,.,
2017,5862,"Empire Electric Assn, Inc",CO,WACM,159.578,1216.065,.,.,1375.643,0.137,0.115,.,.,0.252,1424.485,7296.391,.,.,8720.876,0.137,0.115,.,.,0.252,55.81,26.8,.,.,82.61,15.519,7.452,.,.,22.971,55.81,26.8,.,.,82.61,15.519,7.452,.,.,22.971,9.16,6,.,.,
2017,5905,Excelsior Electric Member Corp,GA,SOCO,60.6,.,.,.,60.6,0.1,.,.,.,0.1,606,.,.,.,606,0.1,.,.,.,0.1,2,.,.,.,2,0,.,.,.,0,0,.,.,.,0,22,.,.,.,22,10,.,.,.,
2017,5929,"Fairfield Electric Coop, Inc",SC,SC,0,.,.,.,0,0.338,.,.,.,0.338,0,.,.,.,0,0.338,.,.,.,0.338,.,.,.,.,.,63,.,.,.,63,.,.,.,.,.,63,.,.,.,63,0,0,0,0,
2017,5930,Village of Fairport - (NY),NY,NYIS,586,146,0,0,732,1.08,0.25,0,0,1.33,5860,1752,0,0,7612,1.08,0.299,0,0,1.379,96.8,30.4,0,0,127.2,14.52,4.56,0,0,19.08,98.25,32.75,0,0,131,14.74,4.91,0,0,19.65,10,12,0,0,http://ieepny.com/
2017,5997,Town of Estes Park,CO,PSCO,32,427.016,0,0,459.016,0,0.087,0,0,0.087,458,4807,0,0,5265,0,0.087,0,0,0.087,12.35,173.834,0,0,186.184,12.485,26.93,0,0,39.415,12.35,173.834,0,0,186.184,12.485,26.93,0,0,39.415,14.313,11.257,0,0,WWW.PRPA.ORG
2017,6022,City of Eugene - (OR),OR,BPAT,4131,3618,1005,0,8754,1.3,0.69,0.12,0,2.11,73203,54272,13128,0,140603,1.3,0.69,0.12,0,2.11,1497.44,369.913,124.585,0,1991.938,396.901,312.805,8.809,0,718.515,1497.44,369.913,124.585,0,1991.938,396.901,312.805,8.809,0,718.515,17.72,15,13.06,0,
2017,6151,Fairmont Public Utilities Comm,MN,MISO,489.319,924.765,924.765,0,2338.849,0.064,0.07,0.07,0,0.204,4159.2,16460.8,16460.8,0,37080.8,0.064,0.07,0.07,0,0.204,94.378,99.098,99.098,0,292.574,38,25,25,0,88,94.378,99.098,99.098,0,292.574,38,25,25,0,88,8.5,17.8,17.8,0,
2017,6168,Farmers Electric Coop - (IA),IA,MISO,10,.,.,.,10,.,.,.,.,.,105,.,.,.,105,.,.,.,.,.,4,.,.,.,4,.,.,.,.,.,4,.,.,.,4,.,.,.,.,.,10,.,.,.,
2017,6198,"Farmers Electric Coop, Inc - (NM)",NM,SWPP,109,.,.,.,109,0.3,.,.,.,0.3,109,.,.,.,109,0.3,.,.,.,0.3,25,.,.,.,25,10.7,.,.,.,10.7,25,.,.,.,25,10.7,.,.,.,10.7,1,.,.,.,
2017,6335,"Firelands Electric Coop, Inc",OH,PJM,450,.,.,.,450,.,.,.,.,.,7184,.,.,.,7184,.,.,.,.,.,51,.,.,.,51,.,.,.,.,.,51,.,.,.,51,.,.,.,.,.,16,.,.,.,
2017,6374,Fitchburg Gas and Electric Light Company,MA,ISNE,3482.63,2852.57,1281.58,0,7616.78,0.445,0.359,0.161,0,0.965,21111.61,37078.64,16658.51,0,74848.76,0.445,0.359,0.161,0,0.965,1361.07,638.23,286.74,0,2286.04,2521.89,530.72,238.44,0,3291.05,1361.07,638.23,286.74,0,2286.04,2521.89,530.72,238.44,0,3291.05,6.06,13,13,.,
2017,6390,City of Flandreau,SD,MISO,6.1,57.2,1.8,.,65.1,0,0,0,.,0,88.5,682.6,21.1,.,792.2,0,0,0,.,0,1.4,4,0.1,.,5.5,0.4,1.3,0,.,1.7,1.4,4,0.1,.,5.5,0.4,1.3,0,.,1.7,14.5,11.9,11.9,.,
