|Data Year|,|Utility Number|,|Utility Name|,|Ownership|,|State|,|BA_CODE|,|Total Revenue (Thousand Dollars)|,|Total Sales (MWh)|,|Total Customers|,|Water Heater|,|Net Metering|,|Demand Side Management|,|Time Based Programs|
2015,1119.0,Town of Bainbridge - (IN),Municipal,IN,MISO,514.1,5786,390, ,N,N,N
2015,1208.0,Town of Bargersville - (IN),Municipal,IN,MISO,6125,59152,3571, ,N,N,N
2015,2289.0,Town of Brooklyn,Municipal,IN,MISO,600,7327,526, ,N,N,N
2015,2304.0,Town of Brookston - (IN),Municipal,IN,MISO,1154.6,18496,831, ,N,N,N
2015,2964.0,Cannelton Utilities,Municipal,IN,MISO,1407,15173,935, ,N,N,N
2015,3230.0,Town of Centerville - (IN),Municipal,IN,MISO,2542.9,23846,1397, ,N,N,N
2015,3323.0,Town of Chalmers - (IN),Municipal,IN,MISO,472,4105,350, ,N,N,N
2015,3815.0,Town of Coatesville - (IN),Municipal,IN,MISO,554.6,4637,305, ,N,N,N
2015,4429.0,City of Covington - (IN),Municipal,IN,MISO,2787,24933,1599, ,N,N,N
2015,4486.0,Town of Crane - (IN),Municipal,IN,MISO,113.4,872,93, ,N,N,N
2015,4799.0,Darlington Light & Power Co,Municipal,IN,MISO,1990,17705,699, ,N,N,N
2015,5071.0,Town of Dunreith - (IN),Municipal,IN,MISO,164,1390,155, ,N,N,N
2015,5392.0,Dublin Municipal Electric Util,Municipal,IN,MISO,614,4453,502, ,N,N,N
2015,5655.0,Edinburgh Municipal Utilities,Municipal,IN,MISO,8764,82377,2760, ,N,N,N
2015,5928.0,Town of Etna Green,Municipal,IN,MISO,708,6544,270, ,N,N,N
2015,6276.0,Town of Ferdinand - (IN),Municipal,IN,MISO,2909,43947,779, ,N,N,N
2015,6425.0,Flora Utilities,Municipal,IN,PJM,2097.9,18561,1319, ,N,N,N
2015,6735.0,Town of Frankton - (IN),Municipal,IN,PJM,1806,16986,1091, ,N,N,N
2015,6848.0,Fulton County Rural E M C,Cooperative,IN,MISO,11268.3,91847,5979, ,N,N,N
2015,6970.0,City of Garrett,Municipal,IN,PJM,8951,84434,3245, ,N,N,N
2015,6993.0,City of Gas City - (IN),Municipal,IN,PJM,6595,58904,3179, ,N,N,N
2015,7907.0,City of Hagerstown - (IN),Municipal,IN,MISO,2142.6,22130,1177, ,N,N,N
2015,9088.0,City of Huntingburg - (IN),Municipal,IN,MISO,8719,81003,3572, ,N,N,N
2015,9646.0,Town of Jamestown - (IN),Municipal,IN,MISO,791,8427,541, ,N,N,N
2015,10330.0,Town of Kingsford Heights,Municipal,IN,MISO,687,4536,610, ,N,N,N
2015,10407.0,Town of Knightstown - (IN),Municipal,IN,PJM,2533,22534,1703, ,N,N,N
2015,10568.0,Town of Ladoga - (IN),Municipal,IN,MISO,1026,8077,630, ,N,N,N
2015,10961.0,City of Lewisville - (IN),Municipal,IN,MISO, , , , ,N,N,N
2015,11055.0,City of Linton - (IN),Municipal,IN,MISO,7598,64109,3597, ,N,N,N
2015,12476.0,Town of Middletown - (IN),Municipal,IN,MISO,1956,18851,1396, ,N,N,N
2015,12840.0,Town of Montezuma - (IN),Municipal,IN,MISO,1771.7,16617,609, ,N,N,N
2015,13423.0,Town of New Carlisle- (IN),Municipal,IN,MISO,1376,11769,922, ,N,N,N
2015,13566.0,Newton County Rural E M C,Cooperative,IN,MISO,5141,47070,1380, ,N,N,N
2015,13782.0,City of New Ross - (IN),Municipal,IN,MISO,277,2589,223, ,N,N,N
2015,14435.0,Town of Paoli,Municipal,IN,MISO,4208,39031,1844, ,N,N,N
2015,14659.0,Town of Pendleton - (IN),Municipal,IN,MISO,7941,66901,2769, ,N,N,N
2015,15116.0,Town of Pittsboro - (IN),Municipal,IN,MISO,1106,10485,748, ,N,N,N
2015,16068.0,City of Rising Sun - (IN),Municipal,IN,MISO,4587,46072,1607, ,N,N,N
2015,16219.0,Town of Rockville - (IN),Municipal,IN,MISO,3225,17953,1843, ,N,N,N
2015,17589.0,Town of South Whitley - (IN),Municipal,IN,PJM,1929,18291,992, ,N,N,N
2015,17790.0,Town of Spiceland - (IN),Municipal,IN,PJM,1645,8838,472, ,N,N,N
2015,18250.0,Town of Straughn - (IN),Municipal,IN,MISO,153,1584,155, ,N,N,N
2015,18887.0,City of Thorntown - (IN),Municipal,IN,MISO,1461,12786,908, ,N,N,N
2015,19227.0,City of Troy - (IN),Municipal,IN,MISO,1176.5,10965,304, ,Y,N,N
2015,19771.0,Town of Veedersburg - (IN),Municipal,IN,MISO,4662,45616,1236, ,N,N,N
2015,20021.0,Town of Walkerton - (IN),Municipal,IN,MISO,3503.9,35387,1310, ,N,N,N
2015,20111.0,Warren County Rural E M C,Cooperative,IN,MISO,12986.3,95594,4739, ,Y,N,Y
2015,20122.0,Town of Warren - (IN),Municipal,IN,PJM,1853,18166,843, ,N,N,N
2015,20226.0,City of Waynetown - (IN),Municipal,IN,PJM,587.3,5144,514, ,N,N,N
2015,20730.0,City of Williamsport - (IN),Municipal,IN,MISO,2684,23375,975, ,N,N,N
2015,20792.0,Town of Winamac - (IN),Municipal,IN,MISO,6913,61634,2007, ,Y,N,N
2015,385.0,City of Alma - (KS),Municipal,KS,SWPP,1398,13155,491, ,N,N,N
2015,408.0,City of Altamont - (KS),Municipal,KS,SWPP,787,8413,560, ,N,N,N
2015,701.0,City of Anthony - (KS),Municipal,KS,SWPP,3946,32514,1995, ,N,N,N
2015,764.0,City of Arcadia - (KS),Municipal,KS,SWPP,250,1573,162, ,N,N,N
2015,832.0,City of Arma - (KS),Municipal,KS,SWPP,1402.9,10190,848, ,N,N,N
2015,911.0,City of Ashland - (KS),Municipal,KS,SWPP,1429,10154,502, ,N,N,N
2015,989.0,City of Attica - (KS),Municipal,KS,SWPP,631.2,6033,510, ,N,N,N
2015,1033.0,City of Axtell - (KS),Municipal,KS,SWPP,361,2910,235, ,N,N,N
2015,1512.0,City of Belleville - (KS),Municipal,KS,SWPP,2571.1,22940,1396, ,N,N,N
2015,1726.0,City of Blue Mound - (KS),Municipal,KS,SWPP,161.8,1420,147, ,N,N,N
2015,2270.0,City of Bronson,Municipal,KS,SWPP,229,1433,140, ,N,N,N
2015,2547.0,City of Burlingame - (KS),Municipal,KS,SWPP,976,7600,630, ,Y,N,N
2015,3191.0,City of Cawker City - (KS),Municipal,KS,SWPP,498.2,5326,405, ,N,N,N
2015,3294.0,City of Centralia - (KS),Municipal,KS,SWPP,418.4,3779,300, ,N,N,N
2015,3366.0,City of Chapman - (KS),Municipal,KS,SWPP,1210.2,11042,670, ,N,N,N
2015,3454.0,City of Chetopa - (KS),Municipal,KS,SWPP,1491,12276,734, ,N,N,N
2015,3535.0,City of Cimarron - (KS),Municipal,KS,SWPP,1637,15147,1099, ,N,N,N
2015,5154.0,City of Dighton - (KS),Municipal,KS,SWPP,1493.8,9165,768, ,N,N,N
2015,5334.0,"Doniphan Elec Coop Assn, Inc",Cooperative,KS,SWPP,3106,18498,1602, ,N,N,N
2015,5795.0,City of Elsmore - (KS),Municipal,KS,SWPP,56.8,331,52, ,N,N,N
2015,5802.0,City of Ellinwood - (KS),Municipal,KS,SWPP,2070,14495,1250, ,N,N,N
2015,5839.0,City of Elwood - (KS),Municipal,KS,SWPP,947,5649,580, ,N,N,N
2015,5919.0,City of Enterprise - (KS),Municipal,KS,SWPP,634,5460,346, ,N,N,N
2015,5957.0,City of Erie - (KS),Municipal,KS,SWPP,1481,9707,578, ,N,N,N
2015,6762.0,City of Fredonia - (KS),Municipal,KS,SWPP,2872,29653,1567, ,N,N,N
2015,6931.0,City of Galva - (KS),Municipal,KS,SWPP,665,5632,459, ,N,N,N
2015,7269.0,City of Glasco - (KS),Municipal,KS,SWPP,414,3137,382, ,N,N,N
2015,7287.0,City of Glen Elder - (KS),Municipal,KS,SWPP,439,3864,339, ,N,N,N
2015,7631.0,City of Greensburg - (KS),Municipal,KS,SWPP,1322,11829,537, ,Y,N,N
2015,8279.0,City of Haven - (KS),Municipal,KS,SWPP,1661,12335,545, ,N,N,N
2015,8490.0,City of Herington - (KS),Municipal,KS,SWPP,2816,17143,1417, ,N,N,N
2015,8497.0,City of Herndon,Municipal,KS,SWPP,155,1136,159, ,N,N,N
2015,8599.0,City of Hill City,Municipal,KS,SWPP,1848,13204,1081, ,N,N,N
2015,8629.0,City of Hillsboro - (KS),Municipal,KS,SWPP,2613,21634,1442, ,N,N,N
2015,8703.0,City of Hoisington - (KS),Municipal,KS,SWPP,2526,20228,1695, ,N,N,N
2015,8781.0,City of Holyrood - (KS),Municipal,KS,SWPP,366,3294,297, ,N,N,N
2015,8871.0,City of Horton - (KS),Municipal,KS,SWPP,1339,11268,978, ,N,N,N
2015,9463.0,City of Isabel - (KS),Municipal,KS,SWPP,61,697,64, ,N,N,N
2015,9541.0,City of Iuka - (KS),Municipal,KS,SWPP,274.6,1820,92, ,N,N,N
2015,9732.0,City of Jetmore,Municipal,KS,SWPP,1076.5,7984,596, ,N,N,N
2015,9776.0,City of Johnson - (KS),Municipal,KS,SWPP,2174,15474,857, ,N,N,N
2015,10351.0,City of Kiowa - (KS),Municipal,KS,SWPP,1701,11249,767, ,N,N,N
2015,10533.0,City of La Harpe - (KS),Municipal,KS,SWPP,345.9,2530,290, ,N,N,N
2015,10559.0,City of La Crosse - (KS),Municipal,KS,SWPP,1191.5,11075,894, ,Y,N,N
2015,10628.0,City of Lakin - (KS),Municipal,KS,SWPP,2213,15473,1054, ,N,N,N
2015,11017.0,City of Lincoln Center - (KS),Municipal,KS,SWPP,1947,12967,885, ,N,N,N
2015,11040.0,City of Lindsborg - (KS),Municipal,KS,SWPP,3256.5,26458,1685, ,N,N,N
2015,11206.0,City of Mulberry - (KS),Municipal,KS,SWPP,443,2421,259, ,N,N,N
2015,11207.0,City of Muscotah,Municipal,KS,SWPP,118,787,89, ,N,N,N
2015,11299.0,City of Lucas- (KS),Municipal,KS,SWPP,590.1,5837,382, ,N,N,N
2015,11306.0,City of Luray - (KS),Municipal,KS,MISO,221,1878,164, ,N,N,N
2015,11572.0,City of Mankato - (KS),Municipal,KS,SWPP,709,7780,630, ,Y,N,N
2015,11658.0,City of Marion - (KS),Municipal,KS,SWPP,2351,17425,1206, ,N,N,N
2015,12242.0,City of Meade - (KS),Municipal,KS,SWPP,1652,14813,926, ,N,N,N
2015,12838.0,City of Montezuma - (KS),Municipal,KS,SWPP,1144,10700,549, ,N,N,N
2015,12896.0,City of Morrill - (KS),Municipal,KS,SWPP,214.8,1094,144, ,N,N,N
2015,12909.0,City of Moran - (KS),Municipal,KS,SWPP,560,4483,281, ,N,N,N
2015,13035.0,City of Mount Hope - (KS),Municipal,KS,SWPP,711,5793,359, ,N,N,N
2015,13819.0,City of Norton,Municipal,KS,SWPP,3449,25126,1856, ,N,N,N
2015,13948.0,City of Oberlin - (KS),Municipal,KS,SWPP,1859,13340,1235, ,N,N,N
2015,14214.0,City of Osborne - (KS),Municipal,KS,SWPP,2300,13822,761, ,N,N,N
2015,14276.0,City of Oxford - (KS),Municipal,KS,SWPP,995.4,7690,590, ,N,N,N
2015,15201.0,City of Pomona - (KS),Municipal,KS,SWPP,884,6896,513, ,N,N,N
2015,15336.0,City of Prescott - (KS),Municipal,KS,SWPP,284.2,1559,148, ,N,N,N
2015,16135.0,City of Robinson - (KS),Municipal,KS,SWPP,154.4,1359,143, ,N,N,N
2015,16699.0,City of Seward - (KS),Municipal,KS,SWPP,19.7,66,42, ,N,N,N
2015,16834.0,City of Scranton - (KS),Municipal,KS,SWPP,392,3773,314, ,N,N,N
2015,16876.0,City of Savonburg - (KS),Municipal,KS,SWPP,54,492,57, ,N,N,N
2015,16988.0,City of Sharon Springs - (KS),Municipal,KS,SWPP,930,6881,563, ,N,N,N
2015,17754.0,City of Summerfield - (KS),Municipal,KS,SWPP,129.2,1419,108, ,N,N,N
2015,17872.0,City of St Francis - (KS),Municipal,KS,SWPP,1473.4,11120,983, ,N,N,N
2015,17879.0,City of St. John - (KS),Municipal,KS,SWPP,1130,10209,815, ,Y,N,N
2015,17894.0,City of St Marys - (KS),Municipal,KS,SWPP,2100.5,17890,1076, ,N,N,N
2015,17924.0,City of Stafford - (KS),Municipal,KS,SWPP,903,12941,797, ,N,N,N
2015,18086.0,City of Sterling - (KS),Municipal,KS,SWPP,2592,19200,1144, ,N,N,N
2015,18137.0,City of Stockton - (KS),Municipal,KS,SWPP,1983,13680,940, ,N,N,N
2015,18945.0,City of Toronto - (KS),Municipal,KS,SWPP,224,1864,217, ,N,N,N
2015,18959.0,City of Troy - (KS),Municipal,KS,SWPP,909.6,7189,583, ,N,N,N
2015,19344.0,City of Udall - (KS),Municipal,KS,SWPP,724,5438,397, ,N,N,N
2015,20141.0,City of Washington - (KS),Municipal,KS,SWPP,1685.2,11808,774, ,N,N,N
2015,20189.0,City of Waterville - (KS),Municipal,KS,SWPP,603,4524,385, ,N,N,N
2015,20192.0,City of Wathena - (KS),Municipal,KS,SWPP,1063,7672,628, ,N,N,N
2015,21533.0,City of Minneapolis - (KS),Municipal,KS,SWPP,2233.6,18128,1126, ,N,N,N
2015,26894.0,City of Radium - (KS),Municipal,KS,SWPP,27.4,195,24, ,N,N,N
2015,27545.0,City of Vermillion - (KS),Municipal,KS,SWPP,93.5,653,100, ,N,N,N
2015,1205.0,City of Bardwell - (KY),Municipal,KY,LGEE,667,8205,505, ,N,N,N
2015,1387.0,City of Benham,Municipal,KY,LGEE,640.1,5764,277, ,N,N,N
2015,4341.0,Corbin City Utilities Comm,Municipal,KY,LGEE,6374,72606,4082, ,Y,N,N
2015,6178.0,City of Falmouth - (KY),Municipal,KY,LGEE,1772,16605,1308, ,N,N,N
2015,14103.0,City of Olive Hill - (KY),Municipal,KY,PJM,2486,22228,1267, ,N,N,N
2015,14459.0,City of Paris - (KY),Municipal,KY,LGEE,6473,63926,3098, ,N,N,N
2015,15443.0,City of Providence - (KY),Municipal,KY,LGEE,2730,28075,1387, ,N,N,N
2015,19716.0,City of Vanceburg,Municipal,KY,PJM,7656.1,59231,2639, ,N,N,N
2015,20731.0,Williamstown Utility Comm,Municipal,KY,PJM,4265,48954,1474, ,N,N,N
2015,925.0,"Ashley Chicot Elec Coop, Inc",Cooperative,LA,MISO,183,1634,116, ,Y,Y,N
2015,2064.0,Town of Boyce,Municipal,LA,MISO,584.6,5512,382, ,N,N,N
2015,5945.0,City of Erath - (LA),Municipal,LA,MISO,2047,16745,972, ,N,N,N
2015,7760.0,Town of Gueydan,Municipal,LA,MISO,1174,13999,838, ,Y,N,N
2015,9880.0,City of Jonesville - (LA),Municipal,LA,MISO,2501,22368,1220, ,N,N,N
2015,10025.0,City of Kaplan - (LA),Municipal,LA,MISO,5108,40317,2132, ,N,N,N
2015,13483.0,City of New Roads - (LA),Municipal,LA,MISO,2286.2,48811,2598, ,N,N,N
2015,15137.0,City of Plaquemine - (LA),Municipal,LA,MISO,9497,97819,4458, ,N,N,N
2015,15728.0,City of Rayne - (LA),Municipal,LA,MISO,7052,78313,3919, ,Y,N,N
2015,17889.0,City of St Martinville - (LA),Municipal,LA,MISO,5722,58523,2795, ,N,N,N
2015,19828.0,Town of Vidalia - (LA),Municipal,LA,MISO,8787,93062,2781, ,N,N,N
2015,19866.0,Town of Vinton - (LA),Municipal,LA,MISO,3108.2,33528,1654, ,N,N,N
2015,20343.0,Town of Welsh - (LA),Municipal,LA,MISO,2096,36458,1776, ,N,N,N
2015,30856.0,City of Winnfield - (LA),Municipal,LA,MISO,5438,71493,3456, ,N,N,N
2015,902.0,Town of Ashburnham - (MA),Municipal,MA,ISNE,4754.1,34093,3013, ,Y,N,N
2015,2086.0,Town of Boylston - (MA),Municipal,MA,ISNE,3759,30676,2176, ,Y,N,N
2015,3447.0,Town of Chester,Municipal,MA,ISNE,975.8,5378,689, ,N,N,N
2015,7130.0,Town of Georgetown - (MA),Municipal,MA,ISNE,7657.5,47013,3552, ,Y,N,N
2015,7715.0,Town of Groton - (MA),Municipal,MA,ISNE,9760.4,71789,4696, ,Y,N,Y
2015,7723.0,Town of Groveland - (MA),Municipal,MA,ISNE,5348,35064,2954, ,Y,N,N
2015,8715.0,Town of Holden - (MA),Municipal,MA,ISNE,14725.7,107623,7917, ,Y,N,N
2015,8797.0,Hull Municipal Light Plant,Municipal,MA,ISNE,7581,50750,6187, ,N,N,N
2015,12296.0,Town of Merrimac - (MA),Municipal,MA,ISNE,4796,27963,3023, ,Y,N,N
2015,14585.0,Town of Paxton - (MA),Municipal,MA,ISNE,3621.9,23466,1930, ,Y,N,N
2015,15371.0,Town of Princeton - (MA),Municipal,MA,ISNE,3567,14265,1466, ,Y,N,N
2015,16377.0,Town of Rowley - (MA),Municipal,MA,ISNE,6481.5,42570,2903, ,Y,N,N
2015,16438.0,City of Russell - (MA),Municipal,MA,ISNE,822.2,4779,462, ,Y,N,N
2015,18546.0,Town of Templeton - (MA),Municipal,MA,ISNE,7490.9,59303,3493, ,Y,N,Y
2015,20326.0,Town of West Boylston - (MA),Municipal,MA,ISNE,7917,57614,3566, ,Y,N,N
2015,1615.0,Town of Berlin - (MD),Municipal,MD,PJM,5478.9,43187,2476, ,Y,Y,N
2015,18901.0,Thurmont Municipal Light Co,Municipal,MD,PJM,6408.1,80304,2832, ,Y,N,N
2015,20729.0,Town of Williamsport - (MD),Municipal,MD,PJM,1725.5,20729,994, ,N,N,N
2015,11844.0,Matinicus Plantation Elec Co,Municipal,ME,,227,226,125, ,N,N,N
2015,18368.0,Swans Island Electric Coop Inc,Cooperative,ME,ISNE,810,2074,565, ,N,N,N
2015,19702.0,Van Buren Light & Power Dist,Municipal,ME,NBSO,1612,14280,1469, ,N,N,N
2015,3384.0,City of Charlevoix - (MI),Municipal,MI,MISO,6697.6,59944,4419, ,N,N,N
2015,3415.0,Village of Chelsea - (MI),Municipal,MI,MISO,7428,96515,2912, ,N,N,N
2015,3813.0,Village of Clinton - (MI),Municipal,MI,MISO,3085,24032,1485, ,N,N,N
2015,4562.0,City of Croswell - (MI),Municipal,MI,MISO,3476,39865,1277, ,N,N,N
2015,4792.0,Village of Daggett - (MI),Municipal,MI,MISO,141,1657,132, ,N,N,N
2015,5343.0,City of Dowagiac,Municipal,MI,PJM,7275,65496,3016, ,N,N,N
2015,5630.0,City of Eaton Rapids - (MI),Municipal,MI,MISO,8803,94779,2772, ,Y,N,N
2015,8083.0,City of Harbor Springs - (MI),Municipal,MI,MISO,3463,38218,3717, ,N,N,N
2015,8205.0,City of Hart Hydro - (MI),Municipal,MI,MISO,4968,45288,1322, ,N,N,N
2015,11268.0,City of Lowell - (MI),Municipal,MI,MISO,8540.6,75753,2693, ,N,N,N
2015,13525.0,Newberry Water & Light Board,Municipal,MI,MISO,2841.6,18252,1461, ,N,N,N
2015,14156.0,Ontonagon County R E A,Cooperative,MI,MISO,6234,24932,4849, ,Y,N,N
2015,14581.0,Village of Paw Paw - (MI),Municipal,MI,PJM,3029,42821,1992, ,N,N,N
2015,15246.0,City of Portland - (MI),Municipal,MI,MISO,3585,34363,2508, ,N,N,N
2015,16873.0,City of Sebewaing - (MI),Municipal,MI,MISO,4165,45190,1128, ,N,N,N
2015,17886.0,City of St Louis - (MI),Municipal,MI,MISO,4105.4,40112,1936, ,N,N,N
2015,18074.0,City of Stephenson - (MI),Municipal,MI,MISO,691.1,6063,523, ,N,N,N
2015,19432.0,Village of Union City - (MI),Municipal,MI,MISO,2019,15211,1483, ,N,N,N
2015,19975.0,City of Wakefield - (MI),Municipal,MI,MISO,1343.1,12710,1143, ,N,N,N
2015,87.0,City of Ada - (MN),Municipal,MN,MISO,1539,19630,1058, ,N,N,N
2015,174.0,Aitkin Public Utilities Comm,Municipal,MN,MISO,3724,35734,2031, ,N,N,N
2015,266.0,City of Alpha - (MN),Municipal,MN,MISO,139,1405,76, ,N,N,N
2015,482.0,City of Alvarado - (MN),Municipal,MN,MISO,442,4053,185, ,N,N,N
2015,1353.0,City of Baudette - (MN),Municipal,MN,MISO,2222.9,20494,753, ,N,N,N
2015,1753.0,City of Biwabik - (MN),Municipal,MN,MISO,623.3,6210,688, ,N,N,N
2015,1824.0,City of Bigelow - (MN),Municipal,MN,MISO,114.3,1218,121, ,N,N,N
2015,1871.0,City of Blooming Prairie - (MN),Municipal,MN,MISO,2650,26448,1090, ,N,Y,N
2015,2412.0,City of Brownton - (MN),Municipal,MN,MISO,427,4568,406, ,N,N,N
2015,2491.0,City of Buhl - (MN),Municipal,MN,MISO,626,7386,610, ,N,N,N
2015,2810.0,City of Caledonia - (MN),Municipal,MN,MISO,2797,25049,1654, ,N,Y,N
2015,3356.0,City of Ceylon - (MN),Municipal,MN,MISO,209,2437,258, ,N,N,N
2015,5397.0,City of Dunnell - (MN),Municipal,MN,MISO,87,936,109, ,N,N,N
2015,5692.0,City of Eitzen - (MN),Municipal,MN,MISO,216,1996,153, ,N,N,N
2015,5732.0,City of Elbow Lake - (MN),Municipal,MN,MISO,1800,17185,754, ,Y,Y,N
2015,6627.0,City of Fosston - (MN),Municipal,MN,MISO,3387,34119,896, ,N,N,N
2015,7194.0,City of Gilbert,Municipal,MN,MISO,1068,10271,982, ,N,N,N
2015,7487.0,City of Grand Marais - (MN),Municipal,MN,MISO,2512,22710,1342, ,N,N,N
2015,7494.0,City of Granite Falls - (MN),Municipal,MN,MISO,3469.7,28867,1585, ,N,N,N
2015,7732.0,City of Grove City,Municipal,MN,MISO,850,8076,510, ,Y,N,N
2015,8131.0,City of Harmony - (MN),Municipal,MN,MISO,997,9618,657, ,N,N,N
2015,8459.0,City of Henning - (MN),Municipal,MN,MISO,797,8850,500, ,N,N,N
2015,9650.0,City of Janesville - (MN),Municipal,MN,MISO,1483,11617,1153, ,N,N,N
2015,9998.0,City of Kandiyohi - (MN),Municipal,MN,MISO,437,3863,274, ,N,N,N
2015,10037.0,City of Kasota - (MN),Municipal,MN,MISO,358.1,3256,344, ,N,N,N
2015,10040.0,City of Kasson,Municipal,MN,MISO,3251,29416,2494, ,Y,Y,N
2015,10089.0,Keewatin Public Utilities,Municipal,MN,MISO,511.8,5289,510, ,N,N,N
2015,10609.0,City of Lake Park - (MN),Municipal,MN,MISO,837,8416,515, ,N,N,N
2015,10622.0,City of Lakefield - (MN),Municipal,MN,MISO,1551.5,14401,1181, ,N,N,N
2015,10685.0,Lanesboro Public Utility Comm,Municipal,MN,MISO,989.1,6274,626, ,N,N,N
2015,11424.0,City of Mabel - (MN),Municipal,MN,MISO,632.8,5030,470, ,N,N,N
2015,11482.0,City of Madison - (MN),Municipal,MN,MISO,1418,16871,952, ,N,N,N
2015,13044.0,City of Mountain Iron - (MN),Municipal,MN,MISO,2453,23720,1247, ,N,N,N
2015,13048.0,City of Mountain Lake - (MN),Municipal,MN,MISO,2004,24261,1026, ,Y,N,N
2015,13219.0,City of Nashwauk - (MN),Municipal,MN,MISO,589,11514,648, ,N,N,N
2015,13465.0,City of Nielsville - (MN),Municipal,MN,MISO,60,545,57, ,N,N,N
2015,13495.0,City of Newfolden - (MN),Municipal,MN,MISO,377,3420,227, ,N,N,N
2015,13681.0,North Branch Water & Light Comm,Municipal,MN,MISO,3712.5,25992,1963, ,Y,N,N
2015,14196.0,City of Ortonville - (MN),Municipal,MN,MISO,2156.4,27317,1340, ,N,N,N
2015,14841.0,City of Peterson - (MN),Municipal,MN,MISO,160.3,1263,161, ,N,N,N
2015,15041.0,City of Pierz - (MN),Municipal,MN,MISO,1075,10113,755, ,N,N,N
2015,15348.0,Preston Public Utilities Comm,Municipal,MN,MISO,1403,12963,886, ,N,Y,N
2015,15460.0,Proctor Public Utilities Comm,Municipal,MN,MISO,1988,23871,1429, ,N,N,N
2015,15665.0,City of Randall - (MN),Municipal,MN,MISO,445,4759,349, ,N,N,N
2015,16285.0,City of Roseau - (MN),Municipal,MN,MISO,4021,38832,1345, ,N,Y,N
2015,16427.0,City of Rushford - (MN),Municipal,MN,MISO,1712,13934,894, ,N,N,N
2015,16451.0,City of Rushmore - (MN),Municipal,MN,MISO,219,1954,213, ,N,N,N
2015,17074.0,City of Shelly - (MN),Municipal,MN,MISO,213,1219,122, ,N,N,N
2015,17823.0,City of Spring Grove,Municipal,MN,MISO,1658,15177,808, ,N,N,N
2015,17824.0,Spring Valley Pub Utils Comm,Municipal,MN,MISO,1999,18818,1343, ,Y,N,N
2015,17836.0,Springfield Public Utils Comm - (MN),Municipal,MN,MISO,2865,22810,1195, ,N,N,N
2015,17862.0,City of St Charles - (MN),Municipal,MN,MISO,2762,17532,1836, ,N,N,N
2015,18063.0,City of Stephen - (MN),Municipal,MN,MISO,928,8354,388, ,N,N,N
2015,19237.0,Truman Public Utilities Comm,Municipal,MN,MISO,1772,10805,675, ,N,Y,N
2015,19321.0,City of Two Harbors- (MN),Municipal,MN,MISO,3580.4,27182,1880, ,N,N,N
2015,19332.0,City of Tyler - (MN),Municipal,MN,MISO,1086,11102,748, ,Y,N,N
2015,20110.0,City of Warren - (MN),Municipal,MN,MISO,1975,17000,927, ,N,Y,N
2015,20430.0,City of Westbrook,Municipal,MN,MISO,785,7194,507, ,N,N,N
2015,20466.0,City of Whalan - (MN),Municipal,MN,MISO,39.8,354,38, ,N,N,N
2015,27026.0,City of Round Lake - (MN),Municipal,MN,MISO,470,3574,225, ,N,N,N
2015,29295.0,City of Wells - (MN),Municipal,MN,MISO,2271,17861,1359, ,N,Y,N
2015,29305.0,City of Madelia - (MN),Municipal,MN,MISO,3799,27034,1220, ,N,N,N
2015,228.0,City of Albany - (MO),Municipal,MO,SWPP,2004,14479,987, ,N,N,N
2015,1647.0,City of Bethany - (MO),Municipal,MO,SWPP,4858,35155,1877, ,N,N,N
2015,2647.0,City of Butler - (MO),Municipal,MO,SWPP,4775.3,46685,2379, ,N,N,Y
2015,2726.0,City of Cabool - (MO),Municipal,MO,AECI,3437,37233,1062, ,N,N,N
2015,2851.0,City of California - (MO),Municipal,MO,MISO,3245.8,35057,2319, ,N,N,N
2015,3082.0,Carrollton Board of Public Wks,Municipal,MO,SWPP,4536.8,34796,2101, ,Y,N,N
2015,3296.0,City of Centralia - (MO),Municipal,MO,MISO,3311,32440,2191, ,N,N,N
2015,4483.0,City of Crane - (MO),Municipal,MO,AECI,1021,11393,723, ,N,N,N
2015,4608.0,City of Cuba - (MO),Municipal,MO,AECI,6158,72028,1958, ,N,N,N
2015,5583.0,City of Easton - (MO),Municipal,MO,AECI,156,1574,99, ,N,N,N
2015,5686.0,City of El Dorado Springs - (MO),Municipal,MO,SWPP,4673,46012,1925, ,N,N,N
2015,6231.0,City of Fayette - (MO),Municipal,MO,SWPP,2284,22443,1180, ,N,N,N
2015,6761.0,City of Fredericktown - (MO),Municipal,MO,SWPP,5019,43498,2208, ,N,N,N
2015,6896.0,City of Galt,Municipal,MO,SWPP,207,2477,129, ,N,N,N
2015,6924.0,City of Gallatin - (MO),Municipal,MO,SWPP,1983,15127,1193, ,N,N,N
2015,7200.0,City of Gilman City - (MO),Municipal,MO,SWPP,216.4,2002,225, ,N,N,N
2015,8493.0,City of Hermann,Municipal,MO,AECI,5432.7,52737,1552, ,Y,N,N
2015,8567.0,City of Higginsville - (MO),Municipal,MO,SWPP,5088,53801,2445, ,N,N,N
2015,8896.0,City of Houston - (MO),Municipal,MO,AECI,3581,35000,1229, ,Y,N,N
2015,9025.0,City of Hunnewell - (MO),Municipal,MO,AECI,128.1,1208,80, ,N,N,N
2015,9973.0,City of Kahoka,Municipal,MO,MISO,2001,23125,1199, ,N,N,N
2015,10538.0,City of La Plata - (MO),Municipal,MO,SWPP,1126.1,9319,743, ,N,N,N
2015,10767.0,City of Linneus - (MO),Municipal,MO,MISO,286.2,2172,156, ,N,N,N
