|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Residential|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Commercial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Industrial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Transportation|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Total|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Residential|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Commercial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Industrial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Transportation|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Total|,|Incremental Life Cycle Savings.Energy Savings (MWh).Residential|,|Incremental Life Cycle Savings.Energy Savings (MWh).Commercial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Industrial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Transportation|,|Incremental Life Cycle Savings.Energy Savings (MWh).Total|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Residential|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Commercial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Industrial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Transportation|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Total|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Total|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Total|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Total|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Total|,|Weighted Average Life.(Years).Residential|,|Weighted Average Life.(Years).Commercial|,|Weighted Average Life.(Years).Industrial|,|Weighted Average Life.(Years).Transportation|,|..Website|
2015,3828,Cloverland Electric Co-op,MI,MISO,2635,5013,.,.,7648,0,0,.,.,0,31627,60154,.,.,91781,0,0,.,.,0,179,321,.,.,500,261,387,.,.,648,179,321,.,.,500,261,387,.,.,648,12,12,.,.,
2015,3841,Coast Electric Power Assn,MS,SOCO,3585,.,.,.,3585,0.9,.,.,.,0.9,27992,.,.,.,27992,0.9,.,.,.,0.9,176,.,.,.,176,227,.,.,.,227,176,.,.,.,176,227,.,.,.,227,15,.,15,15,
2015,3915,Coldwater Board of Public Util,MI,MISO,141,897,2575,.,3613,.,.,.,.,.,987,8970,25750,.,35707,.,.,.,.,.,31,32,142,.,205,10,12,52,.,74,31,32,142,.,205,10,12,52,.,74,7,10,10,.,www.coldwater.org
2015,3940,City of College Station - (TX),TX,ERCO,1117,1424,.,.,2541,0.8,0.4,.,.,1.2,14530,18506,.,.,33036,0.8,0.4,.,.,1.2,304,38,.,.,342,67,10,.,.,77,304,39,.,.,343,67,10,.,.,77,13,13,.,.,
2015,3989,City of Colorado Springs - (CO),CO,WACM,16044,12516,0,0,28560,2.1,1.6,0,0,3.7,176218,125632,0,0,301850,2.1,1.6,0,0,3.7,955,975,0,0,1930,580,230,0,0,810,955,975,0,0,1930,580,230,0,0,810,11,10,0,0,
2015,4003,City of Colton - (CA),CA,CISO,91,6730,29,.,6850,0,0.7,0,.,0.7,1029,20918,13134,.,35081,0.4,17.7,0,.,18.1,375,835,59,.,1269,0,0,0,.,0,1375,2935,209,.,4519,0,0,0,.,0,10,10,10,.,www.coltononline.com
2015,4008,Columbia Power Coop Assn Inc,OR,BPAT,57,8,200,.,265,.,.,.,.,.,570,80,2000,.,2650,.,.,.,.,.,15,1,19,.,35,.,.,.,.,.,15,1,19,.,35,.,.,.,.,.,10,10,10,.,
2015,4045,City of Columbia - (MO),MO,MISO,1065,2605,0,0,3670,0.3,0.6,0,0,0.9,10650,26050,0,0,36700,0.3,0.6,0,0,0.9,800,100,0,0,900,269,43,0,0,312,800,100,0,0,900,269,43,0,0,312,10,10,0,0,
2015,4110,Commonwealth Edison Co,IL,PJM,720836,775483,.,.,1496319,61.9,114.2,.,.,176.1,3131844,7065250,.,.,10197094,61.9,114.2,.,.,176.1,22855,56817,.,.,79672,22007,24746,.,.,46753,22855,56817,.,.,79672,22007,24746,.,.,46753,4.34,9.11,.,.,http://www.ilsag.info/evaluation-documents.html
2015,4147,Town of Concord - (MA),MA,ISNE,83,177,.,.,260,0,0,.,.,0,1145,2306,.,.,3451,0,0,.,.,0,24,50,.,.,74,4,45,.,.,49,24,50,.,.,74,4,45,.,.,49,13.8,13,.,.,not available on the web.
2015,4176,Connecticut Light & Power Co,CT,ISNE,109811,140921,42239,.,292971,15,21,6,.,42,1175621,1677119,502690,.,3355430,15,21,6,.,42,42966,37619,11237,.,91822,9775,11902,3555,.,25232,42966,37619,11237,.,91822,9775,11902,3555,.,25232,10.64,11.9,11.9,.,www.ctenergydashboard.com
2015,4226,Consolidated Edison Co-NY Inc,NY,NYIS,23626,190464,.,.,214090,8.1,33.6,.,.,41.7,283512,2095104,.,.,2378616,8.1,33.6,.,.,41.7,8363,44482,.,.,52845,4853,13648,.,.,18501,8363,44482,.,.,52845,4853,13648,.,.,18501,12,11,.,.,
2015,4254,Consumers Energy Co,MI,MISO,136317,141000,47176,.,324493,18,26,9,.,53,1892398,2343890,784216,.,5020504,18,26,9,.,53,13977,14784,4947,.,33708,21150,15963,5341,.,42454,13977,14784,4947,.,33708,21150,15963,5341,.,42454,14,17,17,.,www.consumersenergy.com
2015,4363,Corn Belt Power Coop,IA,SWPP,5495,.,11266,.,16761,0.6,.,2.3,.,2.9,76381,.,117166,.,193547,0.6,.,2.3,.,2.9,560,.,326,.,886,72,.,135,.,207,560,.,326,.,886,72,.,135,.,207,13.9,.,10.4,.,
2015,4401,"Cotton Electric Coop, Inc",OK,SWPP,63,.,.,.,63,1.95,.,.,.,1.95,1128,.,.,.,1128,1.95,.,.,.,1.95,39,.,.,.,39,.,.,.,.,.,43,.,.,.,43,.,.,.,.,.,10,.,.,.,
2015,4430,"Covington Electric Coop, Inc",AL,AEC,249,.,.,.,249,1,.,.,.,1,3735,.,.,.,3735,0.5,.,.,.,0.5,61,.,.,.,61,.,.,.,.,0,61,.,.,.,61,.,.,.,.,0,15,.,.,.,
2015,4432,Coweta-Fayette El Member Corp,GA,SOCO,675,.,.,.,675,0.7,.,.,.,0.7,6750,.,.,.,6750,1,.,.,.,1,75,.,.,.,75,174,.,.,.,174,75,.,.,.,75,174,.,.,.,174,10,.,.,.,www.uitility.org
2015,4442,PUD No 1 of Cowlitz County,WA,BPAT,3693,3852,31011,.,38556,0.6,0.6,3.5,.,4.7,44616,46224,310110,.,400950,0.6,0.6,3.5,.,4.7,1171,950,5049,.,7170,216,69,76,.,361,1171,950,5049,.,7170,216,69,76,.,361,12,12,10,.,http://www.commerce.wa.gov/Programs/Energy/Office/EIA/Pages/EnergyIndependence.aspx
2015,4683,City of Cuyahoga Falls - (OH),OH,PJM,.,75,1067,.,1142,.,0.1,0.1,.,0.2,.,1996,14017,.,16013,.,0.1,0.1,.,0.2,.,6,66,.,72,.,.,.,.,.,.,6,66,.,72,.,.,.,.,.,.,26.45,13.14,.,
2015,4704,"DS&O Electric Cooperative, Inc.",KS,SWPP,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,.,.,.,.,.,1,.,.,.,
2015,4794,City of Danville - (VA),VA,PJM,365,1872,750,0,2987,0.2,0.2,0.2,0,0.6,4300,18720,7500,0,30520,0.2,0.2,0.2,0,0.6,79,61,31,0,171,240,1,1,0,242,79,61,31,0,171,240,1,1,0,242,11.79,10,5,.,
2015,4848,Daviess Martin County R E M C,IN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,26,.,.,.,.,.,120,.,.,.,120,.,.,.,.,.,.,.,.,.,
2015,4911,Dawson Power District,NE,SWPP,896,275,631,0,1802,0.3,0.1,0.1,0,0.5,17120,2862,8741,0,28723,0.3,0.1,0.1,0,0.5,127,20,32,0,179,21,13,12,0,46,127,20,32,0,179,21,13,12,0,46,19.11,10.39,13.84,0,
2015,4922,Dayton Power & Light Co,OH,PJM,72075,58209,42482,.,172766,9.1,10.4,5.7,.,25.2,520022,807064,588999,.,1916085,6.1,10.1,5.6,.,21.8,3123,4104,2995,.,10222,6199,1741,1271,.,9211,26546,20096,14666,.,61308,19319,8526,6222,.,34067,10.9,7.6,5.5,.,
2015,5027,Delmarva Power,MD,PJM,20547,31725,.,.,52272,3.3,5.4,.,.,8.7,120291,435494,.,.,555785,3.3,5.4,.,.,8.7,3629,20098,.,.,23727,4039,2874,.,.,6913,3629,20098,.,.,23727,4039,2874,.,.,6913,5.9,13.7,.,.,
2015,5056,City of Denison - (IA),IA,SWPP,164,91,120,.,375,0,0,0,.,0,1993,1628,1758,.,5379,0,0,0,.,0,22,1,4,.,27,22,5,8,.,35,22,1,4,.,27,22,5,8,.,35,12.1,18,14.6,.,
2015,5063,City of Denton - (TX),TX,ERCO,493,0,0,.,493,0.3,0,0,.,0.3,7888,.,.,.,7888,0.206,.,.,.,0.206,350,.,.,.,350,45,.,.,.,45,350,.,.,.,350,45,.,.,.,45,16,.,.,.,
2015,5070,Delaware Electric Cooperative,DE,PJM,780,6,.,.,786,0.8,0,.,.,0.8,5914,38,.,.,5952,0.2,0.1,.,.,0.3,117,48,.,.,165,8,0,.,.,8,117,48,.,.,165,8,0,.,.,8,7.6,13,.,.,
2015,5078,"Denton County Elec Coop, Inc",TX,ERCO,3169,2075,.,.,5244,1,0.5,.,.,1.5,30603,10377,.,.,40980,1,0.5,.,.,1.5,439,155,.,.,594,.,.,.,.,.,2195,775,.,.,2970,.,.,.,.,.,7.46,5,.,.,
2015,5109,DTE Electric Company,MI,MISO,303001,317848,.,.,620849,33.4,47.9,.,.,81.3,1973301,1765656,.,.,3738957,33.4,47.9,.,.,81.3,.,.,.,.,.,47909,39170,.,.,87079,.,.,.,.,.,232313,201687,.,.,434000,9.37,13.24,.,.,
2015,5111,City of Detroit Lakes - (MN),MN,MISO,190,978,1899,.,3067,0,0.1,0.3,.,0.4,2497,11825,22954,.,37276,0,0.1,0.3,.,0.4,24,41,79,.,144,25,59,114,.,198,24,41,79,.,144,25,59,114,.,198,13.1,12.1,12.1,.,http://www.brightenergysolutions.com/
2015,5175,Dixie Electric Power Assn,MS,MISO,20,.,.,.,20,.,.,.,.,.,102,.,.,.,102,.,.,.,.,.,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,5,.,.,.,
2015,5204,Dixie Electric Coop,AL,AEC,32,.,.,.,32,.,.,.,.,.,67,.,.,.,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,
2015,5327,Douglas Electric Coop - (OR),OR,BPAT,441,5,.,.,446,0.9,.,.,.,0.9,10667,21,.,.,10688,2,.,.,.,2,143,2,.,.,145,4,0,.,.,4,143,2,.,.,145,4,0,.,.,4,27.96,4,.,.,www.dec.coop     Efficiency Service Group 1-888-883-9879 Fredy Salazar
2015,5336,City of Dover - (OH),OH,PJM,30,281,204,.,515,.,.,.,.,.,359,3789,2994,.,7142,0.1,0.1,0.4,.,0.6,4,12,5,.,21,23,21,15,.,59,4,12,5,.,21,23,21,15,.,59,12.13,13.49,14.71,.,tcoyle@efficiencysmart.org
2015,5416,"Duke Energy Carolinas, LLC",NC,DUK,291576,205709,.,.,497285,61,37,.,.,98,1193055,2167482,.,.,3360537,61,37,.,.,98,12405,23436,.,.,35841,15476,5691,.,.,21167,12405,23436,.,.,35841,15476,5691,.,.,21167,4.09,10.54,.,.,
2015,5416,"Duke Energy Carolinas, LLC",SC,DUK,107843,76084,.,.,183927,22,14,.,.,36,441267,801671,.,.,1242938,22,14,.,.,36,4588,8668,.,.,13256,5724,2105,.,.,7829,4588,8668,.,.,13256,5724,2105,.,.,7829,4.09,10.54,.,.,
2015,5417,Dunn County Electric Coop,WI,MISO,1138,75,0,0,1213,0.1,.,.,.,0.1,16467,1068,.,.,17535,1.4,.,.,.,1.4,49,4,.,.,53,53,3,.,.,56,49,4,.,.,53,53,3,.,.,56,14.47,14.237,0,0,
2015,5487,Duquesne Light Co,PA,PJM,36421,48355,22376,0,107152,3.6,6.1,2.9,0,12.6,368648,255184,134799,0,758631,3.6,6.1,2.9,0,12.6,2116,3335,1202,0,6653,5329,5506,2623,0,13458,2116,3335,1202,0,6653,5329,5506,2623,0,13458,7,7,15,0,
2015,5552,"East River Elec Pwr Coop, Inc",SD,MISO,427,29,0,0,456,30,4.5,0,.,34.5,4270,290,0,0,4560,300,45,0,.,345,369,0,0,0,369,926,186,46,.,1158,369,0,0,0,369,926,186,46,.,1158,10,10,10,.,
2015,5575,City of East Grand Forks - (MN),MN,MISO,117,691,2024,.,2832,0,0.1,0.3,.,0.4,1772,8480,32251,.,42503,0,0.1,0.3,.,0.4,46,85,63,.,194,11,24,18,.,53,46,85,63,.,194,11,24,18,.,53,15.14,12.27,15.93,.,
2015,5580,"East Kentucky Power Coop, Inc",KY,PJM,15146,9111,553,.,24810,3.2,1,0,.,4.2,225221,91110,5530,.,321861,3.2,1,0,.,4.2,2132,336,5,.,2473,2376,502,10,.,2888,2132,336,5,.,2473,2376,502,10,.,2888,14.87,10,7,.,
2015,5585,Eastern Illinois Elec Coop,IL,MISO,634,.,.,.,634,.,.,.,.,.,9510,.,.,.,9510,.,.,.,.,.,.,.,.,.,.,3,.,.,.,3,.,.,.,.,.,50,.,.,.,50,15,.,.,.,
2015,5632,Eau Claire Electric Coop,WI,MISO,924,1266,17,0,2207,0.2,0.1,0,0,0.3,15498,16942,236,0,32676,0.2,0.1,0,0,0.3,107,50,1,0,158,16,1,0,0,17,107,50,1,0,158,16,1,0,0,17,16.772,13.382,13.875,0,
2015,5701,El Paso Electric Co,NM,EPE,11688,8572,0,0,20260,3.9,1.3,0,0,5.2,129387,100030,0,0,229417,3.9,1.3,0,0,5.2,2008,1223,0,0,3231,585,832,0,0,1417,2008,1223,0,.,3231,585,832,0,0,1417,11.07,11.67,0,0,
2015,5701,El Paso Electric Co,TX,EPE,5051,17259,0,0,22310,2.1,3.5,0,0,5.6,85318,221604,0,0,306922,2.1,3.5,0,0,5.6,1535,1990,0,0,3525,43,147,0,0,190,1535,1990,0,0,3525,43,147,0,0,190,16.89,12.84,0,0,
2015,5780,Elkhorn Rural Public Pwr Dist,NE,SWPP,166,262,6,.,434,0,0,0,.,0,3191,2783,49,.,6023,0,0,0,.,0,22,16,0,.,38,15,9,8,.,32,22,16,0,.,38,15,9,8,.,32,19.23,10.61,8.45,.,www.erppd.com
2015,5832,Elmhurst Mutual Power & Light Co,WA,BPAT,871,669,.,.,1540,.,.,.,.,.,6373,8587,.,.,14960,.,.,.,.,.,64,60,.,.,124,.,.,.,.,.,64,60,.,.,124,.,.,.,.,.,7.31,12.84,.,.,
2015,5860,Empire District Electric Co,AR,SWPP,108,104,0,0,212,0,0,0,0,0,1177,1452,0,0,2629,0.4,0.3,0,0,0.7,71,28,0,0,99,25,10,.,.,35,71,28,0,0,99,25,10,0,0,35,13,14,0,0,
2015,5860,Empire District Electric Co,MO,SWPP,899,3388,1452,0,5739,0.5,0.7,0.3,0,1.5,12590,47429,20327,0,80346,0.5,0.7,0.3,0,1.5,504,536,230,0,1270,17,120,51,0,188,504,536,230,0,1270,17,120,51,.,188,14,14,14,0,
2015,5905,Excelsior Electric Member Corp,GA,SOCO,.,7,.,.,7,.,0.1,.,.,0.1,.,70,.,.,70,.,0.1,.,.,0.1,.,0,.,.,0,.,3,.,.,3,.,0,.,.,0,.,13,.,.,13,.,10,.,.,
2015,5930,Village of Fairport - (NY),NY,NYIS,872,218,.,.,1090,1.7,0.4,.,.,2.1,10940,102800,.,.,113740,1.7,0.54,.,.,2.24,350,150,.,.,500,33,1,.,.,34,947,494,.,.,1441,99,13,.,.,112,12,3.5,.,.,
2015,5997,Town of Estes Park,CO,PSCO,7,340,0,0,347,0,0.6,0,0,0.6,57,3735,0,0,3792,0,0.6,0,0,0.6,10,151,0,0,161,8,17,0,0,25,10,151,0,0,161,8,17,0,0,25,8,11,.,.,
2015,6022,City of Eugene - (OR),OR,BPAT,6274,3255,5641,.,15170,1.5,0.8,0.8,.,3.1,183317,51553,84608,.,319478,1.5,0.8,0.8,.,3.1,1152,426,117,.,1695,1012,247,72,.,1331,1152,426,117,.,1695,1012,247,72,.,1331,21.37,15.84,15,.,
2015,6151,Fairmont Public Utilities Comm,MN,MISO,280,1068,1068,.,2416,0.1,0.2,0.2,.,0.5,2408,18263,18263,.,38934,0.1,0.2,0.2,.,0.5,92,70,70,.,232,38,10,10,.,58,92,70,70,.,232,38,10,10,.,58,8.6,17.1,17.1,.,www.MNCIPdata.com
2015,6168,Farmers Electric Coop - (IA),IA,MISO,3,.,.,.,3,.,.,.,.,.,50,.,.,.,50,.,.,.,.,.,2,.,.,.,2,.,.,.,.,.,2,.,.,.,2,.,.,.,.,.,10,.,.,.,
2015,6198,"Farmers Electric Coop, Inc - (NM)",NM,SWPP,108,.,.,.,108,0.3,.,.,.,0.3,108,.,.,.,108,0.3,.,.,.,0.3,36,.,.,.,36,15,.,.,.,15,36,.,.,.,36,15,.,.,.,15,1,.,.,.,
2015,6335,"Firelands Electric Coop, Inc",OH,PJM,514,.,.,.,514,.,.,.,.,.,8692,.,.,.,8692,.,.,.,.,.,50,.,.,.,50,.,.,.,.,.,50,.,.,.,50,.,.,.,.,.,16.9,.,.,.,
2015,6374,Fitchburg Gas & Elec Light Co,MA,ISNE,3146,5699,575,0,9420,0,1,0,0,1,37981,62262,6939,0,107182,0,1,0,0,1,1887,1648,45,0,3580,1128,978,27,0,2133,1887,1648,45,0,3580,1128,978,27,.,2133,12.1,10.9,12.1,.,http://www.puc.nh.gov/
2015,6390,City of Flandreau,SD,MISO,7,77,3,.,87,0,0.1,0,.,0.1,91,886,27,.,1004,0,0.1,0,.,0.1,1,23,1,.,25,1,20,1,.,22,1,23,1,.,25,1,20,1,.,22,13.3,11.6,11.6,.,
2015,6395,Flathead Electric Coop Inc,MT,BPAT,4468,3720,2169,.,10357,.,.,.,.,.,143660,40566,43643,.,227869,.,.,.,.,.,1584,685,596,.,2865,0,0,0,.,0,1584,685,596,.,2865,0,0,0,.,0,20,12,12,.,
2015,6442,Fleming-Mason Energy Coop Inc,KY,PJM,422,109,.,.,531,0.1,0.1,.,.,0.2,6330,1635,.,.,7965,0.9,0.1,.,.,1,162,14,.,.,176,.,.,.,.,.,8,.,.,.,8,.,.,.,.,.,14.75,10,.,.,
2015,6455,"Duke Energy Florida, Inc",FL,FPC,35870,34323,0,0,70193,29,11,0,0,40,383620,338219,0,0,721839,29,11,0,0,40,7753,1584,0,0,9337,6336,2092,0,0,8428,7753,1584,0,0,9337,6336,2092,0,0,8428,10.695,9.854,0,0,http://www.psc.state.fl.us/ElectricNaturalGas/ARDemandSidePlans
2015,6457,Florida Public Utilities Co,FL,JEA,1420,10,0,0,1430,1,0,0,0,1,1420,10,0,0,1430,0.512,0.09,0,0,0.602,85,0,0,0,85,125,32,0,0,157,85,0,0,0,85,125,32,0,0,157,1,1,0,0,
2015,6579,City of Forest City- (IA),IA,MISO,7,1,244,.,252,0,0,0.1,.,0.1,121,8,2442,.,2571,0,0,0.1,.,0.1,2,0,0,.,2,0,0,6,.,6,2,0,.,.,2,0,0,6,.,6,18,10,10,.,
2015,6604,City of Fort Collins - (CO),CO,PSCO,13808,6740,3320,0,23868,1.6,1.6,0.8,0,4,51090,94363,46477,0,191930,1.6,1.6,0.8,0,4,1562,1647,811,0,4020,609,197,97,0,903,1562,1647,811,0,4020,609,197,97,0,903,3.7,14,14,0,http://www.fcgov.com/utilities/
2015,6615,City of Fort Pierre - (SD),SD,SWPP,24,12,0,0,36,0,0,0,0,0,255,148,0,0,403,0,0,0,0,0,5,1,.,.,6,4,1,.,.,5,5,1,.,.,6,4,1,.,.,5,10.5,12,12,.,
2015,6616,Fort Pierce Utilities Authority,FL,FMPP,125,.,.,.,125,0,.,.,.,0,1728,.,.,.,1728,0,.,.,.,0,66,.,.,.,66,2,.,.,.,2,66,.,.,.,66,2,.,.,.,2,13.82,.,.,.,www.fpua.com
2015,6640,Four County Elec Member Corp,NC,CPLE,11532,.,.,.,11532,1,.,.,.,1,115320,.,.,.,115320,1,.,.,.,1,23,.,.,.,23,297,.,.,.,297,23,.,.,.,23,297,.,.,.,297,10,.,.,.,
2015,6782,Freeborn-Mower Coop Services,MN,MISO,2167,2195,51,.,4413,0.2,0.1,.,.,0.3,31641,27945,510,.,60096,0.2,0.1,.,.,0.3,298,98,3,.,399,543,74,.,.,617,298,98,3,.,399,543,74,.,.,617,14.6,12.7,10,.,
2015,6784,French Broad Elec Member Corp,NC,CPLE,5771,.,.,.,5771,.,.,.,.,.,13383,.,.,.,13383,.,.,.,.,.,.,.,.,.,.,25,.,.,.,25,.,.,.,.,.,25,.,.,.,25,6.8,.,.,.,
2015,6909,Gainesville Regional Utilities,FL,GVL,586,.,.,.,586,0.1,.,.,.,0.1,8790,.,.,.,8790,0.1,.,.,.,0.1,580,.,.,.,580,.,.,.,.,.,580,.,.,.,580,.,.,.,.,.,15,.,.,.,http://gru.com/TabID/3657/Default.aspx
2015,7004,"Buckeye Power, Inc",OH,PJM,3259,4408,.,.,7667,2,1,.,.,3,52342,30854,.,.,83196,2,1,.,.,3,836,224,.,.,1060,0,0,.,.,0,836,224,.,.,1060,0,0,.,.,0,18,10,.,.,
2015,7140,Georgia Power Co,GA,SOCO,71512,307038,.,.,378550,18,71,.,.,89,520991,2796499,.,.,3317490,11,64.3,.,.,75.3,10364,12234,.,.,22598,8234,8019,.,.,16253,100311,154753,.,.,255064,111174,75658,.,.,186832,10,10,.,.,http://www.psc.state.ga.us/factsv2/Docket.aspx?docketNumber-36499
2015,7264,"Glades Electric Coop, Inc",FL,SEC,6,51,.,.,57,.,.,.,.,.,120,627,.,.,747,.,.,.,.,.,2,.,.,.,2,.,3,.,.,3,2,.,.,.,2,.,3,.,.,3,20,12.367,.,.,
2015,7292,Glencoe Light & Power Comm,MN,MISO,62,88,1118,.,1268,0,0,0.1,.,0.1,623,885,11180,.,12688,0,0,0.1,.,0.1,11,8,48,.,67,2,3,36,.,41,11,8,48,.,67,2,3,36,.,41,10,10,10,.,
2015,7294,City of Glendale - (CA),CA,LDWP,9101,8452,0,0,17553,2.9,1.7,0,0,4.6,15964,51462,0,0,67426,2.9,1.7,.,.,4.6,876,529,0,0,1405,29,97,0,0,126,876,529,0,0,1405,29,97,0,0,126,1.754,6.09,0,0,http://www.glendaleca.gov/home/showdocument?id=29521
2015,7300,City of Glenwood Springs - (CO),CO,PSCO,69,1186,.,.,1255,.,0.2,.,.,0.2,755,8076,.,.,8831,.,0.2,.,.,0.2,19,49,.,.,68,21,29,.,.,50,19,49,.,.,68,21,29,.,.,50,10.9,6.8,.,.,
2015,7353,Golden Valley Elec Assn Inc,AK,,400,0,.,.,400,0,0,.,.,0,3955,0,.,.,3955,1,0,.,.,1,0,0,.,.,0,46,0,.,.,46,53,0,.,.,53,228,0,.,.,228,5,0,.,.,
2015,7411,City of Gothenburg - (NE),NE,SWPP,3,212,49,.,264,0,0,0,.,0,54,2320,357,.,2731,0,0,0,.,0,0,18,3,.,21,2,1,1,.,4,0,18,3,.,21,2,1,1,.,5,20,10.94,13.36,.,
2015,7443,City of Graettinger - (IA),IA,MISO,2,17,.,.,19,0,0,.,.,0,15,234,.,.,249,0,0,.,.,0,0,0,.,.,0,1,3,.,.,4,0,0,.,.,0,1,3,.,.,4,6,14,.,.,www.iamu.org
2015,7456,Graham County Electric Coop Inc,AZ,WALC,518,.,.,.,518,0.3,.,.,.,0.3,518,.,.,.,518,1,.,.,.,1,22,.,.,.,22,.,.,.,.,.,22,.,.,.,22,.,.,.,.,.,1,.,.,.,
2015,7483,City of Grand Haven - (MI),MI,MISO,762,1068,1068,0,2898,0,0,0,0,0,9554,12732,12732,0,35018,0,0,0,0,0,87,59,59,0,205,47,56,56,0,159,87,59,59,0,205,47,56,56,0,158,12.54,5.96,5.96,.,
2015,7489,Grand Rapids Public Util Comm,MN,MISO,410,2170,0,.,2580,0.4,0.5,0,.,0.9,4102,21700,0,.,25802,4.2,5,0,.,9.2,6,111,.,.,117,78,23,.,.,101,6,111,.,.,117,78,23,.,.,101,10,10,0,.,http://www.energyplatforms.com/MN.aspx
2015,7548,PUD No 1 of Grays Harbor County,WA,BPAT,1240,982,5416,.,7638,.,.,.,.,.,25428,21515,26657,.,73600,.,.,.,.,.,474,168,410,.,1052,123,43,106,.,272,2035,1240,1047,.,4322,916,232,262,.,1410,25,12,10,.,
2015,7563,Grand Valley Power,CO,PSCO,4,.,.,.,4,0,.,.,.,0,40,.,.,.,40,0,.,.,.,0,0,.,.,.,0,1,.,.,.,1,0,.,.,.,0,1,.,.,.,1,10,.,.,.,
2015,7570,Great River Energy,MN,MISO,35184,71771,.,.,106955,8.9,12.2,.,.,21.1,436283,889968,.,.,1326251,8.9,12.2,.,.,21.1,3035,3750,.,.,6785,4255,1724,.,.,5979,37646,46510,.,.,84156,52763,21380,.,.,74143,12.4,12.4,.,.,www.energyplatforms.com
2015,7593,City of Green Cove Springs,FL,FMPP,42,0,0,0,42,7,0,0,0,7,610,.,.,.,610,7,.,.,.,7,14,0,.,.,14,.,.,.,.,.,14,.,.,.,14,.,.,.,.,.,14.52,.,.,.,
2015,7626,City of Greenfield - (IA),IA,MISO,35,129,205,.,369,0,0.1,0.1,.,0.2,514,1515,2050,.,4079,0,0.1,0.1,.,0.2,8,14,5,.,27,1,5,6,.,12,8,14,5,.,27,1,5,6,.,12,15,12,10,.,
2015,7634,City of Greenville - (TX),TX,ERCO,1491,733,.,.,2224,0.3,0.1,.,.,0.4,21810,10742,.,.,32552,0.3,0.1,.,.,0.4,1,1,.,.,2,.,.,.,.,.,5,3,.,.,8,.,.,.,.,.,13.6,13.6,.,.,
2015,7716,Groton Dept of Utilities - (CT),CT,ISNE,908,1959,0,0,2867,0.1,0.3,0,0,0.4,9054,27675,0,0,36729,0.1,0.3,0,0,0.4,261,518,0,0,779,73,145,0,0,218,261,518,0,0,779,73,145,0,0,218,10,14.1,0,.,
