|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|IEEE Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.All Events (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.All Events (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard.Without Major Event Days.SAIDI (minutes per year)|,|IEEE Standard.Without Major Event Days.SAIFI (times per year)|,|IEEE Standard.Without Major Event Days.CAIDI (minutes per interruption)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard...Number of Customers|,|IEEE Standard...Highest Dist. Voltage|,|IEEE Standard...Outages Recorded Automatically|,|Other Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|Other Standard.All Events (With Major Event Days).SAIFI (times per year)|,|Other Standard.All Events (With Major Event Days).CAIDI With MED|,|Other Standard.Without Major Event Days.SAIDI (minutes per year)|,|Other Standard.Without Major Event Days.SAIFI (times per year)|,|Other Standard.Without Major Event Days.CAIDI Without MED|,|Other Standard...Number of Customers|,|Other Standard...Inactive Accounts Included|,|Other Standard...Momentary Interruptions|,|Other Standard...Highest Dist. Voltage|,|..Outages Recorded Automatically|
2015,3687,Clark Energy Coop Inc - (KY),KY,Cooperative,358.03,1.79,200.01676,198.29,1.53,129.60131,346.83,1.61,215.42236,25691,25,Y,.,.,.,.,.,.,.,,,.,
2015,3712,Clay County Electric Coop Corp,AR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,299.9,2.627,114.16064,299.9,2.627,114.16064,12235,N,L,14.4,Y
2015,3722,Clarke Electric Coop Inc - (IA),IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,212.8,2.073,102.65316,144.9,1.46,99.246575,5277,N,F,12.5,N
2015,3739,Clearwater Power Company,ID,Cooperative,1304.5,3.33,391.74174,1304.5,3.33,391.74174,1138.3,2.76,412.42754,10675,25,Y,.,.,.,.,.,.,.,,,.,
2015,3755,Cleveland Electric Illum Co,OH,Investor Owned,145.6,1.2,121.33333,138.5,1.17,118.37607,126.7,0.91,139.23077,725879,36,Y,.,.,.,.,.,.,.,,,.,
2015,3757,"Clay Electric Cooperative, Inc",FL,Cooperative,196.74,4.03,48.818859,167.09,3.29,50.787234,165.73,2.77,59.830325,169443,25,N,.,.,.,.,.,.,.,,,.,
2015,3758,City of Cleveland - (TN),TN,Municipal,94.904,1.2,79.086667,45.05,0.7,64.357143,94.904,1.2,79.086667,30827,13.2,Y,.,.,.,.,.,.,.,,,.,
2015,3762,City of Cleveland - (OH),OH,Municipal,12.123,0.099,122.45455,.,.,.,.,.,.,72239,13.8,N,.,.,.,.,.,.,.,,,.,
2015,3764,Clearwater-Polk Elec Coop Inc,MN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,381,1.84,207.06522,153,1.13,135.39823,4669,N,L,12.5,N
2015,3774,City of Clewiston,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,87.76,0.792,110.80808,.,.,.,4000,N,L,7.2,N
2015,3804,Clinton Combined Utility Sys,SC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,20.993,0.338,62.109467,.,.,.,4076,N,L,25,N
2015,3812,City of Clinton - (TN),TN,Municipal,118,2.063,57.198255,118,2.063,57.198255,114,1.659,68.716094,29982,13,Y,.,.,.,.,.,.,.,,,.,
2015,3828,Cloverland Electric Co-op,MI,Cooperative,878.5,2.07,424.39614,209.5,1.66,126.20482,878.5,2.07,424.39614,42809,24.9,Y,.,.,.,.,.,.,.,,,.,
2015,3841,Coast Electric Power Assn,MS,Cooperative,99.47,.,.,41.44,.,.,98.4,.,.,80275,25,N,.,.,.,.,.,.,.,,,.,
2015,3843,Coastal Electric Member Corp,GA,Cooperative,190.31,2.3,82.743478,123.38,1.65,74.775758,190.31,2.3,82.743478,17664,25,Y,.,.,.,.,.,.,.,,,.,
2015,3844,"Coastal Electric Coop, Inc",SC,Cooperative,188.4,1.936,97.31405,188.4,1.936,97.31405,178.7,1.699,105.17952,11668,12,Y,.,.,.,.,.,.,.,,,.,
2015,3881,City of Cody,WY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,49.16,0.81,60.691358,.,.,.,7388,N,L,12.5,N
2015,3892,City of Coffeyville - (KS),KS,Municipal,.,.,.,.,.,.,.,.,.,.,.,,111.58,2.66,41.947368,111.58,2.66,41.947368,6189,N,L,12.4,N
2015,3915,Coldwater Board of Public Util,MI,Municipal,32.5,0.7,46.428571,.,.,.,.,.,.,6778,13.8,Y,.,.,.,.,.,.,.,,,.,
2015,3916,Cobb Electric Membership Corp,GA,Cooperative,29.97,0.54,55.5,29.97,0.54,55.5,27.48,0.45,61.066667,198889,20,Y,.,.,.,.,.,.,.,,,.,
2015,3940,City of College Station - (TX),TX,Municipal,32.2,0.56,57.5,32.2,0.56,57.5,32.2,0.56,57.5,39554,7.2,N,.,.,.,.,.,.,.,,,.,
2015,3989,City of Colorado Springs - (CO),CO,Municipal,37.766,0.564,66.960993,37.766,0.564,66.960993,37.766,0.564,66.960993,228454,34.5,Y,.,.,.,.,.,.,.,,,.,
2015,4008,Columbia Power Coop Assn Inc,OR,Cooperative,160,.,.,160,.,.,160,.,.,1834,24.9,N,.,.,.,.,.,.,.,,,.,
2015,4040,Calhoun County Elec Coop Assn,IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,756,1.54,490.90909,756,1.54,490.90909,1681,N,F,.,N
2015,4041,"Columbia Rural Elec Assn, Inc",WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,200.4,.,.,.,.,.,5339,N,F,24.9,N
2015,4045,City of Columbia - (MO),MO,Municipal,73.263,0.727,100.77442,73.263,0.727,100.77442,73.263,0.727,100.77442,48620,69,Y,.,.,.,.,.,.,.,,,.,
2015,4063,Co-Mo Electric Coop Inc,MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,129,1.2,107.5,129,1.2,107.5,31328,N,F,25,Y
2015,4065,City of Columbus - (OH),OH,Municipal,.,.,.,.,.,.,.,.,.,.,.,,106.6,1.53,69.673203,102.2,1.48,69.054054,14587,N,O,14,N
2015,4068,City of Columbus - (MS),MS,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,.,1.166,.,13000,N,L,13,N
2015,4110,Commonwealth Edison Co,IL,Investor Owned,109,0.97,112.37113,72,0.86,83.72093,107,0.94,113.82979,3853843,34,Y,.,.,.,.,.,.,.,,,.,
2015,4117,Community Electric Coop,VA,Cooperative,196.128,1.671,117.37163,196.128,1.671,117.37163,135.571,1.143,118.6098,11064,34.5,N,.,.,.,.,.,.,.,,,.,
2015,4146,Concho Valley Elec Coop Inc,TX,Cooperative,802.8,3.9,205.84615,428.4,3.11,137.7492,645.6,2.58,250.23256,14191,24.9,Y,.,.,.,.,.,.,.,,,.,
2015,4150,City of Concord - (NC),NC,Municipal,55.8,0.7,79.714286,55.8,0.7,79.714286,55.8,0.7,79.714286,30914,13.2,Y,.,.,.,.,.,.,.,,,.,
2015,4176,Connecticut Light & Power Co,CT,Investor Owned,111.6,0.75,148.8,78.6,0.7,112.28571,110.7,0.74,149.59459,1254049,34.5,Y,.,.,.,.,.,.,.,,,.,
2015,4226,Consolidated Edison Co-NY Inc,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,21.1,0.112,188.39286,20.7,0.111,186.48649,3385176,N,F,33,Y
2015,4237,Consolidated Electric Coop,MO,Cooperative,171.006,0.89,192.14157,63.012,0.622,101.30547,162.157,0.799,202.94994,7895,12.5,N,.,.,.,.,.,.,.,,,.,
2015,4254,Consumers Energy Co,MI,Investor Owned,440.7,1.18,373.47458,177,0.981,180.42813,438.4,1.17,374.70085,1797075,14.4,Y,.,.,.,.,.,.,.,,,.,
2015,4262,Cooke County Elec Coop Assn,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,200,1.4,142.85714,.,.,.,15842,N,,7.2,Y
2015,4265,Continental Divide El Coop Inc,NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,255.37,.,.,124.27,.,.,18370,N,F,25,N
2015,4280,Conway Corporation,AR,Municipal,60.377,0.8,75.47125,60.377,0.8,75.47125,.,.,.,29957,13.8,N,.,.,.,.,.,.,.,,,.,
2015,4317,"Coos-Curry Electric Coop, Inc",OR,Cooperative,183.39,1.29,142.16279,147.33,.,.,181.4,1.29,140.62016,17914,24.9,N,.,.,.,.,.,.,.,,,.,
2015,4327,Coosa Valley Electric Coop Inc,AL,Cooperative,165.5,1.39,119.06475,135.49,1.25,108.392,145.72,1.2,121.43333,16565,24.9,N,.,.,.,.,.,.,.,,,.,
2015,4346,Cooperative L&P Assn Lake County,MN,Cooperative,268.998,2.119,126.94573,107.59,0.85,126.57647,268.998,2.119,126.94573,6033,14.4,N,.,.,.,.,.,.,.,,,.,
2015,4362,Corn Belt Energy Corporation,IL,Cooperative,643.3,5.3,121.37736,246.1,4.2,58.595238,541.9,5.3,102.24528,35510,69,Y,.,.,.,.,.,.,.,,,.,
2015,4373,Cornhusker Public Power Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,61.4,.,.,61.4,.,.,9809,N,O,12.5,N
2015,4401,"Cotton Electric Coop, Inc",OK,Cooperative,1091.25,3.18,343.16038,199.71,1.92,104.01563,557.48,2.081,267.89044,21542,14.4,N,.,.,.,.,.,.,.,,,.,
2015,4430,"Covington Electric Coop, Inc",AL,Cooperative,114.6,1.2,95.5,77.8,0.9,86.444444,110.3,1,110.3,22574,25,Y,.,.,.,.,.,.,.,,,.,
2015,4432,Coweta-Fayette El Member Corp,GA,Cooperative,99.572,1.34,74.307463,89.985,1.24,72.568548,84.929,1,84.929,77621,25,N,.,.,.,.,.,.,.,,,.,
2015,4442,PUD No 1 of Cowlitz County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,82,0.72,113.88889,.,.,.,49000,N,F,12.5,N
2015,4471,Craig-Botetourt Electric Coop,VA,Cooperative,672.44,4.12,163.21359,665.68,3.98,167.25628,593.34,3.39,175.02655,6590,.,N,.,.,.,.,.,.,.,,,.,
2015,4471,Craig-Botetourt Electric Coop,WV,Cooperative,482.24,2.99,161.28428,164.21,1.93,85.082902,164.21,1.93,85.082902,482,.,N,.,.,.,.,.,.,.,,,.,
2015,4508,"Crawfordsville Elec, Lgt & Pwr",IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,2.95,0.06,49.166667,9898,N,L,13.8,N
2015,4509,Craighead Electric Coop Corp,AR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,165.54,1.928,85.860996,162.3,1.775,91.43662,29603,N,F,34.5,N
2015,4524,"Crawford Electric Coop, Inc",MO,Cooperative,384.4,2.082,184.63016,317.2,1.908,166.24738,320.7,1.418,226.16361,19570,25,Y,.,.,.,.,.,.,.,,,.,
2015,4577,Crow Wing Cooperative Power & Light Comp,MN,Cooperative,491.002,1.12,438.39464,71.316,0.653,109.21286,490.08,0.977,501.6172,42087,15,Y,.,.,.,.,.,.,.,,,.,
2015,4618,"Cullman Electric Coop, Inc",AL,Cooperative,523.02,2.99,174.92308,348.08,2.46,141.49593,523.02,2.99,174.92308,42531,46,Y,.,.,.,.,.,.,.,,,.,
2015,4622,"Cumberland Valley Electric, Inc.",KY,Cooperative,170.1,1.996,85.220441,170.1,1.996,85.220441,149.8,1.595,93.918495,23770,25,Y,.,.,.,.,.,.,.,,,.,
2015,4624,Cumberland Elec Member Corp,TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,213,2.44,87.295082,.,.,.,92719,N,F,25,Y
2015,4675,Cuivre River Electric Coop Inc,MO,Cooperative,124.16,0.97,128,99.96,0.89,112.31461,124.09,1.04,119.31731,61285,24.9,N,.,.,.,.,.,.,.,,,.,
2015,4683,City of Cuyahoga Falls - (OH),OH,Municipal,73.96,0.567,130.44092,19.25,0.2,96.25,73.96,0.567,130.44092,24854,23,N,.,.,.,.,.,.,.,,,.,
2015,4704,"DS&O Electric Cooperative, Inc.",KS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,10.2,0.1,102,9.1,0.1,91,8350,N,F,12.5,Y
2015,4717,Dakota Valley Elec Coop Inc,ND,Cooperative,192,1.164,164.94845,116.1,1.021,113.71205,164,0.919,178.45484,6474,25,Y,.,.,.,.,.,.,.,,,.,
2015,4848,Daviess Martin County R E M C,IN,Cooperative,372,2.44,152.45902,278,2,139,354,2.19,161.64384,8049,12.5,N,.,.,.,.,.,.,.,,,.,
2015,4911,Dawson Power District,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,153.8,.,.,.,.,.,22909,N,O,.,Y
2015,4922,Dayton Power & Light Co,OH,Investor Owned,118.57,0.96,123.51042,105.84,0.92,115.04348,113.39,0.88,128.85227,577709,12,N,.,.,.,.,.,.,.,,,.,
2015,4939,"Deaf Smith Electric Coop, Inc",TX,Cooperative,988.4,3.5,282.4,430.5,2.3,187.17391,934.2,3,311.4,14314,14.4,Y,.,.,.,.,.,.,.,,,.,
2015,4958,Decatur Utilities,AL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,25.115,0.753,33.353254,.,.,.,26498,N,O,12.5,Y
2015,4960,Decatur County Rural E M C,IN,Cooperative,391.1,2.39,163.64017,219.3,2,109.65,372.8,2.27,164.22907,7867,12.5,Y,.,.,.,.,.,.,.,,,.,
2015,4975,Deep East Texas Elec Coop Inc,TX,Cooperative,474.444,.,.,414.432,.,.,276.822,.,.,41728,12.5,N,.,.,.,.,.,.,.,,,.,
2015,5027,Delmarva Power,DE,Investor Owned,213,1.46,145.89041,118,1.24,95.16129,201,1.25,160.8,308123,69,Y,.,.,.,.,.,.,.,,,.,
2015,5027,Delmarva Power,MD,Investor Owned,202,1.38,146.37681,111,1.2,92.5,190,1.24,153.22581,205816,69,Y,.,.,.,.,.,.,.,,,.,
2015,5063,City of Denton - (TX),TX,Municipal,50.14,0.83,60.409639,50.14,0.83,60.409639,.,.,.,51240,69,Y,.,.,.,.,.,.,.,,,.,
2015,5070,Delaware Electric Cooperative,DE,Cooperative,121.48,1.81,67.116022,109.17,1.53,71.352941,111.55,1.81,61.629834,89342,12,,.,.,.,.,.,.,.,,,.,
2015,5078,"Denton County Elec Coop, Inc",TX,Cooperative,35.39,1.46,24.239726,32.69,1.42,23.021127,.,.,.,196333,34.9,Y,.,.,.,.,.,.,.,,,.,
2015,5109,DTE Electric Company,MI,Investor Owned,277,1,277,187,0.91,205.49451,277,1,277,2167276,13.2,Y,.,.,.,.,.,.,.,,,.,
2015,5111,City of Detroit Lakes - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,3.38,0.07,48.285714,3.38,0.07,48.285714,7111,N,L,12.4,N
2015,5148,City of Dickson,TN,Municipal,183.27,1.568,116.88138,183.27,1.568,116.88138,183.27,1.568,116.88138,34095,13,Y,.,.,.,.,.,.,.,,,.,
2015,5175,Dixie Electric Power Assn,MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,157.974,1.532,103.11619,157.974,1.532,103.11619,36497,N,F,24.9,Y
2015,5202,Dixie Electric Membership Corp,LA,Cooperative,370.2,4.709,78.615417,261.6,4.057,64.481144,363,3.667,98.991001,104880,69,Y,.,.,.,.,.,.,.,,,.,
2015,5204,Dixie Electric Coop,AL,Cooperative,138.06,.,.,138.06,.,.,129.66,.,.,22616,.,N,.,.,.,.,.,.,.,,,.,
2015,5394,Dubois Rural Electric Coop Inc,IN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,68.811,0.632,108.87816,68.676,0.63,109.00952,13447,N,L,12.5,Y
2015,5399,Duck River Elec Member Corp,TN,Cooperative,401.83,2.11,190.44076,170.45,1.78,95.758427,375.99,1.86,202.14516,71882,25,Y,.,.,.,.,.,.,.,,,.,
2015,5416,"Duke Energy Carolinas, LLC",NC,Investor Owned,213,1.17,182.05128,143,0.99,144.44444,182,0.99,183.83838,1914496,35,Y,.,.,.,.,.,.,.,,,.,
2015,5416,"Duke Energy Carolinas, LLC",SC,Investor Owned,423,1.42,297.88732,166,1.04,159.61538,310,1.07,289.71963,565124,35,Y,.,.,.,.,.,.,.,,,.,
2015,5417,Dunn County Electric Coop,WI,Cooperative,185.22,1.307,141.71385,185.22,1.307,141.71385,146.8,1.021,143.78061,10070,7.2,Y,.,.,.,.,.,.,.,,,.,
2015,5429,City of Duncan - (OK),OK,Municipal,.,.,.,.,.,.,.,.,.,.,.,,228.99,2.23,102.6861,.,.,.,9022,N,O,13.2,N
2015,5487,Duquesne Light Co,PA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,71,0.75,94.666667,71,0.75,94.666667,586149,N,F,23,N
2015,5509,City of Dyersburg,TN,Municipal,53.419,0.9,59.354444,53.419,0.9,59.354444,53.419,0.9,59.354444,11859,13.2,N,.,.,.,.,.,.,.,,,.,
2015,5574,East Central Energy,MN,Cooperative,84,1.005,83.58209,74.6,0.962,77.546778,77,0.842,91.448931,58696,14.4,N,.,.,.,.,.,.,.,,,.,
2015,5575,City of East Grand Forks - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,83.82,1.11,75.513514,14.023,0.378,37.097884,4483,N,F,12.5,N
2015,5578,East Mississippi Elec Pwr Assn,MS,Cooperative,128.4,1.514,84.808454,128.4,1.514,84.808454,128.4,1.514,84.808454,12011,25,N,.,.,.,.,.,.,.,,,.,
2015,5585,Eastern Illinois Elec Coop,IL,Cooperative,238.2,1.98,120.30303,126,1.34,94.029851,195.9,1.52,128.88158,13470,7.2,Y,.,.,.,.,.,.,.,,,.,
2015,5588,East-Central Iowa Rural Elec Coop,IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,61,0.93,65.591398,61,0.93,65.591398,8686,N,F,12.5,Y
2015,5598,East Central Oklahoma Elec Coop Inc,OK,Cooperative,221.88,1.729,128.32851,221.88,1.729,128.32851,.,.,.,33148,25,Y,.,.,.,.,.,.,.,,,.,
2015,5605,Eastern Iowa Light & Power Coop,IA,Cooperative,130,1.5,86.666667,103,1.25,82.4,90.74,.,.,23341,7.2,N,.,.,.,.,.,.,.,,,.,
2015,5609,Eastern Maine Electric Coop,ME,Cooperative,550.94,7.73,71.272962,510.5,7.39,69.079838,388.82,6.02,64.58804,12582,24.9,Y,.,.,.,.,.,.,.,,,.,
2015,5625,Easton Utilities Comm,MD,Municipal,.,.,.,.,.,.,.,.,.,.,.,,16.3,0.299,54.51505,.,.,.,10566,Y,F,25,N
2015,5632,Eau Claire Electric Coop,WI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,151.1,1.397,108.16034,55.6,0.849,65.48881,10714,N,L,12.5,Y
2015,5644,"Edisto Electric Coop, Inc",SC,Cooperative,98.943,.,.,69.227,.,.,98.943,.,.,19936,14.4,N,.,.,.,.,.,.,.,,,.,
2015,5656,Edgecombe-Martin County E M C,NC,Cooperative,243.7,2.02,120.64356,135.7,1.55,87.548387,225.32,1.97,114.37563,11542,25,N,.,.,.,.,.,.,.,,,.,
2015,5661,City of Edmond - (OK),OK,Municipal,1177.55,1.984,593.52319,32.83,0.43,76.348837,.,.,.,38343,12.4,N,.,.,.,.,.,.,.,,,.,
2015,5701,El Paso Electric Co,NM,Investor Owned,121.936,1.463,83.346548,84.344,1.339,62.990291,121.936,1.463,83.346548,95701,23.9,Y,.,.,.,.,.,.,.,,,.,
2015,5701,El Paso Electric Co,TX,Investor Owned,94.686,0.868,109.08525,83.728,0.799,104.79099,64.37,0.794,81.070529,308795,23.9,Y,.,.,.,.,.,.,.,,,.,
2015,5773,City of Elk River,MN,Municipal,23.72,0.3,79.066667,23.72,0.3,79.066667,23.72,0.3,79.066667,9499,12.5,N,.,.,.,.,.,.,.,,,.,
2015,5780,Elkhorn Rural Public Pwr Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,119.89,1.11,108.00901,50.07,0.033,1517.2727,9454,N,F,12.5,N
2015,5860,Empire District Electric Co,AR,Investor Owned,269.07,1.978,136.03134,62.54,0.556,112.48201,.,.,.,5013,12.5,N,.,.,.,.,.,.,.,,,.,
2015,5860,Empire District Electric Co,KS,Investor Owned,208.88,2.163,96.569579,91.63,1.303,70.322333,.,.,.,10770,12.5,N,.,.,.,.,.,.,.,,,.,
2015,5860,Empire District Electric Co,MO,Investor Owned,115.72,1.338,86.487294,115.72,1.338,86.487294,.,.,.,163031,25,N,.,.,.,.,.,.,.,,,.,
2015,5860,Empire District Electric Co,OK,Investor Owned,168,2.502,67.146283,168,2.502,67.146283,.,.,.,6687,12.7,N,.,.,.,.,.,.,.,,,.,
2015,5862,"Empire Electric Assn, Inc",CO,Cooperative,129.12,0.909,142.0462,129.12,0.909,142.0462,129.12,0.909,142.0462,15957,44,Y,.,.,.,.,.,.,.,,,.,
2015,5905,Excelsior Electric Member Corp,GA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,238.2,.,.,238.2,.,.,22288,N,O,25,Y
2015,5929,"Fairfield Electric Coop, Inc",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,108.04,1.26,85.746032,90.38,1.15,78.591304,27901,N,L,25,Y
2015,5930,Village of Fairport - (NY),NY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,40.78,0.39,104.5641,37.16,0.39,95.282051,16719,Y,F,12.5,N
2015,5935,Borough of Ephrata - (PA),PA,Municipal,48.205,0.5,96.41,.,.,.,48.205,0.5,96.41,6662,12.5,N,.,.,.,.,.,.,.,,,.,
2015,5961,Town of Erwin - (TN),TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,72.45,1.045,69.330144,72.45,1.045,69.330144,8902,Y,L,12.5,N
2015,6022,City of Eugene - (OR),OR,Municipal,53.8,0.4,134.5,41.1,0.36,114.16667,.,.,.,90092,12.5,Y,.,.,.,.,.,.,.,,,.,
2015,6112,"Farmers Electric Coop, Inc - (IA)",IA,Cooperative,53.96,0.75,71.946667,53.96,0.75,71.946667,45.1,0.75,60.133333,4751,34.5,N,.,.,.,.,.,.,.,,,.,
2015,6145,City of Fairhope - (AL),AL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,32.18,0.95,33.873684,32.18,0.95,33.873684,6179,N,L,46,N
2015,6168,Farmers Electric Coop - (IA),IA,Cooperative,10.52,0.145,72.551724,10.52,0.145,72.551724,10.52,0.145,72.551724,650,12,Y,.,.,.,.,.,.,.,,,.,
2015,6181,"Farmers Electric Coop, Inc - (MO)",MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,66.067,0.493,134.01014,.,.,.,12927,N,O,13.2,N
2015,6182,"Farmers Electric Coop, Inc - (TX)",TX,Cooperative,209.26,1.75,119.57714,121.48,1.29,94.170543,166.7,1.3,128.23077,50583,24.9,N,.,.,.,.,.,.,.,,,.,
2015,6194,Farmers Rural Electric Coop Corp - (KY),KY,Cooperative,175.11,2.18,80.325688,149.66,1.67,89.616766,169.48,2.04,83.078431,24192,68.9,N,.,.,.,.,.,.,.,,,.,
2015,6198,"Farmers Electric Coop, Inc - (NM)",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,251,3.072,81.705729,129,2.849,45.279045,13122,N,F,24.9,N
2015,6204,City of Farmington - (NM),NM,Municipal,99.59,1.16,85.853448,.,.,.,.,.,.,44786,13.8,Y,.,.,.,.,.,.,.,,,.,
2015,6234,City of Fayetteville,TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,138.156,2.724,50.718062,138.156,2.724,50.718062,18177,N,F,14.4,Y
2015,6258,Federated Rural Electric Assn,MN,Cooperative,150.7,2.1,71.761905,150.7,2.1,71.761905,111,1.3,85.384615,5796,7.2,Y,.,.,.,.,.,.,.,,,.,
2015,6272,"FEM Electric Assn, Inc",SD,Cooperative,163,1.45,112.41379,163,1.45,112.41379,55,0.54,101.85185,2137,12.4,N,.,.,.,.,.,.,.,,,.,
2015,6335,"Firelands Electric Coop, Inc",OH,Cooperative,141,.,.,141,.,.,.,.,.,9039,7.2,N,.,.,.,.,.,.,.,,,.,
2015,6342,First Electric Coop Corp,AR,Cooperative,252.868,2.567,98.507207,173.616,2.334,74.385604,223.194,2.316,96.370466,90243,25,Y,.,.,.,.,.,.,.,,,.,
2015,6374,Fitchburg Gas & Elec Light Co,MA,Investor Owned,55.18,1.02,54.098039,55.18,1.02,54.098039,.,.,.,29412,13.8,Y,.,.,.,.,.,.,.,,,.,
2015,6395,Flathead Electric Coop Inc,MT,Cooperative,456.56,1.87,244.14973,186.91,1.5,124.60667,435.87,1.81,240.81215,62544,24.9,Y,.,.,.,.,.,.,.,,,.,
2015,6411,Flint Electric Membership Corp,GA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,1.1,0.034,32.352941,1.1,0.034,32.352941,83655,N,L,25,Y
2015,6431,"Flint Hills Rural E C A, Inc",KS,Cooperative,898,4.609,194.83619,240.4,2.881,83.443249,653.9,2.13,306.99531,6613,7.2,Y,.,.,.,.,.,.,.,,,.,
2015,6442,Fleming-Mason Energy Coop Inc,KY,Cooperative,362.2,1.4,258.71429,123.4,0.84,146.90476,.,.,.,24025,25,Y,.,.,.,.,.,.,.,,,.,
2015,6443,"Florida Keys El Coop Assn, Inc",FL,Cooperative,87.738,1.385,63.348736,43.55,1.077,40.436397,.,.,.,31585,25,Y,.,.,.,.,.,.,.,,,.,
2015,6452,Florida Power & Light Co,FL,Investor Owned,65.08,0.82,79.365854,61.8,0.79,78.227848,65.08,0.82,79.365854,4796829,23,Y,.,.,.,.,.,.,.,,,.,
2015,6455,"Duke Energy Florida, Inc",FL,Investor Owned,97,1.21,80.165289,97,1.21,80.165289,93,1.17,79.487179,1724120,25,Y,.,.,.,.,.,.,.,,,.,
2015,6457,Florida Public Utilities Co,FL,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,266.1,3.3,80.636364,127.4,1.6,79.625,28436,N,L,12.5,N
2015,6491,Foley Board of Utilities,AL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,371,2.73,135.89744,94,1.476,63.685637,43791,N,F,12.5,Y
2015,6582,City of Forest Grove,OR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,6.21,0.488,12.72541,.,.,.,9584,N,L,12,N
2015,6604,City of Fort Collins - (CO),CO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,20.6,0.37,55.675676,20.6,0.37,55.675676,70593,N,L,13.8,N
2015,6608,Fort Loudoun Electric Coop,TN,Cooperative,2157.9,4.614,467.68531,409.08,3.547,115.33127,2144.58,4.354,492.55397,30926,13,Y,.,.,.,.,.,.,.,,,.,
2015,6616,Fort Pierce Utilities Authority,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,40.569,0.498,81.463855,.,.,.,28251,Y,L,15,N
2015,6640,Four County Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,300.44,.,.,94.99,.,.,32535,Y,L,7.2,Y
2015,6641,4-County Electric Power Assn,MS,Cooperative,281.16,2,140.58,151.28,1.77,85.468927,275.39,1.91,144.18325,46138,13,Y,.,.,.,.,.,.,.,,,.,
2015,6709,Easley Combined Utility System,SC,Municipal,68.4,0.82,83.414634,68.4,0.82,83.414634,68.4,0.82,83.414634,14133,12.5,Y,.,.,.,.,.,.,.,,,.,
2015,6716,PUD No 1 of Franklin County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,44,0.75,58.666667,44,0.75,58.666667,29233,N,F,12.5,N
