|Data Year|,|Utility Number|,|Utility Name|,|State|,|County|
2015,3390,"Caddo Electric Coop, Inc",OK,Caddo
2015,3390,"Caddo Electric Coop, Inc",OK,Canadian
2015,3390,"Caddo Electric Coop, Inc",OK,Comanche
2015,3390,"Caddo Electric Coop, Inc",OK,Custer
2015,3390,"Caddo Electric Coop, Inc",OK,Grady
2015,3390,"Caddo Electric Coop, Inc",OK,Kiowa
2015,3390,"Caddo Electric Coop, Inc",OK,Washita
2015,3400,City of Chaska - (MN),MN,Carver
2015,3405,Village of Chatham - (IL),IL,Sangamon
2015,3406,City of Chattahoochee - (FL),FL,Gadsden
2015,3408,City of Chattanooga - (TN),GA,Catoosa
2015,3408,City of Chattanooga - (TN),GA,Dade
2015,3408,City of Chattanooga - (TN),GA,Walker
2015,3408,City of Chattanooga - (TN),TN,Bledsoe
2015,3408,City of Chattanooga - (TN),TN,Bradley
2015,3408,City of Chattanooga - (TN),TN,Hamilton
2015,3408,City of Chattanooga - (TN),TN,Marion
2015,3408,City of Chattanooga - (TN),TN,Rhea
2015,3408,City of Chattanooga - (TN),TN,Sequatchie
2015,3413,PUD No 1 of Chelan County,WA,Chelan
2015,3413,PUD No 1 of Chelan County,WA,King
2015,3413,PUD No 1 of Chelan County,WA,Kittitas
2015,3413,PUD No 1 of Chelan County,WA,Okanogan
2015,3415,Village of Chelsea - (MI),MI,Washtenaw
2015,3420,City of Cheney - (WA),WA,Spokane
2015,3421,City of Chignik - (AK),AK,Wrangell Petersburg
2015,3422,City of Chefornak,AK,Bethel
2015,3426,Cherokee Electric Coop,AL,Calhoun
2015,3426,Cherokee Electric Coop,AL,Cherokee
2015,3426,Cherokee Electric Coop,AL,DeKalb
2015,3426,Cherokee Electric Coop,AL,Etowah
2015,3426,Cherokee Electric Coop,AL,Marshall
2015,3435,"Cherry-Todd Electric Coop, Inc",NE,Cherry
2015,3435,"Cherry-Todd Electric Coop, Inc",NE,Keya Paha
2015,3435,"Cherry-Todd Electric Coop, Inc",SD,Mellette
2015,3435,"Cherry-Todd Electric Coop, Inc",SD,Todd
2015,3436,Cherryland Electric Coop Inc,MI,Benzie
2015,3436,Cherryland Electric Coop Inc,MI,Grand Traverse
2015,3436,Cherryland Electric Coop Inc,MI,Kalkaska
2015,3436,Cherryland Electric Coop Inc,MI,Leelanau
2015,3436,Cherryland Electric Coop Inc,MI,Manistee
2015,3436,Cherryland Electric Coop Inc,MI,Wexford
2015,3437,City of Cherryville - (NC),NC,Gaston
2015,3445,Village of Chester - (NE),NE,Thayer
2015,3447,Town of Chester,MA,Berkshire
2015,3447,Town of Chester,MA,Hampden
2015,3454,City of Chetopa - (KS),KS,Labette
2015,3459,City of Chewelah,WA,Stevens
2015,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,Albany
2015,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,Laramie
2015,3465,Chitina Electric Inc,AK,Valdez Cordova
2015,3470,Cherokee County Elec Coop Assn,TX,Cherokee
2015,3470,Cherokee County Elec Coop Assn,TX,Nacogdoches
2015,3470,Cherokee County Elec Coop Assn,TX,Rusk
2015,3470,Cherokee County Elec Coop Assn,TX,Smith
2015,3475,City of Chickamauga,GA,Walker
2015,3477,City of Chicopee - (MA),MA,Hampden
2015,3478,Cimarron Electric Coop,OK,Blaine
2015,3478,Cimarron Electric Coop,OK,Canadian
2015,3478,Cimarron Electric Coop,OK,Custer
2015,3478,Cimarron Electric Coop,OK,Dewey
2015,3478,Cimarron Electric Coop,OK,Garfield
2015,3478,Cimarron Electric Coop,OK,Kingfisher
2015,3478,Cimarron Electric Coop,OK,Logan
2015,3478,Cimarron Electric Coop,OK,Major
2015,3478,Cimarron Electric Coop,OK,Oklahoma
2015,3486,Chillicothe Municipal Utils,MO,Livingston
2015,3495,Chimney Rock Public Power Dist,NE,Banner
2015,3495,Chimney Rock Public Power Dist,NE,Box Butte
2015,3495,Chimney Rock Public Power Dist,NE,Morrill
2015,3495,Chimney Rock Public Power Dist,NE,Scotts Bluff
2015,3495,Chimney Rock Public Power Dist,NE,Sioux
2015,3498,Chippewa Valley Electric Coop,WI,Barron
2015,3498,Chippewa Valley Electric Coop,WI,Chippewa
2015,3498,Chippewa Valley Electric Coop,WI,Dunn
2015,3498,Chippewa Valley Electric Coop,WI,Rusk
2015,3498,Chippewa Valley Electric Coop,WI,Taylor
2015,3502,"Choctawhatche Elec Coop, Inc",FL,Holmes
2015,3502,"Choctawhatche Elec Coop, Inc",FL,Okaloosa
2015,3502,"Choctawhatche Elec Coop, Inc",FL,Santa Rosa
2015,3502,"Choctawhatche Elec Coop, Inc",FL,Walton
2015,3503,"Choptank Electric Coop, Inc",MD,Caroline
2015,3503,"Choptank Electric Coop, Inc",MD,Cecil
2015,3503,"Choptank Electric Coop, Inc",MD,Dorchester
2015,3503,"Choptank Electric Coop, Inc",MD,Kent
2015,3503,"Choptank Electric Coop, Inc",MD,Queen Annes
2015,3503,"Choptank Electric Coop, Inc",MD,Somerset
2015,3503,"Choptank Electric Coop, Inc",MD,Talbot
2015,3503,"Choptank Electric Coop, Inc",MD,Wicomico
2015,3503,"Choptank Electric Coop, Inc",MD,Worcester
2015,3522,Chugach Electric Assn Inc,AK,Anchorage
2015,3522,Chugach Electric Assn Inc,AK,Kenai Peninsula
2015,3525,Village of Churchville - (NY),NY,Monroe
2015,3527,Choctaw Electric Coop Inc,OK,Atoka
2015,3527,Choctaw Electric Coop Inc,OK,Bryan
2015,3527,Choctaw Electric Coop Inc,OK,Choctaw
2015,3527,Choctaw Electric Coop Inc,OK,Le Flore
2015,3527,Choctaw Electric Coop Inc,OK,McCurtain
2015,3527,Choctaw Electric Coop Inc,OK,Pushmataha
2015,3535,City of Cimarron - (KS),KS,Gray
2015,3542,Duke Energy Ohio Inc,OH,Brown
2015,3542,Duke Energy Ohio Inc,OH,Butler
2015,3542,Duke Energy Ohio Inc,OH,Clermont
2015,3542,Duke Energy Ohio Inc,OH,Clinton
2015,3542,Duke Energy Ohio Inc,OH,Hamilton
2015,3542,Duke Energy Ohio Inc,OH,Highland
2015,3542,Duke Energy Ohio Inc,OH,Montgomery
2015,3542,Duke Energy Ohio Inc,OH,Preble
2015,3542,Duke Energy Ohio Inc,OH,Warren
2015,3597,Citizens Electric Co - (PA),PA,Northumberland
2015,3597,Citizens Electric Co - (PA),PA,Union
2015,3600,Citizens Electric Corporation - (MO),MO,Bollinger
2015,3600,Citizens Electric Corporation - (MO),MO,Cape Girardeau
2015,3600,Citizens Electric Corporation - (MO),MO,Jefferson
2015,3600,Citizens Electric Corporation - (MO),MO,Perry
2015,3600,Citizens Electric Corporation - (MO),MO,St Francois
2015,3600,Citizens Electric Corporation - (MO),MO,Ste Genevieve
2015,3633,City of McLaughlin - (SD),SD,Corson
2015,3634,City of Nixa - (MO),MO,Christian
2015,3641,"Claiborne Electric Coop, Inc",LA,Bienville
2015,3641,"Claiborne Electric Coop, Inc",LA,Claiborne
2015,3641,"Claiborne Electric Coop, Inc",LA,Lincoln
2015,3641,"Claiborne Electric Coop, Inc",LA,Ouachita
2015,3641,"Claiborne Electric Coop, Inc",LA,Union
2015,3641,"Claiborne Electric Coop, Inc",LA,Webster
2015,3644,PUD No 1 of Clallam County,WA,Clallam
2015,3644,PUD No 1 of Clallam County,WA,Jefferson
2015,3647,City of Claremore,OK,Rogers
2015,3660,PUD No 1 of Clark County - (WA),WA,Clark
2015,3687,Clark Energy Coop Inc - (KY),KY,Bath
2015,3687,Clark Energy Coop Inc - (KY),KY,Bourbon
2015,3687,Clark Energy Coop Inc - (KY),KY,Clark
2015,3687,Clark Energy Coop Inc - (KY),KY,Estill
2015,3687,Clark Energy Coop Inc - (KY),KY,Fayette
2015,3687,Clark Energy Coop Inc - (KY),KY,Madison
2015,3687,Clark Energy Coop Inc - (KY),KY,Menifee
2015,3687,Clark Energy Coop Inc - (KY),KY,Montgomery
2015,3687,Clark Energy Coop Inc - (KY),KY,Morgan
2015,3687,Clark Energy Coop Inc - (KY),KY,Powell
2015,3687,Clark Energy Coop Inc - (KY),KY,Rowan
2015,3701,Clark Electric Coop - (WI),WI,Chippewa
2015,3701,Clark Electric Coop - (WI),WI,Clark
2015,3701,Clark Electric Coop - (WI),WI,Jackson
2015,3701,Clark Electric Coop - (WI),WI,Marathon
2015,3701,Clark Electric Coop - (WI),WI,Taylor
2015,3701,Clark Electric Coop - (WI),WI,Wood
2015,3702,Clarksdale Public Utilities,MS,Coahoma
2015,3704,City of Clarksville - (TN),TN,Montgomery
2015,3705,Clarksville Light & Water Co,AR,Johnson
2015,3710,City of Clay Center - (KS),KS,Clay
2015,3712,Clay County Electric Coop Corp,AR,Clay
2015,3712,Clay County Electric Coop Corp,AR,Greene
2015,3712,Clay County Electric Coop Corp,AR,Randolph
2015,3712,Clay County Electric Coop Corp,AR,Sharp
2015,3712,Clay County Electric Coop Corp,MO,Butler
2015,3712,Clay County Electric Coop Corp,MO,Oregon
2015,3712,Clay County Electric Coop Corp,MO,Ripley
2015,3716,Clay-Union Electric Corp,SD,Clay
2015,3716,Clay-Union Electric Corp,SD,Lincoln
2015,3716,Clay-Union Electric Corp,SD,Turner
2015,3716,Clay-Union Electric Corp,SD,Union
2015,3716,Clay-Union Electric Corp,SD,Yankton
2015,3722,Clarke Electric Coop Inc - (IA),IA,Clarke
2015,3722,Clarke Electric Coop Inc - (IA),IA,Decatur
2015,3722,Clarke Electric Coop Inc - (IA),IA,Lucas
2015,3722,Clarke Electric Coop Inc - (IA),IA,Madison
2015,3722,Clarke Electric Coop Inc - (IA),IA,Ringgold
2015,3722,Clarke Electric Coop Inc - (IA),IA,Union
2015,3722,Clarke Electric Coop Inc - (IA),IA,Warren
2015,3722,Clarke Electric Coop Inc - (IA),IA,Wayne
2015,3726,Clay Electric Coop Inc,IL,Clay
2015,3726,Clay Electric Coop Inc,IL,Effingham
2015,3726,Clay Electric Coop Inc,IL,Fayette
2015,3726,Clay Electric Coop Inc,IL,Jasper
2015,3726,Clay Electric Coop Inc,IL,Marion
2015,3726,Clay Electric Coop Inc,IL,Richland
2015,3726,Clay Electric Coop Inc,IL,Wayne
2015,3731,Town of Clayton,NC,Johnston
2015,3732,Town of Clayton,DE,Kent
2015,3735,City of Colman - (SD),SD,Moody
2015,3739,Clearwater Power Company,ID,Benewah
2015,3739,Clearwater Power Company,ID,Clearwater
2015,3739,Clearwater Power Company,ID,Idaho
2015,3739,Clearwater Power Company,ID,Latah
2015,3739,Clearwater Power Company,ID,Lewis
2015,3739,Clearwater Power Company,ID,Nez Perce
2015,3739,Clearwater Power Company,ID,Shoshone
2015,3739,Clearwater Power Company,OR,Wallowa
2015,3739,Clearwater Power Company,WA,Asotin
2015,3739,Clearwater Power Company,WA,Garfield
2015,3739,Clearwater Power Company,WA,Whitman
2015,3755,Cleveland Electric Illum Co,OH,Ashtabula
2015,3755,Cleveland Electric Illum Co,OH,Cuyahoga
2015,3755,Cleveland Electric Illum Co,OH,Geauga
2015,3755,Cleveland Electric Illum Co,OH,Lake
2015,3755,Cleveland Electric Illum Co,OH,Lorain
2015,3755,Cleveland Electric Illum Co,OH,Medina
2015,3755,Cleveland Electric Illum Co,OH,Portage
2015,3755,Cleveland Electric Illum Co,OH,Summit
2015,3755,Cleveland Electric Illum Co,OH,Trumbull
2015,3757,"Clay Electric Cooperative, Inc",FL,Alachua
2015,3757,"Clay Electric Cooperative, Inc",FL,Baker
2015,3757,"Clay Electric Cooperative, Inc",FL,Bradford
2015,3757,"Clay Electric Cooperative, Inc",FL,Clay
2015,3757,"Clay Electric Cooperative, Inc",FL,Columbia
2015,3757,"Clay Electric Cooperative, Inc",FL,Duval
2015,3757,"Clay Electric Cooperative, Inc",FL,Flagler
2015,3757,"Clay Electric Cooperative, Inc",FL,Gilchrist
2015,3757,"Clay Electric Cooperative, Inc",FL,Lake
2015,3757,"Clay Electric Cooperative, Inc",FL,Levy
2015,3757,"Clay Electric Cooperative, Inc",FL,Marion
2015,3757,"Clay Electric Cooperative, Inc",FL,Putnam
2015,3757,"Clay Electric Cooperative, Inc",FL,Suwannee
2015,3757,"Clay Electric Cooperative, Inc",FL,Union
2015,3757,"Clay Electric Cooperative, Inc",FL,Volusia
2015,3758,City of Cleveland - (TN),TN,Bradley
2015,3762,City of Cleveland - (OH),OH,Cuyahoga
2015,3764,Clearwater-Polk Elec Coop Inc,MN,Beltrami
2015,3764,Clearwater-Polk Elec Coop Inc,MN,Clearwater
2015,3764,Clearwater-Polk Elec Coop Inc,MN,Hubbard
2015,3764,Clearwater-Polk Elec Coop Inc,MN,Mahnomen
2015,3764,Clearwater-Polk Elec Coop Inc,MN,Polk
2015,3764,Clearwater-Polk Elec Coop Inc,MN,Red Lake
2015,3774,City of Clewiston,FL,Hendry
2015,3804,Clinton Combined Utility Sys,SC,Laurens
2015,3806,"Clinton County Elec Coop, Inc",IL,Clinton
2015,3806,"Clinton County Elec Coop, Inc",IL,Fayette
2015,3806,"Clinton County Elec Coop, Inc",IL,Madison
2015,3806,"Clinton County Elec Coop, Inc",IL,Marion
2015,3806,"Clinton County Elec Coop, Inc",IL,St Clair
2015,3806,"Clinton County Elec Coop, Inc",IL,Washington
2015,3812,City of Clinton - (TN),TN,Anderson
2015,3812,City of Clinton - (TN),TN,Campbell
2015,3812,City of Clinton - (TN),TN,Knox
2015,3812,City of Clinton - (TN),TN,Morgan
2015,3812,City of Clinton - (TN),TN,Roane
2015,3812,City of Clinton - (TN),TN,Union
2015,3813,Village of Clinton - (MI),MI,Lenawee
2015,3813,Village of Clinton - (MI),MI,Washtenaw
2015,3814,City of Clintonville - (WI),WI,Waupaca
2015,3815,Town of Coatesville - (IN),IN,Hendricks
2015,3824,Clyde Light & Power,OH,Sandusky
2015,3828,Cloverland Electric Co-op,MI,Chippewa
2015,3828,Cloverland Electric Co-op,MI,Delta
2015,3828,Cloverland Electric Co-op,MI,Luce
2015,3828,Cloverland Electric Co-op,MI,Mackinac
2015,3828,Cloverland Electric Co-op,MI,Schoolcraft
2015,3839,Coahoma Electric Power Assn,MS,Bolivar
2015,3839,Coahoma Electric Power Assn,MS,Coahoma
2015,3839,Coahoma Electric Power Assn,MS,DeSoto
2015,3839,Coahoma Electric Power Assn,MS,Quitman
2015,3839,Coahoma Electric Power Assn,MS,Sunflower
2015,3839,Coahoma Electric Power Assn,MS,Tallahatchie
2015,3839,Coahoma Electric Power Assn,MS,Tunica
2015,3841,Coast Electric Power Assn,MS,Hancock
2015,3841,Coast Electric Power Assn,MS,Harrison
2015,3841,Coast Electric Power Assn,MS,Pearl River
2015,3843,Coastal Electric Member Corp,GA,Bryan
2015,3843,Coastal Electric Member Corp,GA,Liberty
2015,3843,Coastal Electric Member Corp,GA,Long
2015,3843,Coastal Electric Member Corp,GA,McIntosh
2015,3844,"Coastal Electric Coop, Inc",SC,Bamberg
2015,3844,"Coastal Electric Coop, Inc",SC,Colleton
2015,3844,"Coastal Electric Coop, Inc",SC,Dorchester
2015,3850,"Codington-Clark Elec Coop, Inc",SD,Beadle
2015,3850,"Codington-Clark Elec Coop, Inc",SD,Clark
2015,3850,"Codington-Clark Elec Coop, Inc",SD,Codington
2015,3850,"Codington-Clark Elec Coop, Inc",SD,Day
2015,3850,"Codington-Clark Elec Coop, Inc",SD,Deuel
2015,3850,"Codington-Clark Elec Coop, Inc",SD,Grant
2015,3850,"Codington-Clark Elec Coop, Inc",SD,Hamlin
2015,3850,"Codington-Clark Elec Coop, Inc",SD,Kingsbury
2015,3850,"Codington-Clark Elec Coop, Inc",SD,Roberts
2015,3850,"Codington-Clark Elec Coop, Inc",SD,Spink
2015,3855,Columbia Power System,TN,Maury
2015,3855,Columbia Power System,TN,Williamson
2015,3881,City of Cody,WY,Park
2015,3892,City of Coffeyville - (KS),KS,Labette
2015,3892,City of Coffeyville - (KS),KS,Montgomery
2015,3900,City of Coggon - (IA),IA,Linn
2015,3913,City of Colby - (KS),KS,Thomas
2015,3915,Coldwater Board of Public Util,MI,Branch
2015,3916,Cobb Electric Membership Corp,GA,Bartow
2015,3916,Cobb Electric Membership Corp,GA,Calhoun
2015,3916,Cobb Electric Membership Corp,GA,Cherokee
2015,3916,Cobb Electric Membership Corp,GA,Cobb
2015,3916,Cobb Electric Membership Corp,GA,Fulton
2015,3916,Cobb Electric Membership Corp,GA,Paulding
2015,3923,City of Coleman - (TX),TX,Coleman
2015,3931,Coles-Moultrie Electric Coop,IL,Clark
2015,3931,Coles-Moultrie Electric Coop,IL,Coles
2015,3931,Coles-Moultrie Electric Coop,IL,Cumberland
2015,3931,Coles-Moultrie Electric Coop,IL,Douglas
2015,3931,Coles-Moultrie Electric Coop,IL,Edgar
2015,3931,Coles-Moultrie Electric Coop,IL,Moultrie
2015,3931,Coles-Moultrie Electric Coop,IL,Piatt
2015,3931,Coles-Moultrie Electric Coop,IL,Shelby
2015,3938,"Coleman County Elec Coop, Inc",TX,Brown
2015,3938,"Coleman County Elec Coop, Inc",TX,Callahan
2015,3938,"Coleman County Elec Coop, Inc",TX,Coke
2015,3938,"Coleman County Elec Coop, Inc",TX,Coleman
2015,3938,"Coleman County Elec Coop, Inc",TX,Concho
2015,3938,"Coleman County Elec Coop, Inc",TX,Runnels
2015,3938,"Coleman County Elec Coop, Inc",TX,Taylor
2015,3938,"Coleman County Elec Coop, Inc",TX,Tom Green
2015,3939,City of College Park - (GA),GA,Clayton
2015,3939,City of College Park - (GA),GA,Fulton
2015,3939,City of College Park - (GA),GA,Henry
2015,3940,City of College Station - (TX),TX,Brazos
2015,3957,City of Collins - (MS),MS,Covington
2015,3986,City of Collinsville - (OK),OK,Tulsa
2015,3989,City of Colorado Springs - (CO),CO,El Paso
2015,3989,City of Colorado Springs - (CO),CO,Teller
2015,3990,Colorado River Indian Irr Proj,AZ,La Paz
2015,3990,Colorado River Indian Irr Proj,CA,San Bernardino
2015,4003,City of Colton - (CA),CA,San Bernardino
2015,4005,"Columbia Basin Elec Cooperative, Inc",OR,Gilliam
2015,4005,"Columbia Basin Elec Cooperative, Inc",OR,Morrow
2015,4005,"Columbia Basin Elec Cooperative, Inc",OR,Sherman
2015,4005,"Columbia Basin Elec Cooperative, Inc",OR,Umatilla
2015,4005,"Columbia Basin Elec Cooperative, Inc",OR,Wheeler
2015,4007,City of Columbia City - (IN),IN,Noble
2015,4007,City of Columbia City - (IN),IN,Whitley
2015,4008,Columbia Power Coop Assn Inc,OR,Grant
2015,4008,Columbia Power Coop Assn Inc,OR,Umatilla
2015,4008,Columbia Power Coop Assn Inc,OR,Wheeler
2015,4040,Calhoun County Elec Coop Assn,IA,Calhoun
2015,4040,Calhoun County Elec Coop Assn,IA,Greene
2015,4040,Calhoun County Elec Coop Assn,IA,Pocahontas
2015,4040,Calhoun County Elec Coop Assn,IA,Sac
2015,4040,Calhoun County Elec Coop Assn,IA,Webster
2015,4041,"Columbia Rural Elec Assn, Inc",OR,Umatilla
2015,4041,"Columbia Rural Elec Assn, Inc",WA,Columbia
2015,4041,"Columbia Rural Elec Assn, Inc",WA,Walla Walla
2015,4045,City of Columbia - (MO),MO,Boone
2015,4061,City of Columbiana - (OH),OH,Columbiana
2015,4061,City of Columbiana - (OH),OH,Mahoning
2015,4063,Co-Mo Electric Coop Inc,MO,Benton
2015,4063,Co-Mo Electric Coop Inc,MO,Camden
2015,4063,Co-Mo Electric Coop Inc,MO,Cole
2015,4063,Co-Mo Electric Coop Inc,MO,Cooper
2015,4063,Co-Mo Electric Coop Inc,MO,Miller
2015,4063,Co-Mo Electric Coop Inc,MO,Moniteau
2015,4063,Co-Mo Electric Coop Inc,MO,Morgan
2015,4063,Co-Mo Electric Coop Inc,MO,Pettis
2015,4063,Co-Mo Electric Coop Inc,MO,Saline
2015,4065,City of Columbus - (OH),OH,Franklin
2015,4068,City of Columbus - (MS),MS,Lowndes
2015,4071,"Columbus Electric Coop, Inc",AZ,Cochise
2015,4071,"Columbus Electric Coop, Inc",NM,Dona Ana
2015,4071,"Columbus Electric Coop, Inc",NM,Grant
2015,4071,"Columbus Electric Coop, Inc",NM,Hidalgo
2015,4071,"Columbus Electric Coop, Inc",NM,Luna
2015,4073,City of Columbus - (WI),WI,Columbia
2015,4073,City of Columbus - (WI),WI,Dodge
2015,4078,City of Comanche - (OK),OK,Stephens
2015,4091,City of Commerce - (GA),GA,Jackson
2015,4110,Commonwealth Edison Co,IL,Boone
2015,4110,Commonwealth Edison Co,IL,Bureau
2015,4110,Commonwealth Edison Co,IL,Carroll
2015,4110,Commonwealth Edison Co,IL,Cook
2015,4110,Commonwealth Edison Co,IL,DeKalb
2015,4110,Commonwealth Edison Co,IL,DuPage
2015,4110,Commonwealth Edison Co,IL,Ford
2015,4110,Commonwealth Edison Co,IL,Grundy
2015,4110,Commonwealth Edison Co,IL,Jo Daviess
2015,4110,Commonwealth Edison Co,IL,Kane
2015,4110,Commonwealth Edison Co,IL,Kankakee
2015,4110,Commonwealth Edison Co,IL,Kendall
2015,4110,Commonwealth Edison Co,IL,LaSalle
2015,4110,Commonwealth Edison Co,IL,Lake
2015,4110,Commonwealth Edison Co,IL,Lee
2015,4110,Commonwealth Edison Co,IL,Livingston
2015,4110,Commonwealth Edison Co,IL,Marshall
2015,4110,Commonwealth Edison Co,IL,McHenry
2015,4110,Commonwealth Edison Co,IL,Ogle
2015,4110,Commonwealth Edison Co,IL,Stephenson
2015,4110,Commonwealth Edison Co,IL,Whiteside
2015,4110,Commonwealth Edison Co,IL,Will
2015,4110,Commonwealth Edison Co,IL,Winnebago
2015,4110,Commonwealth Edison Co,IL,Woodford
2015,4117,Community Electric Coop,VA,Isle of Wight
2015,4117,Community Electric Coop,VA,Southampton
2015,4117,Community Electric Coop,VA,Suffolk City
2015,4117,Community Electric Coop,VA,Surry
2015,4117,Community Electric Coop,VA,Sussex
2015,4146,Concho Valley Elec Coop Inc,TX,Coke
2015,4146,Concho Valley Elec Coop Inc,TX,Concho
2015,4146,Concho Valley Elec Coop Inc,TX,Glasscock
2015,4146,Concho Valley Elec Coop Inc,TX,Irion
2015,4146,Concho Valley Elec Coop Inc,TX,Mitchell
2015,4146,Concho Valley Elec Coop Inc,TX,Nolan
2015,4146,Concho Valley Elec Coop Inc,TX,Reagan
2015,4146,Concho Valley Elec Coop Inc,TX,Runnels
2015,4146,Concho Valley Elec Coop Inc,TX,Sterling
2015,4146,Concho Valley Elec Coop Inc,TX,Tom Green
2015,4147,Town of Concord - (MA),MA,Middlesex
2015,4150,City of Concord - (NC),NC,Cabarrus
2015,4153,"Concordia Electric Coop, Inc",LA,Caldwell
2015,4153,"Concordia Electric Coop, Inc",LA,Catahoula
2015,4153,"Concordia Electric Coop, Inc",LA,Concordia
2015,4153,"Concordia Electric Coop, Inc",LA,Franklin
2015,4153,"Concordia Electric Coop, Inc",LA,Grant
2015,4153,"Concordia Electric Coop, Inc",LA,La Salle
2015,4153,"Concordia Electric Coop, Inc",LA,Rapides
2015,4153,"Concordia Electric Coop, Inc",LA,Tensas
2015,4160,Callaway Electric Cooperative,MO,Audrain
2015,4160,Callaway Electric Cooperative,MO,Boone
2015,4160,Callaway Electric Cooperative,MO,Callaway
2015,4160,Callaway Electric Cooperative,MO,Montgomery
2015,4160,Callaway Electric Cooperative,MO,Warren
2015,4176,Connecticut Light & Power Co,CT,Fairfield
2015,4176,Connecticut Light & Power Co,CT,Hartford
2015,4176,Connecticut Light & Power Co,CT,Litchfield
2015,4176,Connecticut Light & Power Co,CT,Middlesex
2015,4176,Connecticut Light & Power Co,CT,New Haven
2015,4176,Connecticut Light & Power Co,CT,New London
2015,4176,Connecticut Light & Power Co,CT,Tolland
2015,4176,Connecticut Light & Power Co,CT,Windham
2015,4226,Consolidated Edison Co-NY Inc,NY,Bronx
2015,4226,Consolidated Edison Co-NY Inc,NY,Kings
2015,4226,Consolidated Edison Co-NY Inc,NY,New York
2015,4226,Consolidated Edison Co-NY Inc,NY,Queens
2015,4226,Consolidated Edison Co-NY Inc,NY,Richmond
2015,4226,Consolidated Edison Co-NY Inc,NY,Westchester
2015,4237,Consolidated Electric Coop,MO,Audrain
2015,4237,Consolidated Electric Coop,MO,Boone
2015,4237,Consolidated Electric Coop,MO,Callaway
2015,4237,Consolidated Electric Coop,MO,Lincoln
2015,4237,Consolidated Electric Coop,MO,Monroe
2015,4237,Consolidated Electric Coop,MO,Montgomery
2015,4237,Consolidated Electric Coop,MO,Pike
2015,4237,Consolidated Electric Coop,MO,Ralls
2015,4247,Consolidated Water Power Co,WI,Portage
2015,4247,Consolidated Water Power Co,WI,Wood
2015,4254,Consumers Energy Co,MI,Alcona
2015,4254,Consumers Energy Co,MI,Allegan
2015,4254,Consumers Energy Co,MI,Alpena
2015,4254,Consumers Energy Co,MI,Antrim
2015,4254,Consumers Energy Co,MI,Arenac
2015,4254,Consumers Energy Co,MI,Barry
2015,4254,Consumers Energy Co,MI,Bay
2015,4254,Consumers Energy Co,MI,Benzie
2015,4254,Consumers Energy Co,MI,Branch
2015,4254,Consumers Energy Co,MI,Calhoun
2015,4254,Consumers Energy Co,MI,Charlevoix
2015,4254,Consumers Energy Co,MI,Cheboygan
2015,4254,Consumers Energy Co,MI,Clare
2015,4254,Consumers Energy Co,MI,Clinton
2015,4254,Consumers Energy Co,MI,Crawford
2015,4254,Consumers Energy Co,MI,Eaton
2015,4254,Consumers Energy Co,MI,Emmet
2015,4254,Consumers Energy Co,MI,Genesee
2015,4254,Consumers Energy Co,MI,Gladwin
2015,4254,Consumers Energy Co,MI,Grand Traverse
2015,4254,Consumers Energy Co,MI,Gratiot
2015,4254,Consumers Energy Co,MI,Hillsdale
2015,4254,Consumers Energy Co,MI,Ingham
2015,4254,Consumers Energy Co,MI,Ionia
2015,4254,Consumers Energy Co,MI,Iosco
2015,4254,Consumers Energy Co,MI,Isabella
2015,4254,Consumers Energy Co,MI,Jackson
2015,4254,Consumers Energy Co,MI,Kalamazoo
2015,4254,Consumers Energy Co,MI,Kalkaska
2015,4254,Consumers Energy Co,MI,Kent
2015,4254,Consumers Energy Co,MI,Lake
2015,4254,Consumers Energy Co,MI,Lapeer
2015,4254,Consumers Energy Co,MI,Leelanau
2015,4254,Consumers Energy Co,MI,Lenawee
2015,4254,Consumers Energy Co,MI,Livingston
2015,4254,Consumers Energy Co,MI,Manistee
2015,4254,Consumers Energy Co,MI,Mason
2015,4254,Consumers Energy Co,MI,Mecosta
2015,4254,Consumers Energy Co,MI,Midland
2015,4254,Consumers Energy Co,MI,Missaukee
2015,4254,Consumers Energy Co,MI,Monroe
2015,4254,Consumers Energy Co,MI,Montcalm
2015,4254,Consumers Energy Co,MI,Montmorency
2015,4254,Consumers Energy Co,MI,Muskegon
2015,4254,Consumers Energy Co,MI,Newaygo
2015,4254,Consumers Energy Co,MI,Oakland
2015,4254,Consumers Energy Co,MI,Oceana
2015,4254,Consumers Energy Co,MI,Ogemaw
2015,4254,Consumers Energy Co,MI,Osceola
2015,4254,Consumers Energy Co,MI,Oscoda
2015,4254,Consumers Energy Co,MI,Otsego
2015,4254,Consumers Energy Co,MI,Ottawa
2015,4254,Consumers Energy Co,MI,Presque Isle
2015,4254,Consumers Energy Co,MI,Roscommon
2015,4254,Consumers Energy Co,MI,Saginaw
2015,4254,Consumers Energy Co,MI,Shiawassee
2015,4254,Consumers Energy Co,MI,St Joseph
2015,4254,Consumers Energy Co,MI,Tuscola
2015,4254,Consumers Energy Co,MI,Van Buren
2015,4254,Consumers Energy Co,MI,Washtenaw
2015,4254,Consumers Energy Co,MI,Wexford
2015,4262,Cooke County Elec Coop Assn,TX,Cooke
2015,4262,Cooke County Elec Coop Assn,TX,Denton
2015,4262,Cooke County Elec Coop Assn,TX,Grayson
