ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE,GeoLevel,Comparison,STATE_NAME,STATE_ABBR,COUNTY_FIPS,COUNTY_NAME
17,Illinois,IL,17041,Douglas County,17041,"Douglas County, Illinois",416.64661416244,19714,0,8484,44,7640,162,3502,448,301,81,1398,194,2020,226,3346,443,3654,81,4833,65,2590,264,357,119,160,90,2230,128,184,74,399,128,263,104,928,144,208,49,18.1,2.3,3.0,0.8,18.3,2.5,15.2,1.7,17.1,2.3,18.5,0.4,24.5,0.3,13.3,1.4,4.6,1.6,0.9,0.5,11.3,0.6,2.2,0.9,4.7,1.5,3.4,1.2,12.1,1.8,1.1,0.2,0.2772,0.0792,0.3465,0.9703,1.0,2.6732,0.5545,0.2673,0.9604,0.198,0.1881,0.7129,2.3267,0.396,0.5347,0.5347,0.5347,0.297,0.4257,1.0,0.9901,0.1683,2.8811,0.6337,8.4157,0.5545,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,2,5,17862,1708,209,219,44,1491,0,116,31,37,22,0,19,317,131,50,55,22.4,2.6,1.1,0.2,7.6,0.0,0.6,0.2,0.2,0.1,0.0,0.2,1.6,0.7,0.3,0.3,County,State,Illinois,IL,17041,Douglas County
17,Illinois,IL,17043,DuPage County,17043,"DuPage County, Illinois",327.834900846088,930559,0,365347,384,348870,1115,98461,4324,24398,1573,76450,2178,41844,1732,47832,2679,153019,46,207472,40,76195,2020,15073,958,31777,1825,330525,1151,65843,1686,1068,301,8566,740,14670,1014,12878,141,10.7,0.5,4.7,0.3,21.9,0.6,6.5,0.3,5.2,0.3,16.4,0.1,22.3,0.1,8.2,0.2,4.3,0.3,3.6,0.2,35.5,0.1,18.0,0.5,0.3,0.1,2.4,0.2,4.2,0.3,1.4,0.0,0.0297,0.4356,0.7426,0.1386,0.4752,1.8217,0.2772,0.1287,0.6634,0.0099,0.1188,0.9505,1.8713,0.1881,0.9307,0.9307,0.9307,0.9802,0.0099,0.901,0.198,0.2574,2.3465,0.396,6.9702,0.3366,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,2,4,1115616,22044,1028,44192,925,137806,0,116439,1171,303,105,184,79,28573,1781,3028,580,6.3,0.3,4.7,0.1,14.8,0.0,12.5,0.1,0.0,0.1,0.0,0.1,3.1,0.2,0.3,0.1,County,State,Illinois,IL,17043,Dupage County
17,Illinois,IL,17045,Edgar County,17045,"Edgar County, Illinois",623.323328646646,16852,0,8265,28,7598,158,3895,554,361,119,1284,256,1493,302,845,220,3920,44,3310,60,2942,318,391,104,35,76,589,3,335,134,702,177,119,91,560,169,387,22,23.6,3.4,4.6,1.5,16.9,3.4,12.1,2.4,5.1,1.3,23.3,0.3,19.6,0.4,17.8,1.9,5.1,1.4,0.2,0.5,3.5,0.0,4.1,1.6,8.5,2.1,1.6,1.1,7.4,2.2,2.3,0.1,0.6931,0.4158,0.2475,0.8317,0.4554,2.6435,0.5248,0.8614,0.1683,0.7228,0.297,0.2277,2.2772,0.3564,0.0099,0.0099,0.0099,0.5545,0.6535,0.6238,0.7228,0.5149,3.0695,0.7525,8.0001,0.4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15388,1127,195,81,40,224,0,66,19,6,10,2,13,210,48,0,19,14.8,2.6,0.5,0.2,1.3,0.0,0.4,0.1,0.0,0.1,0.0,0.1,1.2,0.3,0.0,0.2,County,State,Illinois,IL,17045,Edgar County
17,Illinois,IL,17047,Edwards County,17047,"Edwards County, Illinois",222.39956669194,6182,0,3055,25,2625,99,1398,232,194,78,416,91,387,87,430,131,1338,14,1427,27,1133,146,135,48,53,69,270,25,5,18,577,100,35,21,122,54,34,5,22.8,3.8,6.7,2.7,15.8,3.4,8.9,2.0,7.0,2.1,21.6,0.2,23.1,0.4,18.4,2.4,5.2,1.8,0.9,1.2,4.4,0.4,0.2,0.6,18.9,3.3,1.4,0.7,4.6,2.1,0.5,0.1,0.604,0.8119,0.1287,0.4851,0.8515,2.8812,0.6535,0.7426,0.8416,0.7921,0.3465,0.7129,3.4357,0.9802,0.1188,0.1188,0.1188,0.0495,0.9406,0.5347,0.3069,0.0297,1.8614,0.2673,8.2971,0.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5601,422,89,8,10,86,0,19,10,1,2,0,17,150,29,6,8,16.1,3.4,0.1,0.2,1.4,0.0,0.3,0.2,0.0,0.1,0.0,0.6,2.4,0.5,0.1,0.1,County,State,Illinois,IL,17047,Edwards County
17,Illinois,IL,17049,Effingham County,17049,"Effingham County, Illinois",478.76876186282,34594,0,15313,58,14098,247,5921,695,444,114,2188,269,1540,243,1797,346,6203,32,8268,38,4886,448,769,196,344,145,1676,81,649,171,1112,171,457,158,878,229,476,12,17.4,2.0,2.5,0.6,15.5,1.9,6.5,1.0,5.3,1.0,17.9,0.1,23.9,0.1,14.3,1.3,5.5,1.4,1.1,0.4,4.8,0.2,4.2,1.1,7.3,1.1,3.3,1.0,6.2,1.6,1.4,0.0,0.2376,0.0297,0.1089,0.1386,0.495,1.0098,0.0594,0.198,0.9109,0.3069,0.4752,0.7921,2.6831,0.6634,0.1881,0.1881,0.1881,0.5941,0.5644,0.9703,0.5446,0.2574,2.9308,0.6931,6.8118,0.3069,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,38766,1620,233,190,125,772,0,231,53,16,8,0,26,445,167,22,22,11.5,1.6,0.5,0.4,2.2,0.0,0.7,0.2,0.0,0.1,0.0,0.1,1.3,0.5,0.1,0.1,County,State,Illinois,IL,17049,Effingham County
17,Illinois,IL,17051,Fayette County,17051,"Fayette County, Illinois",716.44240205263,21464,0,8839,67,7678,203,4836,595,360,106,1501,219,2037,314,1613,330,4118,103,4332,5,3705,368,449,124,196,139,2288,44,174,71,1178,182,202,70,428,132,1159,60,24.0,2.9,3.8,1.2,19.5,2.8,13.4,2.0,7.9,1.6,19.2,0.5,20.2,0.1,18.2,1.8,5.8,1.6,1.0,0.7,10.7,0.2,2.0,0.8,13.3,2.1,2.6,0.8,5.6,1.7,5.4,0.3,0.7426,0.2277,0.4851,0.8812,0.9109,3.2475,0.7525,0.3366,0.2574,0.7624,0.6139,0.7426,2.7129,0.6832,0.505,0.505,0.505,0.2574,0.8713,0.9406,0.4554,0.7921,3.3168,0.8713,9.7822,0.8416,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,16544,1488,196,742,162,492,0,100,92,95,97,92,116,767,166,0,23,19.4,2.5,3.5,0.8,2.3,0.0,0.5,0.4,0.4,0.4,0.4,0.5,3.6,0.8,0.0,0.2,County,State,Illinois,IL,17051,Fayette County
17,Illinois,IL,17053,Ford County,17053,"Ford County, Illinois",485.596673028852,13484,0,6266,28,5689,139,2707,385,316,113,1233,203,772,118,868,189,2524,37,3080,58,2019,226,357,89,62,99,1229,130,316,114,205,102,33,21,425,121,387,8,20.8,3.0,4.7,1.7,21.7,3.5,8.3,1.3,6.6,1.4,18.7,0.3,22.8,0.4,15.4,1.7,6.3,1.6,0.5,0.8,9.1,1.0,5.1,1.8,3.3,1.6,0.6,0.3,7.5,2.1,2.9,0.1,0.4554,0.4356,0.7228,0.4257,0.7822,2.8217,0.6139,0.2871,0.7822,0.4851,0.7228,0.5545,2.8317,0.7426,0.4257,0.4257,0.4257,0.7129,0.2772,0.1089,0.7624,0.6535,2.5149,0.4455,8.594,0.5941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12813,878,155,72,51,553,0,90,29,19,16,0,19,412,137,83,70,15.4,2.7,0.5,0.4,4.1,0.0,0.7,0.2,0.1,0.1,0.0,0.3,3.1,1.0,0.6,0.5,County,State,Illinois,IL,17053,Ford County
17,Illinois,IL,17055,Franklin County,17055,"Franklin County, Illinois",408.926408919144,37810,0,18478,56,16095,283,11271,842,1136,239,3589,367,2684,331,2561,362,7741,46,8357,34,7463,533,813,140,43,98,1960,120,365,105,2049,253,285,101,1125,197,465,10,30.3,2.3,6.7,1.4,22.3,2.2,10.1,1.2,6.9,1.0,20.5,0.1,22.1,0.1,20.0,1.4,5.1,0.9,0.1,0.3,5.2,0.3,2.0,0.6,11.1,1.4,1.8,0.5,7.0,1.2,1.2,0.0,0.9604,0.8119,0.7822,0.6337,0.8218,4.01,0.9505,0.5941,0.6436,0.8713,0.297,0.0594,2.4654,0.5149,0.2475,0.2475,0.2475,0.2574,0.7525,0.7723,0.6337,0.198,2.6139,0.5149,9.3368,0.7624,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31880,2822,276,154,62,730,0,99,80,23,12,0,26,941,160,13,13,17.5,1.7,0.4,0.2,1.9,0.0,0.3,0.2,0.1,0.1,0.0,0.1,2.5,0.4,0.0,0.1,County,State,Illinois,IL,17055,Franklin County
17,Illinois,IL,17057,Fulton County,17057,"Fulton County, Illinois",865.683091899272,33691,0,15895,44,13955,212,7707,638,1064,179,2776,348,2464,254,1327,232,6938,50,6696,19,4475,370,678,176,31,88,2688,43,388,120,487,110,116,52,697,143,2029,50,24.4,2.0,6.8,1.1,19.9,2.5,10.1,1.0,4.2,0.7,20.6,0.1,19.9,0.1,14.1,1.2,4.8,1.3,0.1,0.3,8.0,0.1,2.4,0.8,3.1,0.7,0.8,0.3,5.0,1.0,6.0,0.1,0.7822,0.8515,0.5347,0.6337,0.1782,2.9803,0.6832,0.6139,0.2079,0.2574,0.2178,0.0594,1.3564,0.0099,0.3861,0.3861,0.3861,0.3465,0.2574,0.1782,0.3465,0.8119,1.9405,0.2772,6.6633,0.2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26679,2091,286,873,120,966,0,103,41,153,70,0,26,556,109,37,30,15.0,2.0,2.6,0.4,2.9,0.0,0.3,0.1,0.5,0.2,0.0,0.1,1.7,0.3,0.1,0.1,County,State,Illinois,IL,17057,Fulton County
17,Illinois,IL,17059,Gallatin County,17059,"Gallatin County, Illinois",322.940982320096,4967,0,2512,16,2155,76,1453,222,179,97,299,77,469,108,142,60,1227,51,948,29,1129,145,186,56,5,47,294,12,20,16,537,82,35,19,167,58,14,3,29.3,4.5,7.8,4.2,13.9,3.5,12.8,2.9,2.9,1.2,24.7,1.0,19.1,0.6,22.8,2.9,8.7,2.6,0.1,1.0,5.9,0.2,0.8,0.6,21.4,3.3,1.6,0.8,7.7,2.7,0.3,0.1,0.9505,0.9307,0.0396,0.8713,0.0396,2.8317,0.6238,0.9604,0.1287,0.9604,0.9802,0.0594,3.0891,0.8713,0.297,0.297,0.297,0.1188,0.9703,0.6238,0.7822,0.0198,2.5149,0.4455,8.7327,0.604,1,1,0,0,0,2,1,0,1,1,0,3,0,0,0,1,0,0,0,1,6,3820,534,99,15,23,16,19,6,11,21,24,0,12,236,38,0,12,24.8,4.5,0.3,0.5,0.3,0.4,0.1,0.2,0.4,0.5,0.0,0.7,4.8,0.8,0.0,0.7,County,State,Illinois,IL,17059,Gallatin County
17,Illinois,IL,17061,Greene County,17061,"Greene County, Illinois",543.143813960996,12015,0,5820,22,4543,158,2743,350,198,90,788,126,817,131,649,188,2402,18,2585,61,2053,261,290,81,1,73,426,22,4,19,598,113,31,37,160,55,251,36,23.4,3.0,3.4,1.6,17.3,2.7,9.6,1.5,5.5,1.6,20.0,0.1,21.5,0.5,17.5,2.2,6.4,1.8,0.0,0.6,3.5,0.2,0.1,0.3,10.3,1.9,0.7,0.6,3.5,1.2,2.1,0.3,0.6634,0.1584,0.2673,0.5842,0.5347,2.208,0.3861,0.505,0.4653,0.6832,0.7723,0.0,2.4258,0.4653,0.0099,0.0099,0.0099,0.0099,0.7327,0.1386,0.1089,0.4752,1.4653,0.1386,6.109,0.2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8655,809,132,103,29,158,0,25,25,10,12,1,2,114,46,15,12,17.8,2.8,0.9,0.2,1.3,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.9,0.4,0.1,0.1,County,State,Illinois,IL,17061,Greene County
17,Illinois,IL,17063,Grundy County,17063,"Grundy County, Illinois",418.127372089434,52624,0,21195,43,20376,252,6353,929,1162,271,4229,492,2109,316,1799,401,7564,103,12984,37,4600,453,1278,288,246,159,8360,240,1028,285,921,233,223,97,869,194,379,6,12.2,1.8,4.2,1.0,20.8,2.4,6.0,0.9,3.4,0.8,14.4,0.2,24.7,0.1,8.8,0.9,6.3,1.4,0.5,0.3,15.9,0.5,4.9,1.3,4.3,1.1,1.1,0.5,4.3,1.0,0.7,0.0,0.0693,0.297,0.6436,0.0792,0.0693,1.1584,0.099,0.0495,0.9802,0.0198,0.7228,0.5545,2.3268,0.4059,0.6931,0.6931,0.6931,0.6832,0.3663,0.3465,0.2376,0.0693,1.7029,0.2178,5.8812,0.198,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,53444,2169,287,949,175,5751,0,314,151,39,26,0,29,1151,306,156,187,10.6,1.4,1.8,0.3,10.9,0.0,0.6,0.3,0.1,0.1,0.0,0.1,2.2,0.6,0.3,0.4,County,State,Illinois,IL,17063,Grundy County
17,Illinois,IL,17065,Hamilton County,17065,"Hamilton County, Illinois",434.64721450116,8008,0,3821,16,3271,168,1992,368,157,79,571,146,779,202,555,189,1767,51,1753,58,1745,242,173,76,9,67,393,20,53,39,781,134,23,16,146,62,112,4,25.2,4.6,4.4,2.3,17.5,4.4,13.7,3.6,7.0,2.4,22.1,0.6,21.9,0.7,22.0,3.0,5.3,2.3,0.1,0.9,4.9,0.2,1.4,1.0,20.4,3.5,0.7,0.4,4.5,1.9,1.4,0.0,0.802,0.3564,0.297,0.9307,0.8515,3.2376,0.7426,0.7921,0.5644,0.9505,0.396,0.0594,2.7624,0.703,0.198,0.198,0.198,0.1881,0.9505,0.1386,0.2871,0.2574,1.8217,0.2475,8.0197,0.4653,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,5394,748,161,8,19,158,0,34,44,13,23,24,42,142,57,14,20,22.9,4.6,0.1,0.2,2.0,0.0,0.4,0.5,0.2,0.3,0.3,0.5,1.8,0.7,0.2,0.3,County,State,Illinois,IL,17065,Hamilton County
17,Illinois,IL,17067,Hancock County,17067,"Hancock County, Illinois",793.747995072828,17582,0,8956,44,7510,190,3735,443,403,100,1144,183,705,137,848,193,4162,45,3661,18,3236,280,401,98,31,72,853,81,112,56,541,120,57,29,319,75,256,37,21.5,2.6,4.7,1.1,15.2,2.4,5.6,1.1,4.9,1.1,23.7,0.3,20.8,0.1,18.6,1.6,5.3,1.3,0.2,0.4,4.9,0.5,1.2,0.6,6.0,1.3,0.8,0.3,4.2,1.0,1.5,0.2,0.505,0.4356,0.099,0.0396,0.3564,1.4356,0.1782,0.9109,0.3267,0.8119,0.396,0.2277,2.6732,0.6535,0.198,0.198,0.198,0.1485,0.5149,0.1782,0.198,0.3069,1.3465,0.1089,5.6533,0.1584,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13610,1346,174,127,46,313,0,56,20,11,12,3,5,343,87,0,19,17.9,2.3,0.7,0.3,1.8,0.0,0.3,0.1,0.1,0.1,0.0,0.1,2.0,0.5,0.0,0.2,County,State,Illinois,IL,17067,Hancock County
17,Illinois,IL,17069,Hardin County,17069,"Hardin County, Illinois",177.388808663588,3665,0,2263,91,1480,122,801,201,33,30,164,62,379,109,187,94,1136,102,506,73,1062,177,65,39,10,49,118,45,0,16,404,97,18,14,123,88,89,9,22.3,5.6,2.6,2.3,11.1,4.1,12.7,3.6,5.2,2.6,31.0,2.8,13.8,2.0,29.5,4.9,4.4,2.6,0.3,1.4,3.2,1.2,0.0,0.7,17.9,4.3,1.2,0.6,8.3,6.0,2.4,0.2,0.5644,0.0396,0.0,0.8614,0.4752,1.9406,0.297,1.0,0.0,1.0,0.1386,0.396,2.5346,0.5545,0.0,0.0,0.0,0.0,0.9109,0.3861,0.8119,0.5347,2.6436,0.5248,7.1188,0.3465,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,3,3079,355,104,40,18,38,36,0,12,0,12,0,12,33,30,7,11,24.0,6.8,1.1,0.5,1.0,1.0,0.0,0.9,0.0,0.9,0.0,0.9,0.9,0.8,0.2,0.3,County,State,Illinois,IL,17069,Hardin County
17,Illinois,IL,17071,Henderson County,17071,"Henderson County, Illinois",378.79262388709,6374,0,3387,18,2745,100,1099,190,252,101,343,83,334,91,135,57,1660,28,1197,27,1095,165,87,31,8,66,362,39,21,24,347,106,27,31,80,31,59,8,17.4,3.0,7.9,3.1,12.5,3.0,7.0,1.9,2.1,0.9,26.0,0.4,18.8,0.4,17.3,2.6,3.2,1.1,0.1,1.1,5.7,0.6,0.6,0.7,10.2,3.1,1.0,0.9,2.9,1.1,0.9,0.1,0.2376,0.9505,0.0099,0.2376,0.0099,1.4455,0.1881,0.9802,0.099,0.6535,0.0396,0.0594,1.8317,0.1683,0.2673,0.2673,0.2673,0.099,0.7228,0.2673,0.0198,0.099,1.2079,0.0495,4.7524,0.0792,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3437,493,91,11,13,120,0,0,17,2,3,0,17,194,28,35,31,18.0,3.4,0.2,0.2,1.9,0.0,0.0,0.5,0.0,0.1,0.0,0.5,3.0,0.4,0.5,0.5,County,State,Illinois,IL,17071,Henderson County
17,Illinois,IL,17073,Henry County,17073,"Henry County, Illinois",823.061088643518,49157,0,22213,41,20187,361,7481,831,1101,236,3317,411,2627,327,2103,388,10311,70,10790,15,6554,516,1155,237,241,133,5647,219,644,167,443,158,212,95,1243,266,689,13,15.5,1.7,4.5,1.0,16.4,2.0,7.5,0.9,4.3,0.8,21.0,0.1,22.0,0.1,13.5,1.1,5.7,1.2,0.5,0.3,11.5,0.4,2.9,0.8,2.0,0.7,1.0,0.4,6.2,1.3,1.4,0.0,0.1584,0.4059,0.1881,0.297,0.1881,1.2375,0.1386,0.703,0.5941,0.2178,0.5842,0.5545,2.6536,0.6337,0.5446,0.5446,0.5446,0.4554,0.1287,0.2673,0.5446,0.2574,1.6534,0.2079,6.0891,0.2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40025,3329,378,1019,170,3067,0,229,53,11,11,14,20,1067,240,240,172,16.5,1.8,2.1,0.3,6.2,0.0,0.5,0.1,0.0,0.1,0.0,0.1,2.2,0.5,0.5,0.3,County,State,Illinois,IL,17073,Henry County
17,Illinois,IL,17075,Iroquois County,17075,"Iroquois County, Illinois",1117.394511616176,27043,0,12815,52,11217,246,5858,460,642,117,2328,253,2159,215,1564,216,5904,64,5817,0,4652,379,448,101,337,108,3110,104,201,77,508,138,108,59,490,114,419,8,22.2,1.7,4.9,0.9,20.8,2.2,11.3,1.1,5.9,0.8,21.8,0.2,21.5,0.0,17.5,1.4,4.0,0.9,1.3,0.4,11.5,0.4,1.6,0.6,4.0,1.1,1.0,0.5,4.4,1.0,1.5,0.0,0.5446,0.505,0.6436,0.7228,0.6535,3.0695,0.6931,0.7525,0.4653,0.6832,0.0792,0.8416,2.8218,0.7327,0.5446,0.5446,0.5446,0.2079,0.3465,0.2673,0.2574,0.3069,1.386,0.1188,7.8219,0.4158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21214,1775,201,258,68,2042,0,74,20,20,14,0,23,659,101,57,69,15.8,1.7,1.0,0.3,7.6,0.0,0.3,0.1,0.1,0.1,0.0,0.1,2.4,0.4,0.2,0.3,County,State,Illinois,IL,17075,Iroquois County
17,Illinois,IL,17077,Jackson County,17077,"Jackson County, Illinois",583.569850122588,53176,0,27835,89,23133,436,18145,932,2065,353,7732,659,2614,364,3743,495,8523,83,9859,0,8637,525,1677,258,445,208,14363,261,4239,487,3181,295,403,128,2643,345,3455,42,36.4,1.9,8.1,1.3,33.4,2.8,8.2,1.1,7.1,0.9,16.0,0.2,18.5,0.0,16.4,1.0,7.3,1.1,0.9,0.4,27.0,0.5,15.2,1.7,11.4,1.1,1.8,0.5,11.4,1.5,6.5,0.1,0.9901,0.9703,1.0,0.4059,0.8812,4.2475,0.9901,0.1089,0.0792,0.5842,0.8812,0.7129,2.3664,0.4356,0.8515,0.8515,0.8515,0.9604,0.7822,0.7723,0.9604,0.8416,4.3169,1.0,11.7823,0.9901,1,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,2,5,54981,3267,394,7675,306,2490,0,1935,115,62,57,27,27,1826,350,348,254,14.1,1.6,14.4,0.6,4.7,0.0,3.6,0.2,0.1,0.1,0.1,0.1,3.4,0.7,0.7,0.5,County,State,Illinois,IL,17077,Jackson County
17,Illinois,IL,17079,Jasper County,17079,"Jasper County, Illinois",494.613504155342,9295,0,4225,37,3710,137,1538,354,238,94,621,133,434,158,520,163,1862,16,2091,35,1552,213,136,70,32,78,337,17,96,59,347,82,49,41,168,77,91,27,16.7,3.8,4.9,2.0,16.7,3.5,6.7,2.4,5.6,1.8,20.0,0.2,22.5,0.4,16.8,2.3,3.7,1.9,0.4,0.9,3.6,0.2,2.3,1.4,8.2,1.9,1.3,1.0,4.5,2.1,1.0,0.3,0.2079,0.505,0.2376,0.1881,0.5644,1.703,0.2376,0.505,0.7327,0.6139,0.0594,0.4554,2.3664,0.4356,0.0396,0.0396,0.0396,0.3366,0.6436,0.4554,0.2871,0.1089,1.8316,0.2574,5.9406,0.2277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6061,519,96,22,15,170,0,12,15,0,17,3,5,130,21,0,17,14.0,2.6,0.2,0.2,1.8,0.0,0.1,0.2,0.0,0.4,0.0,0.1,1.4,0.2,0.0,0.4,County,State,Illinois,IL,17079,Jasper County
17,Illinois,IL,17081,Jefferson County,17081,"Jefferson County, Illinois",571.234239872694,37043,0,16659,45,14778,247,8016,588,1128,212,3077,289,2429,232,2508,335,7255,50,8269,0,6717,450,1163,196,124,83,5808,199,927,180,2890,247,212,71,913,160,1657,44,22.8,1.7,6.5,1.2,20.8,1.9,9.4,0.9,7.1,0.9,19.6,0.1,22.3,0.0,18.9,1.3,7.9,1.3,0.4,0.2,15.7,0.5,5.6,1.1,17.3,1.5,1.4,0.4,6.2,1.1,4.5,0.1,0.604,0.7921,0.6436,0.5545,0.8812,3.4754,0.8515,0.4257,0.6634,0.8218,0.9307,0.4554,3.297,0.9406,0.6832,0.6832,0.6832,0.7624,0.901,0.5347,0.5446,0.7327,3.4754,0.9604,10.931,0.9604,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2,41693,2278,216,2406,255,1081,0,361,86,67,69,6,10,1812,334,75,43,15.4,1.5,6.5,0.7,2.9,0.0,1.0,0.2,0.2,0.2,0.0,0.1,4.9,0.9,0.2,0.1,County,State,Illinois,IL,17081,Jefferson County
17,Illinois,IL,17083,Jersey County,17083,"Jersey County, Illinois",369.555030061754,21462,0,9834,27,7735,312,3087,652,367,148,1345,270,1001,271,937,324,4276,78,4210,69,3136,398,403,157,42,95,1011,39,58,41,634,156,9,25,318,129,941,35,15.1,3.2,3.4,1.4,17.4,3.4,6.7,1.8,4.4,1.5,19.9,0.4,19.6,0.3,14.8,1.9,5.2,2.0,0.2,0.5,4.7,0.2,0.6,0.4,6.4,1.6,0.1,0.3,4.1,1.6,4.4,0.2,0.1386,0.1584,0.2871,0.1881,0.2079,0.9801,0.0495,0.495,0.1683,0.3861,0.3465,0.2277,1.6236,0.0891,0.1683,0.1683,0.1683,0.099,0.5248,0.0,0.1683,0.7228,1.5149,0.1584,4.2869,0.0396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15761,1160,233,151,80,319,0,127,87,0,23,38,58,356,112,20,22,15.0,3.0,0.7,0.4,1.5,0.0,0.6,0.4,0.0,0.2,0.2,0.3,1.7,0.5,0.1,0.1,County,State,Illinois,IL,17083,Jersey County
17,Illinois,IL,17085,Jo Daviess County,17085,"Jo Daviess County, Illinois",600.9234948612919,21942,0,13439,35,10074,248,3299,479,305,82,2182,285,1069,216,1030,222,6344,45,4059,0,3305,342,501,123,44,81,1444,95,444,189,304,111,82,44,725,199,213,17,15.2,2.2,2.7,0.8,21.7,2.8,6.5,1.3,4.7,1.0,28.9,0.2,18.5,0.0,15.2,1.6,5.0,1.2,0.2,0.4,6.6,0.4,3.3,1.4,2.3,0.8,0.8,0.3,7.2,2.0,1.0,0.1,0.1485,0.0495,0.7228,0.1386,0.3069,1.3663,0.1584,0.9901,0.0792,0.4752,0.2772,0.2277,2.0494,0.2574,0.3168,0.3168,0.3168,0.4851,0.1584,0.1782,0.6832,0.1089,1.6138,0.1683,5.3463,0.1188,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,19320,1552,211,175,57,725,0,111,18,30,26,16,13,365,101,22,18,15.4,2.1,0.8,0.3,3.3,0.0,0.5,0.1,0.1,0.1,0.1,0.1,1.7,0.5,0.1,0.1,County,State,Illinois,IL,17085,Jo Daviess County
