|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Customers.Residential|,|Photovoltaic.Customers.Commercial|,|Photovoltaic.Customers.Industrial|,|Photovoltaic.Customers.Transportation|,|Photovoltaic.Customers.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Customers.Residential|,|Photovoltaic.Storage Customers.Commercial|,|Photovoltaic.Storage Customers.Industrial|,|Photovoltaic.Storage Customers.Transportation|,|Photovoltaic.Storage Customers.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Customers.Residential|,|Wind.Customers.Commercial|,|Wind.Customers.Industrial|,|Wind.Customers.Transportation|,|Wind.Customers.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Customers.Residential|,|Other.Customers.Commercial|,|Other.Customers.Industrial|,|Other.Customers.Transportation|,|Other.Customers.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Customers.Residential|,|All Technologies.Customers.Commercial|,|All Technologies.Customers.Industrial|,|All Technologies.Customers.Transportation|,|All Technologies.Customers.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2018,ID,9191,Idaho Power Co,IPCO,DC,21.318,3.280,0.819,0.000,25.417,"3,013",164,14,0,"3,191",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.157,0.029,0.040,0.000,0.226,37,5,1,0,43,.,.,.,.,0.000,0.061,0.085,0.000,0.000,0.146,6,4,0,0,10,.,.,.,.,0.000,21.536,3.394,0.859,0.000,25.789,"3,056",173,15,0,"3,244",0.000,0.000,0.000,0.000,0.000
2018,ID,10454,Kootenai Electric Cooperative,AVA,DC,0.103,.,.,.,0.103,19,.,.,.,19,.,.,.,.,0.000,.,.,.,.,0,0.052,.,.,.,0.052,35,.,.,.,35,21.104,.,.,.,21.104,0.018,.,.,.,0.018,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.173,0.000,0.000,0.000,0.173,59,0,0,0,59,21.104,0.000,0.000,0.000,21.104
2018,ID,11273,Lower Valley Energy Inc,BPAT,AC,0.022,.,.,.,0.022,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.024,0.000,0.000,0.000,0.024,3,0,0,0,3,0.000,0.000,0.000,0.000,0.000
2018,ID,14354,PacifiCorp,PACE,DC,4.131,0.504,0.000,0.000,4.635,596,27,0,0,623,0.029,0.026,0.000,0.000,0.055,2,1,0,0,3,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.215,0.057,0.000,0.000,0.272,62,8,0,0,70,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,2,0,0,0,2,.,.,.,.,0.000,4.354,0.561,0.000,0.000,4.915,660,35,0,0,695,0.000,0.000,0.000,0.000,0.000
2018,ID,20169,Avista Corp,AVA,AC,0.323,0.232,.,.,0.555,54,15,.,.,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.013,0.002,.,.,0.015,4,1,.,.,5,.,.,.,.,0.000,0.009,0.065,.,.,0.074,2,1,.,.,3,.,.,.,.,0.000,0.345,0.299,0.000,0.000,0.644,60,17,0,0,77,0.000,0.000,0.000,0.000,0.000
2018,ID,99999,Adjustment 2018,AVA,,-0.018,.,.,.,-0.018,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.009,.,.,.,-0.009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.027,.,.,.,-0.027,.,.,.,.,.,.,.,.,.,.
2018,ID,99999,Adjustment 2018,IPCO,,-3.718,-0.572,-0.143,0.000,-4.433,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-3.718,-0.572,-0.143,0.000,-4.433,.,.,.,.,.,.,.,.,.,.
2018,ID,99999,Adjustment 2018,PACE,,-0.720,-0.088,0.000,0.000,-0.808,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.720,-0.088,0.000,0.000,-0.808,.,.,.,.,.,.,.,.,.,.
2018,IL,97,Adams Electric Coop,MISO,DC,0.067,.,.,.,0.067,9,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.013,.,.,.,0.013,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.080,0.000,0.000,0.000,0.080,12,0,0,0,12,0.000,0.000,0.000,0.000,0.000
2018,IL,3931,Coles-Moultrie Electric Coop,MISO,DC,0.098,0.321,.,.,0.419,12,2,.,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.108,0.321,0.000,0.000,0.429,13,2,0,0,15,0.000,0.000,0.000,0.000,0.000
2018,IL,4110,Commonwealth Edison Co,PJM,AC,10.878,16.946,.,.,27.824,"1,651",208,.,.,"1,859",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.284,2.328,.,.,2.612,41,11,.,.,52,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,11.162,19.274,0.000,0.000,30.436,"1,692",219,0,0,"1,911",0.000,0.000,0.000,0.000,0.000
2018,IL,4362,Corn Belt Energy Corporation,MISO,AC,1.220,.,.,.,1.220,61,.,.,.,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.035,.,.,.,0.035,4,.,.,.,4,.,.,.,.,0.000,.,.,2.600,.,2.600,.,.,1,.,1,.,.,.,.,0.000,1.255,0.000,2.600,0.000,3.855,65,0,1,0,66,0.000,0.000,0.000,0.000,0.000
2018,IL,5585,Eastern Illinois Elec Coop,MISO,AC,0.367,0.003,.,.,0.370,43,1,.,.,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,169.839,0.000,.,.,169.839,0.010,.,.,.,0.010,1,.,.,.,1,0.320,.,.,.,0.320,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.377,0.003,0.000,0.000,0.380,44,1,0,0,45,170.159,0.000,0.000,0.000,170.159
2018,IL,7096,City of Geneva- (IL),PJM,AC,0.040,0.022,.,.,0.062,8,1,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.040,0.022,0.000,0.000,0.062,8,1,0,0,9,0.000,0.000,0.000,0.000,0.000
2018,IL,8824,M J M Electric Cooperative Inc,MISO,AC,0.650,0.250,.,.,0.900,71,1,.,.,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.005,.,.,.,0.005,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.655,0.250,0.000,0.000,0.905,73,1,0,0,74,0.000,0.000,0.000,0.000,0.000
2018,IL,9750,"Jo-Carroll Energy, Inc",MISO,AC,0.842,0.140,.,.,0.982,110,3,.,.,113,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,441.000,15.000,.,.,456.000,0.016,.,.,.,0.016,7,.,.,.,7,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.858,0.140,0.000,0.000,0.998,117,3,0,0,120,441.000,15.000,0.000,0.000,456.000
2018,IL,12341,MidAmerican Energy Co,MISO,AC,0.156,0.737,.,.,0.893,24,11,.,.,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16.870,33.619,.,.,50.489,0.002,0.620,.,.,0.622,1,2,.,.,3,.,.,.,.,0.000,.,1.200,.,.,1.200,.,1,.,.,1,.,.,.,.,0.000,0.158,2.557,0.000,0.000,2.715,25,14,0,0,39,16.870,33.619,0.000,0.000,50.489
2018,IL,12395,Menard Electric Coop,MISO,DC,0.214,.,.,.,0.214,26,.,.,.,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89.244,.,.,.,89.244,0.018,.,.,.,0.018,3,.,.,.,3,3.948,.,.,.,3.948,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.232,0.000,0.000,0.000,0.232,29,0,0,0,29,93.192,0.000,0.000,0.000,93.192
2018,IL,12803,"Monroe County Elec Coop, Inc",MISO,AC,0.377,.,.,.,0.377,35,.,.,.,35,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,53.328,.,.,.,53.328,0.001,.,.,.,0.001,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.378,0.000,0.000,0.000,0.378,36,0,0,0,36,53.328,0.000,0.000,0.000,53.328
2018,IL,13032,Mt Carmel Public Utility Co,MISO,AC,0.015,0.010,.,.,0.025,3,1,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.713,1.800,.,.,8.513,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.010,0.000,0.000,0.025,3,1,0,0,4,6.713,1.800,0.000,0.000,8.513
2018,IL,13208,City of Naperville - (IL),PJM,AC,0.259,1.009,.,.,1.268,37,11,.,.,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.259,1.009,0.000,0.000,1.268,37,11,0,0,48,0.000,0.000,0.000,0.000,0.000
2018,IL,13292,Norris Electric Coop,MISO,DC,1.129,0.360,.,.,1.489,48,4,.,.,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.020,.,.,.,0.020,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.149,0.360,0.000,0.000,1.509,50,4,0,0,54,0.000,0.000,0.000,0.000,0.000
2018,IL,16179,Rochelle Municipal Utilities,PJM,AC,0.040,0.010,.,.,0.050,4,1,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.040,0.010,0.000,0.000,0.050,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000
2018,IL,16420,Rural Electric Conven Coop,MISO,AC,0.266,0.080,.,.,0.346,24,5,.,.,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.012,0.020,.,.,0.032,2,1,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.278,0.100,0.000,0.000,0.378,26,6,0,0,32,0.000,0.000,0.000,0.000,0.000
2018,IL,16740,Scenic Rivers Energy Coop,MISO,AC,0.019,.,.,.,0.019,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.009,.,.,.,0.009,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.019,0.000,0.000,0.000,0.019,1,0,0,0,1,0.009,0.000,0.000,0.000,0.009
2018,IL,17040,"Shelby Electric Coop, Inc",MISO,DC,0.279,.,.,.,0.279,23,.,.,.,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,207.000,.,.,.,207.000,0.013,.,.,.,0.013,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.292,0.000,0.000,0.000,0.292,25,0,0,0,25,207.000,0.000,0.000,0.000,207.000
2018,IL,17585,"Southeastern IL Elec Coop, Inc",MISO,AC,0.295,0.039,.,.,0.334,33,1,.,.,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.000,.,.,.,1.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.295,0.039,0.000,0.000,0.334,33,1,0,0,34,1.000,0.000,0.000,0.000,1.000
2018,IL,17631,Southern Illinois Elec Coop,MISO,DC,0.075,.,.,.,0.075,10,.,.,.,10,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.077,0.000,0.000,0.000,0.077,11,0,0,0,11,0.000,0.000,0.000,0.000,0.000
2018,IL,17828,City of Springfield - (IL),MISO,AC,0.432,2.381,.,.,2.813,55,56,.,.,111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.010,.,.,0.010,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.432,2.391,0.000,0.000,2.823,55,57,0,0,112,0.000,0.000,0.000,0.000,0.000
2018,IL,17860,City of St Charles - (IL),PJM,AC,0.016,0.106,.,.,0.122,2,1,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.000,7.300,.,.,10.300,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.106,0.000,0.000,0.122,2,1,0,0,3,3.000,7.300,0.000,0.000,10.300
2018,IL,18955,"Tri-County Electric Coop, Inc",MISO,AC,0.212,.,.,.,0.212,26,.,.,.,26,0.007,.,.,.,0.007,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.212,0.000,0.000,0.000,0.212,26,0,0,0,26,0.000,0.000,0.000,0.000,0.000
2018,IL,20222,Wayne-White Counties Elec Coop,MISO,AC,0.286,0.000,0.000,0.000,0.286,14,0,0,0,14,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,201.397,0.000,0.000,0.000,201.397,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.286,0.000,0.000,0.000,0.286,14,0,0,0,14,201.397,0.000,0.000,0.000,201.397
2018,IL,20824,Village of Winnetka - (IL),PJM,AC,0.031,.,.,.,0.031,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.644,.,.,.,12.644,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.031,0.000,0.000,0.000,0.031,4,0,0,0,4,12.644,0.000,0.000,0.000,12.644
2018,IL,56697,Ameren Illinois Company,MISO,AC,9.966,9.708,.,.,19.674,"1,114",306,.,.,"1,420",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.352,0.135,.,.,0.487,71,22,.,.,93,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,10.318,9.843,0.000,0.000,20.161,"1,185",328,0,0,"1,513",0.000,0.000,0.000,0.000,0.000
2018,IL,99999,Adjustment 2018,MISO,,-0.325,-0.119,.,.,-0.443,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.325,-0.119,.,.,-0.443,.,.,.,.,.,.,.,.,.,.
2018,IN,636,City of Anderson - (IN),PJM,AC,0.020,0.000,0.000,0.000,0.020,2,0,0,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12.037,0.000,0.000,0.000,12.037,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.020,0.000,0.000,0.000,0.020,2,0,0,0,2,12.037,0.000,0.000,0.000,12.037
2018,IN,1283,Bartholomew County Rural E M C,MISO,AC,0.074,.,.,.,0.074,11,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.076,0.000,0.000,0.000,0.076,13,0,0,0,13,0.000,0.000,0.000,0.000,0.000
2018,IN,4508,"Crawfordsville Elec, Lgt & Pwr",MISO,AC,0.016,.,.,.,0.016,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,0.000,0.000,0.000,0.016,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2018,IN,4848,Daviess Martin County R E M C,MISO,AC,0.013,.,.,.,0.013,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.286,.,.,.,0.286,0.052,.,.,.,0.052,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.065,0.000,0.000,0.000,0.065,5,0,0,0,5,0.286,0.000,0.000,0.000,0.286
2018,IN,4960,Decatur County Rural E M C,MISO,AC,0.299,.,.,.,0.299,23,.,.,.,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,153.600,.,.,.,153.600,0.012,.,.,.,0.012,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.311,0.000,0.000,0.000,0.311,24,0,0,0,24,153.600,0.000,0.000,0.000,153.600
2018,IN,5394,Dubois Rural Electric Coop Inc,MISO,AC,0.105,0.112,.,.,0.217,16,3,.,.,19,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,56.000,41.000,.,.,97.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.105,0.112,0.000,0.000,0.217,16,3,0,0,19,56.000,41.000,0.000,0.000,97.000
2018,IN,8179,Harrison County Rural E M C,MISO,AC,0.133,.,.,.,0.133,22,.,.,.,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60.591,.,.,.,60.591,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.133,0.000,0.000,0.000,0.133,22,0,0,0,22,60.591,0.000,0.000,0.000,60.591
2018,IN,8447,Hendricks County Rural E M C,MISO,AC,0.075,0.100,.,.,0.175,11,1,.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.078,0.100,0.000,0.000,0.178,12,1,0,0,13,0.000,0.000,0.000,0.000,0.000
2018,IN,8466,Henry County Rural E M C,MISO,AC,0.156,0.100,.,.,0.256,11,2,.,.,13,0.020,0.000,.,.,0.020,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0,61.622,47.299,.,.,108.921,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.156,0.100,0.000,0.000,0.256,11,2,0,0,13,61.622,47.299,0.000,0.000,108.921
2018,IN,9273,Indianapolis Power & Light Co,MISO,AC,1.078,2.645,.,.,3.723,173,21,.,.,194,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,496.000,377.600,.,.,873.600,.,0.050,.,.,0.050,.,1,.,.,1,.,2.200,.,.,2.200,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.078,2.695,0.000,0.000,3.773,173,22,0,0,195,496.000,379.800,0.000,0.000,875.800
2018,IN,9324,Indiana Michigan Power Co,PJM,AC,2.276,7.271,1.236,0.000,10.783,253,73,4,0,330,0.069,0.000,0.000,0.000,0.069,11,0,0,0,11,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"1,302.331","2,758.785",786.688,0.000,"4,847.804",0.129,0.034,0.000,0.000,0.163,33,7,0,0,40,59.258,1.918,0.000,0.000,61.176,0.000,0.240,0.000,0.000,0.240,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000,2.405,7.545,1.236,0.000,11.186,286,81,4,0,371,"1,361.589","2,760.703",786.688,0.000,"4,908.980"
2018,IN,9576,Jackson County Rural E M C - (IN),MISO,AC,0.139,.,.,.,0.139,27,.,.,.,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54.000,.,.,.,54.000,0.006,.,.,.,0.006,3,.,.,.,3,0.028,.,.,.,0.028,0.002,.,.,.,0.002,2,.,.,.,2,0.000,.,.,.,0.000,0.147,0.000,0.000,0.000,0.147,32,0,0,0,32,54.028,0.000,0.000,0.000,54.028
2018,IN,9667,City of Jasper - (IN),MISO,AC,0.013,0.010,.,.,0.023,3,1,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.013,0.010,0.000,0.000,0.023,3,1,0,0,4,0.000,0.000,0.000,0.000,0.000
2018,IN,9778,Johnson County Rural E M C,MISO,AC,0.099,0.210,.,.,0.309,16,2,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57.590,.,.,.,57.590,0.022,.,.,.,0.022,3,.,.,.,3,0.282,.,.,.,0.282,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.121,0.210,0.000,0.000,0.331,19,2,0,0,21,57.872,0.000,0.000,0.000,57.872
2018,IN,10448,Kosciusko County Rural E M C,MISO,AC,0.150,.,.,.,0.150,16,.,.,.,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96.000,.,.,.,96.000,0.007,.,0.903,.,0.910,3,.,2,.,5,0.800,.,0.000,.,0.800,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.157,0.000,0.903,0.000,1.060,19,0,2,0,21,96.800,0.000,0.000,0.000,96.800
2018,IN,10562,Lagrange County Rural E M C,MISO,AC,0.005,0.018,.,.,0.023,4,2,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26.781,2.338,.,.,29.119,0.002,.,.,.,0.002,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.007,0.018,0.000,0.000,0.025,5,2,0,0,7,26.781,2.338,0.000,0.000,29.119
2018,IN,11767,Marshall County Rural E M C,MISO,AC,0.140,0.010,.,.,0.150,14,1,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.020,.,.,.,0.020,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.160,0.010,0.000,0.000,0.170,16,1,0,0,17,0.000,0.000,0.000,0.000,0.000
2018,IN,12406,Miami-Cass County Rural E M C,MISO,AC,0.027,.,.,.,0.027,5,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.029,0.000,0.000,0.000,0.029,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000
