Utility Characteristics,,,,,Number and Capacity (MW),,,,Photovoltaic,,,,,,,Storage,,,,,,Wind,,,,,,Hydroelectric,,,,,,Fuel Cells,,,,,,Internal Combustion,,,,,,Combustion Turbine,,,,,,Steam,,,,,,Other,,,,,,Total,,,,,
Year,State,Utility Number,Utility Name,BA_CODE,Number of Generators,Total Capacity,Capacity Back-up Only,Capacity Utility Owned,Type,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total
2020,OR,6022,City of Eugene - (OR),BPAT,42,2.841,0.000,0.000,AC,0.013,2.028,.,.,.,2.041,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.800,.,.,.,0.800,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.013,2.828,0.000,0.000,0.000,2.841
2020,WI,6043,City of Evansville,MISO,1,0.100,.,0.100,DC,.,.,.,.,.,0.000,.,.,.,.,.,.,.,0.100,.,.,.,0.100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.100,0.000,0.000,0.000,0.100
2020,IA,6112,"Farmers Electric Coop, Inc - (IA)",MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,WA,6149,City of Ellensburg - (WA),BPAT,25,5.304,5.000,0.304,AC,.,.,.,.,0.304,0.304,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,5.000,.,.,.,5.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,5.000,0.000,0.000,0.304,5.304
2020,IA,6168,Farmers Electric Coop - (IA),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,NV,6172,City of Fallon - (NV),NEVP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,TX,6182,"Farmers Electric Coop, Inc - (TX)",ERCO,4,2.838,.,2.838,AC,.,.,.,.,2.838,2.838,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,2.838,2.838
2020,MO,6205,City of Farmington - (MO),MISO,104,8.966,8.966,0.190,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,1.169,5.797,2.000,.,.,8.966,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,1.169,5.797,2.000,0.000,0.000,8.966
2020,TN,6234,City of Fayetteville,TVA,46,5.670,0.000,0.000,AC,1.820,3.850,0.000,0.000,0.000,5.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.820,3.850,0.000,0.000,0.000,5.670
2020,NC,6235,Fayetteville Public Works Commission,CPLE,20,1.471,.,0.880,,0.091,0.880,.,.,.,0.971,.,0.500,.,.,.,0.500,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.091,1.380,0.000,0.000,0.000,1.471
2020,AR,6342,First Electric Coop Corp,MISO,0,0.000,0.000,0.000,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2020,MA,6374,Fitchburg Gas & Elec Light Co,ISNE,47,1.508,.,.,AC,0.425,0.712,.,.,.,1.137,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.371,.,.,.,0.371,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.425,1.083,0.000,0.000,0.000,1.508
2020,SD,6390,City of Flandreau,MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,MT,6395,Flathead Electric Coop Inc,BPAT,2,0.225,0.000,0.000,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.225,.,.,.,0.225,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.225,0.000,0.000,0.000,0.225
2020,AL,6422,City of Florence - (AL),TVA,9,0.160,0.000,0.000,AC,0.050,0.110,0.000,0.000,0.000,0.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.110,0.000,0.000,0.000,0.160
2020,KS,6431,"Flint Hills Rural E C A, Inc",SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,FL,6452,Florida Power & Light Co,FPL,514,207.081,203.500,6.050,AC,.,1.166,.,.,2.206,3.372,.,0.104,.,.,0.075,0.179,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,202.530,1.000,.,.,203.530,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,203.800,1.000,0.000,2.281,207.081
2020,FL,6455,"Duke Energy Florida, LLC",FPC,155,75.719,75.712,0.007,AC,.,0.323,.,.,0.007,0.330,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,75.389,.,.,.,75.389,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,75.712,0.000,0.000,0.007,75.719
2020,CO,6604,City of Fort Collins - (CO),PSCO,15,4.660,0.000,0.000,DC,.,.,.,.,4.660,4.660,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,4.660,4.660
2020,TN,6608,Fort Loudoun Electric Coop,TVA,49,1.580,0.000,0.000,AC,0.350,0.230,0.000,0.000,0.000,0.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.350,1.230,0.000,0.000,0.000,1.580
2020,AL,6612,Fort Payne Improvement Authority,TVA,4,0.160,0.000,0.000,AC,0.010,0.150,0.000,0.000,0.000,0.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.150,0.000,0.000,0.000,0.160
2020,MS,6641,4-County Electric Power Assn,TVA,21,1.290,0.000,0.000,AC,0.200,0.090,0.000,0.000,0.000,0.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.200,1.090,0.000,0.000,0.000,1.290
2020,SC,6709,Easley Combined Utility System,DUK,14,12.775,1.875,12.775,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,1.875,.,.,10.900,12.775,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,1.875,0.000,0.000,10.900,12.775
2020,AL,6717,Franklin Electric Coop - (AL),TVA,0,0.000,0.000,0.000,AC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2020,KY,6718,City of Franklin - (KY),TVA,0,0.000,0.000,0.000,AC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2020,IA,6722,Franklin Rural Electric Coop - (IA),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,NE,6779,City of Fremont - (NE),SWPP,.,.,.,.,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2020,NC,6784,French Broad Elec Member Corp,CPLE,18,0.597,.,.,DC,0.051,0.546,.,.,.,0.597,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.051,0.546,0.000,0.000,0.000,0.597
2020,KY,6840,City of Fulton - (KY),TVA,3,0.030,0.000,0.000,AC,0.020,0.010,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.010,0.000,0.000,0.000,0.030
2020,IN,6848,Fulton County Rural E M C,MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,SC,6894,City of Gaffney - (SC),DUK,6,5.900,3.000,2.400,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,5.900,5.900,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,5.900,5.900
2020,FL,6909,Gainesville Regional Utilities,GVL,13,4.100,4.100,2.800,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,4.100,.,.,.,4.100,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,4.100,0.000,0.000,0.000,4.100
2020,TN,6923,City of Gallatin - (TN),TVA,7,0.160,0.000,0.000,AC,0.010,0.150,0.000,0.000,0.000,0.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.150,0.000,0.000,0.000,0.160
2020,KS,6965,City of Garnett - (KS),SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,OH,7004,"Buckeye Power, Inc",PJM,25,3.550,.,.,DC,.,.,.,.,2.100,2.100,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,1.450,.,.,1.450,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,1.450,0.000,2.100,3.550
2020,NC,7027,City of Gastonia - (NC),DUK,20,2.328,2.300,0.900,,.,0.628,.,.,.,0.628,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,1.700,.,.,.,1.700,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,2.328,0.000,0.000,0.000,2.328
2020,GA,7090,GreyStone Power Corporation,SOCO,129,34.779,34.779,0.000,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,5.999,28.780,.,.,34.779,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,5.999,28.780,0.000,0.000,34.779
2020,GA,7140,Georgia Power Co,SOCO,"2,420",261.777,72.700,0.000,AC,8.768,16.877,143.130,.,.,168.775,.,1.025,.,.,.,1.025,.,.,.,.,.,0.000,.,2.730,0.750,.,0.500,3.980,.,.,.,.,.,0.000,.,82.790,5.207,.,.,87.997,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,8.768,103.422,149.087,0.000,0.500,261.777
2020,KY,7174,Gibson Electric Members Corp,TVA,3,0.091,0.000,0.000,,0.041,0.050,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.041,0.050,0.000,0.000,0.000,0.091
2020,TN,7174,Gibson Electric Members Corp,TVA,65,1.160,0.000,0.000,AC,0.640,0.520,0.000,0.000,0.000,1.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.640,0.520,0.000,0.000,0.000,1.160
2020,FL,7264,"Glades Electric Coop, Inc",SEC,110,30.000,30.000,19.750,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,20.000,5.000,5.000,.,.,30.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,20.000,5.000,5.000,0.000,0.000,30.000
2020,KY,7270,City of Glasgow - (KY),TVA,16,0.610,0.000,0.000,AC,0.010,0.600,0.000,0.000,0.000,0.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.600,0.000,0.000,0.000,0.610
2020,CA,7294,City of Glendale - (CA),LDWP,6,1.689,.,0.400,AC,0.400,.,.,.,.,0.400,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.300,.,.,.,.,0.300,0.989,.,.,.,.,0.989,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,1.689,0.000,0.000,0.000,0.000,1.689
2020,AK,7353,Golden Valley Elec Assn Inc,NA,3,0.135,.,.,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.040,.,.,.,0.040,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.095,.,.,.,0.095,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.135,0.000,0.000,0.000,0.135
2020,KS,7374,City of Goodland - (KS),SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,NE,7411,City of Gothenburg - (NE),SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,MI,7483,City of Grand Haven - (MI),MISO,.,.,.,.,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2020,CO,7563,Grand Valley Power,PSCO,1,0.144,.,.,DC,.,.,.,.,0.144,0.144,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.144,0.144
2020,FL,7593,City of Green Cove Springs,FMPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,VT,7601,Green Mountain Power Corp,ISNE,"2,531",27.847,15.229,6.317,AC,.,.,.,.,1.200,1.200,.,.,.,.,15.229,15.229,.,.,.,.,0.000,0.000,.,.,.,.,6.298,6.298,.,.,.,.,0.000,0.000,.,.,.,.,4.160,4.160,.,.,.,.,0.000,0.000,.,.,.,.,0.000,0.000,.,.,.,.,0.960,0.960,0.000,0.000,0.000,0.000,27.847,27.847
2020,TN,7625,City of Greeneville - (TN),TVA,33,0.500,0.000,0.000,AC,0.120,0.380,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.380,0.000,0.000,0.000,0.500
2020,MO,7720,"Grundy Electric Coop, Inc",AECI,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,FL,7801,Gulf Power Co,SOCO,434,0.873,.,.,AC,.,0.873,.,.,.,0.873,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.873,0.000,0.000,0.000,0.873
2020,AL,7827,Guntersville Electric Board,TVA,3,0.150,0.000,0.000,AC,0.000,0.150,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.150
2020,IA,7864,Grundy County Rural Elec Coop,MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,OH,7977,City of Hamilton - (OH),PJM,9,0.060,.,0.000,,0.060,.,.,.,.,0.060,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.060,0.000,0.000,0.000,0.000,0.060
2020,NC,7978,Halifax Electric Member Corp,CPLE,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,TN,8147,City of Harriman - (TN),TVA,10,0.110,0.000,0.000,AC,0.080,0.020,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.030,0.000,0.000,0.000,0.110
2020,IN,8179,Harrison County Rural E M C,MISO,7,6.200,6.200,1.000,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,6.200,.,.,.,6.200,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,6.200,0.000,0.000,0.000,6.200
2020,AL,8226,City of Hartselle,TVA,0,0.000,0.000,0.000,AC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2020,HI,8287,Hawaii Electric Light Co Inc,NA,"1,708",32.419,.,0.059,AC,5.968,16.153,.,.,.,22.121,6.598,1.186,.,.,.,7.784,.,0.662,.,.,.,0.662,.,0.237,.,.,.,0.237,.,.,.,.,.,0.000,.,1.615,.,.,.,1.615,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,12.566,19.853,0.000,0.000,0.000,32.419
2020,IA,8288,City of Hawarden - (IA),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,IA,8319,Heartland Power Coop,MISO,25,10.550,2.300,0.185,DC,0.121,0.345,.,.,.,0.466,.,.,.,.,.,0.000,0.034,2.050,.,.,.,2.084,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,8.000,.,.,.,8.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.155,10.395,0.000,0.000,0.000,10.550
2020,NC,8333,Haywood Electric Member Corp,DUK,3,0.615,0.615,0.615,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,0.615,0.615,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.615,0.615
2020,KY,8449,Henderson City Utility Comm,MISO,.,.,.,.,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000
