|Utility Characteristics.Year|,|Utility Characteristics.State|,|Utility Characteristics.Utility Number|,|Utility Characteristics.Utility Name|,|Utility Characteristics.BA_CODE|,|Number and Capacity (MW).Number of Generators|,|Number and Capacity (MW).Total Capacity|,|Number and Capacity (MW).Capacity Back-up Only|,|Number and Capacity (MW).Capacity Utility Owned|,|Photovoltaic.Type|,|Photovoltaic.Residential|,|Photovoltaic.Commercial|,|Photovoltaic.Industrial|,|Photovoltaic.Transportation|,|Photovoltaic.Direct Connected|,|Photovoltaic.Total|,|Storage.Residential|,|Storage.Commercial|,|Storage.Industrial|,|Storage.Transportation|,|Storage.Direct Connected|,|Storage.Total|,|Wind.Residential|,|Wind.Commercial|,|Wind.Industrial|,|Wind.Transportation|,|Wind.Direct Connected|,|Wind.Total|,|Hydroelectric.Residential|,|Hydroelectric.Commercial|,|Hydroelectric.Industrial|,|Hydroelectric.Transportation|,|Hydroelectric.Direct Connected|,|Hydroelectric.Total|,|Fuel Cells.Residential|,|Fuel Cells.Commercial|,|Fuel Cells.Industrial|,|Fuel Cells.Transportation|,|Fuel Cells.Direct Connected|,|Fuel Cells.Total|,|Internal Combustion.Residential|,|Internal Combustion.Commercial|,|Internal Combustion.Industrial|,|Internal Combustion.Transportation|,|Internal Combustion.Direct Connected|,|Internal Combustion.Total|,|Combustion Turbine.Residential|,|Combustion Turbine.Commercial|,|Combustion Turbine.Industrial|,|Combustion Turbine.Transportation|,|Combustion Turbine.Direct Connected|,|Combustion Turbine.Total|,|Steam.Residential|,|Steam.Commercial|,|Steam.Industrial|,|Steam.Transportation|,|Steam.Direct Connected|,|Steam.Total|,|Other.Residential|,|Other.Commercial|,|Other.Industrial|,|Other.Transportation|,|Other.Direct Connected|,|Other.Total|,|Total.Residential|,|Total.Commercial|,|Total.Industrial|,|Total.Transportation|,|Total.Direct Connected|,|.Total|
2021,TX,2409,Brownsville Public Utilities Board,ERCO,441,4.214,0.000,0.000,AC,4.214,.,.,.,.,4.214,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,4.214,0.000,0.000,0.000,0.000,4.214
2021,TN,2411,City of Brownsville,TVA,2,0.292,0.000,0.000,AC,0.100,0.190,0.000,0.000,0.000,0.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.192,0.000,0.000,0.000,0.292
2021,CA,2507,City of Burbank Water and Power,LDWP,6,1.060,0.000,1.060,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,0.260,.,.,0.260,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,0.800,.,.,0.800,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,1.060,0.000,0.000,1.060
2021,VT,2548,City of Burlington Electric - (VT),ISNE,10,1.044,0.000,0.606,AC,0.000,1.044,0.000,0.000,0.000,1.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.044,0.000,0.000,0.000,1.044
2021,KS,2641,"Butler Rural El Coop Assn, Inc - (KS)",SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,IA,2652,Butler County Rural Elec Coop - (IA),SWPP,41,0.986,.,0.297,AC,0.435,0.151,.,.,0.297,0.883,.,.,.,.,.,0.000,0.103,.,.,.,.,0.103,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.538,0.151,0.000,0.000,0.297,0.986
2021,MS,2849,Central Electric Power Assn - (MS),TVA,11,0.620,0.000,0.000,AC,0.110,0.510,0.000,0.000,0.000,0.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.510,0.000,0.000,0.000,0.620
2021,SC,2890,City of Camden,CPLE,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,TN,2960,"Caney Fork Electric Coop, Inc",TVA,73,2.682,0.000,0.000,AC,0.412,2.240,0.000,0.000,0.000,2.652,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.020,0.000,0.010,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.432,2.250,0.000,0.000,0.000,2.682
2021,ND,2985,"Capital Electric Coop, Inc",SWPP,3,2.400,2.400,0.700,,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,2.400,.,.,.,2.400,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,2.400,0.000,0.000,0.000,2.400
2021,NC,3046,Duke Energy Progress - (NC),CPLE,170,30.090,.,.,AC,0.247,15.011,.,.,.,15.258,.,.,.,.,.,0.000,.,0.006,.,.,.,0.006,.,6.337,.,.,.,6.337,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,6.364,.,.,.,6.364,.,.,.,.,.,0.000,.,2.125,.,.,.,2.125,0.247,29.843,0.000,0.000,0.000,30.090
2021,SC,3046,Duke Energy Progress - (NC),CPLE,5,1.464,.,.,AC,.,1.064,.,.,.,1.064,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.400,.,.,.,0.400,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,1.464,0.000,0.000,0.000,1.464
2021,TN,3075,Carroll County - (TN),TVA,13,0.260,0.000,0.000,AC,0.110,0.150,0.000,0.000,0.000,0.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.150,0.000,0.000,0.000,0.260
2021,GA,3108,City of Cartersville - (GA),SOCO,2,1.400,.,.,AC,.,.,1.400,.,.,1.400,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,1.400,0.000,0.000,1.400
2021,WI,3156,Village of Cashton - (WI),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,AL,3222,Central Alabama Electric Coop,SOCO,15,0.918,.,.,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.918,.,.,.,.,0.918,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.918,0.000,0.000,0.000,0.000,0.918
2021,OK,3226,"Central Rural Electric Cooperative, Inc",AECI,3,1.679,0.925,1.679,AC,.,.,.,.,0.504,0.504,.,.,.,.,0.250,0.250,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,0.925,0.925,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,1.679,1.679
2021,NE,3235,City of Central City,SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,NY,3249,Central Hudson Gas & Elec Corp,NYIS,16,2.694,0.020,0.000,AC,0.040,0.474,.,.,.,0.514,0.020,0.210,.,.,.,0.230,.,.,.,.,.,0.000,.,1.140,.,.,.,1.140,.,.,.,.,.,0.000,.,0.810,.,.,.,0.810,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.060,2.634,0.000,0.000,0.000,2.694
2021,TX,3278,AEP Texas Central Company,ERCO,"9,541",113.610,0.000,0.022,,87.363,9.845,0.031,.,.,97.239,0.016,0.000,0.000,.,.,0.016,0.047,0.191,.,.,.,0.238,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,16.000,.,.,.,16.000,.,.,.,.,.,0.000,0.035,0.082,.,.,.,0.117,87.461,26.118,0.031,0.000,0.000,113.610
2021,IA,3314,"Chariton Valley Elec Coop, Inc",AECI,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,PA,3329,Borough of Chambersburg,PJM,3,1.350,1.350,0.350,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,1.000,0.350,.,.,1.350,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,1.000,0.350,0.000,0.000,1.350
2021,KS,3366,City of Chapman - (KS),SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,MN,3400,City of Chaska - (MN),MISO,1,0.158,.,.,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,0.158,0.158,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.158,0.158
2021,GA,3408,City of Chattanooga - (TN),TVA,3,0.020,0.000,0.000,AC,0.020,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.020
2021,TN,3408,City of Chattanooga - (TN),TVA,295,5.431,0.000,0.000,AC,1.860,3.571,0.000,0.000,0.000,5.431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.860,3.571,0.000,0.000,0.000,5.431
2021,WA,3413,PUD No 1 of Chelan County,CHPD,34,0.157,.,.,DC,.,.,.,.,0.137,0.137,.,.,.,.,.,0.000,.,.,.,.,0.020,0.020,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.157,0.157
2021,MI,3436,Cherryland Electric Coop Inc,MISO,10,0.328,.,.,AC,0.228,0.100,.,.,.,0.328,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.228,0.100,0.000,0.000,0.000,0.328
2021,AK,3465,Chitina Electric Inc,NA,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,FL,3502,"Choctawhatche Elec Coop, Inc",SOCO,9,2.050,.,0.750,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,2.050,.,.,.,2.050,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,2.050,0.000,0.000,0.000,2.050
2021,AK,3522,Chugach Electric Assn Inc,CEA,16,1.424,0.070,.,AC,.,0.119,.,.,.,0.119,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.045,.,.,.,0.045,.,.,.,.,.,0.000,.,0.175,.,.,.,0.175,.,1.085,.,.,.,1.085,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,1.424,0.000,0.000,0.000,1.424
2021,OH,3542,Duke Energy Ohio Inc,PJM,6,0.041,0.000,0.004,AC,0.037,0.004,.,.,.,0.041,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.037,0.004,0.000,0.000,0.000,0.041
2021,WA,3660,PUD No 1 of Clark County - (WA),BPAT,339,107.642,107.642,1.208,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,51.420,56.222,.,.,107.642,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,51.420,56.222,0.000,0.000,107.642
2021,TN,3704,City of Clarksville - (TN),TVA,22,0.289,0.000,0.000,AC,0.104,0.183,0.000,0.000,0.000,0.287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.104,0.185,0.000,0.000,0.000,0.289
2021,TN,3758,City of Cleveland - (TN),TVA,23,0.616,0.000,0.000,AC,0.105,0.511,0.000,0.000,0.000,0.616,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.105,0.511,0.000,0.000,0.000,0.616
2021,SC,3804,Clinton Combined Utility Sys,DUK,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,TN,3812,City of Clinton - (TN),TVA,15,0.131,0.000,0.000,AC,0.113,0.018,0.000,0.000,0.000,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.113,0.018,0.000,0.000,0.000,0.131
2021,MS,3841,Coast Electric Power Assn,SOCO,7,0.126,.,.,AC,0.026,0.100,.,.,.,0.126,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.026,0.100,0.000,0.000,0.000,0.126
2021,TN,3855,Columbia Power System,TVA,12,0.780,0.000,0.000,AC,0.200,0.580,0.000,0.000,0.000,0.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.580,0.000,0.000,0.000,0.780
2021,GA,3939,City of College Park - (GA),SOCO,14,0.211,.,.,,0.098,0.113,.,.,.,0.211,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.098,0.113,0.000,0.000,0.000,0.211
2021,CO,3989,City of Colorado Springs - (CO),PSCO,1,0.205,0.000,0.000,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.075,.,.,.,0.075,.,.,.,.,.,0.000,.,0.130,.,.,.,0.130,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.205,0.000,0.000,0.000,0.205
2021,CA,4003,City of Colton - (CA),CISO,6,4.521,.,.,AC,.,.,.,.,4.521,4.521,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,4.521,4.521
2021,MO,4045,City of Columbia - (MO),MISO,2,0.263,.,0.263,DC,.,.,.,.,0.263,0.263,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.263,0.263
2021,MO,4063,Co-Mo Electric Coop Inc,AECI,4,0.980,0.980,0.980,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.980,.,.,.,0.980,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.980,0.000,0.000,0.000,0.980
2021,IL,4110,Commonwealth Edison Co,PJM,"5,000",227.937,.,.,AC,28.410,193.409,.,.,.,221.819,0.344,3.573,.,.,.,3.917,0.017,0.259,.,.,.,0.276,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,1.925,.,.,.,1.925,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,28.771,199.166,0.000,0.000,0.000,227.937
2021,TX,4146,Concho Valley Elec Coop Inc,ERCO,39,0.482,0.000,0.000,DC,0.482,.,.,.,.,0.482,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.482,0.000,0.000,0.000,0.000,0.482
2021,CT,4176,Connecticut Light & Power Co,ISNE,821,32.811,6.455,0.000,AC,.,1.266,0.140,.,3.186,4.592,7.324,0.940,0.280,.,.,8.544,.,.,.,.,.,0.000,.,.,.,.,3.764,3.764,.,.,.,.,.,0.000,0.150,11.396,1.420,.,.,12.966,.,1.665,0.065,.,.,1.730,.,0.015,.,.,0.150,0.165,.,.,0.200,.,0.850,1.050,7.474,15.282,2.105,0.000,7.950,32.811
2021,NY,4226,Consolidated Edison Co-NY Inc,NYIS,353,56.178,0.000,0.000,AC,.,0.000,.,.,.,0.000,.,3.495,.,.,.,3.495,.,0.000,.,.,.,0.000,.,0.000,.,.,.,0.000,.,0.000,.,.,.,0.000,.,38.806,.,.,.,38.806,.,13.602,.,.,.,13.602,.,0.275,.,.,.,0.275,.,0.000,.,.,.,0.000,0.000,56.178,0.000,0.000,0.000,56.178
2021,WI,4247,Consolidated Water Power Co,MISO,39,35.687,0.000,35.687,,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,35.687,35.687,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,35.687,35.687
2021,MI,4254,Consumers Energy Co,MISO,483,29.055,2.600,2.760,DC,2.945,9.241,1.486,.,1.826,15.498,.,0.600,0.250,.,1.000,1.850,0.076,0.082,.,.,.,0.158,.,0.050,.,.,4.109,4.159,.,0.250,.,.,.,0.250,.,0.950,2.530,.,3.615,7.095,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.045,.,.,.,0.045,3.021,11.218,4.266,0.000,10.550,29.055
2021,AR,4280,Conway Corporation,MISO,7,2.687,2.687,2.687,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,2.687,.,.,.,2.687,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,2.687,0.000,0.000,0.000,2.687
2021,TN,4294,City of Cookeville - (TN),TVA,11,0.170,0.000,0.000,AC,0.090,0.080,0.000,0.000,0.000,0.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.090,0.080,0.000,0.000,0.000,0.170
2021,NE,4373,Cornhusker Public Power Dist,SWPP,16,0.904,0.000,0.000,AC,0.316,0.588,.,.,.,0.904,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.316,0.588,0.000,0.000,0.000,0.904
2021,AL,4617,Cullman Power Board,TVA,3,0.030,0.000,0.000,AC,0.020,0.010,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.010,0.000,0.000,0.000,0.030
2021,AL,4618,"Cullman Electric Coop, Inc",TVA,43,1.427,0.000,0.000,AC,0.245,1.182,0.000,0.000,0.000,1.427,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.245,1.182,0.000,0.000,0.000,1.427
2021,TN,4624,Cumberland Elec Member Corp,TVA,86,2.351,0.000,0.000,AC,0.674,0.678,0.000,0.000,0.000,1.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.999,0.674,1.677,0.000,0.000,0.000,2.351
2021,NE,4632,Cuming County Public Pwr Dist,SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,NE,4671,Custer Public Power District,SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,OH,4683,City of Cuyahoga Falls - (OH),PJM,2,0.026,0.000,0.000,DC,.,0.015,.,.,.,0.015,.,.,.,.,.,0.000,.,0.011,.,.,.,0.011,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.026,0.000,0.000,0.000,0.026
2021,SD,4720,Dakota Energy Coop Inc,WACM,3,0.150,.,.,,0.050,.,.,.,.,0.050,.,.,.,.,.,0.000,0.100,.,.,.,.,0.100,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.150,0.000,0.000,0.000,0.000,0.150
2021,NC,4739,Town of Dallas - (NC),DUK,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
