CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE
729,VERMILION CO.,CATLIN,06/08/2015,2230,Thunderstorm Wind,52.00 kts.,nan
731,PUTNAM CO.,MC NABB,06/10/2015,1615,Thunderstorm Wind,51.00 kts.,nan
732,PUTNAM CO.,MC NABB,06/10/2015,1615,Hail,1.75 in.,nan
733,PUTNAM CO.,HENNEPIN,06/10/2015,1630,Hail,1.00 in.,nan
734,PUTNAM CO.,HENNEPIN,06/10/2015,1630,Hail,1.00 in.,nan
735,PUTNAM CO.,HENNEPIN,06/10/2015,1632,Hail,1.00 in.,nan
736,PUTNAM CO.,HENNEPIN,06/10/2015,1635,Hail,1.00 in.,nan
737,PUTNAM CO.,FLORID,06/10/2015,1645,Hail,1.25 in.,nan
738,PUTNAM CO.,MC NABB,06/10/2015,1707,Hail,0.88 in.,nan
739,PUTNAM CO.,MC NABB,06/10/2015,1713,Hail,1.00 in.,nan
740,PUTNAM CO.,MC NABB,06/10/2015,1715,Hail,1.75 in.,nan
741,PUTNAM CO.,MC NABB,06/10/2015,1715,Thunderstorm Wind,51.00 kts.,nan
742,WILL CO.,ROMEOVILLE,06/10/2015,1718,Hail,1.25 in.,nan
743,WILL CO.,SOUTH LOCKPORT,06/10/2015,1723,Hail,0.75 in.,nan
744,MARSHALL CO.,LACON,06/10/2015,1730,Hail,1.75 in.,nan
745,KNOX CO.,GILSON,06/10/2015,1730,Hail,0.88 in.,nan
746,WILL CO.,LIDICE,06/10/2015,1735,Hail,1.25 in.,nan
747,WILL CO.,PLAINFIELD,06/10/2015,1745,Hail,1.00 in.,nan
748,WILL CO.,LOCKPORT,06/10/2015,1745,Hail,2.00 in.,nan
749,WILL CO.,LOCKPORT LEWIS ARPT,06/10/2015,1747,Hail,1.50 in.,nan
751,MARSHALL CO.,LACON MARSHALL CO AR,06/10/2015,1802,Hail,1.50 in.,nan
752,MARSHALL CO.,SPARLAND,06/10/2015,1805,Hail,1.00 in.,nan
754,MARSHALL CO.,LACON,06/10/2015,1806,Thunderstorm Wind,52.00 kts.,nan
755,GRUNDY CO.,MINOOKA,06/10/2015,1816,Hail,1.75 in.,nan
756,KENDALL CO.,MINOOKA,06/10/2015,1820,Hail,4.75 in.,nan
757,GRUNDY CO.,MINOOKA,06/10/2015,1823,Hail,2.75 in.,nan
758,WILL CO.,SHOREWOOD,06/10/2015,1826,Hail,1.00 in.,nan
759,WILL CO.,CHANNAHON,06/10/2015,1833,Hail,1.75 in.,nan
760,MARSHALL CO.,SPARLAND,06/10/2015,1840,Thunderstorm Wind,52.00 kts.,nan
762,KNOX CO.,WILLIAMSFIELD,06/10/2015,1908,Hail,0.75 in.,nan
763,WOODFORD CO.,CAZENOVIA,06/10/2015,1908,Hail,0.75 in.,nan
764,PEORIA CO.,MONICA,06/10/2015,1928,Hail,1.00 in.,nan
767,KNOX CO.,GALESBURG,06/10/2015,1945,Hail,0.88 in.,nan
768,WOODFORD CO.,GERMANTOWN HILLS,06/10/2015,2000,Thunderstorm Wind,52.00 kts.,nan
770,KNOX CO.,ABINGDON,06/10/2015,2040,Hail,1.75 in.,nan
771,KNOX CO.,KNOXVILLE,06/10/2015,2040,Hail,1.00 in.,nan
772,KNOX CO.,ABINGDON,06/10/2015,2040,Thunderstorm Wind,52.00 kts.,nan
773,TAZEWELL CO.,MARQUETTE HGTS,06/10/2015,2045,Thunderstorm Wind,52.00 kts.,nan
774,TAZEWELL CO.,CREVE COEUR,06/10/2015,2045,Thunderstorm Wind,52.00 kts.,nan
775,TAZEWELL CO.,MARQUETTE HGTS,06/10/2015,2045,Thunderstorm Wind,52.00 kts.,nan
776,TAZEWELL CO.,EAST PEORIA,06/10/2015,2045,Thunderstorm Wind,52.00 kts.,nan
777,TAZEWELL CO.,PEKIN,06/10/2015,2050,Thunderstorm Wind,52.00 kts.,nan
778,TAZEWELL CO.,WASHINGTON,06/10/2015,2100,Thunderstorm Wind,52.00 kts.,nan
779,TAZEWELL CO.,TREMONT,06/10/2015,2100,Thunderstorm Wind,52.00 kts.,nan
780,HENDERSON CO.,HOPPER,06/10/2015,2105,Thunderstorm Wind,70.00 kts.,nan
781,HENDERSON CO.,STRONGHURST,06/10/2015,2108,Thunderstorm Wind,50.00 kts.,nan
782,WARREN CO.,ROSEVILLE,06/10/2015,2110,Hail,1.00 in.,nan
783,WARREN CO.,SWAN CREEK,06/10/2015,2135,Thunderstorm Wind,53.00 kts.,nan
784,HENDERSON CO.,HOPPER,06/10/2015,2205,Thunderstorm Wind,61.00 kts.,nan
785,FULTON CO.,IPAVA,06/10/2015,2215,Hail,0.75 in.,nan
790,MERCER CO.,GINGLE CORNERS,06/11/2015,1625,Tornado,,EF1
793,ADAMS CO.,QUINCY,06/11/2015,2150,Thunderstorm Wind,56.00 kts.,nan
796,CHAMPAIGN CO.,TOLONO,06/12/2015,1430,Thunderstorm Wind,52.00 kts.,nan
797,MADISON CO.,BLUFF JCT,06/12/2015,1510,Thunderstorm Wind,52.00 kts.,nan
798,VERMILION CO.,WESTVILLE,06/12/2015,1538,Hail,1.00 in.,nan
799,MORGAN CO.,ARNOLD,06/12/2015,1857,Thunderstorm Wind,52.00 kts.,nan
800,SANGAMON CO.,ROCHESTER,06/13/2015,1221,Thunderstorm Wind,52.00 kts.,nan
801,BUREAU CO.,MINERAL,06/13/2015,1429,Thunderstorm Wind,61.00 kts.,nan
802,BUREAU CO.,BUDA,06/13/2015,1502,Hail,1.00 in.,nan
803,LA SALLE CO.,PERU,06/13/2015,1600,Thunderstorm Wind,50.00 kts.,nan
808,SANGAMON CO.,CURRAN,06/13/2015,1826,Thunderstorm Wind,52.00 kts.,nan
809,SANGAMON CO.,ARCHER,06/13/2015,1833,Thunderstorm Wind,52.00 kts.,nan
810,PIKE CO.,NEBO,06/13/2015,1840,Thunderstorm Wind,52.00 kts.,nan
813,LOGAN CO.,LINCOLN,06/13/2015,1925,Thunderstorm Wind,52.00 kts.,nan
814,LOGAN CO.,ATHOL,06/13/2015,1940,Thunderstorm Wind,52.00 kts.,nan
815,LOGAN CO.,ATHOL,06/13/2015,1940,Thunderstorm Wind,52.00 kts.,nan
816,GREENE CO.,CARROLLTON,06/13/2015,1940,Thunderstorm Wind,52.00 kts.,nan
818,FAYETTE CO.,ST PETER,06/14/2015,1520,Thunderstorm Wind,56.00 kts.,nan
829,LA SALLE CO.,MENDOTA,06/15/2015,1618,Thunderstorm Wind,70.00 kts.,nan
832,MONTGOMERY CO.,IRVING,06/15/2015,1717,Thunderstorm Wind,56.00 kts.,nan
836,WILL CO.,SYMERTON,06/15/2015,1832,Tornado,,EF1
837,PEORIA CO.,SHERWOOD FOREST,06/15/2015,1835,Thunderstorm Wind,52.00 kts.,nan
841,SALINE CO.,HARRISBURG,06/16/2015,2340,Thunderstorm Wind,52.00 kts.,nan
842,GALLATIN CO.,JUNCTION,06/17/2015,0,Thunderstorm Wind,52.00 kts.,nan
847,CHAMPAIGN CO.,CHAMPAIGN,06/18/2015,1205,Thunderstorm Wind,52.00 kts.,nan
870,MARION CO.,GREENDALE,06/19/2015,1130,Tornado,,EF1
872,LAWRENCE CO.,BEMAN,06/19/2015,1326,Tornado,,EF0
874,WHITE CO.,NORRIS CITY,06/19/2015,1413,Tornado,,EF0
875,JOHNSON CO.,GOREVILLE,06/19/2015,1457,Tornado,,EF1
877,RICHLAND CO.,OLNEY,06/19/2015,1545,Tornado,,EF0
878,RICHLAND CO.,OLNEY,06/19/2015,1550,Tornado,,EF0
879,FRANKLIN CO.,EZRA,06/19/2015,1551,Tornado,,EF1
880,JACKSON CO.,MURPHYSBORO,06/19/2015,1553,Tornado,,EF1
881,HAMILTON CO.,FLINT,06/19/2015,1630,Tornado,,EF0
884,PERRY CO.,SUNFIELD,06/19/2015,1701,Tornado,,EF0
900,JO DAVIESS CO.,SCALES MOUND,06/20/2015,1422,Thunderstorm Wind,52.00 kts.,nan
901,STEPHENSON CO.,FREEPORT,06/20/2015,1535,Thunderstorm Wind,56.00 kts.,nan
902,STEPHENSON CO.,LENA,06/20/2015,1555,Hail,0.88 in.,nan
903,DE KALB CO.,WATERMAN,06/20/2015,1810,Hail,0.75 in.,nan
904,HANCOCK CO.,DALLAS CITY,06/20/2015,1845,Thunderstorm Wind,56.00 kts.,nan
906,HENDERSON CO.,RARITAN,06/20/2015,1901,Thunderstorm Wind,52.00 kts.,nan
907,MCDONOUGH CO.,GOOD HOPE,06/20/2015,1912,Thunderstorm Wind,61.00 kts.,nan
909,KNOX CO.,RIO,06/20/2015,1936,Thunderstorm Wind,52.00 kts.,nan
910,KNOX CO.,GALESBURG,06/20/2015,1936,Thunderstorm Wind,52.00 kts.,nan
911,KNOX CO.,ONEIDA,06/20/2015,1945,Thunderstorm Wind,52.00 kts.,nan
912,SCHUYLER CO.,BROOKLYN,06/20/2015,1945,Thunderstorm Wind,52.00 kts.,nan
913,KNOX CO.,ALTONA,06/20/2015,1950,Thunderstorm Wind,52.00 kts.,nan
914,KNOX CO.,ALTONA,06/20/2015,1950,Thunderstorm Wind,52.00 kts.,nan
916,STARK CO.,WEST JERSEY,06/20/2015,2005,Thunderstorm Wind,52.00 kts.,nan
917,MASON CO.,HAVANA,06/20/2015,2015,Thunderstorm Wind,52.00 kts.,nan
918,PEORIA CO.,DUNLAP,06/20/2015,2020,Thunderstorm Wind,52.00 kts.,nan
919,PEORIA CO.,PEORIA HGTS,06/20/2015,2025,Thunderstorm Wind,52.00 kts.,nan
920,TAZEWELL CO.,PEKIN,06/20/2015,2030,Hail,0.88 in.,nan
921,MARSHALL CO.,HENRY,06/20/2015,2039,Thunderstorm Wind,52.00 kts.,nan
922,MARSHALL CO.,VARNA,06/20/2015,2049,Thunderstorm Wind,52.00 kts.,nan
923,MORGAN CO.,JACKSONVILLE,06/20/2015,2050,Thunderstorm Wind,52.00 kts.,nan
924,MORGAN CO.,FRANKLIN,06/20/2015,2055,Thunderstorm Wind,52.00 kts.,nan
926,SANGAMON CO.,RIVERTON,06/20/2015,2105,Thunderstorm Wind,52.00 kts.,nan
927,LA SALLE CO.,LOSTANT,06/20/2015,2105,Thunderstorm Wind,50.00 kts.,nan
928,SANGAMON CO.,BUFFALO HART,06/20/2015,2109,Thunderstorm Wind,52.00 kts.,nan
929,SANGAMON CO.,MECHANICSBURG,06/20/2015,2114,Thunderstorm Wind,52.00 kts.,nan
930,CHRISTIAN CO.,MORRISONVILLE,06/20/2015,2135,Thunderstorm Wind,52.00 kts.,nan
931,MACON CO.,DECATUR,06/20/2015,2145,Thunderstorm Wind,52.00 kts.,nan
932,CHAMPAIGN CO.,LUDLOW,06/20/2015,2200,Hail,0.75 in.,nan
933,IROQUOIS CO.,BUCKLEY,06/20/2015,2203,Thunderstorm Wind,50.00 kts.,nan
934,VERMILION CO.,HOOPESTON,06/20/2015,2230,Thunderstorm Wind,52.00 kts.,nan
935,VERMILION CO.,HOOPESTON,06/20/2015,2247,Thunderstorm Wind,52.00 kts.,nan
939,FRANKLIN CO.,BENTON,06/21/2015,1602,Thunderstorm Wind,52.00 kts.,nan
942,JO DAVIESS CO.,MENOMINEE,06/22/2015,838,Thunderstorm Wind,78.00 kts.,nan
943,LEE CO.,SUBLETTE,06/22/2015,1030,Hail,1.00 in.,nan
944,LA SALLE CO.,MENDOTA,06/22/2015,1054,Hail,0.75 in.,nan
946,WILL (ZONE), ,06/22/2015,1505,Strong Wind,43.00 kts.,nan
947,WHITESIDE CO.,MORRISON,06/22/2015,1745,Thunderstorm Wind,61.00 kts.,nan
948,WHITESIDE CO.,USTICK,06/22/2015,1745,Thunderstorm Wind,56.00 kts.,nan
949,WHITESIDE CO.,COLETA,06/22/2015,1752,Thunderstorm Wind,53.00 kts.,nan
950,WHITESIDE CO.,STERLING,06/22/2015,1812,Hail,0.75 in.,nan
951,WHITESIDE CO.,STERLING,06/22/2015,1814,Hail,0.88 in.,nan
952,WHITESIDE CO.,STERLING,06/22/2015,1814,Tornado,,EF1
953,ROCK ISLAND CO.,EDGINGTON,06/22/2015,1815,Tornado,,EF2
954,WHITESIDE CO.,YEOWARD ADDITION,06/22/2015,1816,Tornado,,EF1
955,WHITESIDE CO.,ROCK FALLS,06/22/2015,1816,Thunderstorm Wind,61.00 kts.,nan
956,LEE CO.,VAN PETTEN,06/22/2015,1820,Tornado,,EF0
957,LEE CO.,HARMON,06/22/2015,1828,Tornado,,EF1
959,LEE CO.,MAYTOWN,06/22/2015,1853,Tornado,,EF2
960,LA SALLE CO.,MENDOTA,06/22/2015,1919,Tornado,,EF1
961,LEE CO.,SUBLETTE ARPT,06/22/2015,1919,Thunderstorm Wind,52.00 kts.,nan
962,LA SALLE CO.,MENDOTA,06/22/2015,1923,Thunderstorm Wind,70.00 kts.,nan
964,HANCOCK CO.,SUTTER,06/22/2015,1932,Thunderstorm Wind,61.00 kts.,nan
965,ADAMS CO.,LORAINE,06/22/2015,1936,Thunderstorm Wind,61.00 kts.,nan
966,LA SALLE CO.,PRAIRIE CENTER,06/22/2015,1950,Tornado,,EF1
967,LA SALLE CO.,STAVANGER,06/22/2015,2017,Tornado,,EF1
968,GRUNDY CO.,NETTLECREEK,06/22/2015,2019,Tornado,,EF1
969,GRUNDY CO.,LANGHAM,06/22/2015,2030,Thunderstorm Wind,50.00 kts.,nan
970,GRUNDY CO.,GORMAN,06/22/2015,2043,Tornado,,EF0
971,GRUNDY CO.,PAYTONVILLE,06/22/2015,2045,Tornado,,EF3
972,WILL CO.,BRAIDWOOD,06/22/2015,2058,Tornado,,EF2
973,KANKAKEE CO.,ALTORF,06/22/2015,2108,Tornado,,EF1
974,KANKAKEE CO.,BOURBONNAIS,06/22/2015,2113,Thunderstorm Wind,70.00 kts.,nan
975,KANKAKEE CO.,UNION HILL,06/22/2015,2120,Thunderstorm Wind,50.00 kts.,nan
976,KANKAKEE CO.,KANKAKEE,06/22/2015,2136,Thunderstorm Wind,50.00 kts.,nan
978,KANKAKEE CO.,DICKEYS,06/22/2015,2246,Tornado,,EF0
980,CALHOUN CO.,BRUSSELS,06/25/2015,1650,Thunderstorm Wind,56.00 kts.,nan
981,JERSEY CO.,OTTERVILLE,06/25/2015,1700,Hail,0.75 in.,nan
983,MACOUPIN CO.,HETTICK,06/25/2015,1750,Hail,0.88 in.,nan
984,MADISON CO.,GRANITE CITY,06/25/2015,1810,Hail,1.00 in.,nan
985,MADISON CO.,COLLINSVILLE,06/25/2015,1820,Thunderstorm Wind,61.00 kts.,nan
986,MACOUPIN CO.,NILWOOD,06/25/2015,1825,Hail,1.00 in.,nan
987,ST. CLAIR CO.,CASEYVILLE,06/25/2015,1826,Hail,1.00 in.,nan
988,ST. CLAIR CO.,SWANSEA,06/25/2015,1850,Thunderstorm Wind,56.00 kts.,nan
989,JEFFERSON CO.,BELLE RIVE,06/25/2015,2045,Thunderstorm Wind,70.00 kts.,nan
990,HAMILTON CO.,MC LEANSBORO,06/25/2015,2100,Thunderstorm Wind,56.00 kts.,nan
991,WHITE CO.,CARMI MUNI ARPT,06/25/2015,2115,Thunderstorm Wind,55.00 kts.,nan
1007,SANGAMON CO.,ARCHER,06/28/2015,1730,Hail,0.75 in.,nan
1008,SANGAMON CO.,SPRINGFIELD,06/28/2015,1735,Hail,0.75 in.,nan
1009,SANGAMON CO.,SPRINGFIELD,06/28/2015,1740,Hail,1.00 in.,nan
1010,SANGAMON CO.,SPRINGFIELD,06/28/2015,1740,Hail,1.00 in.,nan
1011,SANGAMON CO.,TORONTO,06/28/2015,1755,Hail,0.88 in.,nan
1012,FULTON CO.,CANTON,06/28/2015,1805,Hail,0.88 in.,nan
1013,FULTON CO.,CANTON,06/28/2015,1809,Hail,1.00 in.,nan
1014,SANGAMON CO.,SPRINGFIELD,06/28/2015,1809,Hail,1.00 in.,nan
1015,PEORIA CO.,BARTONVILLE,06/28/2015,1824,Hail,0.75 in.,nan
1016,CHRISTIAN CO.,KINCAID,06/28/2015,1842,Hail,1.50 in.,nan
1017,CHRISTIAN CO.,TAYLORVILLE,06/28/2015,1850,Hail,1.00 in.,nan
1022,MCDONOUGH CO.,MACOMB,06/28/2015,1954,Hail,0.88 in.,nan
1023,MASON CO.,MASON CITY,06/28/2015,2035,Thunderstorm Wind,52.00 kts.,nan
1024,MENARD CO.,GREENVIEW,06/28/2015,2035,Thunderstorm Wind,52.00 kts.,nan
1025,MENARD CO.,GREENVIEW,06/28/2015,2040,Hail,1.00 in.,nan
1026,MENARD CO.,PETERSBURG,06/28/2015,2055,Hail,0.75 in.,nan
1029,SHELBY CO.,STEWARDSON,06/28/2015,2135,Thunderstorm Wind,78.00 kts.,nan
1031,HENRY CO.,WOODHULL,06/29/2015,1918,Hail,0.75 in.,nan
1047,MADISON CO.,GRANITE CITY,07/06/2015,1230,Thunderstorm Wind,52.00 kts.,nan
1048,ROCK ISLAND CO.,MOLINE,07/06/2015,1520,Thunderstorm Wind,70.00 kts.,nan
1049,ROCK ISLAND CO.,MOLINE,07/06/2015,1528,Thunderstorm Wind,65.00 kts.,nan
1050,HENRY CO.,ATKINSON,07/06/2015,1605,Thunderstorm Wind,52.00 kts.,nan
1051,HENRY CO.,HOOPPOLE,07/06/2015,1626,Thunderstorm Wind,56.00 kts.,nan
1056,ALEXANDER CO.,THEBES JCT,07/08/2015,1944,Tornado,,EF1
1057,ALEXANDER CO.,THEBES,07/08/2015,1950,Hail,0.75 in.,nan
1067,ALEXANDER CO.,TAMMS,07/09/2015,1749,Thunderstorm Wind,52.00 kts.,nan
1070,UNION CO.,LICK CREEK,07/09/2015,1825,Thunderstorm Wind,52.00 kts.,nan
1071,JACKSON CO.,CARBONDALE,07/09/2015,1830,Thunderstorm Wind,50.00 kts.,nan
1072,ADAMS CO.,COATSBURG,07/11/2015,1215,Thunderstorm Wind,56.00 kts.,nan
1073,MASON CO.,ECKARD,07/11/2015,1250,Thunderstorm Wind,52.00 kts.,nan
1074,MACOUPIN CO.,SCOTTVILLE,07/11/2015,1457,Thunderstorm Wind,52.00 kts.,nan
1075,HANCOCK CO.,NAUVOO,07/11/2015,1540,Thunderstorm Wind,56.00 kts.,nan
1076,HANCOCK CO.,BENTLEY,07/11/2015,1618,Thunderstorm Wind,61.00 kts.,nan
1085,MACON CO.,FORSYTH,07/11/2015,2015,Thunderstorm Wind,52.00 kts.,nan
1087,MACON CO.,FORSYTH,07/11/2015,2025,Tornado,,EF0
1090,MACON CO.,LONG CREEK,07/11/2015,2105,Thunderstorm Wind,61.00 kts.,nan
1112,MCHENRY CO.,HARVARD,07/13/2015,430,Thunderstorm Wind,55.00 kts.,nan
1113,WINNEBAGO CO.,(RFD)GTR ROCKFORD AR,07/13/2015,441,Thunderstorm Wind,57.00 kts.,nan
1114,OGLE CO.,CRESTON,07/13/2015,500,Thunderstorm Wind,50.00 kts.,nan
1115,WINNEBAGO CO.,CHERRY VLY,07/13/2015,500,Thunderstorm Wind,50.00 kts.,nan
1116,WINNEBAGO CO.,RCKFRD COTTONWOOD AR,07/13/2015,519,Thunderstorm Wind,52.00 kts.,nan
1117,IROQUOIS CO.,WATSEKA,07/13/2015,743,Hail,0.75 in.,nan
1118,HENRY CO.,KEWANEE,07/13/2015,749,Hail,0.88 in.,nan
1119,HENRY CO.,KEWANEE,07/13/2015,750,Hail,1.00 in.,nan
1120,STARK CO.,CASTLETON,07/13/2015,815,Hail,1.00 in.,nan
1121,VERMILION CO.,HOOPESTON,07/13/2015,820,Thunderstorm Wind,52.00 kts.,nan
1122,VERMILION CO.,BISMARCK,07/13/2015,845,Thunderstorm Wind,52.00 kts.,nan
1123,VERMILION CO.,DANVILLE,07/13/2015,849,Thunderstorm Wind,52.00 kts.,nan
1124,VERMILION CO.,CATLIN,07/13/2015,920,Thunderstorm Wind,52.00 kts.,nan
1145,LA SALLE CO.,OTTAWA,07/13/2015,1640,Hail,1.75 in.,nan
1146,LA SALLE CO.,MARSEILLES,07/13/2015,1649,Hail,3.75 in.,nan
1147,HENRY CO.,GENESEO,07/13/2015,1703,Hail,1.50 in.,nan
1148,HENRY CO.,GENESEO,07/13/2015,1705,Hail,1.75 in.,nan
1149,ADAMS CO.,QUINCY,07/13/2015,1713,Thunderstorm Wind,64.00 kts.,nan
1150,KANKAKEE CO.,ALTORF,07/13/2015,1720,Thunderstorm Wind,60.00 kts.,nan
1151,HANCOCK CO.,TIOGA,07/13/2015,1720,Thunderstorm Wind,50.00 kts.,nan
1152,HENRY CO.,ANNAWAN,07/13/2015,1725,Hail,1.00 in.,nan
1153,PIKE CO.,BARRY,07/13/2015,1739,Thunderstorm Wind,61.00 kts.,nan
1154,BROWN CO.,BUCKHORN,07/13/2015,1745,Thunderstorm Wind,61.00 kts.,nan
1155,BUREAU CO.,NEPONSET,07/13/2015,1805,Hail,1.00 in.,nan
1156,SCOTT CO.,WINCHESTER,07/13/2015,1810,Thunderstorm Wind,61.00 kts.,nan
1157,MORGAN CO.,JACKSONVILLE,07/13/2015,1818,Thunderstorm Wind,52.00 kts.,nan
1158,MORGAN CO.,JACKSONVILLE,07/13/2015,1818,Thunderstorm Wind,61.00 kts.,nan
1159,MORGAN CO.,MURRAYVILLE,07/13/2015,1820,Thunderstorm Wind,52.00 kts.,nan
1160,KANKAKEE CO.,HERSCHER,07/13/2015,1820,Hail,1.75 in.,nan
1161,COOK CO.,FERNWAY,07/13/2015,1820,Hail,0.88 in.,nan
1162,COOK CO.,ORLAND PARK,07/13/2015,1823,Hail,0.88 in.,nan
1163,SANGAMON CO.,AUBURN,07/13/2015,1830,Thunderstorm Wind,52.00 kts.,nan
1164,MACOUPIN CO.,PALMYRA,07/13/2015,1835,Thunderstorm Wind,56.00 kts.,nan
1165,COOK CO.,CLABURN,07/13/2015,1839,Hail,2.50 in.,nan
1166,COOK CO.,BURNHAM,07/13/2015,1840,Hail,1.75 in.,nan
1167,SANGAMON CO.,PAWNEE,07/13/2015,1845,Thunderstorm Wind,52.00 kts.,nan
1168,MONTGOMERY CO.,FARMERSVILLE,07/13/2015,1850,Thunderstorm Wind,52.00 kts.,nan
1169,BUREAU CO.,WALNUT,07/13/2015,1904,Hail,0.88 in.,nan
1170,PUTNAM CO.,HENNEPIN,07/13/2015,1930,Thunderstorm Wind,50.00 kts.,nan
1171,BOND CO.,GREENVILLE,07/13/2015,1936,Hail,1.00 in.,nan
1172,DU PAGE CO.,BELMONT,07/13/2015,1949,Hail,1.00 in.,nan
1173,DU PAGE CO.,FOUR LAKES,07/13/2015,1952,Hail,1.75 in.,nan
1174,DU PAGE CO.,LISLE,07/13/2015,1956,Hail,1.00 in.,nan
1175,DU PAGE CO.,BELMONT RD,07/13/2015,1959,Hail,1.25 in.,nan
1176,MARION CO.,SANDOVAL,07/13/2015,2010,Thunderstorm Wind,56.00 kts.,nan
1177,BOONE CO.,CAPRON,07/13/2015,2020,Hail,1.75 in.,nan
1178,BOONE CO.,CAPRON,07/13/2015,2031,Thunderstorm Wind,60.00 kts.,nan
1179,MCHENRY CO.,MARENGO,07/13/2015,2045,Hail,1.50 in.,nan
1180,MACON CO.,MT ZION,07/13/2015,2345,Hail,0.88 in.,nan
1181,DOUGLAS CO.,ARTHUR,07/14/2015,0,Thunderstorm Wind,52.00 kts.,nan
1182,CLARK CO.,CASEY,07/14/2015,45,Thunderstorm Wind,52.00 kts.,nan
1183,CRAWFORD CO.,WEST YORK,07/14/2015,107,Hail,1.00 in.,nan
1191,BOND CO.,GREENVILLE,07/15/2015,1935,Thunderstorm Wind,52.00 kts.,nan
1192,HENDERSON CO.,LONE TREE,07/16/2015,1709,Tornado,,EF1
1193,WARREN CO.,SMITHSHIRE,07/16/2015,1749,Tornado,,EF1
1194,ROCK ISLAND CO.,PORT BYRON,07/16/2015,1800,Tornado,,EF1
1195,WARREN CO.,KIRKWOOD,07/16/2015,1809,Tornado,,EF2
1196,WARREN CO.,NEMO,07/16/2015,1813,Tornado,,EF2
1197,WARREN CO.,ROSEVILLE,07/16/2015,1842,Thunderstorm Wind,52.00 kts.,nan
1198,KNOX CO.,EAST GALESBURG,07/16/2015,1855,Thunderstorm Wind,61.00 kts.,nan
1199,KNOX CO.,KNOXVILLE,07/16/2015,1900,Thunderstorm Wind,61.00 kts.,nan
1200,MCDONOUGH CO.,MACOMB,07/16/2015,1903,Thunderstorm Wind,52.00 kts.,nan
1204,WHITESIDE CO.,STERLING ARPT,07/16/2015,1948,Tornado,,EF0
1205,FULTON CO.,NORRIS,07/16/2015,1957,Thunderstorm Wind,61.00 kts.,nan
1207,TAZEWELL CO.,DELAVAN,07/16/2015,2239,Tornado,,EF2
1208,TAZEWELL CO.,ARMINGTON,07/16/2015,2325,Thunderstorm Wind,61.00 kts.,nan
1209,LOGAN CO.,ATLANTA,07/16/2015,2328,Thunderstorm Wind,61.00 kts.,nan
1220,WINNEBAGO CO.,MACHESNEY PARK,07/17/2015,1440,Thunderstorm Wind,50.00 kts.,nan
1221,WINNEBAGO CO.,MACHESNEY PARK,07/17/2015,1445,Hail,1.00 in.,nan
1222,KANE CO.,CARPENTERSVILLE,07/17/2015,1607,Hail,1.00 in.,nan
1223,COOK CO.,ELGIN,07/17/2015,1628,Hail,1.00 in.,nan
1224,COOK CO.,HOFFMAN ESTATES,07/17/2015,1630,Hail,1.00 in.,nan
1225,COOK CO.,SCHAUMBURG,07/17/2015,1634,Hail,0.75 in.,nan
1226,COOK CO.,SPAULDING,07/17/2015,1634,Hail,0.75 in.,nan
1227,KANKAKEE CO.,WHITAKER,07/17/2015,2205,Thunderstorm Wind,65.00 kts.,nan
1253,MCHENRY CO.,LAWRENCE,07/18/2015,1319,Tornado,,EF0
1254,MCHENRY CO.,ALDEN,07/18/2015,1338,Tornado,,EF0
1255,COOK CO.,STONE PARK,07/18/2015,1420,Thunderstorm Wind,55.00 kts.,nan
1256,COOK CO.,MAYWOOD,07/18/2015,1420,Thunderstorm Wind,55.00 kts.,nan
1257,COOK CO.,DES PLAINES,07/18/2015,1437,Thunderstorm Wind,50.00 kts.,nan
1259,LAKE CO.,KILDEER,07/18/2015,1500,Thunderstorm Wind,55.00 kts.,nan
1261,COOK CO.,EVANSTON,07/18/2015,1523,Thunderstorm Wind,50.00 kts.,nan
1270,CHAMPAIGN CO.,MAYVIEW,07/25/2015,1708,Thunderstorm Wind,52.00 kts.,nan
1296,ST. CLAIR CO.,MILLSTADT,07/27/2015,1525,Thunderstorm Wind,56.00 kts.,nan
1306,DE KALB CO.,DE KALB,08/02/2015,1240,Hail,1.75 in.,nan
1307,KANE CO.,MAPLE PARK,08/02/2015,1301,Hail,1.00 in.,nan
1308,KANE CO.,ELBURN,08/02/2015,1305,Hail,1.00 in.,nan
1309,KANE CO.,ST CHARLES,08/02/2015,1316,Hail,1.00 in.,nan
1310,DU PAGE CO.,WAYNE,08/02/2015,1317,Hail,1.50 in.,nan
1311,DU PAGE CO.,MUNGER,08/02/2015,1320,Hail,1.50 in.,nan
1312,DU PAGE CO.,CAROL STREAM,08/02/2015,1323,Hail,1.00 in.,nan
1313,DU PAGE CO.,ROSELLE,08/02/2015,1325,Hail,1.75 in.,nan
1314,DU PAGE CO.,BLOOMINGDALE,08/02/2015,1328,Hail,1.00 in.,nan
1315,DU PAGE CO.,WOOD DALE,08/02/2015,1335,Thunderstorm Wind,60.00 kts.,nan
1316,COOK CO.,ROSEMONT,08/02/2015,1340,Hail,0.88 in.,nan
1317,COOK CO.,ROSEMONT,08/02/2015,1342,Thunderstorm Wind,60.00 kts.,nan
1318,COOK CO.,LINCOLNWOOD,08/02/2015,1345,Hail,1.00 in.,nan
1319,COOK CO.,AVONDALE,08/02/2015,1350,Hail,1.00 in.,nan
