Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
2021,5416,"Duke Energy Carolinas, LLC",NC,DUK,"345,285","187,535",.,.,"532,820",84.0,33.0,.,.,117.0,"1,485,792","2,602,050",.,.,"4,087,842",84.3,33.2,.,.,117.5,"12,655","21,304",.,.,"33,959","18,911","10,262",.,.,"29,173","12,655","21,304",.,.,"33,959","18,911","10,262",.,.,"29,173",4.300,13.900,.,.,
2021,5416,"Duke Energy Carolinas, LLC",SC,DUK,"124,055","67,378",.,.,"191,433",30.0,12.0,.,.,42.0,"533,821","934,875",.,.,"1,468,696",30.3,11.9,.,.,42.2,"4,547","7,654",.,.,"12,201","4,867","3,687",.,.,"8,554","4,547","7,654",.,.,"12,201","4,867","3,687",.,.,"8,554",4.300,13.900,.,.,
2021,5417,Dunn County Electric Coop,WI,MISO,486,193,0,0,679,0.1,0.0,0.0,0.0,0.1,"7,236","2,263",0,0,"9,499",0.1,0.0,0.0,0.0,0.1,41,4,0,0,45,5,0,0,0,6,41,4,0,0,45,5,0,0,0,6,14.888,11.727,0.000,0.000,
2021,5487,Duquesne Light Co,PA,PJM,"12,415","30,220","17,828",.,"60,463",0.6,5.1,2.8,.,8.5,"63,892","282,123","175,634",.,"521,648",0.6,5.1,2.8,.,8.5,311,"2,725",984,.,"4,020","4,787","3,879","2,140",.,"10,806",311,"2,725",984,.,"4,020","4,787","3,879","2,140",.,"10,806",5.146,9.336,9.852,.,
2021,5552,"East River Elec Pwr Coop, Inc",SD,SWPP,0,0,0,0,0,33.0,9.0,34.0,0.0,76.0,0,0,0,0,0,33.0,9.0,34.0,0.0,76.0,2,1,0,0,2,534,107,27,.,668,2,1,0,0,2,534,107,27,.,668,.,.,.,.,
2021,5580,"East Kentucky Power Coop, Inc",KY,PJM,"5,543",0,0,0,"5,543",1.7,0.0,0.0,0.0,1.7,"90,003",0,0,0,"90,003",1.7,0.0,0.0,0.0,1.7,722,0,0,0,722,113,0,0,0,113,722,0,0,0,722,113,0,0,0,113,16.200,.,.,.,
2021,5701,El Paso Electric Co,NM,EPE,"9,110","7,753",0,0,"16,863",2.9,1.2,0.0,0.0,4.1,"167,300","133,208",0,0,"300,508",2.9,1.2,0.0,0.0,4.1,"1,457",978,0,0,"2,435",441,660,0,0,"1,101","1,457",978,0,0,"2,435",441,660,0,0,"1,101",18.000,17.000,0.000,0.000,
2021,5701,El Paso Electric Co,TX,EPE,"7,589","17,680",0,0,"25,269",3.2,3.8,0.0,0.0,7.0,"61,102","223,542",0,0,"284,644",3.2,3.8,0.0,0.0,7.0,"1,773","2,004",0,0,"3,777",47,59,0,0,107,"1,773","2,004",0,0,"3,777",47,59,0,0,107,8.000,13.000,0.000,0.000,
2021,5773,City of Elk River,MN,MISO,471,87,"1,506",.,"2,064",.,.,.,.,.,"3,992","1,312","22,592",.,"27,896",.,.,.,.,.,73,5,99,.,177,161,26,62,.,249,73,5,99,.,177,161,26,62,.,249,9.120,15.000,15.000,.,
2021,5780,Elkhorn Rural Public Pwr Dist,NE,SWPP,107,150,292,0,548,0.0,0.0,0.0,0.0,0.0,"1,658","1,651","2,306",0,"5,616",0.0,0.0,0.0,0.0,0.0,34,6,22,0,62,4,4,19,0,26,34,6,22,0,62,4,4,19,0,26,15.562,11.000,7.908,0.000,www.erppd.com
2021,5832,Elmhurst Mutual Power & Light Co,WA,BPAT,"1,087",506,.,.,"1,593",0.1,0.1,.,.,0.2,"17,213","6,573",.,.,"23,786",0.1,0.1,.,.,0.2,220,40,.,.,259,0,0,.,.,0,220,40,.,.,259,0,0,.,.,0,15.840,13.000,0.000,0.000,
2021,5860,Empire District Electric Co,AR,SWPP,123,0,0,.,123,0.0,0.0,0.0,.,0.0,"1,599",0,0,.,"1,599",0.0,0.0,0.0,.,0.0,52,0,0,.,52,15,0,0,.,15,52,0,0,.,52,15,0,0,.,15,13.000,13.000,13.000,.,http://www.apscservices.info/
2021,5860,Empire District Electric Co,MO,SWPP,408,"2,807","1,203",.,"4,418",0.1,0.4,0.2,.,0.8,"5,310","36,494","15,640",.,"57,444",0.1,0.4,0.2,.,0.8,185,230,99,.,514,18,76,33,.,127,185,230,99,.,514,18,76,33,.,127,13.000,13.000,13.000,.,Reports Not Available Online
2021,5862,"Empire Electric Assn, Inc",CO,WACM,370,908,.,.,"1,278",0.1,0.2,.,.,0.3,"5,450","10,903",.,.,"16,353",0.2,0.2,.,.,0.4,216,24,.,.,240,2,0,.,.,2,216,24,.,.,240,2,0,.,.,2,14.770,12.015,.,.,
2021,5930,Village of Fairport - (NY),NY,NYIS,"1,871",326,.,.,"2,197",26.8,1.2,.,.,27.9,"18,708","3,911",.,.,"22,619",24.3,1.9,.,.,26.2,346,119,.,.,465,42,14,.,.,56,361,121,.,.,483,43,15,.,.,58,10.000,12.000,.,.,
2021,6022,City of Eugene - (OR),OR,BPAT,"2,600","3,690","1,634",0,"7,924",1.0,1.7,0.4,0.0,3.1,"44,311","104,254","24,508",0,"173,074",1.0,1.7,0.4,0.0,3.1,"1,543",838,68,0,"2,449",0,0,325,0,325,"1,543",838,68,0,"2,449",0,0,325,0,325,17.040,16.316,15.000,0.000,
2021,6198,"Farmers Electric Coop, Inc - (NM)",NM,SWPP,59,.,.,.,59,0.2,.,.,.,0.2,59,.,.,.,59,0.2,.,.,.,0.2,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,1.000,.,.,.,
2021,6235,Fayetteville Public Works Commission,NC,CPLE,43,.,.,.,43,.,.,.,.,.,43,.,.,.,43,.,.,.,.,.,2,.,.,.,2,.,.,.,.,.,2,.,.,.,2,.,.,.,.,.,1.000,.,.,.,
2021,6374,Fitchburg Gas & Elec Light Co,MA,ISNE,"1,123","3,011",899,.,"5,033",0.4,0.5,0.2,.,1.1,"9,512","39,450","11,784",.,"60,746",0.4,0.5,0.2,.,1.1,368,"1,263",377,.,"2,009",218,652,195,.,"1,064",368,"1,263",377,.,"2,009",218,652,195,.,"1,064",13.989,11.778,12.030,.,
2021,6395,Flathead Electric Coop Inc,MT,BPAT,"7,422","3,007",615,.,"11,044",.,.,.,.,.,"92,933","36,411","6,148",.,"135,492",.,.,.,.,.,"1,228",502,27,.,"1,756",.,.,.,.,.,"1,228",502,27,.,"1,756",.,.,.,.,.,20.000,12.000,12.000,.,
2021,6452,Florida Power & Light Co,FL,FPL,"20,839","16,539",.,.,"37,378",9.3,9.4,.,.,18.7,.,.,.,.,.,.,.,.,.,.,"3,152","3,573",.,.,"6,725","18,482","8,226",.,.,"26,708",.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2021,6455,"Duke Energy Florida, LLC",FL,FPC,"23,654","20,630",.,.,"44,284",12.0,16.0,.,.,28.0,"341,626","232,621",.,.,"574,247",12.0,16.0,.,.,28.0,"3,326","1,079",.,.,"4,405","5,537","2,067",.,.,"7,604","3,326","1,079",.,.,"4,405","5,537","2,067",.,.,"7,604",14.400,11.300,.,.,http://www.psc.state.fl.us/ElectricNaturalGas/ARDemandSidePlans
2021,6457,Florida Public Utilities Co,FL,JEA,286,7,0,0,293,0.2,0.0,0.0,0.0,0.3,"2,860",70,0,0,"2,930",0.2,0.0,0.0,0.0,0.3,73,55,0,0,128,37,16,0,0,53,73,55,0,0,128,37,16,0,0,53,10.000,10.000,0.000,0.000,http://www.psc.state.fl.us/Files/PDF/Utilities/Electricgas/ARDemandSide/2021/Florida%20Power%20Utilities%20Company.pdf
2021,6604,City of Fort Collins - (CO),CO,PSCO,"12,327","4,184","4,184",0,"20,695",2.7,0.6,0.6,0.0,3.9,"55,189","56,163","56,163",0,"167,515",2.7,0.6,0.6,0.0,3.9,"1,037","1,018","1,018",0,"3,073",609,261,261,0,"1,130","1,037","1,018","1,018",0,"3,073",609,261,261,0,"1,130",4.500,6.700,6.700,0.000,www.fcgov.com/conserves www.efficiencyworks.org
2021,6616,Fort Pierce Utilities Authority,FL,FMPP,125,.,.,.,125,0.0,.,.,.,0.0,"2,006",.,.,.,"2,006",0.0,.,.,.,0.0,25,.,.,.,25,7,.,.,.,7,25,.,.,.,25,7,.,.,.,7,16.040,.,.,.,www.FPUA.com
2021,6640,Four County Elec Member Corp,NC,CPLE,"24,270",.,.,.,"24,270",1.1,.,.,.,1.1,"242,700",.,.,.,"242,700",1.1,.,.,.,1.1,33,.,.,.,33,398,.,.,.,398,33,.,.,.,33,398,.,.,.,398,10.000,.,.,.,
2021,6782,Freeborn Mower Electric Cooperative,MN,MISO,"3,814","1,990",197,0,"6,001",0.2,0.1,0.0,0.0,0.3,"56,161","28,885","2,499",0,"87,545",0.2,0.1,0.0,0.0,0.3,276,73,5,0,354,264,50,0,0,314,276,73,5,0,354,264,50,0,0,314,14.724,14.515,12.683,0.000,
2021,6784,French Broad Elec Member Corp,NC,CPLE,"8,154",429,.,.,"8,583",0.9,0.1,.,.,1.0,"36,693","1,930",.,.,"38,623",1.0,0.1,.,.,1.1,.,.,.,.,.,96,13,.,.,109,.,.,.,.,.,96,13,.,.,109,2.730,11.740,.,.,
2021,6909,Gainesville Regional Utilities,FL,GVL,503,.,.,.,503,0.0,.,.,.,0.0,"7,545",.,.,.,"7,545",0.0,.,.,.,0.0,265,.,.,.,265,.,.,.,.,.,265,.,.,.,265,.,.,.,.,.,15.000,.,.,.,
2021,7004,"Buckeye Power, Inc",OH,PJM,"1,575","8,369",.,.,"9,944",5.0,4.0,.,.,9.0,"23,991","59,581",.,.,"83,572",5.0,4.0,.,.,9.0,631,392,.,.,"1,023",0,0,.,.,0,631,392,.,.,"1,023",0,0,.,.,0,18.000,7.000,.,.,
2021,7140,Georgia Power Co,GA,SOCO,"102,385","201,339",.,.,"303,724",14.5,36.7,.,.,51.3,"725,958","3,882,638",.,.,"4,608,596",40.8,64.7,.,.,105.5,"7,107","11,188",.,.,"18,295","6,302","10,788",.,.,"17,090","10,130","13,947",.,.,"24,077","10,560","18,398",.,.,"28,958",7.260,11.650,.,.,
2021,7264,"Glades Electric Coop, Inc",FL,SEC,119,10,0,0,129,0.0,0.0,0.0,0.0,0.0,"1,469",120,0,0,"1,589",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.000,12.000,0.000,0.000,
2021,7294,City of Glendale - (CA),CA,LDWP,"8,510","1,311",.,.,"9,821",0.2,0.1,.,.,0.3,"14,482","19,021",.,.,"33,503",0.2,0.1,.,.,0.3,833,345,.,.,"1,178",98,98,.,.,196,833,345,.,.,"1,178",98,98,.,.,196,5.870,15.484,.,.,
2021,7353,Golden Valley Elec Assn Inc,AK,NA,108,.,.,.,108,0.0,.,.,.,0.0,"1,243",.,.,.,"1,243",0.1,.,.,.,0.1,0,.,.,.,0,8,.,.,.,8,0,.,.,.,0,40,.,.,.,40,5.000,.,.,.,
2021,7483,City of Grand Haven - (MI),MI,MISO,546,"1,083","1,083",.,"2,712",0.0,0.2,0.2,.,0.3,"2,085","14,461","14,461",.,"31,007",0.0,0.1,0.1,.,0.2,71,86,86,.,243,36,49,49,.,133,71,86,86,.,243,36,49,49,.,133,6.950,7.305,7.305,.,
2021,7548,PUD No 1 of Grays Harbor County,WA,BPAT,"1,392",433,973,0,"2,797",0.2,0.0,0.1,0.0,0.3,"27,832","4,760","9,728",.,"42,320",0.2,0.0,0.1,.,0.3,819,72,79,.,970,41,7,8,.,55,819,72,79,.,970,41,7,8,.,55,20.000,12.000,10.000,.,www.ghpud.org
2021,7563,Grand Valley Power,CO,PSCO,10,.,.,.,10,0.0,.,.,.,0.0,101,.,.,.,101,0.0,.,.,.,0.0,0,.,.,.,0,3,.,.,.,3,.,.,.,.,.,3,.,.,.,3,10.000,.,.,.,
2021,7570,Great River Energy,MN,MISO,"36,827","38,749",.,.,"75,575",16.8,6.0,.,.,22.8,"448,546","609,828",.,.,"1,058,374",16.8,6.0,.,.,22.8,"5,475","2,038",.,.,"7,514","8,360","2,468",.,.,"10,827","5,475","2,038",.,.,"7,514","8,360","2,468",.,.,"10,827",12.180,15.740,.,.,https://efiling.web.commerce.state.mn.us/
2021,7634,City of Greenville - (TX),TX,ERCO,6,.,.,.,6,0.0,.,.,.,0.0,54,.,.,.,54,0.0,.,.,.,0.0,2,.,.,.,2,0,.,.,.,0,2,.,.,.,2,0,.,.,.,0,12.000,.,.,.,
2021,7716,Groton Dept of Utilities - (CT),CT,ISNE,48,745,0,0,793,0.0,0.1,0.0,0.0,0.1,610,"9,699",0,0,"10,309",0.0,0.1,0.0,0.0,0.1,157,728,0,0,885,15,229,0,0,244,157,728,0,0,885,15,229,0,0,244,12.800,13.000,0.000,0.000,
2021,7785,"Gulf Coast Electric Coop, Inc",FL,SOCO,99,.,.,.,99,0.9,.,.,.,0.9,988,.,.,.,988,0.9,.,.,.,0.9,30,.,.,.,30,2,.,.,.,2,30,.,.,.,30,2,.,.,.,2,10.000,.,.,.,
2021,7801,Gulf Power Co,FL,SOCO,"3,689",119,.,.,"3,809",1.3,0.0,.,.,1.3,.,.,.,.,.,.,.,.,.,.,123,2,.,.,125,"3,213",453,.,.,"3,666",.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2021,8319,Heartland Power Coop,IA,MISO,827,15,.,.,842,0.1,0.0,.,.,0.1,"11,942",150,.,.,"12,092",0.1,0.0,.,.,0.1,32,1,.,.,33,0,0,.,.,1,32,1,.,.,33,0,0,.,.,1,14.440,10.000,.,.,Industrial - we only have 8 accounts considered Industrial - none of the accounts took advantage of our rebate program in 2021.
2021,8333,Haywood Electric Member Corp,NC,DUK,.,.,.,.,.,.,.,.,.,.,"2,280",.,.,.,"2,280",2.3,.,.,.,2.3,.,.,.,.,.,.,.,.,.,.,2,.,.,.,2,.,.,.,.,.,10.000,.,.,.,
2021,8449,Henderson City Utility Comm,KY,MISO,0,322,.,.,322,0.0,0.0,.,.,0.0,0,"28,618",.,.,"28,618",0.0,0.1,.,.,0.1,0,23,.,.,23,0,34,.,.,34,0,714,.,.,714,0,155,.,.,155,.,10.000,.,.,https://www.hmpl.com/led-incentive-program.html
2021,8566,High Plains Power Inc,WY,WACM,3,396,0,0,400,0.0,0.1,0.0,0.0,0.1,65,"5,392",0,0,"5,457",0.0,0.1,0.0,0.0,0.1,1,13,0,0,14,.,0,0,0,0,1,13,0,0,14,0,0,0,0,0,15.270,15.670,0.000,0.000,
2021,8570,Highline Electric Assn,CO,WACM,106,874,374,.,"1,354",0.0,0.2,0.2,.,0.5,"1,601","10,488","6,400",.,"18,489",0.0,0.2,0.2,.,0.4,74,15,22,.,111,.,.,.,.,.,74,15,22,.,111,.,.,.,.,.,15.470,12.000,18.700,.,
2021,8570,Highline Electric Assn,NE,WACM,25,110,12,.,146,0.0,0.0,0.0,.,0.0,384,"1,318",236,.,"1,938",0.0,0.0,0.0,.,0.0,16,1,8,.,25,.,.,.,.,.,16,1,8,.,25,.,.,.,.,.,15.780,12.000,20.000,.,
2021,8620,"HILCO Electric Cooperative, Inc.",TX,ERCO,"2,857",.,.,.,"2,857",0.6,.,.,.,0.6,"2,857",.,.,.,"2,857",0.6,.,.,.,0.6,39,.,.,.,39,.,.,.,.,.,39,.,.,.,39,.,.,.,.,.,1.000,.,.,.,
2021,8699,Inland Power & Light Company,ID,BPAT,31,0,0,0,31,0.0,0.0,0.0,0.0,0.0,"1,475",0,0,0,"1,475",0.2,0.0,0.0,0.0,0.2,14,0,0,0,14,1,0,0,0,1,14,0,0,0,14,1,0,0,0,1,20.040,12.000,0.000,0.000,
2021,8699,Inland Power & Light Company,WA,BPAT,"1,008","4,040",94,0,"5,142",0.1,0.5,0.0,0.0,0.6,"20,014","7,534","1,819",0,"29,368",2.3,0.9,0.2,0.0,3.4,395,8,18,0,421,23,0,0,0,23,395,8,18,0,421,23,0,0,0,23,16.900,11.760,4.210,0.000,
2021,8723,City of Holland,MI,MISO,"4,459","4,790","8,900",0,"18,149",0.9,1.2,2.2,0.0,4.3,"44,590","62,770","115,700",0,"223,060",0.9,1.2,2.2,0.0,4.3,220,324,923,0,"1,468",220,154,154,0,528,220,324,923,0,"1,468",220,154,154,0,528,10.000,13.000,13.000,0.000,
2021,8773,"Holy Cross Electric Assn, Inc",CO,PSCO,"3,990","1,109",0,.,"5,099",2.0,0.4,0.0,.,2.4,"53,216","16,213",0,.,"69,429",2.0,0.4,0.0,.,2.4,465,97,0,.,562,336,70,0,.,407,465,97,0,.,562,336,70,0,.,407,13.337,14.615,0.000,.,www.holycross.com
2021,8774,City of Holyoke - (MA),MA,ISNE,147,150,0,0,297,0.0,0.0,0.0,0.0,0.0,"3,675","3,750",0,0,"7,425",0.0,0.0,0.0,0.0,0.0,111,0,0,0,111,369,40,0,0,408,111,0,0,0,111,369,40,0,0,408,25.000,25.000,25.000,25.000,
2021,8901,CenterPoint Energy,TX,ERCO,"112,203","123,703",.,.,"235,907",32.4,24.8,.,.,57.2,"1,915,057","1,721,886",.,.,"3,636,943",32.4,24.8,.,.,57.2,"12,134","10,811",.,.,"22,945","5,052","4,410",.,.,"9,463","12,134","10,811",.,.,"22,945","5,052","4,410",.,.,"9,463",16.900,13.810,.,.,
2021,9187,City of Idaho Falls - (ID),ID,PACE,140,"1,334",915,0,"2,389",0.0,0.2,0.1,0.0,0.3,"2,005","17,343","13,251",0,"32,599",0.0,0.2,0.1,0.0,0.3,115,271,59,0,445,.,.,.,0,0,115,271,59,0,445,.,.,.,0,0,23.840,13.000,24.630,0.000,
2021,9191,Idaho Power Co,ID,IPCO,"31,117","45,829","60,338",0,"137,284",3.6,5.2,6.9,0.0,15.7,"155,586","549,947","844,738",0,"1,550,271",3.6,5.2,6.9,0.0,15.7,573,"5,286","8,279",0,"14,139","6,335","4,188","4,051",0,"14,574","2,866","63,437","115,911",0,"182,214","31,676","50,252","56,712",0,"138,639",5.000,12.000,14.000,0.000,https://www.idahopower.com/energy-environment/ways-to-save/energy-efficiency-program-reports/   
2021,9191,Idaho Power Co,OR,IPCO,692,659,"5,335",0,"6,686",0.1,0.1,0.6,0.0,0.8,"3,462","7,911","74,689",0,"86,062",0.1,0.1,0.6,0.0,0.8,25,55,746,0,826,162,95,291,0,548,124,665,"10,442",0,"11,230",812,"1,138","4,069",0,"6,018",5.000,12.000,14.000,0.000,https://www.idahopower.com/energy-environment/ways-to-save/energy-efficiency-program-reports/   
2021,9216,Imperial Irrigation District,CA,IID,"3,766","4,937",.,.,"8,703",2.9,1.1,.,.,4.0,"58,397","80,463",.,.,"138,860",2.9,1.1,.,.,4.0,"1,063",315,.,.,"1,378",481,"1,018",.,.,"1,499","1,063",315,.,.,"1,378",481,"1,018",.,.,"1,499",17.088,16.607,.,.,
2021,9231,City of Independence - (MO),MO,SWPP,531,.,.,.,531,0.5,.,.,.,0.5,"3,826",.,.,.,"3,826",0.2,.,.,.,0.2,95,99,.,.,194,49,.,.,.,49,95,99,.,.,194,49,.,.,.,49,15.714,.,.,.,
2021,9234,Indiana Municipal Power Agency,IN,MISO,16,112,.,.,128,0.0,0.0,.,.,0.0,80,560,.,.,640,0.0,0.0,.,.,0.0,2,14,.,.,16,.,.,.,.,.,2,14,.,.,16,.,.,.,.,.,5.000,5.000,.,.,
2021,9267,"Hoosier Energy R E C, Inc",IN,MISO,"3,605","5,448",0,0,"9,053",2.8,1.4,0.0,0.0,4.2,"64,493","62,472",0,0,"126,965",2.8,1.4,0.0,0.0,4.2,"1,806",290,0,0,"2,096",0,0,0,0,0,"1,806",290,0,0,"2,096",0,0,0,0,0,17.890,11.467,0.000,0.000,
2021,9273,Indianapolis Power & Light Co,IN,MISO,"47,196","97,359",.,.,"144,555",8.8,15.6,.,.,24.3,"303,470","1,294,875",.,.,"1,598,345",8.8,15.6,.,.,24.3,"2,780","8,987",.,.,"11,768","10,582","5,891",.,.,"16,473","2,780","8,987",.,.,"11,768","10,582","5,891",.,.,"16,473",6.430,13.300,.,.,
2021,9286,Illinois Municipal Elec Agency,IL,MISO,165,.,"4,046",.,"4,211",0.0,.,0.8,.,0.8,660,.,"16,185",.,"16,845",0.0,.,0.8,.,0.8,70,.,571,.,641,2,.,26,.,28,70,.,571,.,641,2,.,26,.,28,4.000,.,4.000,.,
2021,9324,Indiana Michigan Power Co,IN,PJM,"19,091","46,029",0,0,"65,120",4.5,6.3,0.0,0.0,10.8,"220,347","556,998",0,0,"777,345",4.5,6.3,0.0,0.0,10.8,869,"2,168",0,0,"3,037","2,100","2,113",0,0,"4,213",869,"2,168",0,0,"3,037","2,100","2,113",0,0,"4,213",11.500,12.100,0.000,0.000,
2021,9324,Indiana Michigan Power Co,MI,PJM,"10,467","11,430",0,0,"21,897",1.2,2.0,0.0,0.0,3.2,"62,153","109,132",0,0,"171,285",1.2,2.0,0.0,0.0,3.2,645,730,0,0,"1,375","1,058",902,0,0,"1,960",645,730,0,0,"1,375","1,058",902,0,0,"1,960",5.900,9.500,0.000,0.000,
2021,9417,Interstate Power and Light Co,IA,MISO,"42,116","28,772","26,057",.,"96,944",5.2,6.3,6.0,.,17.5,"261,332","351,278","251,114",.,"863,723",5.2,6.3,6.0,.,17.5,"2,532","3,849","4,575",.,"10,957","6,932","1,728","1,500",.,"10,160","2,532","3,849","4,575",.,"10,957","6,932","1,728","1,500",.,"10,160",6.205,12.209,9.637,.,https://efs.iowa.gov/efs/ShowDocumentSearch.do?searchType=document
2021,9576,Jackson County Rural E M C - (IN),IN,MISO,480,18,.,.,498,1.6,0.0,.,.,1.6,"4,800",180,.,.,"4,980",1.6,0.0,.,.,1.6,233,17,.,.,250,74,5,.,.,79,233,17,.,.,250,74,5,.,.,79,10.000,10.000,.,.,
2021,9601,Jackson Electric Member Corp - (GA),GA,SOCO,"4,054",826,171,.,"5,051",1.2,0.1,0.0,.,1.3,"20,696","4,288",912,.,"25,896",1.2,0.2,0.0,.,1.4,"1,781",1,0,.,"1,782",0,0,0,.,0,"1,781",1,0,.,"1,782",0,0,0,.,0,5.000,5.000,5.000,.,www.jackwonemc.com/savenow
2021,9617,JEA,FL,JEA,"17,546","7,511",.,.,"25,057",1.3,1.0,.,.,2.3,"88,343","91,025",.,.,"179,368",1.3,0.6,.,.,1.9,913,318,.,.,"1,230","2,379",471,.,.,"2,850",913,318,.,.,"1,230","2,379",471,.,.,"2,850",5.030,12.120,.,.,
2021,9645,Jamestown Board of Public Util,NY,NYIS,94,.,.,.,94,0.0,.,.,.,0.0,"9,943",.,.,.,"9,943",0.0,.,.,.,0.0,57,.,.,.,57,6,.,.,.,6,57,.,.,.,57,6,.,.,.,6,10.000,.,.,.,www.jamestownbpu.com/167/Rebate-Energy-Efficiency
2021,9689,Jefferson Electric Member Corp,GA,SOCO,"2,908",562,.,.,"3,470",.,.,.,.,.,"21,492","5,388",.,.,"26,880",.,.,.,.,.,.,.,.,.,.,35,10,.,.,45,.,.,.,.,.,673,47,.,.,720,8.000,19.000,.,.,
2021,9699,"Jemez Mountains Elec Coop, Inc",NM,WALC,14,112,.,.,126,0.0,0.0,.,.,0.0,200,"1,345",.,.,"1,546",0.0,0.0,.,.,0.0,6,23,.,.,29,0,0,.,.,0,6,23,.,.,29,0,0,.,.,0,12.780,12.000,.,.,
2021,9726,Jersey Central Power & Lt Co,NJ,PJM,"14,522",426,121,0,"15,069",1.5,0.1,0.0,0.0,1.6,"162,350","6,239","1,814",0,"170,403",1.5,0.1,0.0,0.0,1.6,"4,578",68,19,0,"4,665","3,488","1,212",332,0,"5,032","4,578",68,19,0,"4,665","3,488","1,212",332,0,"5,032",11.179,14.646,15.000,0.000,https://www.njcleanenergy.com/cp
2021,9750,"Jo-Carroll Energy, Inc",IL,MISO,194,310,28,0,532,0.0,0.0,0.0,0.0,0.1,"3,186","4,472",411,0,"8,069",0.0,0.0,0.0,0.0,0.1,29,4,0,0,33,16,10,10,0,36,29,4,0,0,33,16,10,10,0,36,16.422,14.427,14.667,.,
2021,9778,Johnson County Rural E M C,IN,MISO,60,.,397,.,457,0.1,.,0.3,.,0.3,"1,080",.,"5,955",.,"7,035",0.0,.,0.1,.,0.2,47,.,28,.,75,.,.,.,.,.,47,.,28,.,75,.,.,.,.,.,18.000,.,15.000,.,
2021,9996,City of Kansas City - (KS),KS,SWPP,212,20,0,0,232,0.4,0.0,0.0,0.0,0.4,"3,839",676,0,0,"4,515",0.4,0.1,0.0,0.0,0.5,142,12,0,0,154,0,0,0,0,0,142,12,0,0,154,0,0,0,0,0,5.000,5.000,0.000,0.000,
2021,10000,Evergy Metro,KS,SWPP,65,.,.,.,65,0.0,.,.,.,0.0,645,.,.,.,645,0.0,.,.,.,0.0,15,.,.,.,15,77,18,.,.,95,15,.,.,.,15,77,18,.,.,95,10.000,10.000,.,.,evergy.com
2021,10000,Evergy Metro,MO,SWPP,"48,557","24,575",.,.,"73,132",10.1,4.9,.,.,15.1,"347,075","261,377",.,.,"608,452",10.1,4.9,.,.,15.1,"2,247","2,507",.,.,"4,754","3,198","2,770",.,.,"5,968","2,247","2,507",.,.,"4,754","3,198","2,770",.,.,"5,968",7.100,10.600,.,.,evergy.com
2021,10066,K C Electric Association,CO,WACM,12,542,.,.,554,0.0,0.1,.,.,0.1,183,"6,510",.,.,"6,693",0.0,0.1,.,.,0.1,3,23,.,.,26,.,.,.,.,.,3,23,.,.,26,.,.,.,.,.,15.700,12.110,.,.,
2021,10071,Kauai Island Utility Cooperative,HI,NA,"1,308","1,101",60,0,"2,468",0.7,0.9,0.0,0.0,1.7,"22,886","17,024",923,.,"40,833",0.6,0.7,0.0,.,1.3,295,248,13,0,556,47,40,2,0,89,295,248,13,0,556,47,40,2,0,89,18.380,14.670,0.800,.,
2021,10171,Kentucky Utilities Co,KY,LGEE,"1,852","44,732",.,.,"46,583",0.0,8.7,.,.,8.7,"34,440","897,229",.,.,"931,669",0.0,8.7,.,.,8.7,.,1,.,.,1,3,1,.,.,4,.,1,.,.,1,3,1,.,.,4,20.000,20.000,.,.,https://lge-ku.com/saving-energy-and-money
2021,10376,Kissimmee Utility Authority,FL,FMPP,170,277,0,0,447,0.0,0.8,0.0,0.0,0.9,"2,403","3,327",0,0,"5,729",0.0,0.8,0.0,0.0,0.9,77,38,0,0,115,0,0,0,0,0,77,38,0,0,115,232,10,0,0,242,14.131,12.018,0.000,0.000,
2021,10393,PUD No 1 of Klickitat County,WA,BPAT,145,220,"1,599",.,"1,964",.,.,.,.,.,"2,783","2,709","18,122",.,"23,613",.,.,.,.,.,68,21,189,.,278,.,.,.,.,.,68,21,189,.,278,.,.,.,.,.,19.250,12.330,11.330,.,
2021,10454,Kootenai Electric Cooperative,ID,AVA,"2,451",204,176,0,"2,830",0.1,0.0,0.0,0.0,0.2,"45,610","2,647","2,108",0,"50,365",0.1,0.0,0.0,0.0,0.2,694,28,27,0,749,52,4,4,0,60,694,28,27,0,749,52,4,4,0,60,18.609,13.000,12.000,0.000,
2021,10623,City of Lakeland - (FL),FL,FMPP,"1,856",458,.,.,"2,314",1.1,0.2,.,.,1.3,"20,689","2,746",.,.,"23,435",2.0,1.0,.,.,3.0,398,26,.,.,424,.,.,.,.,.,398,26,.,.,424,.,.,.,.,.,13.500,13.500,.,.,
