Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
September,09/13/2018,20:30:00,09/19/2018,17:00:00,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,300,325000
September,09/15/2018,15:00:00,09/15/2018,18:00:00,Mississippi: Forrest County;,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,1322,420000
September,09/15/2018,01:05:00,09/17/2018,16:00:00,"South Carolina: Horry County, Chesterfield County, Dillon County, Georgetown County, Marlboro County, Darlington County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,50100
September,09/15/2018,15:00:00,09/15/2018,18:00:00,Louisiana:,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,Unknown,Unknown
September,09/16/2018,08:00:00,09/18/2018,19:40:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,50000
September,09/19/2018,11:00:00,09/20/2018,12:00:00,Indiana: Benton County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
September,09/20/2018,12:39:00,Unknown,Unknown,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
September,09/22/2018,15:23:00,09/22/2018,23:00:00,California: Los Angeles County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Natural Disaster,3507,2500
September,09/25/2018,00:33:00,09/25/2018,03:10:00,Illinois:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
September,09/26/2018,13:54:00,09/26/2018,17:58:00,Texas: Harris County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
September,09/28/2018,18:58:00,09/28/2018,19:29:00,Ohio:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
October,10/01/2018,12:44:00,10/01/2018,17:32:00,Ohio: Indiana: Michigan: Kentucky: West Virginia: Virginia:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Unknown,Unknown
October,10/03/2018,07:38:00,10/03/2018,07:48:00,Illinois:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
October,10/04/2018,06:00:00,10/04/2018,08:00:00,Oklahoma: Osage County;,SPP RE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,4,2089
October,10/04/2018,16:01:00,10/04/2018,18:25:00,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspicious Activity,0,0
October,10/09/2018,20:12:00,10/09/2018,21:12:00,Colorado: El Paso County;,WECC,"Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.",System Operations,0,0
October,10/10/2018,11:59:00,Unknown,Unknown,Florida: Alabama: Georgia:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,152,45604
October,10/10/2018,16:00:00,10/19/2018,06:00:00,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,330,55000
October,10/10/2018,17:00:00,10/15/2018,05:00:00,Utah:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
October,10/10/2018,14:00:00,10/11/2018,06:00:00,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,135,60717
October,10/10/2018,05:41:00,10/10/2018,07:54:00,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
October,10/11/2018,16:42:00,10/12/2018,21:00:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,170222
October,10/11/2018,18:55:00,10/12/2018,12:00:00,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,117000
October,10/11/2018,13:15:00,Unknown,Unknown,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,240807
October,10/11/2018,07:21:00,10/11/2018,15:00:00,South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,71654
October,10/12/2018,03:36:00,10/12/2018,13:56:00,Maryland: Garrett County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
October,10/14/2018,22:11:00,Unknown,Unknown,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Natural Disaster,Unknown,60000
October,10/16/2018,04:15:00,10/16/2018,17:11:00,Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,18000
October,10/21/2018,00:16:00,10/21/2018,16:14:00,West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,63408
October,10/22/2018,10:25:00,10/22/2018,10:31:00,Utah: Salt Lake County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
October,10/24/2018,12:32:00,10/24/2018,13:33:00,Michigan: Wayne County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
October,10/29/2018,05:00:00,11/07/2018,07:00:00,California: Shasta County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
October,10/29/2018,08:39:00,Unknown,Unknown,Minnesota: Douglas County;,MRO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
October,10/30/2018,14:02:00,10/30/2018,14:42:00,"Maryland: Baltimore, City of;",RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
October,10/31/2018,19:30:00,11/01/2018,18:55:00,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,402,140932
November,11/02/2018,09:50:00,Unknown,Unknown,Minnesota: Douglas County;,MRO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
November,11/03/2018,05:53:00,11/03/2018,05:57:00,Illinois:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
November,11/03/2018,17:20:00,11/04/2018,14:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Maine: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,62000
November,11/06/2018,09:49:00,11/09/2018,14:05:00,Tennessee:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,61000
November,11/08/2018,07:16:00,11/28/2018,16:32:00,California: Butte County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system,Natural Disaster/Transmission Interruption,32,11844
November,11/08/2018,16:00:00,Unknown,Unknown,"Nevada: Carson City, Consolidated Municipality of[19];",WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
November,11/09/2018,09:02:00,11/09/2018,10:23:00,Iowa: Muscatine County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
November,11/10/2018,17:02:00,11/14/2018,15:00:00,Wisconsin:,MRO,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
November,11/13/2018,18:19:00,11/13/2018,19:40:00,Arkansas: Oklahoma: Louisiana: Texas:,SPP RE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
November,11/15/2018,10:50:00,11/17/2018,13:12:00,Virginia: West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,50600
November,11/15/2018,03:23:00,11/15/2018,17:35:00,Kentucky:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,150000
November,11/15/2018,05:28:00,11/15/2018,08:35:00,Indiana:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,55000
November,11/15/2018,05:38:00,11/16/2018,06:00:00,Kentucky: Ohio:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,104000
November,11/18/2018,13:10:00,Unknown,Unknown,Nebraska: Holt County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,2,0
November,11/25/2018,22:30:00,11/28/2018,20:17:00,"Illinois: Will County, DuPage County, Kane County, McHenry County, Winnebago County, Ogle County, DeKalb County, Lee County, Grundy County, Lake County, Cook County, Livingston County, Stephenson County, LaSalle County, Kankakee County, Kendall County, Boone County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,313448
November,11/27/2018,08:00:00,11/28/2018,16:50:00,Maine: New Hampshire: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,32000
December,12/01/2018,09:40:00,12/04/2018,17:17:00,Pennsylvania:,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,12/01/2018,16:23:00,12/01/2018,17:09:00,Florida: Leon County;,FRCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/02/2018,16:17:00,12/02/2018,20:30:00,Maryland:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/03/2018,03:15:00,12/03/2018,03:44:00,Texas:,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,16,Unknown
December,12/05/2018,08:00:00,12/06/2018,08:00:00,Alabama: Chambers County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,12/05/2018,12:48:00,12/05/2018,12:49:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,12/07/2018,03:10:00,12/07/2018,04:35:00,Utah: Weber County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Actual Physical Attack,0,0
December,12/09/2018,03:35:00,12/10/2018,23:45:00,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Unknown,50000
December,12/09/2018,23:28:00,12/10/2018,01:30:00,Virginia: Loudoun County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,12/09/2018,08:41:00,12/09/2018,18:00:00,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,70000
December,12/09/2018,00:23:00,12/09/2018,11:54:00,Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,137,41126
December,12/11/2018,07:00:00,12/13/2018,14:00:00,Oregon: Josephine County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
December,12/11/2018,09:10:00,12/11/2018,10:26:00,Texas: Travis County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/12/2018,10:00:00,12/12/2018,10:31:00,Oregon: Gilliam County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
December,12/13/2018,10:00:00,Unknown,Unknown,"California: Stanislaus County, San Joaquin County;",WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/14/2018,16:00:00,12/17/2018,02:00:00,"Washington: King County, Kitsap County, Island County, Pierce County, Thurston County, Whatcom County, Skagit County, Kittitas County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,150000
December,12/14/2018,18:00:00,Unknown,Unknown,Washington: Snohomish County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,200,60000
December,12/14/2018,08:40:00,12/14/2018,10:00:00,Texas: Jasper County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
December,12/18/2018,08:47:00,12/18/2018,08:48:00,Utah: Salt Lake County; California: Oregon:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
December,12/20/2018,09:30:00,12/20/2018,17:00:00,"Washington: Skagit County, Snohomish County, King County, Kitsap County, Island County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,165000
December,12/26/2018,01:00:00,01/03/2019,10:27:00,California: Kern County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
December,12/27/2018,21:12:00,12/27/2018,21:16:00,New York: New York County;,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
December,12/27/2018,00:05:00,12/27/2018,01:05:00,"Maryland: Montgomery County, Prince George's County; District of Columbia:",RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
December,12/27/2018,12:50:00,12/27/2018,13:00:00,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
December,12/30/2018,11:41:00,12/30/2018,13:20:00,Washington: King County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
