Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
Data Year,Utility Number,Utility Name,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Website
2018,10724,Lassen Municipal Utility District,CA,CISO,100,173,0,0,273,0.0,0.0,0.0,0.0,0.1,"1,146","2,038",0,0,"3,183",0.0,0.0,0.0,0.0,0.1,52,21,0,0,73,11,19,0,0,31,52,21,0,0,73,11,19,0,0,31,11.475,11.750,0.000,0.000,
2018,10769,City of Laurens - (IA),IA,SWPP,18,56,361,.,435,0.0,0.0,0.1,.,0.1,392,"1,106","7,223",.,"8,720",0.0,0.0,0.1,.,0.1,2,4,4,.,10,0,0,2,.,3,2,4,4,.,10,0,0,2,.,3,21.880,19.830,20.000,.,www.lmpc-ia.com
2018,10857,"Lee County Electric Coop, Inc",FL,FPL,"1,717",10,.,.,"1,727",0.0,0.0,.,.,0.0,"13,736",70,.,.,"13,806",0.0,0.0,.,.,0.0,0,0,.,.,0,199,275,.,.,474,0,0,.,.,0,199,275,.,.,474,8.000,7.000,.,.,
2018,10868,City of Leesburg - (FL),FL,FPC,166,.,.,.,166,2.5,.,.,.,2.5,"2,489",.,.,.,"2,489",2.5,.,.,.,2.5,102,.,.,.,102,.,.,.,.,.,102,.,.,.,102,.,.,.,.,.,15.060,.,.,.,
2018,10908,City of Lenox - (IA),IA,MISO,19,23,0,0,42,0.0,0.0,0.0,0.0,0.0,376,458,0,0,834,0.0,0.0,0.0,0.0,0.0,1,4,0,0,5,1,1,0,0,2,1,4,0,0,5,1,1,0,0,2,19.950,20.000,0.000,0.000,
2018,10944,PUD No 1 of Lewis County,WA,BPAT,"2,070","2,072","1,307",.,"5,448",0.7,0.7,0.5,.,1.9,"45,195","25,516","15,685",.,"86,396",0.7,0.7,0.5,.,1.9,"1,622",319,113,.,"2,054",315,62,22,.,399,"1,622",319,113,.,"2,054",315,62,22,.,399,21.840,12.320,12.000,.,
2018,10967,City of Lexington - (NE),NE,SWPP,235,208,"1,441",0,"1,884",0.1,0.0,0.0,0.0,0.1,"4,273","2,341","21,613",0,"28,227",0.1,0.0,0.0,0.0,0.1,39,11,99,0,150,4,9,4,0,17,39,11,99,0,150,4,9,4,0,17,18.151,11.264,15.000,0.000,
2018,11018,Lincoln Electric System,NE,SWPP,460,"1,763","7,420",.,"9,643",0.5,0.5,1.4,.,2.4,"5,364","21,156","89,040",.,"115,560",0.5,0.5,1.4,.,2.4,474,157,553,.,"1,184",90,140,140,.,370,474,157,553,.,"1,184",90,140,140,.,370,15.000,12.000,12.000,.,
2018,11022,"Lincoln Electric Coop, Inc",MT,BPAT,128,.,.,.,128,.,.,.,.,.,"2,049",.,.,.,"2,049",.,.,.,.,.,55,.,.,.,55,.,.,.,.,.,469,.,.,.,469,153,.,.,.,153,12.000,.,.,.,
2018,11064,Litchfield Public Utilities,MN,MISO,231,749,749,.,"1,729",0.0,0.1,0.1,.,0.2,"2,471","12,882","12,882",.,"28,235",0.0,0.1,0.1,.,0.2,24,76,76,.,176,36,25,25,.,86,24,76,76,.,176,36,25,25,.,86,10.700,17.200,17.200,.,
2018,11124,City of Lodi - (CA),CA,CISO,266,"1,315","1,319",.,"2,901",0.1,0.2,0.1,.,0.3,"3,475","15,832","15,833",.,"35,141",0.1,0.2,0.1,.,0.3,165,163,110,.,438,83,56,46,.,185,165,163,110,.,438,83,56,46,.,185,14.294,12.044,12.000,.,
2018,11135,City of Logan - (UT),UT,PACE,8,579,0,0,587,0.0,0.1,.,.,0.2,88,"5,791",0,0,"5,880",0.0,0.1,0.0,0.0,0.1,5,31,0,0,36,1,8,0,.,9,5,31,0,0,36,1,8,0,0,9,11.270,10.000,0.000,0.000,
2018,11148,City of Lompoc - (CA),CA,CISO,13,293,.,.,306,0.0,0.0,.,.,0.0,83,"4,400",.,.,"4,483",0.0,0.0,.,.,0.0,.,.,.,.,.,2,78,.,.,80,.,.,.,.,.,2,78,.,.,80,8.017,14.995,0.000,.,http://www.ncpa.com/policy/reports/energy-efficiency/ 
2018,11171,Long Island Power Authority,NY,NYIS,"181,435","93,550",.,.,"274,985",32.1,19.3,.,.,51.5,"1,082,170","1,496,796",.,.,"2,578,966",27.0,17.8,.,.,44.8,"19,181","22,228",.,.,"41,409","18,585","9,068",.,.,"27,653","19,181","22,228",.,.,"41,409","18,585","9,068",.,.,"27,653",5.960,16.000,.,.,www.psegliny.com
2018,11187,City of Longmont,CO,PSCO,"1,383","7,161",.,.,"8,544",0.1,1.1,.,.,1.2,"10,925","92,526",.,.,"103,451",0.1,1.1,.,.,1.2,304,"1,793",.,.,"2,097",176,111,.,.,287,304,"1,793",.,.,"2,097",176,111,.,.,287,7.899,12.921,.,.,https://www.prpa.org/financial-information/
2018,11208,Los Angeles Department of Water & Power,CA,LDWP,"84,031","378,434",0,0,"462,465",12.3,40.4,0.0,0.0,52.7,"1,109,676","6,366,130",0,0,"7,475,806",12.3,40.4,0.0,0.0,52.7,"31,918","81,915",0,0,"113,833","15,988","35,575",0,0,"51,562","31,918","81,915",0,0,"113,833","15,988","35,575",0,0,"51,562",16.600,14.900,0.000,0.000,
2018,11241,Entergy Louisiana LLC,LA,MISO,"13,357","4,512",.,.,"17,869",2.3,0.5,.,.,2.8,"238,989","67,786",.,.,"306,775",2.3,0.5,.,.,2.8,"1,124",450,.,.,"1,574","4,022","2,697",.,.,"6,718","1,124",450,.,.,"1,574","4,022","2,697",.,.,"6,718",17.831,15.068,.,.,www.entergysolutionsla.com
2018,11249,Louisville Gas & Electric Co,KY,LGEE,"19,012","49,686",0,0,"68,698",0.0,14.5,0.0,0.0,14.5,"192,552","993,715",0,0,"1,186,267",0.0,14.5,0.0,0.0,14.5,"3,155","1,939",0,0,"5,094","8,381","1,811",0,0,"10,192","3,155","1,939",0,0,"5,094","8,381","1,811",0,0,"10,192",9.000,20.000,0.000,0.000,https://lge-ku.com/residential-energy-efficiency
2018,11250,Loup Valleys Rural P P D,NE,SWPP,62,54,43,.,158,0.0,0.0,0.0,.,0.0,"1,121",641,578,.,"2,339",0.0,0.0,0.0,.,0.0,13,4,1,.,18,1,3,1,.,6,13,4,1,.,18,1,3,1,.,6,18.220,11.928,13.494,.,
2018,11251,Loup River Public Power Dist,NE,SWPP,222,"2,627","1,890",.,"4,739",0.0,0.4,0.2,.,0.7,"3,326","29,362","38,347",.,"71,035",0.0,0.4,0.2,.,0.7,35,159,24,.,218,16,39,18,.,72,35,159,24,.,218,16,39,18,.,72,14.561,11.176,15.000,.,
2018,11256,City of Loveland - (CO),CO,PSCO,"6,858","6,939",0,0,"13,797",0.9,1.1,0.0,0.0,2.0,"11,332","87,980",0,0,"99,312",0.9,1.1,0.0,0.0,2.0,202,"1,815",0,0,"2,018",493,64,0,0,557,202,"1,815",0,0,"2,018",493,64,0,0,557,1.652,12.680,0.000,0.000,
2018,11291,Lumbee River Elec Member Corp,NC,CPLE,"5,750",.,.,.,"5,750",.,.,.,.,.,"19,691",.,.,.,"19,691",.,.,.,.,.,29,.,.,.,29,34,.,.,.,34,29,.,.,.,29,34,.,.,.,34,3.400,.,.,.,
2018,11298,Lyon Rural Electric Coop,IA,SWPP,289,0,.,.,289,0.0,0.0,.,.,0.0,"4,839",0,.,.,"4,839",0.0,0.0,.,.,0.0,52,0,.,.,52,10,0,.,.,10,52,0,.,.,52,10,0,.,.,10,20.200,.,.,.,
2018,11332,City of Luverne - (MN),MN,SWPP,179,22,27,.,228,0.0,0.0,0.0,.,0.0,"2,822",269,329,.,"3,420",0.0,0.0,0.0,.,0.0,11,2,2,.,15,4,1,1,.,6,11,2,2,.,15,4,1,1,.,6,13.000,12.100,12.100,.,
2018,11475,City of Madison - (SD),SD,MISO,15,0,0,0,15,1.2,0.0,0.0,0.0,1.2,779,0,0,0,779,1.2,0.0,0.0,0.0,1.2,6,0,0,0,6,0,0,0,0,0,38,0,0,0,38,0,0,0,0,0,9.900,0.000,0.000,0.000,
2018,11501,Magic Valley Electric Coop Inc,TX,ERCO,65,.,.,.,65,.,.,.,.,.,195,.,.,.,195,.,.,.,.,.,12,.,.,.,12,.,.,.,.,.,12,.,.,.,12,.,.,.,.,.,10.000,.,.,.,
2018,11568,Town of Manilla - (IA),IA,MISO,3,0,0,0,3,0.0,0.0,0.0,0.0,0.0,39,0,0,0,39,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.000,0.000,.,.,
2018,11571,Manitowoc Public Utilities,WI,MISO,224,0,0,0,224,0.1,0.0,0.0,0.0,0.1,224,0,0,0,224,0.1,0.0,0.0,0.0,0.1,29,0,0,0,29,0,0,0,0,0,29,0,0,0,29,0,0,0,0,0,1.000,.,.,.,
2018,11581,City of Manning,IA,SWPP,15,143,100,.,258,0.0,0.0,0.0,.,0.1,225,"2,852","2,000",.,"5,078",0.0,0.0,0.0,.,0.1,5,5,2,.,12,0,2,1,.,3,5,5,2,.,12,0,2,1,.,3,14.590,19.970,20.000,.,
2018,11646,City of Marietta - (GA),GA,SOCO,85,.,.,.,85,0.0,.,.,.,0.0,950,.,.,.,950,0.0,.,.,.,0.0,6,.,.,.,6,.,.,.,.,.,6,.,.,.,6,.,.,.,.,.,10.420,.,.,.,
2018,11701,City of Marquette - (MI),MI,MISO,390,"2,913",.,.,"3,302",.,.,.,.,.,"4,674","34,952",.,.,"39,626",.,.,.,.,.,117,138,.,.,256,80,129,.,.,209,117,138,.,.,256,80,129,.,.,209,12.590,9.200,.,.,
2018,11713,City of Marshall - (MI),MI,MISO,165,751,188,.,"1,104",0.0,0.1,0.0,.,0.1,"1,650","7,510","1,880",.,"11,040",0.0,0.1,0.0,.,0.1,19,28,7,.,53,4,8,3,.,15,19,28,7,.,53,4,8,3,.,15,10.000,10.000,10.000,.,
2018,11731,City of Marshall - (MN),MN,MISO,403,"1,115","2,846",.,"4,364",0.3,0.5,0.5,.,1.3,"4,014","21,563","52,887",.,"78,463",0.3,0.5,0.5,.,1.3,79,140,137,.,356,42,51,47,.,140,79,140,137,.,356,42,51,47,.,140,9.953,19.333,18.586,.,
2018,11804,Massachusetts Electric Co,MA,ISNE,"532,287","190,956","117,038",.,"840,281",73.7,28.5,17.4,.,119.6,"3,207,954","2,518,656","1,543,692",.,"7,270,302",73.7,28.5,17.4,.,119.6,"138,708","42,726","26,187",.,"207,621","37,846","16,177","9,915",.,"63,938","138,708","42,726","26,187",.,"207,621","37,846","16,177","9,915",.,"63,938",6.030,13.190,13.190,.,
2018,11811,Town of Massena - (NY),NY,NYIS,197,79,.,.,276,0.1,0.0,.,.,0.1,"2,739",953,.,.,"3,693",0.1,0.0,.,.,0.1,5,8,.,.,13,51,44,.,.,95,5,8,.,.,13,51,44,.,.,95,29.550,8.000,.,.,
2018,11989,McCone Electric Coop Inc,MT,WAUW,151,15,.,.,166,0.1,0.0,.,.,0.1,"2,267",221,.,.,"2,487",0.1,0.0,.,.,0.1,3,0,.,.,3,71,56,.,.,127,3,0,.,.,3,71,56,.,.,127,15.000,15.000,.,.,
2018,12087,McKenzie Electric Coop Inc,ND,SWPP,4,.,.,.,4,.,.,.,.,.,125,.,.,.,125,.,.,.,.,.,0,.,.,.,0,.,.,.,.,.,0,.,.,.,0,.,.,.,.,.,20.000,.,.,.,
2018,12187,City of McMinnville - (OR),OR,BPAT,"4,283","2,235",526,0,"7,043",0.5,0.3,0.1,.,0.8,"53,127","24,911","6,082",0,"84,120",0.5,0.3,0.1,.,0.8,"1,315",347,101,0,"1,762",627,327,77,0,"1,031","1,315",347,101,0,"1,762",627,327,77,0,"1,031",12.410,11.140,11.570,0.000,
2018,12199,Montana-Dakota Utilities Co,MT,SWPP,1,"2,030",0,0,"2,031",0.0,0.4,0.0,0.0,0.4,9,"20,300",0,0,"20,309",0.0,0.4,0.0,0.0,0.4,0,210,0,0,210,0,0,0,0,0,0,210,0,0,210,0,0,0,0,0,10.000,10.000,0.000,0.000,
2018,12286,Melrose Public Utilities,MN,MISO,118,419,655,.,"1,191",0.0,0.1,0.1,.,0.1,"1,442","5,497","8,597",.,"15,536",0.0,0.1,0.1,.,0.1,5,13,20,.,37,2,5,7,.,14,5,13,20,.,37,2,5,7,.,14,12.000,13.000,13.000,.,
2018,12312,Merced Irrigation District,CA,CISO,12,"2,000",.,.,"2,012",.,.,.,.,.,12,"2,000",.,.,"2,012",.,.,.,.,.,11,194,.,.,205,.,.,.,.,.,11,194,.,.,205,.,.,.,.,.,1.000,1.000,.,.,www.mercedid.org/rebates/
2018,12341,MidAmerican Energy Co,IA,MISO,"125,293","69,691","166,467",.,"361,451",35.3,12.6,24.7,.,72.6,"1,152,882","1,189,469","2,571,767",.,"4,914,117",33.7,13.1,25.4,.,72.2,"17,860","8,562","24,948",.,"51,370","5,115","2,423","4,897",.,"12,435","17,860","8,562","24,948",.,"51,370","5,115","2,423","4,897",.,"12,435",9.200,17.070,15.450,.,
2018,12341,MidAmerican Energy Co,IL,MISO,"15,038","4,436","8,335",.,"27,809",4.8,0.7,1.0,.,6.5,"74,373","57,755","122,687",.,"254,815",3.7,0.6,1.1,.,5.4,"1,536",798,"2,034",.,"4,368",380,110,274,.,764,"1,536",798,"2,034",.,"4,368",380,110,274,.,764,4.950,13.020,14.720,.,
2018,12341,MidAmerican Energy Co,SD,MISO,54,4,81,.,140,0.0,0.0,0.0,.,0.1,776,55,"1,052",.,"1,883",0.0,0.0,0.0,.,0.1,34,1,10,.,45,5,0,3,.,8,34,1,10,.,45,5,0,3,.,8,14.290,13.010,13.010,.,
2018,12377,Midwest Energy Cooperative,MI,PJM,"1,932","4,504",.,.,"6,437",19.0,45.0,.,.,64.0,"23,187","54,043",.,.,"77,229",19.0,45.0,.,.,64.0,337,278,.,.,615,639,287,.,.,926,337,278,.,.,615,639,287,.,.,926,12.590,9.200,.,.,
2018,12390,Metropolitan Edison Co,PA,PJM,"110,574","46,141","36,991",0,"193,705",13.9,6.5,5.0,0.0,25.4,"568,034","666,370","523,057",0,"1,757,460",13.9,6.5,5.0,0.0,25.4,"6,281","1,557","1,812",0,"9,650","7,521","1,352","1,250",0,"10,123","6,281","1,557","1,812",0,"9,650","7,521","1,352","1,250",0,"10,123",5.137,14.442,14.140,0.000,https://www.firstenergycorp.com/customer_choice/pennsylvania/pennsylvania_tariffs.html
2018,12395,Menard Electric Coop,IL,MISO,178,.,.,.,178,0.0,.,.,.,0.0,"2,674",.,.,.,"2,674",0.0,.,.,.,0.0,2,.,.,.,2,1,.,.,.,1,2,.,.,.,2,1,.,.,.,1,15.000,.,.,.,
2018,12539,Midwest Electric Member Corp,NE,WACM,57,68,108,0,234,0.1,0.1,0.0,0.0,0.1,455,265,"1,176",0,"1,896",0.1,0.1,0.0,0.0,0.2,35,1,21,0,58,0,0,0,0,0,185,12,199,0,396,0,0,0,0,0,15.000,8.338,30.000,0.000,www.midwestecc.com
2018,12541,City of Milford - (IA),IA,SWPP,26,181,.,.,207,0.0,0.0,.,.,0.1,409,"3,608",.,.,"4,017",0.0,0.0,.,.,0.1,7,4,.,.,11,0,3,.,.,4,7,4,.,.,11,0,3,.,.,4,15.940,19.950,.,.,
2018,12615,City of Milton-Freewater- (OR),OR,BPAT,145,43,276,.,464,2.1,1.0,4.2,.,7.3,"2,792",425,276,.,"3,493",2.1,1.0,4.2,.,7.3,52,7,10,.,69,1,0,1,.,2,52,7,10,.,69,1,0,1,.,2,19.200,10.000,1.000,.,
2018,12626,City of Minden - (NE),NE,SWPP,1,50,.,.,50,.,0.0,.,.,0.0,3,546,.,.,548,.,0.0,.,.,0.0,0,2,.,.,2,0,1,.,.,1,0,2,.,.,2,0,1,.,.,1,3.000,11.000,.,.,
2018,12647,"ALLETE, Inc.",MN,MISO,"14,477","51,119",.,.,"65,596",1.8,5.5,.,.,7.3,"241,773","670,675",.,.,"912,448",1.5,4.7,.,.,6.2,"1,576","2,453",.,.,"4,029","1,815","3,188",.,.,"5,003","1,576","2,453",.,.,"4,029","1,815","3,188",.,.,"5,003",16.700,13.100,.,.,
2018,12660,Village of Minster - (OH),OH,PJM,71,51,253,0,375,0.0,0.0,0.0,0.0,0.1,502,707,"2,157",0,"3,366",0.0,0.0,0.0,0.0,0.1,5,3,10,0,18,28,7,27,0,62,5,3,10,0,18,28,7,27,0,62,7.000,14.000,9.000,0.000,
2018,12685,Entergy Mississippi LLC,MS,MISO,"13,735","29,332",.,.,"43,067",3.0,5.0,.,.,8.0,"95,422","384,969",.,.,"480,391",3.0,5.0,.,.,8.0,"2,335","3,627",.,.,"5,962","1,620","1,523",.,.,"3,143","2,335","3,627",.,.,"5,962","1,620","1,523",.,.,"3,143",10.761,13.125,.,.,http://www.psc.state.ms.us/trinityview.mspsc.html
2018,12686,Mississippi Power Co,MS,SOCO,"8,752","8,695","1,677",.,"19,124",0.0,1.7,0.3,.,2.0,"66,718","125,246","25,153",.,"217,117",0.0,1.7,0.3,.,2.0,"1,129",805,55,.,"1,989",904,73,4,.,981,"1,129",805,55,.,"1,989",904,73,4,.,981,7.620,14.460,30.000,0.000,
2018,12692,"Missoula Electric Coop, Inc",MT,BPAT,424,215,0,0,639,0.1,0.0,0.0,0.0,0.1,"10,233","2,766",0,0,"12,999",0.0,0.0,0.0,0.0,0.0,189,39,0,0,228,53,6,0,0,59,189,39,0,0,228,53,6,0,0,59,14.000,12.000,0.000,0.000,
2018,12698,KCP&L Greater Missouri Operations Co.,MO,SWPP,"38,868","41,584",.,.,"80,452",8.8,7.0,.,.,15.8,"320,412","478,187",.,.,"798,599",8.8,7.0,.,.,15.8,"1,612","3,088",.,.,"4,701","3,997","2,936",.,.,"6,933","1,612","3,088",.,.,"4,701","3,997","2,936",.,.,"6,933",8.200,11.500,.,.,KCPL.com
2018,12745,Modesto Irrigation District,CA,BANC,"1,003","4,790",961,0,"6,754",0.5,0.6,0.1,0.0,1.2,"11,197","44,859","9,343",0,"65,398",0.5,0.6,0.1,0.0,1.2,770,262,145,0,"1,178",598,392,388,0,"1,377",770,262,145,0,"1,178",598,392,388,0,"1,377",11.200,9.400,9.700,0.000,
2018,12789,City of Monmouth - (OR),OR,BPAT,317,"2,389",.,.,"2,706",2.5,10.1,.,.,12.5,"6,340","47,780",.,.,"54,120",2.5,10.1,.,.,12.5,29,39,.,.,68,13,13,.,.,25,29,39,.,.,68,13,13,.,.,25,20.000,20.000,.,.,www.ci.monmouth.or.us
2018,12796,Monongahela Power Co,WV,PJM,"8,631","4,784",0,0,"13,415",1.5,0.6,0.0,0.0,2.1,"66,139","56,277",0,0,"122,416",1.5,0.6,0.0,0.0,2.1,981,148,0,0,"1,130",398,250,0,0,648,981,148,0,0,"1,130",398,250,0,0,648,7.663,11.763,12.995,0.000,http://www.psc.state.wv.us/scripts/WebDocket/ViewDocument.cfm?CaseActivityID=502709&NotType='WebDocket'   
2018,12803,"Monroe County Elec Coop, Inc",IL,MISO,160,.,.,.,160,0.1,.,.,.,0.1,"2,400",.,.,.,"2,400",0.1,.,.,.,0.1,16,.,.,.,16,.,.,.,.,.,16,.,.,.,16,.,.,.,.,.,15.000,.,.,.,
2018,12825,NorthWestern Energy LLC - (MT),MT,NWMT,"26,782","52,325",.,.,"79,107",3.3,0.3,.,.,3.6,"390,396","761,659",.,.,"1,152,055",3.3,0.3,.,.,3.6,240,"4,343",.,.,"4,584","4,389","3,525",.,.,"7,915",240,"4,343",.,.,"4,584","4,389","3,525",.,.,"7,915",14.577,14.556,.,.,http://psc.mt.gov/For-Regulated-Utilities/Reports?folderId=55204&view=gridview&pageSize=10
2018,12839,City of Montezuma - (IA),IA,MISO,8,68,.,.,76,0.0,0.0,.,.,0.0,149,"1,360",.,.,"1,509",0.0,0.0,.,.,0.0,1,4,.,.,6,0,2,.,.,2,1,4,.,.,6,0,2,.,.,2,19.380,19.940,.,.,
2018,12894,City of Moorhead - (MN),MN,SWPP,255,846,"4,443",.,"5,544",0.1,0.1,0.7,.,1.0,"4,382","10,818","56,795",.,"71,995",0.1,0.1,0.7,.,1.0,52,39,205,.,296,19,15,76,.,110,52,39,205,.,296,19,15,76,.,110,17.200,12.800,12.800,.,
2018,12900,City of Mora - (MN),MN,MISO,186,290,290,0,765,0.0,0.1,0.1,0.0,0.1,"1,378","4,834","4,834",0,"11,046",0.0,0.1,0.1,0.0,0.1,23,35,35,0,93,34,21,21,.,76,23,35,35,.,93,34,21,21,.,76,7.400,16.700,16.700,0.000,www.MNCIPdata.com
2018,13038,City of Mt Pleasant - (IA),IA,MISO,45,"1,080",.,.,"1,125",0.1,0.2,.,.,0.3,"1,527","23,620",.,.,"25,146",0.1,0.2,.,.,0.3,6,10,.,.,16,2,146,.,.,148,6,10,.,.,16,2,146,.,.,148,34.030,21.860,.,.,
2018,13058,"Mountain View Elec Assn, Inc",CO,WACM,229,"1,245",.,.,"1,474",0.1,0.3,.,.,0.4,"3,194","19,598",.,.,"22,792",0.1,0.4,.,.,0.5,83,91,.,.,174,11,62,.,.,74,83,91,.,.,174,11,62,.,.,74,15.420,13.270,.,.,
2018,13143,Board of Water Electric & Communications,IA,MISO,440,"1,396","2,348",.,"4,184",0.0,0.2,0.3,.,0.5,"6,132","14,455","50,000",.,"70,587",0.0,0.2,0.3,.,0.5,56,39,56,.,151,57,20,16,.,92,56,39,56,.,151,57,20,16,.,92,11.245,10.084,18.043,.,
2018,13214,The Narragansett Electric Co,RI,ISNE,"150,315","79,029","34,682",.,"264,026",18.0,12.0,5.3,.,35.3,"831,679","980,489","430,286",.,"2,242,454",18.0,12.0,5.3,.,35.3,"38,600","22,597","9,917",.,"71,113","8,394","5,633","2,472",.,"16,499","38,600","22,597","9,917",.,"71,113","8,394","5,633","2,472",.,"16,499",5.533,12.407,12.407,.,
2018,13337,Nebraska Public Power District,NE,SWPP,500,"8,965","4,750",0,"14,215",0.1,1.6,0.1,0.0,1.8,"8,035","99,316","57,198",0,"164,549",0.1,1.6,0.1,0.0,1.8,66,586,215,0,868,32,79,36,0,146,66,586,215,0,868,32,79,36,0,146,16.076,11.078,12.043,0.000,
2018,13407,Nevada Power Co,NV,NEVP,"20,406","138,863",0,0,"159,269",6.8,17.3,0.0,0.0,24.1,"42,809","1,355,932",0,0,"1,398,741",6.8,17.3,0.0,0.0,24.1,30,0,0,0,30,"5,934","13,153",89,0,"19,176",30,0,0,0,30,"5,934","13,153",89,0,"19,176",2.100,9.800,0.000,0.000,http://puc.nv.gov/utilities/electric
2018,13441,New Hampshire Elec Coop Inc,NH,ISNE,"2,278","2,219",.,.,"4,497",0.3,0.1,.,.,0.4,"16,763","28,966",.,.,"45,729",0.1,0.1,.,.,0.2,854,485,.,.,"1,340",455,217,.,.,672,854,485,.,.,"1,340",455,217,.,.,672,7.360,13.056,.,10.170,https://www.puc.nh.gov/Electric/coreengergyefficiencyprograms.htm
2018,13478,"Entergy New Orleans, LLC",LA,MISO,"21,240","29,077",.,.,"50,317",3.7,3.2,.,.,6.9,"171,009","275,776",.,.,"446,785",3.7,3.2,.,.,6.9,"2,240","3,384",.,.,"5,624","1,920","3,924",.,.,"5,844","2,240","3,384",.,.,"5,624","1,920","3,924",.,.,"5,844",8.051,9.484,.,.,www.entergy-neworleans.com/energyefficiency
2018,13480,New Prague Utilities Comm,MN,MISO,289,386,386,.,"1,061",0.0,0.0,0.0,.,0.1,"1,990","6,407","6,407",.,"14,805",0.0,0.0,0.0,.,0.1,30,64,64,.,158,31,32,32,.,95,30,64,64,.,158,31,32,32,.,95,6.900,16.600,16.600,.,
2018,13488,New Ulm Public Utilities Comm,MN,MISO,190,815,770,0,"1,775",0.4,0.1,0.1,0.0,0.6,"2,027","16,221","15,402",0,"33,650",0.4,0.1,0.1,0.0,0.7,66,74,3,0,143,23,20,76,0,119,66,74,3,0,143,23,20,76,0,119,12.070,19.910,20.000,0.000,www.newulmmn.gov
2018,13511,New York State Elec & Gas Corp,NY,NYIS,"2,481","70,889",.,.,"73,370",0.4,13.5,.,.,13.9,"35,445","802,871",.,.,"838,316",0.5,15.0,.,.,15.5,727,"10,404",.,.,"11,132",70,"1,017",.,.,"1,087",727,"10,404",.,.,"11,132",70,"1,017",.,.,"1,087",15.000,15.000,.,.,
2018,13573,Niagara Mohawk Power Corp.,NY,NYIS,"135,227","116,232","71,239",.,"322,698",3.3,22.2,13.6,.,39.1,"259,132","1,384,389","848,496",.,"2,492,017",3.3,22.2,13.6,.,39.1,"9,703","16,563","10,152",.,"36,418","2,026","3,183","1,951",.,"7,160","9,703","16,563","10,152",.,"36,418","2,026","3,183","1,951",.,"7,160",1.920,11.910,11.910,.,
2018,13604,City of Niles - (MI),MI,PJM,266,582,.,.,848,0.0,0.1,.,.,0.1,"3,328","8,760",.,.,"12,088",0.0,0.1,.,.,0.1,44,45,.,.,89,21,32,.,.,53,44,45,.,.,89,21,32,.,.,53,12.530,15.050,.,.,
2018,13630,North Carolina Mun Power Agny #1,NC,DUK,818,"2,748",332,.,"3,899",0.2,1.9,0.4,.,2.4,"7,691","26,917","4,506",.,"39,114",0.1,1.8,0.3,.,2.2,113,327,58,.,498,129,79,29,.,237,113,327,58,.,498,129,79,29,.,237,9.400,9.790,13.560,.,
2018,13664,Norris Public Power District,NE,SWPP,340,964,53,0,"1,357",0.1,0.1,0.0,0.0,0.2,"5,877","10,910",581,0,"17,368",0.1,0.1,0.0,0.0,0.2,56,55,3,0,114,11,28,13,0,52,56,55,3,0,114,11,28,13,0,52,17.270,11.320,10.870,0.000,
2018,13676,"North Arkansas Elec Coop, Inc",AR,MISO,340,.,.,.,340,0.3,.,.,.,0.3,"2,092",.,.,.,"2,092",0.3,.,.,.,0.3,.,.,.,.,.,14,.,.,.,14,.,.,.,.,.,81,.,.,.,81,10.000,.,.,.,
2018,13687,North Carolina Eastern M P A,NC,CPLE,799,123,0,.,922,0.3,0.4,0.0,.,0.7,"6,653",369,0,.,"7,022",0.2,0.3,0.0,.,0.5,10,0,0,.,10,141,82,0,.,223,10,0,0,.,10,141,82,0,.,223,8.330,3.000,0.000,.,
2018,13698,North Central Public Pwr Dist,NE,SWPP,27,83,12,.,121,0.0,0.0,0.0,.,0.0,471,914,127,.,"1,511",0.0,0.0,0.0,.,0.0,5,4,0,.,9,1,4,2,.,7,5,4,0,.,9,1,4,2,.,7,17.621,11.000,11.000,.,
2018,13725,City of North Platte,NE,SWPP,33,"1,380",246,.,"1,659",0.0,0.3,0.0,.,0.3,504,"15,477","3,686",.,"19,667",0.0,0.3,0.0,.,0.3,9,84,8,.,101,3,8,4,.,15,9,84,8,.,101,3,8,4,.,15,15.172,11.212,15.000,.,
2018,13731,"North Star Electric Coop, Inc",MN,MISO,676,234,.,.,910,.,.,.,.,.,"10,625","3,319",.,.,"13,944",.,.,.,.,.,67,19,.,.,86,.,.,.,.,.,67,19,.,.,86,.,.,.,.,.,14.190,12.170,.,.,
