Data Year,Utility Number,Utility Name,State,Ownership,SAIDI With MED,SAIFI With MED,CAIDI With MED,SAIDI Without MED,SAIFI Without MED,CAIDI Without MED,SAIDI With MED Minus LOS,SAIFI With MED Minus LOS,CAIDI Minus MED,Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically,SAIDI With MED,SAIFI With MED,CAIDI With MED,SAIDI Without MED,SAIFI Without MED,CAIDI Without MED,Number of Customers,Inactive Accounts Included,Momentary Interruptions,Highest Dist. Voltage,Outages Recorded Automatically
2020,4041,"Columbia Rural Elec Assn, Inc",WA,Cooperative,313.421,2.609,120.1307,233.839,2.199,106.33879,241.775,1.887,128.12666,5736,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,4045,City of Columbia - (MO),MO,Municipal,77.897,1.169,66.635586,56.769,1.04,54.585577,77.897,1.169,66.635586,51625,69,N,.,.,.,.,.,.,.,,,.,
2020,4063,Co-Mo Electric Coop Inc,MO,Cooperative,113.1,0.94,120.31915,88.6,0.814,108.84521,104.3,0.851,122.56169,32037,25,Y,.,.,.,.,.,.,.,,,.,
2020,4065,City of Columbus - (OH),OH,Municipal,216.07,2.35,91.944681,216.07,2.35,91.944681,216.07,2.35,91.944681,15801,14.4,Y,.,.,.,.,.,.,.,,,.,
2020,4068,City of Columbus - (MS),MS,Municipal,152.617,1.164,131.11426,28.662,0.497,57.67002,.,.,.,12752,13,N,.,.,.,.,.,.,.,,,.,
2020,4110,Commonwealth Edison Co,IL,Investor Owned,341.1,0.83,410.96386,39.95,0.55,72.636364,333.65,0.81,411.91358,4153856,34,Y,.,.,.,.,.,.,.,,,.,
2020,4146,Concho Valley Elec Coop Inc,TX,Cooperative,473.7,3.88,122.08763,473.7,3.88,122.08763,355.1,2.5,142.04,15193,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,4150,City of Concord - (NC),NC,Municipal,21.5,0.38,56.578947,21.5,0.38,56.578947,21.5,0.38,56.578947,32736,13.2,N,.,.,.,.,.,.,.,,,.,
2020,4176,Connecticut Light & Power Co,CT,Investor Owned,3117.21,2.01,1550.8507,69.68,0.69,100.98551,3115.8,1.99,1565.7286,1281157,34.5,Y,.,.,.,.,.,.,.,,,.,
2020,4226,Consolidated Edison Co-NY Inc,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,358.99,0.318,1128.8994,21.51,0.185,116.27027,3535450,N,F,33,N
2020,4237,Consolidated Electric Coop,MO,Cooperative,150.22,1.17,128.39316,88.86,0.91,97.648352,146.3,0.99,147.77778,8131,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,4254,Consumers Energy Co,MI,Investor Owned,510.3,1.348,378.56083,194.7,1.034,188.29787,507.8,1.327,382.66767,1843992,14.4,Y,.,.,.,.,.,.,.,,,.,
2020,4262,Cooke County Elec Coop Assn,TX,Cooperative,372.7,1.8,207.05556,96.8,0.35,276.57143,372.67,1.76,211.74432,16641,7.2,Y,.,.,.,.,.,.,.,,,.,
2020,4265,Continental Divide El Coop Inc,NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,146.01,.,.,79.72,.,.,24559,N,F,25,N
2020,4280,Conway Corporation,AR,Municipal,68.279,0.68,100.41029,68.279,0.68,100.41029,.,.,.,31510,13.8,N,.,.,.,.,.,.,.,,,.,
2020,4296,"Cookson Hills Elec Coop, Inc",OK,Cooperative,653.06,1.221,534.85667,143.793,0.969,148.39319,618.96,1.046,591.73996,18017,13.2,Y,.,.,.,.,.,.,.,,,.,
2020,4317,"Coos-Curry Electric Coop, Inc",OR,Cooperative,136.67,0.75,182.22667,74.59,0.61,122.27869,129.58,0.71,182.50704,18405,24.9,N,.,.,.,.,.,.,.,,,.,
2020,4327,Coosa Valley Electric Coop Inc,AL,Cooperative,1492.63,3.5,426.46571,160.1,1.77,90.451977,1485.06,3.46,429.20809,17299,24.9,N,.,.,.,.,.,.,.,,,.,
2020,4362,Corn Belt Energy Corporation,IL,Cooperative,314.9,4.46,70.605381,166.9,3.97,42.040302,247.8,4.36,56.834862,36418,69,Y,.,.,.,.,.,.,.,,,.,
2020,4373,Cornhusker Public Power Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,184.31,.,.,184.31,.,.,10078,N,O,12.5,N
2020,4401,"Cotton Electric Coop, Inc",OK,Cooperative,605.862,3.38,179.24911,224.38,2.042,109.88247,449.281,2.167,207.32856,22140,25,N,.,.,.,.,.,.,.,,,.,
2020,4430,"Covington Electric Coop, Inc",AL,Cooperative,751.74,3.026,248.42697,413.25,2.047,201.8808,743.58,2.847,261.18019,23206,25,Y,.,.,.,.,.,.,.,,,.,
2020,4432,Coweta-Fayette El Member Corp,GA,Cooperative,914.58,2.88,317.5625,227.95,1.48,154.02027,810.4,1.23,658.86179,86887,25,Y,.,.,.,.,.,.,.,,,.,
2020,4442,PUD No 1 of Cowlitz County,WA,Political Subdivision,152.516,1.057,144.29139,122.772,0.879,139.67235,152.516,1.057,144.29139,50513,13,Y,.,.,.,.,.,.,.,,,.,
2020,4508,"Crawfordsville Elec, Lgt & Pwr",IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,10.59,0.08,132.375,10.59,0.08,132.375,10085,N,F,13.8,N
2020,4509,Craighead Electric Coop Corp,AR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,132.5,1.6,82.8125,118.7,1.5,79.133333,31797,N,F,34.5,Y
2020,4524,"Crawford Electric Coop, Inc",MO,Cooperative,360.2,2.102,171.36061,360.2,2.102,171.36061,305,1.72,177.32558,20388.7,25,Y,.,.,.,.,.,.,.,,,.,
2020,4577,Crow Wing Cooperative Power & Light Comp,MN,Cooperative,108.339,0.724,149.6395,56.133,0.544,103.18566,103.265,0.68,151.86029,44281,15,Y,.,.,.,.,.,.,.,,,.,
2020,4618,"Cullman Electric Coop, Inc",AL,Cooperative,635.006,3.804,166.93113,324.436,2.9,111.87448,563,3.441,163.61523,45127,46,Y,.,.,.,.,.,.,.,,,.,
2020,4622,"Cumberland Valley Electric, Inc.",KY,Cooperative,2012.6,6.407,314.12518,392.3,3.246,120.85644,1994.2,6.198,321.74895,23975,25,Y,.,.,.,.,.,.,.,,,.,
2020,4624,Cumberland Elec Member Corp,TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,213.24,2.65,80.467925,164.63,2.3,71.578261,103458,N,F,25,N
2020,4675,Cuivre River Electric Coop Inc,MO,Cooperative,109.861,0.983,111.76094,109.861,0.983,111.76094,105.392,0.912,115.5614,67236,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,4683,City of Cuyahoga Falls - (OH),OH,Municipal,180.259,1.046,172.33174,38.59,0.35,110.25714,180.259,1.046,172.33174,26003,23,N,.,.,.,.,.,.,.,,,.,
2020,4717,Dakota Valley Elec Coop Inc,ND,Cooperative,409.8,2.061,198.83552,212.8,2.041,104.26262,361.5,1.259,287.13264,6696,25,Y,.,.,.,.,.,.,.,,,.,
2020,4743,"Consumers Power, Inc",OR,Cooperative,1511,2.85,530.17544,301,1.79,168.15642,1511,2.85,530.17544,23475,25,Y,.,.,.,.,.,.,.,,,.,
2020,4848,Daviess Martin County R E M C,IN,Cooperative,899.976,2.055,437.94453,219.14,1.486,147.46972,897.14,2.031,441.72329,8286,12.5,N,.,.,.,.,.,.,.,,,.,
2020,4911,Dawson Power District,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,120.5,.,.,120.5,.,.,23800,Y,O,.,Y
2020,4922,Dayton Power & Light Co,OH,Investor Owned,174.28,1.1,158.43636,122.27,0.97,126.05155,163.21,0.97,168.25773,594965,12,N,.,.,.,.,.,.,.,,,.,
2020,4939,"Deaf Smith Electric Coop, Inc",TX,Cooperative,328.7,3.5,93.914286,328.7,3.5,93.914286,261.1,3.4,76.794118,14839,14.4,Y,.,.,.,.,.,.,.,,,.,
2020,4958,Decatur Utilities,AL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,77,1.013,76.011846,.,.,.,26537,N,O,12.5,Y
2020,4960,Decatur County Rural E M C,IN,Cooperative,293.965,2.352,124.98512,195.316,2.128,91.783835,272.896,1.865,146.32493,8109,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,4975,Deep East Texas Elec Coop Inc,TX,Cooperative,843.61,.,.,415.58,.,.,825.53,.,.,43617,12.5,N,.,.,.,.,.,.,.,,,.,
2020,5027,Delmarva Power,DE,Investor Owned,272,1.07,254.20561,77,0.75,102.66667,272,1.07,254.20561,323671,69,Y,.,.,.,.,.,.,.,,,.,
2020,5027,Delmarva Power,MD,Investor Owned,178,1.13,157.52212,68,0.85,80,174,1.09,159.63303,207679,69,Y,.,.,.,.,.,.,.,,,.,
2020,5063,City of Denton - (TX),TX,Municipal,34.64,0.63,54.984127,34.64,0.63,54.984127,34.64,0.63,54.984127,58143,13.2,Y,.,.,.,.,.,.,.,,,.,
2020,5070,Delaware Electric Cooperative,DE,Cooperative,292.1,2.93,99.692833,107.6,1.55,69.419355,289.1,2.85,101.4386,103119,12.5,N,.,.,.,.,.,.,.,,,.,
2020,5078,"Denton County Elec Coop, Inc",TX,Cooperative,37.411,0.621,60.243156,32.305,0.558,57.894265,32.583,0.423,77.028369,258793,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,5109,DTE Electric Company,MI,Investor Owned,351.82,1.286,273.57698,141.884,1.014,139.92505,351.82,1.286,273.57698,2204114,13.2,Y,.,.,.,.,.,.,.,,,.,
2020,5148,City of Dickson,TN,Municipal,951.28,4.52,210.46018,159.075,3.737,42.567568,951.25,4.52,210.45354,36519,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,5175,Dixie Electric Power Assn,MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,1036.652,3.011,344.28828,212.925,1.91,111.47906,39571,N,F,24.9,Y
2020,5202,Dixie Electric Membership Corp,LA,Cooperative,1136.22,4.903,231.73975,189.48,2.765,68.528029,1135.08,4.875,232.83692,111659,69,Y,.,.,.,.,.,.,.,,,.,
2020,5204,Dixie Electric Coop,AL,Cooperative,326.107,2.548,127.98548,148.202,2.115,70.071868,302.24,1.758,171.92264,24294.4,13.2,N,.,.,.,.,.,.,.,,,.,
2020,5336,City of Dover - (OH),OH,Municipal,48.863,0.372,131.35215,6.727,0.042,160.16667,48.863,0.372,131.35215,6829,12.5,N,.,.,.,.,.,.,.,,,.,
2020,5394,Dubois Rural Electric Coop Inc,IN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,129,1.1,117.27273,129,1.1,117.27273,13972,N,L,12.5,Y
2020,5399,Duck River Elec Member Corp,TN,Cooperative,368.1,2.08,176.97115,113.84,1.49,76.402685,356.9,1.92,185.88542,77106,14.4,N,.,.,.,.,.,.,.,,,.,
2020,5416,"Duke Energy Carolinas, LLC",NC,Investor Owned,520.42,1.63,319.27607,174.97,1.19,147.03361,482.56,1.41,342.24113,2112006,44,Y,.,.,.,.,.,.,.,,,.,
2020,5416,"Duke Energy Carolinas, LLC",SC,Investor Owned,826.8,1.78,464.49438,195.48,1.174,166.50767,777.58,1.51,514.95364,627859,24,Y,.,.,.,.,.,.,.,,,.,
2020,5417,Dunn County Electric Coop,WI,Cooperative,67.79,0.659,102.86798,56.61,0.599,94.507513,67.79,0.659,102.86798,10148,7.2,Y,.,.,.,.,.,.,.,,,.,
2020,5480,Town of Danvers,MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,43.38,0.627,69.186603,43.38,0.627,69.186603,13360,Y,F,22.9,N
2020,5487,Duquesne Light Co,PA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,150,0.94,159.57447,111,0.84,132.14286,605908,N,F,23,N
2020,5509,City of Dyersburg,TN,Municipal,68.574,1.046,65.558317,18.153,0.263,69.022814,68.574,1.046,65.558317,11985,13.2,N,.,.,.,.,.,.,.,,,.,
2020,5574,East Central Energy,MN,Cooperative,166.7,1.16,143.7069,53.7,0.585,91.794872,164.6,1.121,146.83318,62263,14.4,Y,.,.,.,.,.,.,.,,,.,
2020,5578,East Mississippi Elec Pwr Assn,MS,Cooperative,251.1,2.13,117.88732,193.2,1.82,106.15385,251,2.13,117.84038,12645,25,N,.,.,.,.,.,.,.,,,.,
2020,5585,Eastern Illinois Elec Coop,IL,Cooperative,148.9,1.47,101.29252,108.9,1.21,90,129.9,1.18,110.08475,13488,7.2,Y,.,.,.,.,.,.,.,,,.,
2020,5588,East-Central Iowa Rural Elec Coop,IA,Cooperative,847.98,1.01,839.58416,53.61,0.59,90.864407,.,.,.,8986,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,5598,East Central Oklahoma Elec Coop Inc,OK,Cooperative,324.059,1.682,192.6629,238.364,1.6,148.9775,299.064,1.554,192.44788,34718,25,Y,.,.,.,.,.,.,.,,,.,
2020,5605,Eastern Iowa Light & Power Coop,IA,Cooperative,636,2.12,300,112,1.18,94.915254,604,1.82,331.86813,23749,7.2,Y,.,.,.,.,.,.,.,,,.,
2020,5609,Eastern Maine Electric Coop,ME,Cooperative,887.5,6.8,130.51471,442.84,2.04,217.07843,702.35,1.19,590.21008,12741,25,Y,.,.,.,.,.,.,.,,,.,
2020,5625,Easton Utilities Comm,MD,Municipal,.,.,.,.,.,.,.,.,.,.,.,,5.969,0.039,153.05128,.,.,.,10849,Y,F,25,N
2020,5644,"Edisto Electric Coop, Inc",SC,Cooperative,646.721,.,.,222.677,.,.,645.693,.,.,20372,14.4,N,.,.,.,.,.,.,.,,,.,
2020,5656,Edgecombe-Martin County E M C,NC,Cooperative,210.969,1.662,126.93682,210.969,1.662,126.93682,210.938,1.662,126.91817,11166,25,Y,.,.,.,.,.,.,.,,,.,
2020,5661,City of Edmond - (OK),OK,Municipal,534.18,1.54,346.87013,82.027,1.023,80.182796,82.027,1.023,80.182796,41932,12.4,Y,.,.,.,.,.,.,.,,,.,
2020,5701,El Paso Electric Co,NM,Investor Owned,126.481,0.908,139.29626,126.481,0.908,139.29626,114.4,0.858,133.33333,103047,23.9,Y,.,.,.,.,.,.,.,,,.,
2020,5701,El Paso Electric Co,TX,Investor Owned,68.847,0.891,77.26936,68.847,0.891,77.26936,68.174,0.862,79.088167,338765,23.9,Y,.,.,.,.,.,.,.,,,.,
2020,5773,City of Elk River,MN,Municipal,15.795,0.158,99.968354,15.795,0.158,99.968354,15.795,0.158,99.968354,12365,12.5,N,.,.,.,.,.,.,.,,,.,
2020,5780,Elkhorn Rural Public Pwr Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,118.7,0.92,129.02174,34.24,0.58,59.034483,9871,N,F,12.5,N
2020,5860,Empire District Electric Co,AR,Investor Owned,23.43,0.415,56.457831,23.43,0.415,56.457831,.,.,.,5383,12.5,N,.,.,.,.,.,.,.,,,.,
2020,5860,Empire District Electric Co,KS,Investor Owned,64.17,0.94,68.265957,47.8,0.602,79.401993,.,.,.,11270,12.5,N,.,.,.,.,.,.,.,,,.,
2020,5860,Empire District Electric Co,MO,Investor Owned,103.54,0.941,110.03188,103.54,0.941,110.03188,.,.,.,171170,25,N,.,.,.,.,.,.,.,,,.,
2020,5860,Empire District Electric Co,OK,Investor Owned,88.84,0.835,106.39521,88.84,0.835,106.39521,.,.,.,6731,12.5,N,.,.,.,.,.,.,.,,,.,
2020,5862,"Empire Electric Assn, Inc",CO,Cooperative,123.22,0.97,127.03093,123.22,0.97,127.03093,123.22,0.97,127.03093,16151,44,Y,.,.,.,.,.,.,.,,,.,
2020,5905,Excelsior Electric Member Corp,GA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,188.13,.,.,188.13,.,.,23423,N,O,24.9,Y
2020,5929,"Fairfield Electric Coop, Inc",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,158.61,1.6,99.13125,81.31,1,81.31,29912,N,L,25,Y
2020,5930,Village of Fairport - (NY),NY,Municipal,26.043,0.287,90.74216,17.69,0.259,68.301158,.,.,.,17666,12.5,N,.,.,.,.,.,.,.,,,.,
2020,5961,Town of Erwin - (TN),TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,118,1.94,60.824742,118,1.94,60.824742,8950,N,L,12.5,N
2020,6022,City of Eugene - (OR),OR,Municipal,41.49,0.32,129.65625,41.49,0.32,129.65625,41.49,0.32,129.65625,94968,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,6169,Fall River Rural Elec Coop Inc,ID,Cooperative,130.693,1,130.693,102.405,0.844,121.33294,90.396,0.767,117.85658,15579,12,Y,.,.,.,.,.,.,.,,,.,
2020,6169,Fall River Rural Elec Coop Inc,MT,Cooperative,47.481,0.414,114.68841,45.462,0.39,116.56923,47.481,0.414,114.68841,1999,12,Y,.,.,.,.,.,.,.,,,.,
2020,6169,Fall River Rural Elec Coop Inc,WY,Cooperative,30.546,0.269,113.5539,20.686,0.179,115.56425,30.546,0.269,113.5539,357,12,Y,.,.,.,.,.,.,.,,,.,
2020,6181,"Farmers Electric Coop, Inc - (MO)",MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,8.87,0.07,126.71429,8.87,0.07,126.71429,13244,N,O,13.2,N
2020,6182,"Farmers Electric Coop, Inc - (TX)",TX,Cooperative,73.518,1.033,71.169409,60.041,0.945,63.53545,71.115,0.934,76.140257,66202.4,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,6194,Farmers Rural Electric Coop Corp - (KY),KY,Cooperative,127.58,1.28,99.671875,90.15,1.13,79.778761,112.88,1.07,105.49533,24638,68.9,N,.,.,.,.,.,.,.,,,.,
2020,6198,"Farmers Electric Coop, Inc - (NM)",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,163,1.938,84.107327,161,1.694,95.041322,13360,N,F,24.9,N
2020,6204,City of Farmington - (NM),NM,Municipal,75.884,0.602,126.05316,.,.,.,.,.,.,44882,13.8,Y,.,.,.,.,.,.,.,,,.,
2020,6234,City of Fayetteville,TN,Municipal,274.694,1.799,152.69261,180.826,1.398,129.34621,271.337,1.759,154.2564,18841,14.4,Y,.,.,.,.,.,.,.,,,.,
2020,6235,Fayetteville Public Works Commission,NC,Municipal,91.389,1.137,80.377309,27.36,0.558,49.032258,91.389,1.137,80.377309,86142,25,Y,.,.,.,.,.,.,.,,,.,
2020,6258,Federated Rural Electric Assn,MN,Cooperative,207.18,2.324,89.148021,195.449,2.22,88.04009,148.431,1.467,101.17996,6848,7.2,Y,.,.,.,.,.,.,.,,,.,
2020,6342,First Electric Coop Corp,AR,Cooperative,501.597,1.821,275.4514,119.153,1.358,87.741532,147.23,1.266,116.29542,95888,25,Y,.,.,.,.,.,.,.,,,.,
2020,6374,Fitchburg Gas & Elec Light Co,MA,Investor Owned,256.75,2.837,90.500529,64.904,1.274,50.945055,256.75,2.837,90.500529,30158,69,Y,.,.,.,.,.,.,.,,,.,
2020,6395,Flathead Electric Coop Inc,MT,Cooperative,870.22,2.38,365.63866,173.36,1.02,169.96078,860.98,2.33,369.51931,67628,24.9,N,.,.,.,.,.,.,.,,,.,
2020,6411,Flint Electric Membership Corp,GA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,129,1.838,70.184984,94.8,1.835,51.662125,89686,N,L,25,Y
2020,6424,Florence Utility Comm,WI,Municipal,143.214,1.185,120.8557,59.136,0.657,90.009132,59.136,0.657,90.009132,1524,12.4,N,.,.,.,.,.,.,.,,,.,
2020,6427,City of Floresville,TX,Municipal,165.48,1.719,96.265271,59.28,0.962,61.621622,165.48,1.719,96.265271,16425,13.8,Y,.,.,.,.,.,.,.,,,.,
2020,6442,Fleming-Mason Energy Coop Inc,KY,Cooperative,320.7,1.33,241.12782,123.17,0.807,152.62701,319.7,1.27,251.73228,25163,25,Y,.,.,.,.,.,.,.,,,.,
2020,6443,"Florida Keys El Coop Assn, Inc",FL,Cooperative,51.562,0.621,83.030596,32.24,0.547,58.939671,51.562,0.621,83.030596,32303,25,Y,.,.,.,.,.,.,.,,,.,
2020,6452,Florida Power & Light Co,FL,Investor Owned,69.69,0.75,92.92,49.17,0.59,83.338983,69.69,0.75,92.92,5158044,23,Y,.,.,.,.,.,.,.,,,.,
2020,6455,"Duke Energy Florida, LLC",FL,Investor Owned,126,1.27,99.212598,98,1.16,84.482759,118,1.11,106.30631,1898003,25,Y,.,.,.,.,.,.,.,,,.,
2020,6457,Florida Public Utilities Co,FL,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,575.03,3.82,150.53141,157.6,1.74,90.574713,29380,N,L,12.5,N
2020,6491,Foley Board of Utilities,AL,Municipal,5822.4,3.622,1607.5097,64.494,0.966,66.763975,5693.8,3.227,1764.4252,50311,12.4,Y,.,.,.,.,.,.,.,,,.,
2020,6582,City of Forest Grove,OR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,7.58,0.177,42.824859,.,.,.,10465,N,L,12.5,N
2020,6604,City of Fort Collins - (CO),CO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,10.15,0.17,59.705882,10.15,0.17,59.705882,76820,N,L,13.8,N
2020,6608,Fort Loudoun Electric Coop,TN,Cooperative,464.45,2.925,158.78632,399.68,2.822,141.63005,464.45,2.925,158.78632,32785,13,Y,.,.,.,.,.,.,.,,,.,
2020,6616,Fort Pierce Utilities Authority,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,46.53,1.4,33.235714,46.53,1.4,33.235714,28916,Y,L,15,Y
2020,6640,Four County Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,344.913,.,.,112.413,.,.,33234,Y,L,7.2,Y
2020,6641,4-County Electric Power Assn,MS,Cooperative,236.705,1.75,135.26,108.211,1.363,79.391783,236.705,1.75,135.26,48517,13,Y,.,.,.,.,.,.,.,,,.,
2020,6708,City of Frankfort - (KY),KY,Municipal,32.674,0.224,145.86607,13.67,0.158,86.518987,32.674,0.224,145.86607,21555,13.8,Y,.,.,.,.,.,.,.,,,.,
2020,6709,Easley Combined Utility System,SC,Municipal,342.29,2.65,129.16604,131.4,1.73,75.953757,342.29,2.65,129.16604,15197,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,6716,PUD No 1 of Franklin County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,45.9,0.46,99.782609,45.9,0.46,99.782609,32982,N,F,12.5,N
2020,6775,Village of Freeport - (NY),NY,Municipal,59.674,0.701,85.126961,13.171,0.225,58.537778,.,.,.,14613,13.8,N,.,.,.,.,.,.,.,,,.,
2020,6779,City of Fremont - (NE),NE,Municipal,215.594,1.625,132.67323,11.11,0.128,86.796875,215.594,1.625,132.67323,15202,15,N,.,.,.,.,.,.,.,,,.,
2020,6782,Freeborn-Mower Electric Cooperative,MN,Cooperative,107.8,1.25,86.24,62.3,0.71,87.746479,107.8,1.25,86.24,21088,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,6784,French Broad Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,101.4,0.8,126.75,.,.,.,38948,N,L,14.4,N
2020,6894,City of Gaffney - (SC),SC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,112.373,0.979,114.78345,32.14,0.74,43.432432,7382,N,O,25,Y
2020,6909,Gainesville Regional Utilities,FL,Municipal,162.95,1.568,103.92219,57.62,1.095,52.621005,152.48,1.511,100.9133,98401,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,6923,City of Gallatin - (TN),TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,87,1.24,70.16129,40,0.58,68.965517,22047,N,L,69,N
2020,6957,"Garkane Energy Coop, Inc",UT,Cooperative,453.4,.,.,372.4,.,.,376.9,.,.,14338,.,N,.,.,.,.,.,.,.,,,.,
2020,6958,City of Garland - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,9.8,0.21,46.666667,9.8,0.21,46.666667,72295,N,L,12.5,N
2020,7027,City of Gastonia - (NC),NC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,40.627,0.537,75.655493,.,.,.,29120,N,F,12.5,Y
2020,7090,GreyStone Power Corporation,GA,Cooperative,803.1,2.395,335.32359,93.68,1.357,69.034635,740.42,2.217,333.97384,135650,25,Y,.,.,.,.,.,.,.,,,.,
2020,7096,City of Geneva- (IL),IL,Municipal,83.285,0.716,116.31983,83.285,0.716,116.31983,.,.,.,10153,.,N,.,.,.,.,.,.,.,,,.,
2020,7129,City of Georgetown - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,1744,8.198,212.73481,22.251,0.357,62.327731,28884,N,L,25,Y
2020,7140,Georgia Power Co,GA,Investor Owned,527.8,1.92,274.89583,142.22,1.33,106.93233,.,.,.,2527010,38,Y,.,.,.,.,.,.,.,,,.,
2020,7174,Gibson Electric Members Corp,TN,Cooperative,245.84,1.355,181.43173,141.11,1.311,107.63539,127,1.301,97.617218,38527,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,7222,City of Gillette - (WY),WY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,.,.,6.604,0.108,61.148148,15695,Y,F,25,N
2020,7264,"Glades Electric Coop, Inc",FL,Cooperative,292.724,3.103,94.335804,292.724,3.103,94.335804,292.342,3.067,95.318552,17018,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,7270,City of Glasgow - (KY),KY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,68.33,0.94,72.691489,.,.,.,7460,N,F,12.5,N
2020,7294,City of Glendale - (CA),CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,54.029,1.072,50.400187,54.029,1.072,50.400187,88010,N,F,12.5,N
2020,7353,Golden Valley Elec Assn Inc,AK,Cooperative,382.61,3.55,107.77746,337.82,3.41,99.067449,311.67,2.47,126.18219,47059,34.5,Y,.,.,.,.,.,.,.,,,.,
2020,7450,Grady Electric Membership Corp,GA,Cooperative,187.429,1.981,94.613327,187.429,1.981,94.613327,187.429,1.981,94.613327,19978,25,Y,.,.,.,.,.,.,.,,,.,
2020,7483,City of Grand Haven - (MI),MI,Municipal,73.24,0.8,91.55,17.28,0.162,106.66667,73.24,0.8,91.55,14568,13.2,Y,.,.,.,.,.,.,.,,,.,
2020,7490,Grand River Dam Authority,OK,State,.,.,.,.,.,.,.,.,.,.,.,,10.412,0.347,30.005764,10.412,0.347,30.005764,202,N,L,13.8,N
2020,7548,PUD No 1 of Grays Harbor County,WA,Political Subdivision,260,1.4,185.71429,182,1.2,151.66667,93,0.64,145.3125,43034,34.5,N,.,.,.,.,.,.,.,,,.,
2020,7558,Grayson Rural Electric Coop Corp,KY,Cooperative,338.4,2.48,136.45161,338.4,2.48,136.45161,333.8,2.4,139.08333,14246,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,7559,"Grayson-Collin Elec Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,415.3,.,.,90.4,.,.,60823,N,L,25,Y
2020,7563,Grand Valley Power,CO,Cooperative,44.84,.,.,44.84,.,.,.,.,.,18295,24.9,Y,.,.,.,.,.,.,.,,,.,
2020,7601,Green Mountain Power Corp,VT,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,270,1.97,137.05584,270,1.97,137.05584,267566,N,F,34.5,Y
2020,7625,City of Greeneville - (TN),TN,Municipal,90,2,45,81,1,81,88,1,88,38446,13,Y,.,.,.,.,.,.,.,,,.,
2020,7627,City of Greenfield - (IN),IN,Municipal,45.13,0.69,65.405797,13.96,0.252,55.396825,.,.,.,10000,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,7634,City of Greenville - (TX),TX,Municipal,95.912,1.363,70.368305,9.104,0.116,78.482759,.,.,.,14820,12.5,Y,.,.,.,.,.,.,.,,,.,
2020,7639,Greenville Utilities Comm,NC,Municipal,73.52,0.46,159.82609,18.05,0.24,75.208333,73.52,0.46,159.82609,70386,12.5,N,.,.,.,.,.,.,.,,,.,
