|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|IEEE Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.All Events (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.All Events (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard.Without Major Event Days.SAIDI (minutes per year)|,|IEEE Standard.Without Major Event Days.SAIFI (times per year)|,|IEEE Standard.Without Major Event Days.CAIDI (minutes per interruption)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard...Number of Customers|,|IEEE Standard...Highest Dist. Voltage|,|IEEE Standard...Outages Recorded Automatically|,|Other Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|Other Standard.All Events (With Major Event Days).SAIFI (times per year)|,|Other Standard.All Events (With Major Event Days).CAIDI With MED|,|Other Standard.Without Major Event Days.SAIDI (minutes per year)|,|Other Standard.Without Major Event Days.SAIFI (times per year)|,|Other Standard.Without Major Event Days.CAIDI Without MED|,|Other Standard...Number of Customers|,|Other Standard...Inactive Accounts Included|,|Other Standard...Momentary Interruptions|,|Other Standard...Highest Dist. Voltage|,|..Outages Recorded Automatically|
2020,3758,City of Cleveland - (TN),TN,Municipal,131.530,2.051,64.130,68.076,0.980,69.465,131.530,2.051,64.130,"32,163",13.2,N,.,.,.,.,.,.,.,,,.,
2020,3762,City of Cleveland - (OH),OH,Municipal,145.101,1.307,111.018,145.101,1.307,111.018,.,.,.,"74,400",13.8,Y,.,.,.,.,.,.,.,,,.,
2020,3812,City of Clinton - (TN),TN,Municipal,103.900,1.291,80.480,102.600,1.281,80.094,103.500,1.220,84.836,"29,472",13.0,Y,.,.,.,.,.,.,.,,,.,
2020,3828,Cloverland Electric Co-op,MI,Cooperative,437.300,2.760,158.442,334.800,2.680,124.925,418.700,2.540,164.843,"43,156",24.9,Y,.,.,.,.,.,.,.,,,.,
2020,3841,Coast Electric Power Assn,MS,Cooperative,"4,385.070",3.340,"1,312.895",84.050,1.180,71.229,"4,385.070",3.340,"1,312.895","84,605",14.4,Y,.,.,.,.,.,.,.,,,.,
2020,3843,Coastal Electric Member Corp,GA,Cooperative,296.600,2.310,128.398,129.900,1.700,76.412,296.600,2.310,128.398,"20,850",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,3855,Columbia Power System,TN,Municipal,988.586,2.848,347.116,875.420,2.662,328.858,.,.,.,"31,769",15.0,Y,.,.,.,.,.,.,.,,,.,
2020,3892,City of Coffeyville - (KS),KS,Municipal,8.352,0.075,111.360,8.352,0.075,111.360,.,.,.,"6,072",69.0,N,.,.,.,.,.,.,.,,,.,
2020,3915,Coldwater Board of Public Util,MI,Municipal,159.098,1.096,145.162,34.153,0.307,111.248,159.098,1.096,145.162,"7,009",13.8,Y,.,.,.,.,.,.,.,,,.,
2020,3916,Cobb Electric Membership Corp,GA,Cooperative,375.610,0.820,458.061,33.800,0.490,68.980,375.610,0.820,458.061,"208,161",20.0,Y,.,.,.,.,.,.,.,,,.,
2020,3940,City of College Station - (TX),TX,Municipal,48.000,0.719,66.759,34.500,0.511,67.515,48.000,0.719,66.759,"43,830",15.0,Y,.,.,.,.,.,.,.,,,.,
2020,3989,City of Colorado Springs - (CO),CO,Municipal,53.850,0.930,57.903,53.850,0.930,57.903,53.850,0.930,57.903,"265,723",34.5,Y,.,.,.,.,.,.,.,,,.,
2020,4041,"Columbia Rural Elec Assn, Inc",WA,Cooperative,313.421,2.609,120.131,233.839,2.199,106.339,241.775,1.887,128.127,"5,736",24.9,Y,.,.,.,.,.,.,.,,,.,
2020,4045,City of Columbia - (MO),MO,Municipal,77.897,1.169,66.636,56.769,1.040,54.586,77.897,1.169,66.636,"51,625",69.0,N,.,.,.,.,.,.,.,,,.,
2020,4063,Co-Mo Electric Coop Inc,MO,Cooperative,113.100,0.940,120.319,88.600,0.814,108.845,104.300,0.851,122.562,"32,037",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,4065,City of Columbus - (OH),OH,Municipal,216.070,2.350,91.945,216.070,2.350,91.945,216.070,2.350,91.945,"15,801",14.4,Y,.,.,.,.,.,.,.,,,.,
2020,4068,City of Columbus - (MS),MS,Municipal,152.617,1.164,131.114,28.662,0.497,57.670,.,.,.,"12,752",13.0,N,.,.,.,.,.,.,.,,,.,
2020,4110,Commonwealth Edison Co,IL,Investor Owned,341.100,0.830,410.964,39.950,0.550,72.636,333.650,0.810,411.914,"4,153,856",34.0,Y,.,.,.,.,.,.,.,,,.,
2020,4146,Concho Valley Elec Coop Inc,TX,Cooperative,473.700,3.880,122.088,473.700,3.880,122.088,355.100,2.500,142.040,"15,193",24.9,Y,.,.,.,.,.,.,.,,,.,
2020,4150,City of Concord - (NC),NC,Municipal,21.500,0.380,56.579,21.500,0.380,56.579,21.500,0.380,56.579,"32,736",13.2,N,.,.,.,.,.,.,.,,,.,
2020,4176,Connecticut Light & Power Co,CT,Investor Owned,"3,117.210",2.010,"1,550.851",69.680,0.690,100.986,"3,115.800",1.990,"1,565.729","1,281,157",34.5,Y,.,.,.,.,.,.,.,,,.,
2020,4226,Consolidated Edison Co-NY Inc,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,358.990,0.318,"1,128.899",21.510,0.185,116.270,"3,535,450",N,F,33.0,N
2020,4237,Consolidated Electric Coop,MO,Cooperative,150.220,1.170,128.393,88.860,0.910,97.648,146.300,0.990,147.778,"8,131",12.5,Y,.,.,.,.,.,.,.,,,.,
2020,4254,Consumers Energy Co,MI,Investor Owned,510.300,1.348,378.561,194.700,1.034,188.298,507.800,1.327,382.668,"1,843,992",14.4,Y,.,.,.,.,.,.,.,,,.,
2020,4262,Cooke County Elec Coop Assn,TX,Cooperative,372.700,1.800,207.056,96.800,0.350,276.571,372.670,1.760,211.744,"16,641",7.2,Y,.,.,.,.,.,.,.,,,.,
2020,4265,Continental Divide El Coop Inc,NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,146.010,.,.,79.720,.,.,"24,559",N,F,25.0,N
2020,4280,Conway Corporation,AR,Municipal,68.279,0.680,100.410,68.279,0.680,100.410,.,.,.,"31,510",13.8,N,.,.,.,.,.,.,.,,,.,
2020,4296,"Cookson Hills Elec Coop, Inc",OK,Cooperative,653.060,1.221,534.857,143.793,0.969,148.393,618.960,1.046,591.740,"18,017",13.2,Y,.,.,.,.,.,.,.,,,.,
2020,4317,"Coos-Curry Electric Coop, Inc",OR,Cooperative,136.670,0.750,182.227,74.590,0.610,122.279,129.580,0.710,182.507,"18,405",24.9,N,.,.,.,.,.,.,.,,,.,
2020,4327,Coosa Valley Electric Coop Inc,AL,Cooperative,"1,492.630",3.500,426.466,160.100,1.770,90.452,"1,485.060",3.460,429.208,"17,299",24.9,N,.,.,.,.,.,.,.,,,.,
2020,4362,Corn Belt Energy Corporation,IL,Cooperative,314.900,4.460,70.605,166.900,3.970,42.040,247.800,4.360,56.835,"36,418",69.0,Y,.,.,.,.,.,.,.,,,.,
2020,4373,Cornhusker Public Power Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,184.310,.,.,184.310,.,.,"10,078",N,O,12.5,N
2020,4401,"Cotton Electric Coop, Inc",OK,Cooperative,605.862,3.380,179.249,224.380,2.042,109.882,449.281,2.167,207.329,"22,140",25.0,N,.,.,.,.,.,.,.,,,.,
2020,4430,"Covington Electric Coop, Inc",AL,Cooperative,751.740,3.026,248.427,413.250,2.047,201.881,743.580,2.847,261.180,"23,206",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,4432,Coweta-Fayette El Member Corp,GA,Cooperative,914.580,2.880,317.563,227.950,1.480,154.020,810.400,1.230,658.862,"86,887",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,4442,PUD No 1 of Cowlitz County,WA,Political Subdivision,152.516,1.057,144.291,122.772,0.879,139.672,152.516,1.057,144.291,"50,513",13.0,Y,.,.,.,.,.,.,.,,,.,
2020,4508,"Crawfordsville Elec, Lgt & Pwr",IN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,10.590,0.080,132.375,10.590,0.080,132.375,"10,085",N,F,13.8,N
2020,4509,Craighead Electric Coop Corp,AR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,132.500,1.600,82.813,118.700,1.500,79.133,"31,797",N,F,34.5,Y
2020,4524,"Crawford Electric Coop, Inc",MO,Cooperative,360.200,2.102,171.361,360.200,2.102,171.361,305.000,1.720,177.326,"20,389",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,4577,Crow Wing Cooperative Power & Light Comp,MN,Cooperative,108.339,0.724,149.640,56.133,0.544,103.186,103.265,0.680,151.860,"44,281",15.0,Y,.,.,.,.,.,.,.,,,.,
2020,4618,"Cullman Electric Coop, Inc",AL,Cooperative,635.006,3.804,166.931,324.436,2.900,111.874,563.000,3.441,163.615,"45,127",46.0,Y,.,.,.,.,.,.,.,,,.,
2020,4622,"Cumberland Valley Electric, Inc.",KY,Cooperative,"2,012.600",6.407,314.125,392.300,3.246,120.856,"1,994.200",6.198,321.749,"23,975",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,4624,Cumberland Elec Member Corp,TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,213.240,2.650,80.468,164.630,2.300,71.578,"103,458",N,F,25.0,N
2020,4675,Cuivre River Electric Coop Inc,MO,Cooperative,109.861,0.983,111.761,109.861,0.983,111.761,105.392,0.912,115.561,"67,236",24.9,Y,.,.,.,.,.,.,.,,,.,
2020,4683,City of Cuyahoga Falls - (OH),OH,Municipal,180.259,1.046,172.332,38.590,0.350,110.257,180.259,1.046,172.332,"26,003",23.0,N,.,.,.,.,.,.,.,,,.,
2020,4717,Dakota Valley Elec Coop Inc,ND,Cooperative,409.800,2.061,198.836,212.800,2.041,104.263,361.500,1.259,287.133,"6,696",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,4743,"Consumers Power, Inc",OR,Cooperative,"1,511.000",2.850,530.175,301.000,1.790,168.156,"1,511.000",2.850,530.175,"23,475",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,4848,Daviess Martin County R E M C,IN,Cooperative,899.976,2.055,437.945,219.140,1.486,147.470,897.140,2.031,441.723,"8,286",12.5,N,.,.,.,.,.,.,.,,,.,
2020,4911,Dawson Power District,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,120.500,.,.,120.500,.,.,"23,800",Y,O,.,Y
2020,4922,Dayton Power & Light Co,OH,Investor Owned,174.280,1.100,158.436,122.270,0.970,126.052,163.210,0.970,168.258,"594,965",12.0,N,.,.,.,.,.,.,.,,,.,
2020,4939,"Deaf Smith Electric Coop, Inc",TX,Cooperative,328.700,3.500,93.914,328.700,3.500,93.914,261.100,3.400,76.794,"14,839",14.4,Y,.,.,.,.,.,.,.,,,.,
2020,4958,Decatur Utilities,AL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,77.000,1.013,76.012,.,.,.,"26,537",N,O,12.5,Y
2020,4960,Decatur County Rural E M C,IN,Cooperative,293.965,2.352,124.985,195.316,2.128,91.784,272.896,1.865,146.325,"8,109",12.5,Y,.,.,.,.,.,.,.,,,.,
2020,4975,Deep East Texas Elec Coop Inc,TX,Cooperative,843.610,.,.,415.580,.,.,825.530,.,.,"43,617",12.5,N,.,.,.,.,.,.,.,,,.,
2020,5027,Delmarva Power,DE,Investor Owned,272.000,1.070,254.206,77.000,0.750,102.667,272.000,1.070,254.206,"323,671",69.0,Y,.,.,.,.,.,.,.,,,.,
2020,5027,Delmarva Power,MD,Investor Owned,178.000,1.130,157.522,68.000,0.850,80.000,174.000,1.090,159.633,"207,679",69.0,Y,.,.,.,.,.,.,.,,,.,
2020,5063,City of Denton - (TX),TX,Municipal,34.640,0.630,54.984,34.640,0.630,54.984,34.640,0.630,54.984,"58,143",13.2,Y,.,.,.,.,.,.,.,,,.,
2020,5070,Delaware Electric Cooperative,DE,Cooperative,292.100,2.930,99.693,107.600,1.550,69.419,289.100,2.850,101.439,"103,119",12.5,N,.,.,.,.,.,.,.,,,.,
2020,5078,"Denton County Elec Coop, Inc",TX,Cooperative,37.411,0.621,60.243,32.305,0.558,57.894,32.583,0.423,77.028,"258,793",24.9,Y,.,.,.,.,.,.,.,,,.,
2020,5109,DTE Electric Company,MI,Investor Owned,351.820,1.286,273.577,141.884,1.014,139.925,351.820,1.286,273.577,"2,204,114",13.2,Y,.,.,.,.,.,.,.,,,.,
2020,5148,City of Dickson,TN,Municipal,951.280,4.520,210.460,159.075,3.737,42.568,951.250,4.520,210.454,"36,519",12.5,Y,.,.,.,.,.,.,.,,,.,
2020,5175,Dixie Electric Power Assn,MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,"1,036.652",3.011,344.288,212.925,1.910,111.479,"39,571",N,F,24.9,Y
2020,5202,Dixie Electric Membership Corp,LA,Cooperative,"1,136.220",4.903,231.740,189.480,2.765,68.528,"1,135.080",4.875,232.837,"111,659",69.0,Y,.,.,.,.,.,.,.,,,.,
2020,5204,Dixie Electric Coop,AL,Cooperative,326.107,2.548,127.985,148.202,2.115,70.072,302.240,1.758,171.923,"24,294",13.2,N,.,.,.,.,.,.,.,,,.,
2020,5336,City of Dover - (OH),OH,Municipal,48.863,0.372,131.352,6.727,0.042,160.167,48.863,0.372,131.352,"6,829",12.5,N,.,.,.,.,.,.,.,,,.,
2020,5394,Dubois Rural Electric Coop Inc,IN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,129.000,1.100,117.273,129.000,1.100,117.273,"13,972",N,L,12.5,Y
2020,5399,Duck River Elec Member Corp,TN,Cooperative,368.100,2.080,176.971,113.840,1.490,76.403,356.900,1.920,185.885,"77,106",14.4,N,.,.,.,.,.,.,.,,,.,
2020,5416,"Duke Energy Carolinas, LLC",NC,Investor Owned,520.420,1.630,319.276,174.970,1.190,147.034,482.560,1.410,342.241,"2,112,006",44.0,Y,.,.,.,.,.,.,.,,,.,
2020,5416,"Duke Energy Carolinas, LLC",SC,Investor Owned,826.800,1.780,464.494,195.480,1.174,166.508,777.580,1.510,514.954,"627,859",24.0,Y,.,.,.,.,.,.,.,,,.,
2020,5417,Dunn County Electric Coop,WI,Cooperative,67.790,0.659,102.868,56.610,0.599,94.508,67.790,0.659,102.868,"10,148",7.2,Y,.,.,.,.,.,.,.,,,.,
2020,5480,Town of Danvers,MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,43.380,0.627,69.187,43.380,0.627,69.187,"13,360",Y,F,22.9,N
2020,5487,Duquesne Light Co,PA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,150.000,0.940,159.574,111.000,0.840,132.143,"605,908",N,F,23.0,N
2020,5509,City of Dyersburg,TN,Municipal,68.574,1.046,65.558,18.153,0.263,69.023,68.574,1.046,65.558,"11,985",13.2,N,.,.,.,.,.,.,.,,,.,
2020,5574,East Central Energy,MN,Cooperative,166.700,1.160,143.707,53.700,0.585,91.795,164.600,1.121,146.833,"62,263",14.4,Y,.,.,.,.,.,.,.,,,.,
2020,5578,East Mississippi Elec Pwr Assn,MS,Cooperative,251.100,2.130,117.887,193.200,1.820,106.154,251.000,2.130,117.840,"12,645",25.0,N,.,.,.,.,.,.,.,,,.,
2020,5585,Eastern Illinois Elec Coop,IL,Cooperative,148.900,1.470,101.293,108.900,1.210,90.000,129.900,1.180,110.085,"13,488",7.2,Y,.,.,.,.,.,.,.,,,.,
2020,5588,East-Central Iowa Rural Elec Coop,IA,Cooperative,847.980,1.010,839.584,53.610,0.590,90.864,.,.,.,"8,986",12.5,Y,.,.,.,.,.,.,.,,,.,
2020,5598,East Central Oklahoma Elec Coop Inc,OK,Cooperative,324.059,1.682,192.663,238.364,1.600,148.978,299.064,1.554,192.448,"34,718",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,5605,Eastern Iowa Light & Power Coop,IA,Cooperative,636.000,2.120,300.000,112.000,1.180,94.915,604.000,1.820,331.868,"23,749",7.2,Y,.,.,.,.,.,.,.,,,.,
2020,5609,Eastern Maine Electric Coop,ME,Cooperative,887.500,6.800,130.515,442.840,2.040,217.078,702.350,1.190,590.210,"12,741",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,5625,Easton Utilities Comm,MD,Municipal,.,.,.,.,.,.,.,.,.,.,.,,5.969,0.039,153.051,.,.,.,"10,849",Y,F,25.0,N
2020,5644,"Edisto Electric Coop, Inc",SC,Cooperative,646.721,.,.,222.677,.,.,645.693,.,.,"20,372",14.4,N,.,.,.,.,.,.,.,,,.,
2020,5656,Edgecombe-Martin County E M C,NC,Cooperative,210.969,1.662,126.937,210.969,1.662,126.937,210.938,1.662,126.918,"11,166",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,5661,City of Edmond - (OK),OK,Municipal,534.180,1.540,346.870,82.027,1.023,80.183,82.027,1.023,80.183,"41,932",12.4,Y,.,.,.,.,.,.,.,,,.,
2020,5701,El Paso Electric Co,NM,Investor Owned,126.481,0.908,139.296,126.481,0.908,139.296,114.400,0.858,133.333,"103,047",23.9,Y,.,.,.,.,.,.,.,,,.,
2020,5701,El Paso Electric Co,TX,Investor Owned,68.847,0.891,77.269,68.847,0.891,77.269,68.174,0.862,79.088,"338,765",23.9,Y,.,.,.,.,.,.,.,,,.,
2020,5773,City of Elk River,MN,Municipal,15.795,0.158,99.968,15.795,0.158,99.968,15.795,0.158,99.968,"12,365",12.5,N,.,.,.,.,.,.,.,,,.,
2020,5780,Elkhorn Rural Public Pwr Dist,NE,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,118.700,0.920,129.022,34.240,0.580,59.034,"9,871",N,F,12.5,N
2020,5860,Empire District Electric Co,AR,Investor Owned,23.430,0.415,56.458,23.430,0.415,56.458,.,.,.,"5,383",12.5,N,.,.,.,.,.,.,.,,,.,
2020,5860,Empire District Electric Co,KS,Investor Owned,64.170,0.940,68.266,47.800,0.602,79.402,.,.,.,"11,270",12.5,N,.,.,.,.,.,.,.,,,.,
2020,5860,Empire District Electric Co,MO,Investor Owned,103.540,0.941,110.032,103.540,0.941,110.032,.,.,.,"171,170",25.0,N,.,.,.,.,.,.,.,,,.,
2020,5860,Empire District Electric Co,OK,Investor Owned,88.840,0.835,106.395,88.840,0.835,106.395,.,.,.,"6,731",12.5,N,.,.,.,.,.,.,.,,,.,
2020,5862,"Empire Electric Assn, Inc",CO,Cooperative,123.220,0.970,127.031,123.220,0.970,127.031,123.220,0.970,127.031,"16,151",44.0,Y,.,.,.,.,.,.,.,,,.,
2020,5905,Excelsior Electric Member Corp,GA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,188.130,.,.,188.130,.,.,"23,423",N,O,24.9,Y
2020,5929,"Fairfield Electric Coop, Inc",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,158.610,1.600,99.131,81.310,1.000,81.310,"29,912",N,L,25.0,Y
2020,5930,Village of Fairport - (NY),NY,Municipal,26.043,0.287,90.742,17.690,0.259,68.301,.,.,.,"17,666",12.5,N,.,.,.,.,.,.,.,,,.,
2020,5961,Town of Erwin - (TN),TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,118.000,1.940,60.825,118.000,1.940,60.825,"8,950",N,L,12.5,N
2020,6022,City of Eugene - (OR),OR,Municipal,41.490,0.320,129.656,41.490,0.320,129.656,41.490,0.320,129.656,"94,968",12.5,Y,.,.,.,.,.,.,.,,,.,
2020,6169,Fall River Rural Elec Coop Inc,ID,Cooperative,130.693,1.000,130.693,102.405,0.844,121.333,90.396,0.767,117.857,"15,579",12.0,Y,.,.,.,.,.,.,.,,,.,
2020,6169,Fall River Rural Elec Coop Inc,MT,Cooperative,47.481,0.414,114.688,45.462,0.390,116.569,47.481,0.414,114.688,"1,999",12.0,Y,.,.,.,.,.,.,.,,,.,
2020,6169,Fall River Rural Elec Coop Inc,WY,Cooperative,30.546,0.269,113.554,20.686,0.179,115.564,30.546,0.269,113.554,357,12.0,Y,.,.,.,.,.,.,.,,,.,
2020,6181,"Farmers Electric Coop, Inc - (MO)",MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,8.870,0.070,126.714,8.870,0.070,126.714,"13,244",N,O,13.2,N
2020,6182,"Farmers Electric Coop, Inc - (TX)",TX,Cooperative,73.518,1.033,71.169,60.041,0.945,63.535,71.115,0.934,76.140,"66,202",24.9,Y,.,.,.,.,.,.,.,,,.,
2020,6194,Farmers Rural Electric Coop Corp - (KY),KY,Cooperative,127.580,1.280,99.672,90.150,1.130,79.779,112.880,1.070,105.495,"24,638",68.9,N,.,.,.,.,.,.,.,,,.,
2020,6198,"Farmers Electric Coop, Inc - (NM)",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,163.000,1.938,84.107,161.000,1.694,95.041,"13,360",N,F,24.9,N
2020,6204,City of Farmington - (NM),NM,Municipal,75.884,0.602,126.053,.,.,.,.,.,.,"44,882",13.8,Y,.,.,.,.,.,.,.,,,.,
2020,6234,City of Fayetteville,TN,Municipal,274.694,1.799,152.693,180.826,1.398,129.346,271.337,1.759,154.256,"18,841",14.4,Y,.,.,.,.,.,.,.,,,.,
2020,6235,Fayetteville Public Works Commission,NC,Municipal,91.389,1.137,80.377,27.360,0.558,49.032,91.389,1.137,80.377,"86,142",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,6258,Federated Rural Electric Assn,MN,Cooperative,207.180,2.324,89.148,195.449,2.220,88.040,148.431,1.467,101.180,"6,848",7.2,Y,.,.,.,.,.,.,.,,,.,
2020,6342,First Electric Coop Corp,AR,Cooperative,501.597,1.821,275.451,119.153,1.358,87.742,147.230,1.266,116.295,"95,888",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,6374,Fitchburg Gas & Elec Light Co,MA,Investor Owned,256.750,2.837,90.501,64.904,1.274,50.945,256.750,2.837,90.501,"30,158",69.0,Y,.,.,.,.,.,.,.,,,.,
2020,6395,Flathead Electric Coop Inc,MT,Cooperative,870.220,2.380,365.639,173.360,1.020,169.961,860.980,2.330,369.519,"67,628",24.9,N,.,.,.,.,.,.,.,,,.,
2020,6411,Flint Electric Membership Corp,GA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,129.000,1.838,70.185,94.800,1.835,51.662,"89,686",N,L,25.0,Y
2020,6424,Florence Utility Comm,WI,Municipal,143.214,1.185,120.856,59.136,0.657,90.009,59.136,0.657,90.009,"1,524",12.4,N,.,.,.,.,.,.,.,,,.,
2020,6427,City of Floresville,TX,Municipal,165.480,1.719,96.265,59.280,0.962,61.622,165.480,1.719,96.265,"16,425",13.8,Y,.,.,.,.,.,.,.,,,.,
2020,6442,Fleming-Mason Energy Coop Inc,KY,Cooperative,320.700,1.330,241.128,123.170,0.807,152.627,319.700,1.270,251.732,"25,163",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,6443,"Florida Keys El Coop Assn, Inc",FL,Cooperative,51.562,0.621,83.031,32.240,0.547,58.940,51.562,0.621,83.031,"32,303",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,6452,Florida Power & Light Co,FL,Investor Owned,69.690,0.750,92.920,49.170,0.590,83.339,69.690,0.750,92.920,"5,158,044",23.0,Y,.,.,.,.,.,.,.,,,.,
2020,6455,"Duke Energy Florida, LLC",FL,Investor Owned,126.000,1.270,99.213,98.000,1.160,84.483,118.000,1.110,106.306,"1,898,003",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,6457,Florida Public Utilities Co,FL,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,575.030,3.820,150.531,157.600,1.740,90.575,"29,380",N,L,12.5,N
2020,6491,Foley Board of Utilities,AL,Municipal,"5,822.400",3.622,"1,607.510",64.494,0.966,66.764,"5,693.800",3.227,"1,764.425","50,311",12.4,Y,.,.,.,.,.,.,.,,,.,
2020,6582,City of Forest Grove,OR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,7.580,0.177,42.825,.,.,.,"10,465",N,L,12.5,N
2020,6604,City of Fort Collins - (CO),CO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,10.150,0.170,59.706,10.150,0.170,59.706,"76,820",N,L,13.8,N
2020,6608,Fort Loudoun Electric Coop,TN,Cooperative,464.450,2.925,158.786,399.680,2.822,141.630,464.450,2.925,158.786,"32,785",13.0,Y,.,.,.,.,.,.,.,,,.,
2020,6616,Fort Pierce Utilities Authority,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,46.530,1.400,33.236,46.530,1.400,33.236,"28,916",Y,L,15.0,Y
2020,6640,Four County Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,344.913,.,.,112.413,.,.,"33,234",Y,L,7.2,Y
2020,6641,4-County Electric Power Assn,MS,Cooperative,236.705,1.750,135.260,108.211,1.363,79.392,236.705,1.750,135.260,"48,517",13.0,Y,.,.,.,.,.,.,.,,,.,
2020,6708,City of Frankfort - (KY),KY,Municipal,32.674,0.224,145.866,13.670,0.158,86.519,32.674,0.224,145.866,"21,555",13.8,Y,.,.,.,.,.,.,.,,,.,
2020,6709,Easley Combined Utility System,SC,Municipal,342.290,2.650,129.166,131.400,1.730,75.954,342.290,2.650,129.166,"15,197",12.5,Y,.,.,.,.,.,.,.,,,.,
2020,6716,PUD No 1 of Franklin County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,45.900,0.460,99.783,45.900,0.460,99.783,"32,982",N,F,12.5,N
2020,6775,Village of Freeport - (NY),NY,Municipal,59.674,0.701,85.127,13.171,0.225,58.538,.,.,.,"14,613",13.8,N,.,.,.,.,.,.,.,,,.,
2020,6779,City of Fremont - (NE),NE,Municipal,215.594,1.625,132.673,11.110,0.128,86.797,215.594,1.625,132.673,"15,202",15.0,N,.,.,.,.,.,.,.,,,.,
2020,6782,Freeborn-Mower Electric Cooperative,MN,Cooperative,107.800,1.250,86.240,62.300,0.710,87.746,107.800,1.250,86.240,"21,088",24.9,Y,.,.,.,.,.,.,.,,,.,
2020,6784,French Broad Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,101.400,0.800,126.750,.,.,.,"38,948",N,L,14.4,N
2020,6894,City of Gaffney - (SC),SC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,112.373,0.979,114.783,32.140,0.740,43.432,"7,382",N,O,25.0,Y
2020,6909,Gainesville Regional Utilities,FL,Municipal,162.950,1.568,103.922,57.620,1.095,52.621,152.480,1.511,100.913,"98,401",12.5,Y,.,.,.,.,.,.,.,,,.,
2020,6923,City of Gallatin - (TN),TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,87.000,1.240,70.161,40.000,0.580,68.966,"22,047",N,L,69.0,N
2020,6957,"Garkane Energy Coop, Inc",UT,Cooperative,453.400,.,.,372.400,.,.,376.900,.,.,"14,338",.,N,.,.,.,.,.,.,.,,,.,
2020,6958,City of Garland - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,9.800,0.210,46.667,9.800,0.210,46.667,"72,295",N,L,12.5,N
2020,7027,City of Gastonia - (NC),NC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,40.627,0.537,75.655,.,.,.,"29,120",N,F,12.5,Y
2020,7090,GreyStone Power Corporation,GA,Cooperative,803.100,2.395,335.324,93.680,1.357,69.035,740.420,2.217,333.974,"135,650",25.0,Y,.,.,.,.,.,.,.,,,.,
2020,7096,City of Geneva- (IL),IL,Municipal,83.285,0.716,116.320,83.285,0.716,116.320,.,.,.,"10,153",.,N,.,.,.,.,.,.,.,,,.,
