Utility Characteristics,,,,,Yearly Energy and Demand Savings,,,,,,,,,,,,,,,,,,,,Program Costs,,,,,,,,,,DSM Program
,,,,,Number of Customers Enrolled,,,,,Energy Savings (MWh),,,,,Potential Peak Demand Savings (MW),,,,,Actual Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Grid Connected
2022,10000,Evergy Metro,KS,SWPP,"18,288",373,.,.,"18,661",.,.,.,.,.,15.5,0.3,.,.,15.9,15.5,0.3,.,.,15.9,.,.,.,.,.,118,2,.,.,121,.
2022,10000,Evergy Metro,MO,SWPP,"37,615",785,.,.,"38,400",755,86,.,.,841,32.0,23.3,.,.,55.3,32.0,23.3,.,.,55.3,347,587,.,.,934,"1,904",631,.,.,"2,535",.
2022,10005,"Evergy Kansas South, Inc",KS,SWPP,"22,086",700,37,.,"22,823",.,.,.,.,.,9.4,2.3,106.7,.,118.3,9.4,0.3,.,.,9.7,.,.,"3,923",.,"3,923",180,6,.,.,186,.
2022,10171,Kentucky Utilities Co,KY,LGEE,"67,599",894,.,.,"68,493",.,.,.,.,.,71.7,11.4,.,.,83.1,.,.,.,.,.,.,.,.,.,.,1,0,.,.,1,.
2022,10539,"La Plata Electric Assn, Inc",CO,WACM,282,1,.,.,283,.,.,.,.,.,2.5,0.1,.,.,2.6,1.5,0.1,.,.,1.6,0,0,.,.,0,10,1,.,.,11,.
2022,10596,City of Lake Crystal - (MN),MN,MISO,270,.,.,.,270,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,5,.,.,.,5,.,.,.,.,.,0
2022,10768,"Laurens Electric Coop, Inc",SC,DUK,"5,660",0,2,0,"5,662",13,0,4,0,17,7.1,0.0,3.0,0.0,10.1,7.1,0.0,1.8,0.0,8.9,.,.,.,.,.,.,.,.,.,.,.
2022,10857,"Lee County Electric Coop, Inc",FL,FPL,"14,447",43,.,.,"14,490",126,671,.,.,796,2.9,25.9,.,.,28.8,2.9,15.9,.,.,18.8,455,"1,259",.,.,"1,713",50,162,.,.,213,.
2022,11018,Lincoln Electric System,NE,SWPP,"2,940",.,.,.,"2,940",.,.,.,.,.,4.2,.,.,.,4.2,4.2,.,.,.,4.2,93,.,.,.,93,152,.,.,.,152,.
2022,11171,Long Island Power Authority,NY,NYIS,"30,960",435,.,.,"31,395",.,.,.,.,.,42.4,21.7,.,.,64.1,31.9,14.7,.,.,46.7,998,541,.,.,"1,539","1,444",284,.,.,"1,728",.
2022,11187,City of Longmont,CO,PSCO,95,.,.,.,95,.,.,.,.,.,4.7,.,.,.,4.7,3.6,.,.,.,3.6,7,.,.,.,7,25,.,.,.,25,.
2022,11208,Los Angeles Department of Water & Power,CA,LDWP,.,6,2,.,8,.,0,0,.,0,.,18.0,27.0,.,45.1,.,0.0,0.0,.,0.0,.,78,120,.,198,.,.,.,.,.,.
2022,11241,Entergy Louisiana LLC,LA,MISO,.,.,9,.,9,.,.,32,.,32,.,.,256.4,.,256.4,.,.,.,.,.,.,.,"32,034",.,"32,034",.,.,.,.,.,.
2022,11249,Louisville Gas & Electric Co,KY,LGEE,"79,573",867,0,0,"80,440",0,0,0,0,0,84.5,13.7,0.0,0.0,98.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,"1,091",295,0,0,"1,386",0
2022,11251,Loup River Public Power Dist,NE,SWPP,.,.,517,.,517,.,.,.,.,.,.,.,23.5,.,23.5,.,.,12.9,.,12.9,.,.,.,.,.,.,.,96,.,96,.
2022,11291,Lumbee River Elec Member Corp,NC,CPLE,782,.,.,.,782,407,.,.,.,407,1.6,.,.,.,1.6,1.6,.,.,.,1.6,17,.,.,.,17,0,.,.,.,0,110
2022,11475,City of Madison - (SD),SD,MISO,"2,047",0,0,0,"2,047",108,0,0,0,108,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,169,0,0,0,169,4,0,0,0,4,0
2022,11501,Magic Valley Electric Coop Inc,TX,ERCO,"1,378",.,.,.,"1,378",7,.,.,.,7,3.0,.,.,.,3.0,2.5,.,.,.,2.5,34,.,.,.,34,25,.,.,.,25,.
2022,11560,City of Manassas - (VA),VA,PJM,"1,976",.,.,.,"1,976",8,.,.,.,8,0.7,.,.,.,0.7,0.7,.,.,.,0.7,.,.,.,.,.,19,.,.,.,19,.
2022,11731,City of Marshall - (MN),MN,MISO,"4,225",300,33,0,"4,558",752,"3,100",357,0,"4,209",3.6,3.3,1.1,0.0,8.0,3.6,3.3,1.1,0.0,8.0,117,272,90,0,479,37,11,3,0,51,41
2022,11843,Maui Electric Co Ltd,HI,NA,323,27,.,.,350,65,64,.,.,130,0.6,3.8,.,.,4.4,.,.,.,.,.,13,116,.,.,129,73,25,.,.,98,.
2022,12199,Montana-Dakota Utilities Co,MT,SWPP,.,1,12,.,13,.,.,.,.,.,.,0.4,19.6,.,19.9,.,.,.,.,.,.,13,703,.,716,.,6,301,.,307,.
2022,12199,Montana-Dakota Utilities Co,ND,MISO,.,21,6,.,27,.,.,.,.,.,.,7.6,11.3,.,18.8,.,.,.,.,.,.,205,606,.,811,.,33,30,.,63,.
2022,12208,City of McPherson - (KS),KS,SWPP,.,15,2,.,17,.,.,.,.,.,.,1.0,.,.,1.0,.,1.0,.,.,1.0,.,12,.,.,12,.,1,.,.,1,.
2022,12260,Mecklenburg Electric Cooperative,VA,PJM,.,.,5,.,5,.,.,243,.,243,.,.,5.0,.,5.0,.,.,2.0,.,2.0,.,.,"2,400",.,"2,400",.,.,.,.,.,.
2022,12268,"Medina Electric Coop, Inc",TX,ERCO,.,744,.,.,744,.,.,.,.,.,.,73.9,.,.,73.9,.,40.3,.,.,40.3,.,.,.,.,.,.,177,.,.,177,.
2022,12301,Nodak Electric Coop Inc,ND,MISO,"5,382",.,307,.,"5,689","23,313",.,686,.,"23,999",136.7,.,65.5,.,202.2,51.1,.,45.5,.,96.6,28,.,0,.,28,258,.,7,.,265,.
2022,12341,MidAmerican Energy Co,IA,MISO,"62,011",42,57,.,"62,110",252,251,"1,422",.,"1,925",55.0,39.0,221.0,.,315.0,55.0,39.0,221.0,.,315.0,"1,330","1,052","5,964",.,"8,346","2,118",51,290,.,"2,459",.
2022,12341,MidAmerican Energy Co,IL,MISO,"3,224",2,3,.,"3,229",17,34,194,.,245,3.6,4.6,25.9,.,34.1,3.6,4.6,25.9,.,34.1,74,107,604,.,785,94,3,18,.,115,.
2022,12377,Midwest Energy Cooperative,MI,PJM,"4,364",534,.,.,"4,898",.,.,.,.,.,7.2,18.0,.,.,25.2,5.4,9.0,.,.,14.4,901,6,.,.,906,.,.,.,.,.,.
2022,12395,Menard Electric Coop,IL,MISO,775,8,"1,291",.,"2,074",19,0,100,.,118,0.8,3.3,25.0,.,29.0,0.5,0.0,13.0,.,13.5,33,0,.,.,33,.,.,651,.,651,.
2022,12539,Midwest Electric Member Corp,NE,WACM,0,0,"1,602",0,"1,602",0,0,0,0,0,0.0,0.0,34.1,0.0,34.1,0.0,0.0,15.9,0.0,15.9,0,0,"2,971",0,"2,971",0,0,273,0,273,0
2022,12647,"ALLETE, Inc.",MN,MISO,"7,156",492,6,0,"7,654",798,289,4,0,"1,090",26.0,2.7,239.6,0.0,268.3,.,.,.,.,.,"2,132",535,"5,725",0,"8,392",.,.,.,.,.,.
2022,12681,Mississippi County Electric Co,AR,MISO,.,.,853,.,853,.,.,.,.,.,.,.,3.0,.,3.0,.,.,2.0,.,2.0,.,.,330,.,330,.,.,217,.,217,.
2022,12685,Entergy Mississippi LLC,MS,MISO,"3,721",.,1,.,"3,722",652,.,.,.,652,2.7,.,40.4,.,43.1,2.7,.,.,.,2.7,353,.,.,.,353,548,.,.,.,548,.
2022,12686,Mississippi Power Co,MS,SOCO,95,6,6,0,107,42,0,0,0,42,0.0,24.2,80.0,0.0,104.2,0.0,0.0,0.0,0.0,0.0,238,474,100,0,812,0,0,0,0,0,.
2022,12698,Evergy Missouri West,MO,SWPP,"30,440",768,.,.,"31,208",730,129,.,.,859,25.9,59.0,.,.,84.9,25.9,59.0,.,.,84.9,407,"1,365",.,.,"1,772","2,121","1,454",.,.,"3,575",.
2022,12745,Modesto Irrigation District,CA,BANC,"10,467",68,3,0,"10,538",.,.,.,.,.,4.5,0.5,10.6,0.0,15.6,4.0,0.4,6.7,0.0,11.1,221,15,153,0,388,15,21,21,0,57,.
2022,12894,City of Moorhead - (MN),MN,SWPP,"2,683",7,.,.,"2,690",965,682,.,.,"1,646",9.9,13.1,.,.,23.0,9.9,13.1,.,.,23.0,66,232,.,.,298,.,.,.,.,.,.
2022,13208,City of Naperville - (IL),IL,PJM,.,4,.,.,4,.,16,.,.,16,.,1.5,.,.,1.5,.,1.5,.,.,1.5,.,1,.,.,1,.,.,.,.,.,.
2022,13337,Nebraska Public Power District,NE,SWPP,102,409,18,0,529,0,0,0,0,0,0.0,10.0,85.0,0.0,95.0,0.0,10.0,0.0,0.0,10.0,.,576,.,.,576,.,48,.,.,48,.
2022,13407,Nevada Power Co,NV,NEVP,"73,243","1,702",.,.,"74,945","19,567","4,665",.,.,"24,232",125.9,19.8,.,.,145.7,114.6,10.1,.,.,124.7,"1,052",62,.,.,"1,114","10,038",903,.,.,"10,941",.
2022,13441,New Hampshire Elec Coop Inc,NH,ISNE,"4,859",.,.,.,"4,859",3,.,.,.,3,2.6,.,.,.,2.6,2.6,.,.,.,2.6,293,.,.,.,293,112,.,.,.,112,.
2022,13478,"Entergy New Orleans, LLC",LA,MISO,"5,886",145,1,.,"6,032",.,17,.,.,17,4.4,1.3,21.8,.,27.5,4.4,1.3,.,.,5.7,261,103,.,.,363,253,"1,082",.,.,"1,335",.
2022,13485,New Smyrna Beach City of,FL,FPL,"2,755",.,.,.,"2,755",0,.,.,.,0,5.0,.,.,.,5.0,0.0,.,.,.,0.0,150,.,.,.,150,.,.,.,.,.,.
2022,13511,New York State Elec & Gas Corp,NY,NYIS,"12,686",72,24,.,"12,782",355,227,911,.,"1,493",11.4,8.6,50.8,.,70.8,11.4,8.6,50.8,.,70.8,306,261,"2,034",.,"2,601",586,17,66,.,669,.
2022,13519,City of Newark - (DE),DE,PJM,0,1,1,0,2,0,0,0,0,1,0.0,0.5,0.2,0.0,0.7,0.0,0.5,0.2,0.0,0.7,0,14,5,0,19,0,0,0,0,0,.
2022,13573,Niagara Mohawk Power Corp.,NY,NYIS,"19,782",163,64,.,"20,009",506,"3,021","1,712",.,"5,239",18.9,131.8,74.7,.,225.3,11.6,103.2,58.5,.,173.3,299,"1,714",972,.,"2,985",565,314,178,.,"1,056",.
2022,13630,North Carolina Mun Power Agny #1,NC,DUK,"17,548",68,19,.,"17,635",56,"3,037","3,403",.,"6,496",1.0,72.0,74.0,.,147.0,1.0,52.0,61.0,.,114.0,.,.,.,.,.,.,.,.,.,.,.
2022,13640,Northern Virginia Elec Coop,VA,PJM,"35,173",2,5,0,"35,180",0,119,23,0,142,7.7,10.8,10.1,0.0,28.6,7.7,10.0,7.1,0.0,24.8,0,0,535,0,535,152,0,0,0,152,0
2022,13664,Norris Public Power District,NE,SWPP,0,2,"1,613",0,"1,615",0,0,0,0,0,0.0,0.5,75.0,0.0,75.5,0.0,0.3,37.0,0.0,37.3,0,0,0,0,0,0,11,214,0,225,0
2022,13676,"North Arkansas Elec Coop, Inc",AR,MISO,"8,464",.,.,.,"8,464",0,.,.,.,0,3.5,.,.,.,3.5,3.5,.,.,.,3.5,195,.,.,.,195,.,.,.,.,.,.
2022,13683,North Carolina El Member Corp,NC,CPLE,"12,109",.,1,.,"12,110",.,.,.,.,.,29.2,.,1.0,.,30.2,.,.,.,.,.,495,.,.,.,495,"2,951",.,.,.,"2,951",832
2022,13687,North Carolina Eastern M P A,NC,CPLE,"134,100",262,164,.,"134,526",.,.,.,.,.,55.5,80.0,232.0,.,367.5,42.2,60.8,176.3,.,279.3,"3,218",772,347,.,"4,337","1,143",86,115,.,"1,344",.
2022,13725,City of North Platte,NE,SWPP,0,0,2,.,2,0,0,3,.,3,0.0,0.0,4.5,.,4.5,0.0,0.0,4.0,.,4.0,.,.,.,.,.,.,.,.,.,.,.
2022,13762,"Northern Neck Elec Coop, Inc",VA,PJM,"4,523",.,.,.,"4,523",101,.,.,.,101,2.8,.,.,.,2.8,2.8,.,.,.,2.8,7,.,.,.,7,.,.,.,.,.,.
2022,13780,Northern States Power Co,WI,MISO,"19,385","1,090",270,.,"20,745",12,3,"1,156",.,"1,171",12.7,6.2,63.0,.,81.9,12.7,6.2,63.0,.,81.9,467,449,0,.,916,284,46,2,.,333,.
2022,13781,Northern States Power Co - Minnesota,MN,MISO,"398,375","17,700","1,654",.,"417,729",499,120,"1,511",.,"2,130",336.0,84.4,255.0,.,675.4,336.0,84.4,255.0,.,675.4,"29,599","5,046",213,.,"34,858","7,542","1,621",627,.,"9,790",.
2022,13781,Northern States Power Co - Minnesota,ND,MISO,"12,328",620,123,.,"13,071",14,2,308,.,324,8.0,2.0,52.0,.,62.0,8.0,2.0,52.0,.,62.0,493,150,0,.,643,174,5,2,.,181,.
2022,13781,Northern States Power Co - Minnesota,SD,MISO,"21,464",602,102,.,"22,168",22,3,89,.,114,14.9,2.9,15.0,.,32.8,14.9,2.9,15.0,.,32.8,"1,621",203,0,.,"1,824",182,17,3,.,203,.
2022,13798,Northwest Iowa Power Coop,IA,SWPP,"16,295","1,566",.,.,"17,861",0,0,.,.,0,47.5,8.2,.,.,55.7,10.5,6.5,.,.,17.0,"4,695",418,.,.,"5,113","3,278",292,.,.,"3,570",.
2022,13815,Northwestern Wisconsin Elec Co,WI,MISO,.,.,1,.,1,.,.,.,.,.,.,.,1.0,.,1.0,.,.,1.0,.,1.0,.,.,30,.,30,.,.,.,.,.,.
2022,13839,City of Norwood - (MA),MA,ISNE,458,.,.,.,458,0,.,.,.,0,2.5,.,.,.,2.5,0.4,.,.,.,0.4,58,.,.,.,58,25,.,.,.,25,.
2022,13936,Oakdale Electric Coop,WI,MISO,"5,069",116,1,0,"5,186",0,0,0,0,0,2.3,52.8,5.9,0.0,61.0,0.2,5.2,0.6,0.0,6.0,421,10,41,0,472,321,7,32,0,360,22
2022,13998,Ohio Edison Co,OH,PJM,0,0,16,0,16,0,0,0,0,0,0.0,0.0,216.4,0.0,216.4,0.0,.,216.4,0.0,216.4,0,0,"8,797",0,"8,797",0,0,0,0,0,.
2022,14063,Oklahoma Gas & Electric Co,AR,SWPP,0,14,0,0,14,0,0,0,0,0,0.0,60.1,0.0,0.0,60.1,0.0,0.0,0.0,0.0,0.0,0,"3,137",0,0,"3,137",0,0,0,0,0,0
2022,14063,Oklahoma Gas & Electric Co,OK,SWPP,"111,016","16,671",0,0,"127,687","4,669","9,639",0,0,"14,308",77.7,176.4,0.0,0.0,254.1,77.7,8.4,0.0,0.0,86.1,0,"6,312",0,0,"6,312","1,262",189,0,0,"1,451",0
2022,14127,Omaha Public Power District,NE,SWPP,"56,043",21,1,0,"56,065","6,970",0,0,0,"6,970",82.7,31.5,12.0,0.0,126.2,81.2,31.5,12.0,0.0,124.7,"1,417","1,178",601,0,"3,196",331,40,0,0,372,0
2022,14154,Orange & Rockland Utils Inc,NY,NYIS,"5,761",51,19,.,"5,831",35,14,34,.,83,6.1,2.6,6.5,.,15.2,6.1,1.5,4.0,.,11.6,260,95,251,.,607,249,50,133,.,431,.
2022,14175,"Tri-County Electric Coop, Inc (SC)",SC,SC,"17,326",.,242,.,"17,568","1,013",.,320,.,"1,333",3.0,.,0.0,.,3.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,14232,Otter Tail Power Co,MN,MISO,"18,350","1,598",0,0,"19,948",0,0,0,0,0,17.0,35.0,0.0,0.0,52.0,17.0,35.0,0.0,0.0,52.0,23,11,0,0,34,42,40,0,0,82,.
2022,14232,Otter Tail Power Co,ND,MISO,"15,900","2,050",0,0,"17,950",0,0,0,0,0,16.0,110.0,0.0,0.0,126.0,16.0,110.0,0.0,0.0,126.0,161,325,0,0,485,160,188,0,0,348,.
2022,14232,Otter Tail Power Co,SD,MISO,"3,695",321,0,0,"4,016",0,0,0,0,0,4.0,8.0,0.0,0.0,12.0,4.0,8.0,0.0,0.0,12.0,6,17,0,0,22,6,20,0,0,26,.
2022,14246,City of Owatonna - (MN),MN,MISO,"6,761",227,9,0,"6,997",58,6,44,0,108,2.5,0.2,4.0,0.0,6.7,2.0,0.2,3.1,0.0,5.3,126,16,98,0,240,0,0,0,0,0,.
2022,14328,Pacific Gas & Electric Co.,CA,CISO,"77,221",470,150,0,"77,841",636,207,890,0,"1,733",23.0,31.0,139.0,0.0,193.0,23.0,31.0,139.0,0.0,193.0,328,"3,287","17,163",0,"20,778",0,0,0,0,0,.
2022,14354,PacifiCorp,ID,PACE,.,.,154,.,154,.,.,.,.,.,.,.,169.0,.,169.0,.,.,125.4,.,125.4,.,.,.,.,.,.,.,"3,602",.,"3,602",0
2022,14354,PacifiCorp,OR,PACW,.,.,7,.,7,.,.,.,.,.,.,.,1.0,.,1.0,.,.,0.5,.,0.5,.,.,.,.,.,.,.,301,.,301,0
2022,14354,PacifiCorp,UT,PACE,"93,904",.,30,.,"93,934",.,.,.,.,.,301.0,.,12.0,.,313.0,266.0,.,11.3,.,277.3,"3,273",.,"2,937",.,"6,210","3,539",.,378,.,"3,917",0
2022,14398,Palmetto Electric Coop Inc,SC,SC,"39,677",59,5,0,"39,741",189,0,0,0,189,33.6,7.9,2.6,0.0,44.1,23.5,7.5,2.6,0.0,33.5,32,0,0,0,32,831,20,2,0,853,275
2022,14468,People's Cooperative Services,MN,MISO,"3,591",78,4,0,"3,673",0,0,0,0,0,2.5,4.5,0.6,0.0,7.6,1.4,2.4,0.3,0.0,4.1,424,9,32,0,465,144,3,11,0,158,0
2022,14557,"Pee Dee Electric Coop, Inc",SC,SC,.,.,3,.,3,.,.,.,.,.,.,.,7.5,.,7.5,.,.,2.7,.,2.7,.,.,.,.,.,.,.,.,.,.,.
2022,14717,Pee Dee Electric Member Corp,NC,CPLE,.,103,.,.,103,.,.,.,.,.,.,6.0,.,.,6.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,15023,Piedmont Electric Member Corp,NC,DUK,"6,885",129,.,.,"7,014",.,.,.,.,.,5.4,0.2,.,.,5.6,5.4,0.2,.,.,5.6,125,2,.,.,127,150,3,.,.,152,.
2022,15248,Portland General Electric Co,OR,PGE,"165,915",853,0,0,"166,768",.,.,.,.,.,77.5,76.2,.,.,153.7,.,.,.,.,.,"2,675","1,563",0,0,"4,238","2,333","3,872",0,0,"6,205",.
2022,15270,Potomac Electric Power Co,DC,PJM,"25,187",.,.,.,"25,187",16,.,.,.,16,20.7,.,.,.,20.7,20.7,.,.,.,20.7,916,.,.,.,916,611,.,.,.,611,.
2022,15270,Potomac Electric Power Co,MD,PJM,"270,436","6,301",.,.,"276,737",784,78,.,.,862,337.8,12.1,.,.,349.9,337.8,12.1,.,.,349.9,"9,989",30,.,.,"10,019","6,148",794,.,.,"6,942",.
2022,15344,Polk-Burnett Electric Coop,WI,MISO,"7,035",93,0,0,"7,128",0,0,0,0,0,36.2,0.8,0.0,0.0,37.0,5.0,0.1,0.0,0.0,5.1,0,0,0,0,0,23,0,0,0,23,70
2022,15466,Public Service Co of Colorado,CO,PSCO,"216,177",522,139,.,"216,838","3,679",4,"1,746",.,"5,429",268.0,1.0,245.9,.,514.9,268.0,1.0,245.9,.,514.9,"8,911",13,"26,474",.,"35,399","6,622",224,"1,069",.,"7,914",.
2022,15470,"Duke Energy Indiana, LLC",IN,MISO,"68,450","2,314",58,0,"70,822",0,0,0,0,0,76.0,15.0,459.0,0.0,550.0,0.0,1.0,61.0,0.0,62.0,975,204,0,0,"1,179","2,114",884,0,0,"2,998",.
2022,15472,Public Service Co of NH,NH,ISNE,"1,039",35,.,.,"1,074",2,.,.,.,2,.,.,.,.,.,0.7,7.0,.,.,7.7,31,210,.,.,242,55,89,.,.,144,.
2022,15473,Public Service Co of NM,NM,PNM,"54,813","5,903",157,0,"60,873",327,39,156,0,522,41.0,8.5,26.8,0.0,76.3,32.7,3.5,15.4,0.0,51.6,351,0,0,0,351,"4,171",868,"2,334",0,"7,373",.
2022,15474,Public Service Co of Oklahoma,OK,SWPP,"11,029","1,834",.,.,"12,863",123,"1,361",.,.,"1,484",15.1,45.6,.,.,60.7,6.1,27.6,.,.,33.7,523,"2,439",.,.,"2,962","1,201",375,.,.,"1,576",.
2022,15671,Randolph Electric Member Corp,NC,CPLE,.,247,.,.,247,.,.,.,.,.,.,15.0,.,.,15.0,.,9.0,.,.,9.0,.,470,.,.,470,.,.,.,.,.,.
2022,15700,Rayle Electric Membership Corp,GA,SOCO,.,.,2,.,2,.,.,0,.,0,.,.,3.0,.,3.0,.,.,1.3,.,1.3,.,.,.,.,.,.,.,.,.,.,.
2022,15748,Town of Reading - (MA),MA,ISNE,.,14,.,.,14,.,.,.,.,.,.,3.4,.,.,3.4,.,0.3,.,.,0.3,.,8,.,.,8,.,51,.,.,51,.
2022,16060,Riverland Energy Cooperative,WI,MISO,"6,106",173,.,.,"6,279",.,.,.,.,.,3.1,7.2,.,.,10.3,3.1,7.2,.,.,10.2,"1,148",28,.,.,"1,176",53,1,.,.,54,.
2022,16101,Roanoke Electric Member Corp,NC,PJM,"1,262",.,.,.,"1,262",3,.,.,.,3,2.2,.,.,.,2.2,2.0,.,.,.,2.0,"4,700",.,.,.,"4,700",.,.,.,.,.,325
2022,16181,Rochester Public Utilities,MN,MISO,"8,192",113,1,0,"8,306",68,163,60,0,290,2.7,3.5,1.0,0.0,7.2,.,.,.,.,.,135,157,148,0,440,14,31,10,0,55,.
2022,16183,Rochester Gas & Electric Corp,NY,NYIS,"10,770",41,3,.,"10,814",203,52,.,.,255,12.2,3.3,0.0,.,15.5,12.2,3.3,0.0,.,15.5,269,87,2,.,358,498,55,1,.,554,.
2022,16195,City of Rock Hill - (SC),SC,DUK,"2,581",124,.,.,"2,705",.,.,.,.,.,1.6,0.1,.,.,1.7,1.6,0.1,.,.,1.7,1,.,.,.,1,52,2,.,.,54,0
2022,16213,Rockland Electric Co,NJ,PJM,"18,548",.,.,.,"18,548",8,.,.,.,8,1.3,.,.,.,1.3,1.3,.,.,.,1.3,195,.,.,.,195,13,.,.,.,13,.
2022,16295,City of Roseville - (CA),CA,BANC,"3,580",.,.,.,"3,580",0,.,.,.,0,2.1,.,.,.,2.1,0.0,.,.,.,0.0,36,.,.,.,36,10,.,.,.,10,.
2022,16496,Rutherford Elec Member Corp,NC,DUK,"7,415",.,.,.,"7,415",0,.,.,.,0,3.0,.,.,.,3.0,0.0,.,.,.,0.0,159,.,.,.,159,.,.,.,.,.,.
2022,16534,Sacramento Municipal Util Dist,CA,BANC,"81,893",33,1,.,"81,927",0,287,0,.,287,57.5,15.2,6.5,.,79.2,0.0,15.2,0.0,.,15.2,0,392,247,.,639,195,477,0,.,672,0
2022,16572,Salt River Project,AZ,SRP,"50,184",500,3,.,"50,687","1,153",356,.,.,"1,509",82.8,45.2,78.0,.,206.0,82.8,45.2,.,.,128.0,"1,596",887,.,.,"2,483","2,357","2,220",.,.,"4,577",.
2022,16604,City of San Antonio - (TX),TX,ERCO,"504,716",785,.,.,"505,501","77,012","5,215",.,.,"82,227",110.0,92.0,.,.,202.0,110.0,92.0,.,.,202.0,"5,927","6,030",.,.,"11,957",241,174,.,.,415,.
2022,16606,"Santee Electric Coop, Inc",SC,SC,33,.,.,.,33,0,.,.,.,0,0.3,.,.,.,0.3,0.3,.,.,.,0.3,9,.,.,.,9,7,.,.,.,7,34
2022,16609,San Diego Gas & Electric Co,CA,CISO,"73,440","51,127",581,.,"125,148",422,53,99,.,574,30.2,2.6,3.4,.,36.1,20.7,2.6,3.4,.,26.6,.,.,.,.,.,.,.,.,.,.,.
2022,16627,San Patricio Electric Coop Inc,TX,ERCO,.,.,24,.,24,.,.,0,.,0,.,.,19.5,.,19.5,.,.,7.1,.,7.1,.,.,"1,078",.,"1,078",.,.,.,.,.,.
2022,16674,Satilla Rural Elec Member Corporation,GA,SOCO,.,949,35,.,984,.,9,7,.,16,.,9.4,19.5,.,28.9,.,4.6,12.5,.,17.1,.,.,.,.,.,.,42,42,.,84,.
2022,16740,Scenic Rivers Energy Coop,WI,MISO,"5,233",490,8,0,"5,731",0,0,0,0,0,6.9,0.4,1.0,0.0,8.3,2.5,0.1,0.4,0.0,3.0,267,25,35,0,327,170,16,23,0,209,0
2022,16805,SEMO Electric Cooperative,MO,AECI,.,358,.,.,358,.,545,.,.,545,.,2.8,.,.,2.8,.,0.8,.,.,0.8,.,.,.,.,.,.,26,.,.,26,.
2022,16865,Sawnee Electric Membership Corporation,GA,SOCO,"61,108",598,0,0,"61,706",163,625,0,0,788,148.0,9.6,0.0,0.0,157.5,51.8,3.4,0.0,0.0,55.1,"1,877",6,.,.,"1,883",724,2,.,.,726,.
2022,16971,Shakopee Public Utilities Comm,MN,MISO,"1,193",0,0,0,"1,193",.,.,.,.,.,2.0,0.0,0.0,0.0,2.0,0.7,.,.,.,0.7,22,.,.,.,22,30,.,.,.,30,.
2022,17040,"Shelby Electric Coop, Inc",IL,MISO,"1,056",45,.,.,"1,101",.,.,.,.,.,7.2,7.8,.,.,15.0,1.6,3.8,.,.,5.4,.,.,.,.,.,0,0,.,.,1,.
2022,17066,Shenandoah Valley Elec Coop,VA,PJM,"7,154",.,.,.,"7,154",227,.,.,.,227,44.4,.,.,.,44.4,38.2,.,.,.,38.2,.,.,.,.,.,555,.,.,.,555,0
2022,17127,Town of Shrewsbury - (MA),MA,ISNE,141,.,.,.,141,5,.,.,.,5,0.1,.,.,.,0.1,.,.,.,.,.,4,.,.,.,4,27,.,.,.,27,3
2022,17166,Sierra Pacific Power Co,NV,NEVP,"11,482",385,.,.,"11,867","2,451",532,.,.,"2,983",18.6,4.1,.,.,22.7,14.2,2.9,.,.,17.1,90,13,.,.,103,"1,593",483,.,.,"2,076",0
2022,17267,Sioux Valley SW Elec Coop,MN,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54
2022,17267,Sioux Valley SW Elec Coop,SD,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,385
2022,17470,PUD 1 of Snohomish County,WA,BPAT,575,.,.,.,575,0,.,.,.,0,0.2,.,.,.,0.2,0.2,.,.,.,0.2,21,.,.,.,21,78,.,.,.,78,.
2022,17539,"Dominion Energy South Carolina, Inc",SC,SCEG,0,12,24,0,36,0,214,810,0,"1,024",0.0,34.0,133.0,0.0,167.0,0.0,12.0,30.0,0.0,42.0,0,332,"5,811",0,"6,143",0,0,0,0,0,0
2022,17543,South Carolina Public Service Authority,SC,SC,416,.,21,0,437,0,.,"17,500",0,"17,500",0.7,.,666.1,0.0,666.8,0.7,.,606.6,0.0,607.3,20,.,"103,100",0,"103,120","1,642",.,0,0,"1,642",.
2022,17572,South River Elec Member Corp,NC,CPLE,"1,907",.,.,.,"1,907",3,.,.,.,3,33.6,.,.,.,33.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,17599,Southeastern Indiana R E M C,IN,MISO,"2,742",.,.,.,"2,742",343,.,.,.,343,1.4,.,.,.,1.4,1.4,.,.,.,1.4,29,.,.,.,29,0,.,.,.,0,87
2022,17609,Southern California Edison Co,CA,CISO,"222,081","7,075","1,734",.,"230,890",.,.,.,.,.,179.0,95.0,471.0,.,745.0,167.0,64.0,321.0,.,552.0,"26,146","19,389","59,666",.,"105,201","6,552",407,587,.,"7,546",.
