Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
April,04/08/2021,04:51:00,04/10/2021,20:00:00,California:,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
April,04/09/2021,13:20:00,04/10/2021,00:40:00,Texas: Denton County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
April,04/12/2021,00:44:00,04/12/2021,17:45:00,Colorado: Larimer County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
April,04/13/2021,09:00:00,04/13/2021,10:00:00,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
April,04/13/2021,16:49:00,04/13/2021,20:30:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,0,0
April,04/13/2021,00:37:00,04/13/2021,04:19:00,Wisconsin: Eau Claire County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
April,04/14/2021,10:19:00,04/14/2021,11:39:00,District of Columbia: Delaware: Maryland: New Jersey: Pennsylvania:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
April,04/21/2021,20:31:00,04/21/2021,21:35:00,Minnesota: Dakota County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
April,04/21/2021,13:13:00,04/21/2021,14:10:00,Texas: Travis County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
April,04/22/2021,16:43:00,04/22/2021,17:14:00,Wisconsin: Dane County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
April,04/22/2021,05:15:00,Unknown,Unknown,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,0,0
April,04/24/2021,22:08:00,04/24/2021,23:41:00,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
April,04/24/2021,21:00:00,04/25/2021,10:43:00,Alabama: Calhoun County; Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,137,18860
April,04/25/2021,08:20:00,Unknown,Unknown,Tennessee: Davidson County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
April,04/26/2021,11:18:00,04/26/2021,13:00:00,Maine: Kennebec County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
May,05/02/2021,19:58:00,05/02/2021,20:22:00,New Hampshire: Hillsborough County;,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. ,System Operations,0,0
May,05/03/2021,11:21:00,05/03/2021,11:53:00,Oklahoma: Oklahoma County;,MRO,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more.",System Operations,0,0
May,05/03/2021,07:52:00,05/03/2021,07:53:00,South Carolina: Cherokee County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
May,05/04/2021,15:45:00,05/05/2021,10:00:00,Arkansas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,104027
May,05/04/2021,18:06:00,05/05/2021,17:48:00,Mississippi: Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,175,24457
May,05/05/2021,11:50:00,05/08/2021,11:50:00,Michigan: Huron County;,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
May,05/06/2021,17:00:00,05/06/2021,17:15:00,Missouri: Jasper County;,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,0,0
May,05/10/2021,02:28:00,05/10/2021,03:21:00,Pennsylvania:,RF,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more.",System Operations,0,0
May,05/10/2021,12:17:00,05/10/2021,12:54:00,"Indiana: Vanderburgh County, Warrick County, Posey County, Daviess County, Gibson County, Knox County, Spencer County;",RF,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more.",System Operations,0,0
May,05/11/2021,23:01:00,05/12/2021,08:29:00,Texas: Kinney County;,TRE,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
May,05/11/2021,09:32:00,05/11/2021,10:38:00,Wisconsin: Iowa:,MRO,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more.",System Operations,0,0
May,05/14/2021,22:00:00,05/17/2021,06:00:00,Idaho:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
May,05/14/2021,08:30:00,05/14/2021,16:00:00,Pennsylvania: Montgomery County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
May,05/18/2021,23:25:00,05/19/2021,20:30:00,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,125000
May,05/18/2021,12:15:00,05/18/2021,20:18:00,Delaware: New Castle County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
May,05/20/2021,10:06:00,05/20/2021,13:45:00,Florida: Brevard County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,35000
May,05/20/2021,07:25:00,05/20/2021,07:26:00,California: Imperial County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
May,05/24/2021,13:14:00,05/24/2021,13:15:00,Utah: San Juan County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
May,05/25/2021,12:56:00,05/25/2021,13:41:00,Ohio:,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. ,System Operations,0,0
May,05/27/2021,18:51:00,05/28/2021,15:56:00,California: Nevada:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
May,05/27/2021,00:05:00,05/27/2021,00:45:00,Oregon: Multnomah County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. ,System Operations,0,0
May,05/28/2021,21:24:00,05/28/2021,21:25:00,Florida: Duval County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,1850,10000
May,05/28/2021,20:00:00,05/28/2021,21:29:00,California: Riverside County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack,0,655
May,05/28/2021,22:13:00,05/28/2021,23:34:00,Minnesota: St. Louis County;,MRO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. ,System Operations,0,0
June,06/06/2021,14:57:00,06/06/2021,16:00:00,Indiana: Clay County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,0
June,06/07/2021,22:27:00,06/08/2021,00:33:00,Minnesota: North Dakota:,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,23,1
June,06/07/2021,13:26:00,06/07/2021,13:27:00,"Texas: Somervell County, Ellis County;",TRE,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",Generation Inadequacy,1435,0
June,06/07/2021,15:19:00,06/07/2021,18:22:00,New Mexico: San Juan County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,06/08/2021,15:00:00,06/08/2021,15:01:00,Texas: Liberty County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,06/09/2021,19:09:00,06/09/2021,20:50:00,New Mexico: San Juan County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,06/10/2021,22:28:00,06/10/2021,23:07:00,Kansas: Wyandotte County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,90,9800
June,06/11/2021,03:26:00,06/11/2021,03:48:00,South Dakota: Brown County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,0,0
June,06/14/2021,12:55:00,06/18/2021,19:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,Unknown,Unknown
June,06/14/2021,12:15:00,06/18/2021,19:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,Unknown,Unknown
June,06/14/2021,02:10:00,06/14/2021,02:11:00,Utah: Salt Lake County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
June,06/15/2021,11:55:00,06/15/2021,21:17:00,Texas:,TRE,Cyber event that could potentially impact electric power system adequacy or reliability.,Cyber Event,Unknown,Unknown
June,06/15/2021,11:30:00,06/15/2021,13:35:00,Kansas: Wyandotte County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,06/16/2021,10:40:00,06/16/2021,10:43:00,Louisiana: West Baton Rouge Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,7,1841
June,06/16/2021,04:10:00,06/16/2021,06:39:00,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,06/16/2021,10:25:00,06/16/2021,15:16:00,Florida: Alachua County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
June,06/19/2021,18:54:00,06/19/2021,21:01:00,California: Alameda County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",System Operations,93,51806
June,06/21/2021,15:50:00,06/21/2021,16:50:00,Arkansas: Benton County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
June,06/21/2021,05:14:00,06/21/2021,19:00:00,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,151852
June,06/23/2021,15:47:00,06/23/2021,16:44:00,Missouri: Boone County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,06/24/2021,03:34:00,06/24/2021,05:07:00,California: Plumas County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Transmission Interruption,36,7621
June,06/24/2021,07:07:00,06/24/2021,13:48:00,Washington: Kittitas County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,06/27/2021,20:10:00,06/27/2021,21:30:00,North Dakota: Morton County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,4,1003
June,06/27/2021,02:27:00,06/27/2021,03:30:00,New York: Jefferson County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,982
June,06/28/2021,13:20:00,Unknown,Unknown,"Washington: Spokane County, Stevens County, Lincoln County, Adams County, Whitman County; Idaho: Kootenai County, Bonner County, Shoshone County, Boundary County, Benewah County, Latah County, Nez Perce County;",WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,44,Unknown
June,06/28/2021,11:22:00,Unknown,Unknown,North Carolina:,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
June,06/29/2021,16:00:00,Unknown,Unknown,"Michigan: Oakland County, Macomb County, Wayne County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,53000
June,06/30/2021,18:50:00,Unknown,Unknown,Connecticut: Massachusetts: Rhode Island: Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,53103
July,07/03/2021,23:08:00,07/04/2021,02:16:00,New Mexico: Bernalillo County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action. - 17. Facility Physical Threat,Vandalism,45,34509
July,07/04/2021,15:33:00,07/04/2021,20:32:00,Washington: Chelan County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Natural Disaster,0,0
July,07/05/2021,05:32:00,07/05/2021,08:58:00,New York:,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
July,07/05/2021,14:04:00,07/05/2021,14:41:00,Ohio: Kentucky:,RF/SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Transmission Interruption,0,0
July,07/06/2021,19:41:00,07/06/2021,21:50:00,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmisison Interruption,Unknown,136827
July,07/07/2021,00:02:00,07/07/2021,00:20:00,Florida: Polk County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,450,0
July,07/07/2021,15:30:00,Unknown,Unknown,"Michigan: Macomb County, Oakland County, Monroe County, Livingston County, St. Clair County, Washtenaw County, Wayne County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,90000
July,07/08/2021,17:01:00,07/08/2021,17:24:00,New York:,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmisison Interruption,0,0
July,07/08/2021,20:29:00,07/08/2021,20:33:00,North Dakota: Stark County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmisison Interruption,88,0
July,07/09/2021,17:44:00,07/09/2021,21:05:00,California:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Fuel Supply Deficiency,810,Unknown
July,07/09/2021,20:25:00,07/10/2021,21:00:00,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Severe Weather,230,47000
July,07/10/2021,00:30:00,07/10/2021,05:00:00,Nebraska: Missouri:,MRO/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmisison Interruption,Unknown,211500
July,07/10/2021,00:00:00,07/11/2021,16:00:00,Nebraska:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,188000
July,07/10/2021,01:55:00,07/10/2021,01:56:00,Missouri:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,52000
July,07/10/2021,18:00:00,07/10/2021,21:00:00,"Nevada: Clark County, Washoe County;",WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Transmission Interruption,9000,1300000
July,07/10/2021,00:30:00,07/10/2021,05:00:00,Missouri: Nebraska:,MRO/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmisison Interruption,Unknown,212500
July,07/11/2021,18:00:00,07/11/2021,21:00:00,"Nevada: Clark County, Washoe County;",WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Transmission Interruption,9000,1300000
July,07/12/2021,15:51:00,07/13/2021,17:00:00,Colorado: Pueblo County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Sabotage,0,0
July,07/14/2021,14:15:00,07/14/2021,14:16:00,California: Plumas County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather/Transmisison Interruption,35,11000
July,07/18/2021,04:00:00,07/18/2021,09:46:00,Illinois: Cook County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
July,07/20/2021,16:21:00,07/20/2021,17:00:00,Ohio:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
July,07/21/2021,14:45:00,07/22/2021,12:00:00,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,81503
July,07/22/2021,14:00:00,07/22/2021,14:40:00,California: Shasta County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,220,0
July,07/23/2021,08:09:00,07/23/2021,08:30:00,Minnesota: Hennepin County;,MRO/RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,15,3500
July,07/23/2021,08:20:00,07/23/2021,10:45:00,Virginia: West Virginia:,RF/SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
July,07/24/2021,20:30:00,Unknown,Unknown,"Michigan: Wayne County, Oakland County, Livingston County, Macomb County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,225949
July,07/26/2021,07:54:00,Unknown,Unknown,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
July,07/28/2021,12:54:00,07/28/2021,15:42:00,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
July,07/30/2021,08:02:00,07/30/2021,09:34:00,Wisconsin:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Cyber Event,0,0
August,08/01/2021,09:00:00,08/04/2021,09:00:00,Nevada: Clark County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
August,08/01/2021,23:37:00,08/02/2021,00:00:00,"California: Humboldt County, Trinity County;",WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,95,65888
August,08/02/2021,06:23:00,08/02/2021,15:55:00,Texas: Hays County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,43,19000
August,08/02/2021,00:18:00,08/02/2021,10:47:00,Texas: Hays County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,24,9400
August,08/03/2021,07:05:00,08/03/2021,07:32:00,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
August,08/03/2021,04:35:00,08/03/2021,05:28:00,Oregon: Linn County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,4,Unknown
August,08/10/2021,22:30:00,08/13/2021,16:38:00,"Michigan: Allegan County, Antrim County, Barry County, Benzie County, Branch County, Calhoun County, Clare County, Clinton County, Crawford County, Eaton County, Genesee County, Gladwin County, Grand Traverse County, Gratiot County, Hillsdale County, Ingham County, Ionia County, Isabella County, Jackson County, Kalamazoo County, Kalkaska County, Kent County, Lake County, Leelanau County, Manistee County, Mason County, Mecosta County, Midland County, Missaukee County, Montcalm County, Muskegon County, Newaygo County, Oakland County, Oceana County, Ogemaw County, Osceola County, Oscoda County, Otsego County, Ottawa County, Roscommon County, Saginaw County, Shiawassee County, St. Joseph County, Van Buren County, Wexford County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,372600
August,08/10/2021,20:30:00,08/11/2021,19:00:00,Illinois:,RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,318761
August,08/10/2021,20:00:00,Unknown,Unknown,"Wisconsin: Waukesha County, Milwaukee County, Kenosha County, Racine County, Washington County, Ozaukee County;",RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,233000
August,08/11/2021,15:35:00,Unknown,Unknown,"Michigan: Huron County, Macomb County, Lapeer County, Macomb County, Monroe County, Oakland County, St. Clair County, Tuscola County, Wayne County, Washtenaw County, Livingston County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,700000
August,08/11/2021,19:12:00,08/11/2021,21:49:00,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,92109
August,08/12/2021,18:57:00,08/13/2021,06:00:00,Illinois: Missouri:,RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,101000
August,08/12/2021,22:03:00,08/12/2021,22:44:00,Massachusetts:,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
August,08/15/2021,17:17:00,08/16/2021,03:30:00,California: Solano County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0
August,08/16/2021,16:11:00,08/16/2021,16:31:00,Montana: Flathead County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/17/2021,19:15:00,08/18/2021,17:45:00,"California: Butte County, Colusa County, Glenn County, Lake County, Lassen County, Mendocino County, Napa County, Plumas County, Shasta County, Sierra County, Solano County, Sonoma County, Tehama County, Trinity County, Yolo County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,234,71000
August,08/17/2021,14:00:00,08/18/2021,14:00:00,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,0
August,08/18/2021,11:40:00,08/18/2021,12:13:00,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
August,08/20/2021,15:35:00,08/20/2021,16:35:00,California: Nevada County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/20/2021,02:00:00,08/20/2021,03:00:00,Oregon: Washington: Idaho: Utah: Salt Lake County; Wyoming:,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,0
August,08/21/2021,10:14:00,08/21/2021,10:52:00,Idaho: Elmore County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,0,418
August,08/22/2021,12:11:00,08/23/2021,16:30:00,Connecticut: Massachusetts: Maine: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,28134
August,08/24/2021,21:37:00,Unknown,Unknown,"Michigan: Huron County, Lapeer County, Macomb County, Monroe County, Oakland County, St. Clair County, Wayne County, Washtenaw County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,65000
August,08/24/2021,17:00:00,08/26/2021,14:07:00,"Michigan: Arenac County, Bay County, Clare County, Genesee County, Gladwin County, Gratiot County, Isabella County, Iosco County, Kalamazoo County, Kent County, Barry County, Missaukee County, Montcalm County, Muskegon County, Newaygo County, Mecosta County, Midland County, Saginaw County, Ottawa County, Van Buren County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,84987
August,08/27/2021,06:16:00,08/27/2021,10:14:00,Arkansas: Pulaski County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
August,08/29/2021,11:30:00,Unknown,Unknown,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown
August,08/29/2021,18:04:00,08/31/2021,22:36:00,Louisiana: St. Charles Parish;,SERC,Complete loss of off-site power (LOOP) affecting a nuclear generating station per the Nuclear Plant Interface Requirements.,Severe Weather,Unknown,Unknown
August,08/29/2021,18:00:00,09/03/2021,13:41:00,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,91315
August,08/29/2021,22:39:00,09/03/2021,08:38:00,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,50000
August,08/29/2021,20:25:00,Unknown,Unknown,New York:,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,796,0
August,08/29/2021,09:32:00,08/29/2021,21:32:00,Louisiana: Pointe Coupee Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
August,08/29/2021,17:53:00,Unknown,Unknown,Louisiana:,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,Unknown,Unknown
August,08/30/2021,21:17:00,09/01/2021,15:19:00,Florida: Leon County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
September,09/01/2021,06:22:00,09/01/2021,15:56:00,California: Santa Clara County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
September,09/01/2021,17:30:00,09/02/2021,02:00:00,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,252740
