Data Year,Utility Number,Utility Name,Short Form,State,County
2019,4317,"Coos-Curry Electric Coop, Inc",,OR,Coos
2019,4317,"Coos-Curry Electric Coop, Inc",,OR,Curry
2019,4317,"Coos-Curry Electric Coop, Inc",,OR,Douglas
2019,4319,Copan Public Works Authority,Y,OK,Washington
2019,4327,Coosa Valley Electric Coop Inc,,AL,Calhoun
2019,4327,Coosa Valley Electric Coop Inc,,AL,Clay
2019,4327,Coosa Valley Electric Coop Inc,,AL,Etowah
2019,4327,Coosa Valley Electric Coop Inc,,AL,Shelby
2019,4327,Coosa Valley Electric Coop Inc,,AL,St Clair
2019,4327,Coosa Valley Electric Coop Inc,,AL,Talladega
2019,4329,"Copper Valley Elec Assn, Inc",,AK,Valdez Cordova
2019,4341,Corbin City Utilities Comm,Y,KY,Knox
2019,4341,Corbin City Utilities Comm,Y,KY,Whitley
2019,4344,City of New Cordell - (OK),Y,OK,Washita
2019,4346,Cooperative L&P Assn Lake County,,MN,Lake
2019,4346,Cooperative L&P Assn Lake County,,MN,St Louis
2019,4356,Colorado River Comm of Nevada,,NV,Clark
2019,4362,Corn Belt Energy Corporation,,IL,Bureau
2019,4362,Corn Belt Energy Corporation,,IL,Champaign
2019,4362,Corn Belt Energy Corporation,,IL,DeWitt
2019,4362,Corn Belt Energy Corporation,,IL,Ford
2019,4362,Corn Belt Energy Corporation,,IL,Henry
2019,4362,Corn Belt Energy Corporation,,IL,Kendall
2019,4362,Corn Belt Energy Corporation,,IL,Knox
2019,4362,Corn Belt Energy Corporation,,IL,LaSalle
2019,4362,Corn Belt Energy Corporation,,IL,Livingston
2019,4362,Corn Belt Energy Corporation,,IL,Logan
2019,4362,Corn Belt Energy Corporation,,IL,Macon
2019,4362,Corn Belt Energy Corporation,,IL,Marshall
2019,4362,Corn Belt Energy Corporation,,IL,McLean
2019,4362,Corn Belt Energy Corporation,,IL,Piatt
2019,4362,Corn Belt Energy Corporation,,IL,Putnam
2019,4362,Corn Belt Energy Corporation,,IL,Stark
2019,4362,Corn Belt Energy Corporation,,IL,Tazewell
2019,4362,Corn Belt Energy Corporation,,IL,Woodford
2019,4365,Town of Cornelius - (NC),Y,NC,Mecklenburg
2019,4369,City of Cornell,Y,WI,Chippewa
2019,4373,Cornhusker Public Power Dist,,NE,Boone
2019,4373,Cornhusker Public Power Dist,,NE,Colfax
2019,4373,Cornhusker Public Power Dist,,NE,Greeley
2019,4373,Cornhusker Public Power Dist,,NE,Nance
2019,4373,Cornhusker Public Power Dist,,NE,Platte
2019,4373,Cornhusker Public Power Dist,,NE,Wheeler
2019,4375,City of Corning - (IA),Y,IA,Adams
2019,4390,City of Corona - (CA),,CA,Riverside
2019,4401,"Cotton Electric Coop, Inc",,OK,Caddo
2019,4401,"Cotton Electric Coop, Inc",,OK,Carter
2019,4401,"Cotton Electric Coop, Inc",,OK,Comanche
2019,4401,"Cotton Electric Coop, Inc",,OK,Cotton
2019,4401,"Cotton Electric Coop, Inc",,OK,Grady
2019,4401,"Cotton Electric Coop, Inc",,OK,Jefferson
2019,4401,"Cotton Electric Coop, Inc",,OK,Stephens
2019,4401,"Cotton Electric Coop, Inc",,OK,Tillman
2019,4414,City of Coulee Dam - (WA),Y,WA,Douglas
2019,4414,City of Coulee Dam - (WA),Y,WA,Grant
2019,4414,City of Coulee Dam - (WA),Y,WA,Okanogan
2019,4429,City of Covington - (IN),Y,IN,Fountain
2019,4430,"Covington Electric Coop, Inc",,AL,Coffee
2019,4430,"Covington Electric Coop, Inc",,AL,Covington
2019,4430,"Covington Electric Coop, Inc",,AL,Crenshaw
2019,4430,"Covington Electric Coop, Inc",,AL,Dale
2019,4430,"Covington Electric Coop, Inc",,AL,Escambia
2019,4430,"Covington Electric Coop, Inc",,AL,Geneva
2019,4432,Coweta-Fayette El Member Corp,,GA,Clayton
2019,4432,Coweta-Fayette El Member Corp,,GA,Coweta
2019,4432,Coweta-Fayette El Member Corp,,GA,Fayette
2019,4432,Coweta-Fayette El Member Corp,,GA,Fulton
2019,4432,Coweta-Fayette El Member Corp,,GA,Heard
2019,4432,Coweta-Fayette El Member Corp,,GA,Meriwether
2019,4432,Coweta-Fayette El Member Corp,,GA,Spalding
2019,4432,Coweta-Fayette El Member Corp,,GA,Troup
2019,4433,City of Covington - (GA),,GA,Newton
2019,4433,City of Covington - (GA),,GA,Walton
2019,4437,City of Covington - (TN),,TN,Tipton
2019,4442,PUD No 1 of Cowlitz County,,WA,Cowlitz
2019,4459,Cozad Board of Public Works,,NE,Dawson
2019,4471,Craig-Botetourt Electric Coop,,VA,Alleghany
2019,4471,Craig-Botetourt Electric Coop,,VA,Botetourt
2019,4471,Craig-Botetourt Electric Coop,,VA,Craig
2019,4471,Craig-Botetourt Electric Coop,,VA,Giles
2019,4471,Craig-Botetourt Electric Coop,,VA,Montgomery
2019,4471,Craig-Botetourt Electric Coop,,VA,Roanoke
2019,4471,Craig-Botetourt Electric Coop,,WV,Monroe
2019,4483,City of Crane - (MO),Y,MO,Stone
2019,4486,Town of Crane - (IN),Y,IN,Martin
2019,4508,"Crawfordsville Elec, Lgt & Pwr",,IN,Montgomery
2019,4509,Craighead Electric Coop Corp,,AR,Craighead
2019,4509,Craighead Electric Coop Corp,,AR,Crittenden
2019,4509,Craighead Electric Coop Corp,,AR,Greene
2019,4509,Craighead Electric Coop Corp,,AR,Independence
2019,4509,Craighead Electric Coop Corp,,AR,Lawrence
2019,4509,Craighead Electric Coop Corp,,AR,Poinsett
2019,4509,Craighead Electric Coop Corp,,AR,Randolph
2019,4509,Craighead Electric Coop Corp,,AR,Sharp
2019,4524,"Crawford Electric Coop, Inc",,MO,Crawford
2019,4524,"Crawford Electric Coop, Inc",,MO,Dent
2019,4524,"Crawford Electric Coop, Inc",,MO,Franklin
2019,4524,"Crawford Electric Coop, Inc",,MO,Gasconade
2019,4524,"Crawford Electric Coop, Inc",,MO,Jefferson
2019,4524,"Crawford Electric Coop, Inc",,MO,Phelps
2019,4524,"Crawford Electric Coop, Inc",,MO,Washington
2019,4527,City of Crete,,NE,Saline
2019,4538,Crisp County Power Comm,,GA,Crisp
2019,4538,Crisp County Power Comm,,GA,Dooly
2019,4538,Crisp County Power Comm,,GA,Turner
2019,4538,Crisp County Power Comm,,GA,Wilcox
2019,4538,Crisp County Power Comm,,GA,Worth
2019,4562,City of Croswell - (MI),Y,MI,Sanilac
2019,4577,Crow Wing Cooperative Power & Light Comp,,MN,Cass
2019,4577,Crow Wing Cooperative Power & Light Comp,,MN,Crow Wing
2019,4577,Crow Wing Cooperative Power & Light Comp,,MN,Morrison
2019,4577,Crow Wing Cooperative Power & Light Comp,,MN,Todd
2019,4604,City of Crystal Falls,,MI,Iron
2019,4607,City of Cuba City,,WI,Grant
2019,4607,City of Cuba City,,WI,Lafayette
2019,4608,City of Cuba - (MO),Y,MO,Crawford
2019,4610,City of Cuero - (TX),,TX,DeWitt
2019,4617,Cullman Power Board,,AL,Cullman
2019,4618,"Cullman Electric Coop, Inc",,AL,Cullman
2019,4618,"Cullman Electric Coop, Inc",,AL,Lawrence
2019,4618,"Cullman Electric Coop, Inc",,AL,Morgan
2019,4618,"Cullman Electric Coop, Inc",,AL,Winston
2019,4619,Town of Culpeper- (VA),,VA,Culpeper
2019,4622,"Cumberland Valley Electric, Inc.",,KY,Bell
2019,4622,"Cumberland Valley Electric, Inc.",,KY,Clay
2019,4622,"Cumberland Valley Electric, Inc.",,KY,Harlan
2019,4622,"Cumberland Valley Electric, Inc.",,KY,Knox
2019,4622,"Cumberland Valley Electric, Inc.",,KY,Laurel
2019,4622,"Cumberland Valley Electric, Inc.",,KY,Leslie
2019,4622,"Cumberland Valley Electric, Inc.",,KY,Letcher
2019,4622,"Cumberland Valley Electric, Inc.",,KY,McCreary
2019,4622,"Cumberland Valley Electric, Inc.",,KY,Whitley
2019,4622,"Cumberland Valley Electric, Inc.",,TN,Campbell
2019,4622,"Cumberland Valley Electric, Inc.",,TN,Claiborne
2019,4624,Cumberland Elec Member Corp,,TN,Cheatham
2019,4624,Cumberland Elec Member Corp,,TN,Dickson
2019,4624,Cumberland Elec Member Corp,,TN,Montgomery
2019,4624,Cumberland Elec Member Corp,,TN,Robertson
2019,4624,Cumberland Elec Member Corp,,TN,Stewart
2019,4624,Cumberland Elec Member Corp,,TN,Sumner
2019,4627,City of Cumberland - (WI),Y,WI,Barron
2019,4632,Cuming County Public Pwr Dist,,NE,Burt
2019,4632,Cuming County Public Pwr Dist,,NE,Colfax
2019,4632,Cuming County Public Pwr Dist,,NE,Cuming
2019,4632,Cuming County Public Pwr Dist,,NE,Dodge
2019,4632,Cuming County Public Pwr Dist,,NE,Stanton
2019,4632,Cuming County Public Pwr Dist,,NE,Thurston
2019,4632,Cuming County Public Pwr Dist,,NE,Wayne
2019,4661,City of Curtis - (NE),Y,NE,Frontier
2019,4667,City of Cushing - (OK),,OK,Payne
2019,4671,Custer Public Power District,,NE,Blaine
2019,4671,Custer Public Power District,,NE,Brown
2019,4671,Custer Public Power District,,NE,Buffalo
2019,4671,Custer Public Power District,,NE,Cherry
2019,4671,Custer Public Power District,,NE,Custer
2019,4671,Custer Public Power District,,NE,Dawson
2019,4671,Custer Public Power District,,NE,Garfield
2019,4671,Custer Public Power District,,NE,Grant
2019,4671,Custer Public Power District,,NE,Hooker
2019,4671,Custer Public Power District,,NE,Lincoln
2019,4671,Custer Public Power District,,NE,Logan
2019,4671,Custer Public Power District,,NE,Loup
2019,4671,Custer Public Power District,,NE,McPherson
2019,4671,Custer Public Power District,,NE,Sherman
2019,4671,Custer Public Power District,,NE,Thomas
2019,4671,Custer Public Power District,,NE,Valley
2019,4675,Cuivre River Electric Coop Inc,,MO,Lincoln
2019,4675,Cuivre River Electric Coop Inc,,MO,Montgomery
2019,4675,Cuivre River Electric Coop Inc,,MO,Pike
2019,4675,Cuivre River Electric Coop Inc,,MO,St Charles
2019,4675,Cuivre River Electric Coop Inc,,MO,Warren
2019,4683,City of Cuyahoga Falls - (OH),,OH,Summit
2019,4685,Village of Cygnet - (OH),Y,OH,Wood
2019,4704,"DS&O Electric Cooperative, Inc.",,KS,Cloud
2019,4704,"DS&O Electric Cooperative, Inc.",,KS,Dickinson
2019,4704,"DS&O Electric Cooperative, Inc.",,KS,Ellsworth
2019,4704,"DS&O Electric Cooperative, Inc.",,KS,Geary
2019,4704,"DS&O Electric Cooperative, Inc.",,KS,Marion
2019,4704,"DS&O Electric Cooperative, Inc.",,KS,McPherson
2019,4704,"DS&O Electric Cooperative, Inc.",,KS,Morris
2019,4704,"DS&O Electric Cooperative, Inc.",,KS,Ottawa
2019,4704,"DS&O Electric Cooperative, Inc.",,KS,Rice
2019,4704,"DS&O Electric Cooperative, Inc.",,KS,Saline
2019,4715,Dahlberg Light & Power Co,,WI,Bayfield
2019,4715,Dahlberg Light & Power Co,,WI,Douglas
2019,4715,Dahlberg Light & Power Co,,WI,Washburn
2019,4717,Dakota Valley Elec Coop Inc,,ND,Dickey
2019,4717,Dakota Valley Elec Coop Inc,,ND,LaMoure
2019,4717,Dakota Valley Elec Coop Inc,,ND,Logan
2019,4717,Dakota Valley Elec Coop Inc,,ND,McIntosh
2019,4717,Dakota Valley Elec Coop Inc,,ND,Ransom
2019,4717,Dakota Valley Elec Coop Inc,,ND,Richland
2019,4717,Dakota Valley Elec Coop Inc,,ND,Sargent
2019,4717,Dakota Valley Elec Coop Inc,,ND,Stutsman
2019,4720,Dakota Energy Coop Inc,,SD,Beadle
2019,4720,Dakota Energy Coop Inc,,SD,Buffalo
2019,4720,Dakota Energy Coop Inc,,SD,Faulk
2019,4720,Dakota Energy Coop Inc,,SD,Hand
2019,4720,Dakota Energy Coop Inc,,SD,Hyde
2019,4720,Dakota Energy Coop Inc,,SD,Jerauld
2019,4720,Dakota Energy Coop Inc,,SD,Kingsbury
2019,4720,Dakota Energy Coop Inc,,SD,Miner
2019,4720,Dakota Energy Coop Inc,,SD,Sanborn
2019,4720,Dakota Energy Coop Inc,,SD,Spink
2019,4720,Dakota Energy Coop Inc,,SD,Sully
2019,4725,City of Custar,Y,OH,Wood
2019,4739,Town of Dallas - (NC),Y,NC,Gaston
2019,4743,"Consumers Power, Inc",,OR,Benton
2019,4743,"Consumers Power, Inc",,OR,Lane
2019,4743,"Consumers Power, Inc",,OR,Lincoln
2019,4743,"Consumers Power, Inc",,OR,Linn
2019,4743,"Consumers Power, Inc",,OR,Marion
2019,4743,"Consumers Power, Inc",,OR,Polk
2019,4744,Dalton Utilities,,GA,Whitfield
2019,4791,City of Danville - (IA),Y,IA,Des Moines
2019,4791,City of Danville - (IA),Y,IA,Henry
2019,4792,Village of Daggett - (MI),Y,MI,Menominee
2019,4794,City of Danville - (VA),,VA,Danville City
2019,4794,City of Danville - (VA),,VA,Halifax
2019,4794,City of Danville - (VA),,VA,Henry
2019,4794,City of Danville - (VA),,VA,Patrick
2019,4794,City of Danville - (VA),,VA,Pittsylvania
2019,4796,"Darke Rural Electric Coop, Inc",,OH,Darke
2019,4796,"Darke Rural Electric Coop, Inc",,OH,Mercer
2019,4796,"Darke Rural Electric Coop, Inc",,OH,Preble
2019,4799,Darlington Light & Power Co,Y,IN,Montgomery
2019,4836,City of David City,,NE,Butler
2019,4848,Daviess Martin County R E M C,,IN,Daviess
2019,4848,Daviess Martin County R E M C,,IN,Greene
2019,4848,Daviess Martin County R E M C,,IN,Lawrence
2019,4848,Daviess Martin County R E M C,,IN,Martin
2019,4911,Dawson Power District,,NE,Buffalo
2019,4911,Dawson Power District,,NE,Custer
2019,4911,Dawson Power District,,NE,Dawson
2019,4911,Dawson Power District,,NE,Frontier
2019,4911,Dawson Power District,,NE,Gosper
2019,4911,Dawson Power District,,NE,Lincoln
2019,4911,Dawson Power District,,NE,Sherman
2019,4914,Village of Davenport - (NE),Y,NE,Thayer
2019,4919,City of Dayton - (IA),Y,IA,Webster
2019,4920,City of Dayton - (TN),,TN,Bledsoe
2019,4920,City of Dayton - (TN),,TN,Rhea
2019,4922,Dayton Power & Light Co,,OH,Auglaize
2019,4922,Dayton Power & Light Co,,OH,Brown
2019,4922,Dayton Power & Light Co,,OH,Butler
2019,4922,Dayton Power & Light Co,,OH,Champaign
2019,4922,Dayton Power & Light Co,,OH,Clark
2019,4922,Dayton Power & Light Co,,OH,Clinton
2019,4922,Dayton Power & Light Co,,OH,Darke
2019,4922,Dayton Power & Light Co,,OH,Delaware
2019,4922,Dayton Power & Light Co,,OH,Fayette
2019,4922,Dayton Power & Light Co,,OH,Greene
2019,4922,Dayton Power & Light Co,,OH,Hardin
2019,4922,Dayton Power & Light Co,,OH,Highland
2019,4922,Dayton Power & Light Co,,OH,Logan
2019,4922,Dayton Power & Light Co,,OH,Madison
2019,4922,Dayton Power & Light Co,,OH,Mercer
2019,4922,Dayton Power & Light Co,,OH,Miami
2019,4922,Dayton Power & Light Co,,OH,Montgomery
2019,4922,Dayton Power & Light Co,,OH,Pickaway
2019,4922,Dayton Power & Light Co,,OH,Preble
2019,4922,Dayton Power & Light Co,,OH,Ross
2019,4922,Dayton Power & Light Co,,OH,Shelby
2019,4922,Dayton Power & Light Co,,OH,Union
2019,4922,Dayton Power & Light Co,,OH,Van Wert
2019,4922,Dayton Power & Light Co,,OH,Warren
2019,4934,Village of De Witt - (NE),Y,NE,Gage
2019,4934,Village of De Witt - (NE),Y,NE,Saline
2019,4939,"Deaf Smith Electric Coop, Inc",,TX,Castro
2019,4939,"Deaf Smith Electric Coop, Inc",,TX,Deaf Smith
2019,4939,"Deaf Smith Electric Coop, Inc",,TX,Oldham
2019,4939,"Deaf Smith Electric Coop, Inc",,TX,Parmer
2019,4958,Decatur Utilities,,AL,Morgan
2019,4959,Aniak Light & Power Co Inc,Y,AK,Bethel
2019,4960,Decatur County Rural E M C,,IN,Bartholomew
2019,4960,Decatur County Rural E M C,,IN,Decatur
2019,4960,Decatur County Rural E M C,,IN,Franklin
2019,4960,Decatur County Rural E M C,,IN,Jennings
2019,4960,Decatur County Rural E M C,,IN,Ripley
2019,4960,Decatur County Rural E M C,,IN,Rush
2019,4975,Deep East Texas Elec Coop Inc,,TX,Jasper
2019,4975,Deep East Texas Elec Coop Inc,,TX,Nacogdoches
2019,4975,Deep East Texas Elec Coop Inc,,TX,Newton
2019,4975,Deep East Texas Elec Coop Inc,,TX,Panola
2019,4975,Deep East Texas Elec Coop Inc,,TX,Rusk
2019,4975,Deep East Texas Elec Coop Inc,,TX,Sabine
2019,4975,Deep East Texas Elec Coop Inc,,TX,San Augustine
2019,4975,Deep East Texas Elec Coop Inc,,TX,Shelby
2019,4981,City of Deaver - (WY),Y,WY,Big Horn
2019,5015,Delano Municipal Utilities,,MN,Wright
2019,5021,Delaware County Elec Coop Inc,Y,NY,Chenango
2019,5021,Delaware County Elec Coop Inc,Y,NY,Delaware
2019,5021,Delaware County Elec Coop Inc,Y,NY,Otsego
2019,5021,Delaware County Elec Coop Inc,Y,NY,Schoharie
2019,5027,Delmarva Power,,DE,Kent
2019,5027,Delmarva Power,,DE,New Castle
2019,5027,Delmarva Power,,DE,Sussex
2019,5027,Delmarva Power,,MD,Caroline
2019,5027,Delmarva Power,,MD,Cecil
2019,5027,Delmarva Power,,MD,Dorchester
2019,5027,Delmarva Power,,MD,Harford
2019,5027,Delmarva Power,,MD,Kent
2019,5027,Delmarva Power,,MD,Queen Annes
2019,5027,Delmarva Power,,MD,Somerset
2019,5027,Delmarva Power,,MD,Talbot
2019,5027,Delmarva Power,,MD,Wicomico
2019,5027,Delmarva Power,,MD,Worcester
2019,5036,City of Delta - (CO),Y,CO,Delta
2019,5056,City of Denison - (IA),,IA,Crawford
2019,5063,City of Denton - (TX),,TX,Denton
2019,5070,Delaware Electric Cooperative,,DE,Kent
2019,5070,Delaware Electric Cooperative,,DE,Sussex
2019,5071,Town of Dunreith - (IN),Y,IN,Henry
2019,5076,City of Denver - (IA),Y,IA,Bremer
2019,5078,"Denton County Elec Coop, Inc",,TX,Collin
2019,5078,"Denton County Elec Coop, Inc",,TX,Cooke
2019,5078,"Denton County Elec Coop, Inc",,TX,Denton
2019,5078,"Denton County Elec Coop, Inc",,TX,Grayson
2019,5078,"Denton County Elec Coop, Inc",,TX,Tarrant
2019,5078,"Denton County Elec Coop, Inc",,TX,Wise
2019,5086,Delta Montrose Electric Assn,,CO,Delta
2019,5086,Delta Montrose Electric Assn,,CO,Gunnison
2019,5086,Delta Montrose Electric Assn,,CO,Montrose
2019,5086,Delta Montrose Electric Assn,,CO,Ouray
2019,5096,Village of Deshler - (OH),Y,OH,Henry
2019,5096,Village of Deshler - (OH),Y,OH,Wood
2019,5097,City of Deshler - (NE),Y,NE,Thayer
2019,5109,DTE Electric Company,,MI,Genesee
2019,5109,DTE Electric Company,,MI,Gratiot
2019,5109,DTE Electric Company,,MI,Huron
2019,5109,DTE Electric Company,,MI,Ingham
2019,5109,DTE Electric Company,,MI,Lapeer
2019,5109,DTE Electric Company,,MI,Lenawee
2019,5109,DTE Electric Company,,MI,Livingston
2019,5109,DTE Electric Company,,MI,Macomb
2019,5109,DTE Electric Company,,MI,Midland
2019,5109,DTE Electric Company,,MI,Monroe
2019,5109,DTE Electric Company,,MI,Montcalm
2019,5109,DTE Electric Company,,MI,Oakland
2019,5109,DTE Electric Company,,MI,Saginaw
2019,5109,DTE Electric Company,,MI,Sanilac
2019,5109,DTE Electric Company,,MI,Shiawassee
2019,5109,DTE Electric Company,,MI,St Clair
2019,5109,DTE Electric Company,,MI,Tuscola
2019,5109,DTE Electric Company,,MI,Washtenaw
2019,5109,DTE Electric Company,,MI,Wayne
2019,5111,City of Detroit Lakes - (MN),,MN,Becker
2019,5148,City of Dickson,,TN,Cheatham
2019,5148,City of Dickson,,TN,Dickson
2019,5148,City of Dickson,,TN,Hickman
2019,5148,City of Dickson,,TN,Houston
2019,5148,City of Dickson,,TN,Montgomery
2019,5154,City of Dighton - (KS),Y,KS,Lane
2019,5155,City of Dike,Y,IA,Grundy
2019,5175,Dixie Electric Power Assn,,MS,Clarke
2019,5175,Dixie Electric Power Assn,,MS,Covington
2019,5175,Dixie Electric Power Assn,,MS,Forrest
2019,5175,Dixie Electric Power Assn,,MS,Jasper
2019,5175,Dixie Electric Power Assn,,MS,Jones
2019,5175,Dixie Electric Power Assn,,MS,Perry
2019,5175,Dixie Electric Power Assn,,MS,Wayne
2019,5202,Dixie Electric Membership Corp,,LA,Ascension
2019,5202,Dixie Electric Membership Corp,,LA,East Baton Rouge
2019,5202,Dixie Electric Membership Corp,,LA,East Feliciana
2019,5202,Dixie Electric Membership Corp,,LA,Livingston
2019,5202,Dixie Electric Membership Corp,,LA,St  Helena
2019,5202,Dixie Electric Membership Corp,,LA,Tangipahoa
2019,5202,Dixie Electric Membership Corp,,LA,West Feliciana
2019,5204,Dixie Electric Coop,,AL,Barbour
2019,5204,Dixie Electric Coop,,AL,Bullock
2019,5204,Dixie Electric Coop,,AL,Lee
2019,5204,Dixie Electric Coop,,AL,Lowndes
2019,5204,Dixie Electric Coop,,AL,Macon
2019,5204,Dixie Electric Coop,,AL,Montgomery
2019,5204,Dixie Electric Coop,,AL,Pike
2019,5204,Dixie Electric Coop,,AL,Tallapoosa
2019,5236,City of Doerun - (GA),Y,GA,Colquitt
2019,5309,City of Dothan - (AL),,AL,Dale
2019,5309,City of Dothan - (AL),,AL,Houston
2019,5325,City of Douglas,,GA,Coffee
2019,5326,PUD No 1 of Douglas County,,WA,Douglas
2019,5327,Douglas Electric Coop - (OR),,OR,Coos
2019,5327,Douglas Electric Coop - (OR),,OR,Douglas
2019,5327,Douglas Electric Coop - (OR),,OR,Lane
2019,5328,"Douglas Electric Coop, Inc",,SD,Aurora
2019,5328,"Douglas Electric Coop, Inc",,SD,Charles Mix
2019,5328,"Douglas Electric Coop, Inc",,SD,Davison
2019,5328,"Douglas Electric Coop, Inc",,SD,Douglas
2019,5328,"Douglas Electric Coop, Inc",,SD,Hutchinson
2019,5334,"Doniphan Elec Coop Assn, Inc",Y,KS,Atchison
2019,5334,"Doniphan Elec Coop Assn, Inc",Y,KS,Brown
2019,5334,"Doniphan Elec Coop Assn, Inc",Y,KS,Doniphan
2019,5335,City of Dover - (DE),,DE,Kent
2019,5336,City of Dover - (OH),,OH,Tuscarawas
2019,5343,City of Dowagiac,Y,MI,Cass
2019,5350,Village of Dorchester - (NE),Y,NE,Saline
2019,5354,City of Drain - (OR),Y,OR,Douglas
2019,5372,Town of Drexel - (NC),Y,NC,Burke
2019,5392,Dublin Municipal Electric Util,Y,IN,Wayne
2019,5394,Dubois Rural Electric Coop Inc,,IN,Crawford
2019,5394,Dubois Rural Electric Coop Inc,,IN,Dubois
2019,5394,Dubois Rural Electric Coop Inc,,IN,Martin
2019,5394,Dubois Rural Electric Coop Inc,,IN,Orange
2019,5394,Dubois Rural Electric Coop Inc,,IN,Perry
2019,5394,Dubois Rural Electric Coop Inc,,IN,Pike
2019,5399,Duck River Elec Member Corp,,TN,Bedford
2019,5399,Duck River Elec Member Corp,,TN,Coffee
2019,5399,Duck River Elec Member Corp,,TN,Franklin
2019,5399,Duck River Elec Member Corp,,TN,Giles
2019,5399,Duck River Elec Member Corp,,TN,Grundy
2019,5399,Duck River Elec Member Corp,,TN,Lawrence
2019,5399,Duck River Elec Member Corp,,TN,Lewis
2019,5399,Duck River Elec Member Corp,,TN,Lincoln
2019,5399,Duck River Elec Member Corp,,TN,Marion
2019,5399,Duck River Elec Member Corp,,TN,Marshall
2019,5399,Duck River Elec Member Corp,,TN,Maury
2019,5399,Duck River Elec Member Corp,,TN,Moore
2019,5399,Duck River Elec Member Corp,,TN,Rutherford
2019,5399,Duck River Elec Member Corp,,TN,Williamson
2019,5402,City of Due West - (SC),Y,SC,Abbeville
2019,5416,"Duke Energy Carolinas, LLC",,NC,Alamance
2019,5416,"Duke Energy Carolinas, LLC",,NC,Alexander
2019,5416,"Duke Energy Carolinas, LLC",,NC,Anson
2019,5416,"Duke Energy Carolinas, LLC",,NC,Buncombe
2019,5416,"Duke Energy Carolinas, LLC",,NC,Burke
2019,5416,"Duke Energy Carolinas, LLC",,NC,Cabarrus
2019,5416,"Duke Energy Carolinas, LLC",,NC,Caldwell
2019,5416,"Duke Energy Carolinas, LLC",,NC,Caswell
2019,5416,"Duke Energy Carolinas, LLC",,NC,Catawba
2019,5416,"Duke Energy Carolinas, LLC",,NC,Chatham
2019,5416,"Duke Energy Carolinas, LLC",,NC,Cherokee
2019,5416,"Duke Energy Carolinas, LLC",,NC,Clay
2019,5416,"Duke Energy Carolinas, LLC",,NC,Cleveland
2019,5416,"Duke Energy Carolinas, LLC",,NC,Davidson
2019,5416,"Duke Energy Carolinas, LLC",,NC,Davie
2019,5416,"Duke Energy Carolinas, LLC",,NC,Durham
2019,5416,"Duke Energy Carolinas, LLC",,NC,Forsyth
2019,5416,"Duke Energy Carolinas, LLC",,NC,Gaston
2019,5416,"Duke Energy Carolinas, LLC",,NC,Graham
2019,5416,"Duke Energy Carolinas, LLC",,NC,Granville
2019,5416,"Duke Energy Carolinas, LLC",,NC,Guilford
2019,5416,"Duke Energy Carolinas, LLC",,NC,Henderson
2019,5416,"Duke Energy Carolinas, LLC",,NC,Iredell
2019,5416,"Duke Energy Carolinas, LLC",,NC,Jackson
2019,5416,"Duke Energy Carolinas, LLC",,NC,Lincoln
2019,5416,"Duke Energy Carolinas, LLC",,NC,Macon
2019,5416,"Duke Energy Carolinas, LLC",,NC,McDowell
2019,5416,"Duke Energy Carolinas, LLC",,NC,Mecklenburg
2019,5416,"Duke Energy Carolinas, LLC",,NC,Orange
2019,5416,"Duke Energy Carolinas, LLC",,NC,Person
2019,5416,"Duke Energy Carolinas, LLC",,NC,Polk
2019,5416,"Duke Energy Carolinas, LLC",,NC,Randolph
2019,5416,"Duke Energy Carolinas, LLC",,NC,Rockingham
2019,5416,"Duke Energy Carolinas, LLC",,NC,Rowan
2019,5416,"Duke Energy Carolinas, LLC",,NC,Rutherford
2019,5416,"Duke Energy Carolinas, LLC",,NC,Stanly
2019,5416,"Duke Energy Carolinas, LLC",,NC,Stokes
2019,5416,"Duke Energy Carolinas, LLC",,NC,Surry
2019,5416,"Duke Energy Carolinas, LLC",,NC,Swain
2019,5416,"Duke Energy Carolinas, LLC",,NC,Transylvania
2019,5416,"Duke Energy Carolinas, LLC",,NC,Union
2019,5416,"Duke Energy Carolinas, LLC",,NC,Wake
2019,5416,"Duke Energy Carolinas, LLC",,NC,Wilkes
2019,5416,"Duke Energy Carolinas, LLC",,NC,Yadkin
2019,5416,"Duke Energy Carolinas, LLC",,SC,Abbeville
2019,5416,"Duke Energy Carolinas, LLC",,SC,Anderson
2019,5416,"Duke Energy Carolinas, LLC",,SC,Cherokee
2019,5416,"Duke Energy Carolinas, LLC",,SC,Chester
2019,5416,"Duke Energy Carolinas, LLC",,SC,Edgefield
2019,5416,"Duke Energy Carolinas, LLC",,SC,Fairfield
2019,5416,"Duke Energy Carolinas, LLC",,SC,Greenville
2019,5416,"Duke Energy Carolinas, LLC",,SC,Greenwood
2019,5416,"Duke Energy Carolinas, LLC",,SC,Kershaw
2019,5416,"Duke Energy Carolinas, LLC",,SC,Lancaster
2019,5416,"Duke Energy Carolinas, LLC",,SC,Laurens
2019,5416,"Duke Energy Carolinas, LLC",,SC,McCormick
2019,5416,"Duke Energy Carolinas, LLC",,SC,Newberry
2019,5416,"Duke Energy Carolinas, LLC",,SC,Oconee
2019,5416,"Duke Energy Carolinas, LLC",,SC,Pickens
2019,5416,"Duke Energy Carolinas, LLC",,SC,Saluda
2019,5416,"Duke Energy Carolinas, LLC",,SC,Spartanburg
2019,5416,"Duke Energy Carolinas, LLC",,SC,Union
