Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
June,06/09/2020,11:21:00,06/09/2020,12:01:00,Washington:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
June,06/10/2020,19:30:00,Unknown,Unknown,"Michigan: Oakland County, Macomb County, Wayne County, Sanilac County, Tuscola County, Huron County, Lapeer County, Livingston County, Monroe County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,237000
June,06/10/2020,12:22:00,06/10/2020,17:00:00,"Michigan: Gratiot County, Lake County, Missaukee County, Benzie County, Leelanau County, Manistee County, Wexford County, Montcalm County, Kent County, Ottawa County, Van Buren County, St. Joseph County, Arenac County, Saginaw County, Calhoun County, Branch County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,270000
June,06/10/2020,17:24:00,06/11/2020,18:00:00,Ohio: Indiana: Kentucky: West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,85822
June,06/12/2020,08:21:00,06/12/2020,08:22:00,Michigan: Houghton County;,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
June,06/18/2020,12:11:00,06/22/2020,08:11:00,Colorado: El Paso County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack,0,0
June,06/18/2020,20:32:00,06/18/2020,20:35:00,Kentucky: Gallatin County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
June,06/21/2020,01:16:00,06/21/2020,18:45:00,Delaware: New Castle County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,06/22/2020,11:44:00,06/22/2020,12:42:00,"Pennsylvania: Allegheny County, Beaver County;",RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,06/25/2020,09:40:00,06/25/2020,11:00:00,Kentucky: Madison County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,0
June,06/26/2020,16:20:00,06/29/2020,15:00:00,North Dakota: Mountrail County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,06/26/2020,12:47:00,06/26/2020,13:53:00,Texas: Travis County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
June,06/27/2020,16:00:00,06/28/2020,02:27:00,Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,33480,78109
June,06/29/2020,14:32:00,06/29/2020,16:35:00,Arkansas: Garland County;,SPP RE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
June,06/30/2020,10:28:00,06/30/2020,10:29:00,Oregon:,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,0
July,07/01/2020,19:26:00,07/01/2020,19:44:00,Pennsylvania:,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,32,2013
July,07/02/2020,20:30:00,Unknown,Unknown,California: Butte County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,0,0
July,07/06/2020,12:26:00,Unknown,Unknown,New York: Kings County;,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
July,07/06/2020,18:45:00,07/06/2020,19:42:00,District of Columbia: Maryland:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
July,07/07/2020,11:38:00,07/07/2020,18:24:00,California: Los Angeles County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
July,07/07/2020,13:09:00,07/08/2020,08:17:00,Colorado:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
July,07/07/2020,19:17:00,07/07/2020,23:49:00,West Virginia: Wyoming County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Unknown,Unknown
July,07/08/2020,22:04:00,Unknown,Unknown,Texas:,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack,0,0
July,07/08/2020,18:45:00,Unknown,Unknown,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,0,0
July,07/09/2020,15:09:00,Unknown,Unknown,Washington: Thurston County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
July,07/11/2020,23:30:00,07/12/2020,06:30:00,Oklahoma: Arkansas:,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,68000
July,07/11/2020,21:30:00,Unknown,Unknown,Oklahoma:,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,94700
July,07/11/2020,04:55:00,Unknown,Unknown,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,0,0
July,07/12/2020,04:30:00,07/13/2020,05:00:00,"Texas: Collin County, Dallas County, Denton County, Rockwall County, Tarrant County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,48000
July,07/12/2020,14:08:00,07/12/2020,20:44:00,Nevada: Washoe County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,36,10000
July,07/13/2020,16:30:00,07/13/2020,16:31:00,Kentucky: Madison County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
July,07/14/2020,14:16:00,07/14/2020,14:53:00,California:,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
July,07/15/2020,11:00:00,07/15/2020,11:20:00,Kentucky: Madison County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,0
July,07/16/2020,08:49:00,07/16/2020,11:06:00,North Dakota: Minnesota:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,475,0
July,07/17/2020,23:00:00,07/17/2020,23:30:00,Oklahoma:,SPP RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
July,07/17/2020,19:24:00,Unknown,Unknown,New York:,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
July,07/19/2020,14:30:00,07/21/2020,18:48:00,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,158500
July,07/19/2020,10:30:00,Unknown,Unknown,New York: Niagara County,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,675,
July,07/20/2020,00:57:00,07/20/2020,02:34:00,Texas: Travis County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,21,14096
July,07/21/2020,11:53:00,07/21/2020,13:00:00,Washington: Pierce County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,19,11000
July,07/22/2020,11:30:00,07/22/2020,14:19:00,West Virginia: Tucker County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
July,07/24/2020,08:25:00,Unknown,Unknown,New York: Bronx County;,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
July,07/25/2020,21:00:00,07/26/2020,16:00:00,"Texas: Hidalgo County, Cameron County, Starr County, Kenedy County, Willacy County, Brooks County, Jim Hogg County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,125,84000
July,07/25/2020,19:58:00,07/27/2020,19:00:00,"Texas: Nueces County, Kleberg County, Cameron County, Willacy County, Hidalgo County, Starr County, Kenedy County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,201208
July,07/28/2020,15:00:00,07/28/2020,23:00:00,Michigan: Jackson County;,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
July,07/30/2020,17:54:00,07/30/2020,20:18:00,Nebraska: Scotts Bluff County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
August,08/01/2020,11:14:00,08/10/2020,21:26:00,"Texas: Cameron County, Willacy County, Hidalgo County, Starr County;",TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown
August,08/01/2020,08:16:00,08/01/2020,09:15:00,California: San Diego County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
August,08/01/2020,00:00:00,08/01/2020,00:01:00,"Texas: Cameron County, Hidalgo County, Starr County, Willacy County;",TRE,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Severe Weather,Unknown,Unknown
August,08/02/2020,19:43:00,08/02/2020,22:27:00,Illinois: Rock Island County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
August,08/03/2020,08:00:00,08/03/2020,13:00:00,Texas: Ector County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/03/2020,23:15:00,08/06/2020,07:00:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,340000
August,08/03/2020,23:02:00,Unknown,Unknown,North Carolina:,SERC,Complete loss of off-site power (LOOP) affecting a nuclear generating station per the Nuclear Plant Interface Requirements.,Severe Weather,Unknown,Unknown
August,08/04/2020,12:00:00,08/07/2020,06:00:00,"New York: Rockland County, Orange County, Sullivan County; New Jersey: Bergen County, Passaic County, Sussex County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,160000
August,08/04/2020,13:00:00,08/04/2020,23:59:00,"New York: Nassau County, Suffolk County, Queens County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,3907,420000
August,08/04/2020,11:20:00,08/07/2020,10:55:00,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,60,75000
August,08/04/2020,09:00:00,08/05/2020,18:00:00,Delaware:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,100000
August,08/04/2020,14:00:00,08/08/2020,12:00:00,"New York: Dutchess County, Orange County, Ulster County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,116818
August,08/04/2020,04:41:00,08/05/2020,16:26:00,Virginia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,508000
August,08/04/2020,12:18:00,08/08/2020,17:31:00,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,788000
August,08/04/2020,14:35:00,08/10/2020,11:00:00,New York: Broome County;,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,76120
August,08/04/2020,15:15:00,08/07/2020,10:27:00,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,2000,1188247
August,08/04/2020,13:31:00,Unknown,Unknown,"New York: Bronx County, Richmond County, Queens County, Kings County, Westchester County, New York County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,271119
August,08/04/2020,06:01:00,08/06/2020,15:30:00,"North Carolina: Brunswick County, Columbus County, Pender County, Duplin County, Onslow County, Jones County, Craven County, Jones County, Beaufort County, Bertie County, Chowan County, Gates County, Perquimans County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,311,125987
August,08/04/2020,12:00:00,Unknown,Unknown,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,137103
August,08/04/2020,10:30:00,Unknown,Unknown,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,70000
August,08/04/2020,14:35:00,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,76120
August,08/05/2020,17:58:00,08/05/2020,20:53:00,Texas: Orange County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,89,19785
August,08/07/2020,05:13:00,Unknown,Unknown,"New York: Queens County, New York County;",NPCC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,Severe Weather,500,187068
August,08/10/2020,11:00:00,08/10/2020,16:00:00,"Iowa: Webster County, Greene County, Dallas County, Hamilton County, Boone County, Polk County, Hardin County, Story County, Jasper County, Grundy County, Marshall County, Tama County, Poweshiek County, Benton County, Iowa County, Linn County, Johnson County, Jones County, Cedar County, Muscatine County, Jackson County, Clinton County, Scott County;",MRO,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts.",Severe Weather,550,Unknown
August,08/10/2020,16:00:00,08/13/2020,15:00:00,Illinois: Missouri:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,135000
August,08/10/2020,12:49:00,Unknown,Unknown,Iowa:,MRO,Complete loss of off-site power (LOOP) affecting a nuclear generating station per the Nuclear Plant Interface Requirements.,Severe Weather,Unknown,Unknown
August,08/10/2020,22:39:00,08/13/2020,15:48:00,Indiana:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,95300
August,08/10/2020,14:30:00,Unknown,Unknown,"Illinois: Cook County, Will County, DuPage County, Lake County, Kane County, Grundy County, LaSalle County, DeKalb County, McHenry County, Lee County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,856000
August,08/10/2020,22:25:00,08/10/2020,23:02:00,New York: Onondaga County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
August,08/10/2020,12:38:00,Unknown,Unknown,Iowa:,MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,Severe Weather,1400,250000
August,08/10/2020,10:00:00,Unknown,Unknown,"Iowa: Dallas County, Polk County, Warren County, Madison County, Johnson County, Scott County; Illinois: Rock Island County, Henry County, Mercer County;",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,950,300000
August,08/13/2020,13:51:00,08/13/2020,16:27:00,Texas: El Paso County;,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,218,57060
August,08/14/2020,18:36:00,08/14/2020,20:42:00,California:,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,560,220000
August,08/14/2020,16:39:00,08/14/2020,17:42:00,Louisiana: St. Charles Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,101,12671
August,08/14/2020,17:15:00,08/15/2020,21:00:00,California:,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,1120,Unknown
August,08/14/2020,18:45:00,08/14/2020,21:12:00,"California: Kern County, Kings County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Santa Barbara County, Tulare County, Ventura County;",WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,1419,132000
August,08/14/2020,20:00:00,08/16/2020,17:00:00,"Minnesota: Anoka County, Hennepin County, Ramsey County, Washington County;",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,60000
August,08/15/2020,18:25:00,08/15/2020,19:44:00,California:,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,459,220000
August,08/15/2020,14:53:00,08/15/2020,20:00:00,California:,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,795,Unknown
August,08/15/2020,15:00:00,08/15/2020,19:45:00,"California: Inyo County, Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Tulare County, Ventura County;",WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,System Operations,200,70000
August,08/15/2020,17:00:00,Unknown,Unknown,Washington: Snohomish County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,8
August,08/15/2020,17:41:00,08/15/2020,18:48:00,Connecticut: New Haven County[13];,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
August,08/16/2020,20:00:00,08/18/2020,21:00:00,"Texas: Collin County, Dallas County, Denton County, Tarrant County, Ellis County, Kaufman County, Johnson County, Anderson County, Angelina County, Grayson County, Smith County, Wichita County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,300000
August,08/16/2020,03:44:00,08/17/2020,14:18:00,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,409,124266
August,08/16/2020,17:30:00,08/16/2020,19:10:00,California:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,712,Unknown
August,08/17/2020,08:21:00,08/17/2020,09:01:00,California: Yuba County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather,2,2
August,08/17/2020,15:05:00,08/17/2020,21:24:00,California:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,829,Unknown
August,08/18/2020,19:00:00,08/18/2020,19:30:00,California: Kings County;,WECC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Potential Physical Attack,0,0
August,08/18/2020,14:00:00,08/18/2020,21:00:00,Nevada:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,7800,1400000
August,08/18/2020,21:55:00,08/18/2020,22:10:00,California: Imperial County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
August,08/18/2020,13:30:00,08/18/2020,20:30:00,California:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,917,Unknown
August,08/18/2020,14:44:00,08/18/2020,15:14:00,"Texas: Culberson County, Reeves County;",TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,205,238
August,08/18/2020,14:30:00,Unknown,Unknown,Arizona:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,0,Unknown
August,08/19/2020,01:27:00,08/19/2020,03:03:00,Ohio: Trumbull County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,22,16107
August,08/19/2020,14:00:00,08/19/2020,21:00:00,Arizona: Maricopa County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,1200,0
August,08/19/2020,14:00:00,08/19/2020,21:00:00,Nevada:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,7500,1400000
August,08/19/2020,12:00:00,08/19/2020,21:00:00,California:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown
August,08/20/2020,00:03:00,08/20/2020,14:05:00,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
August,08/20/2020,09:17:00,08/20/2020,13:42:00,Mississippi: Jasper County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/20/2020,15:29:00,08/20/2020,15:39:00,Nebraska: Custer County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,60,Unknown
August,08/23/2020,22:12:00,08/23/2020,22:15:00,West Virginia: Putnam County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,0,0
August,08/23/2020,10:30:00,Unknown,Unknown,"Texas panhandle, SE NM",TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown
August,08/24/2020,23:00:00,08/24/2020,23:59:00,Texas: Denton County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Potential Physical Attack,0,0
August,08/25/2020,02:43:00,08/25/2020,07:43:00,Colorado: Jefferson County;,WECC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Vandalism,0,0
August,08/27/2020,05:00:00,09/03/2020,12:00:00,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,200,50000
August,08/27/2020,07:00:00,08/30/2020,19:00:00,Louisiana: Rapides Parish;,SERC,Complete operational failure or shut-down of the transmission and/or distribution of electrical system.,Severe Weather,48,Unknown
August,08/27/2020,12:44:00,08/27/2020,23:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,Unknown,Unknown
August,08/27/2020,12:06:00,08/27/2020,22:49:00,Texas:,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,581,Unknown
August,08/27/2020,07:40:00,08/31/2020,07:40:00,Louisiana: Texas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,130000
August,08/27/2020,01:15:00,Unknown,Unknown,Texas: Louisiana:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,615992
August,08/27/2020,07:40:00,08/31/2020,03:33:00,Louisiana: Texas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,47927
August,08/27/2020,12:02:00,08/27/2020,22:54:00,Texas:,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,573,Unknown
August,08/27/2020,12:29:00,08/27/2020,12:59:00,"Nebraska: Douglas County, Burt County, Washington County, Dodge County, Colfax County, Saunders County, Sarpy County, Cass County, Otoe County, Johnson County, Nemaha County, Pawnee County, Richardson County;",MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
August,08/27/2020,17:11:00,08/28/2020,10:00:00,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,100,60687
August,08/27/2020,13:24:00,Unknown,Unknown,"Texas: Montgomery County, Liberty County;",TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,208,Unknown
August,08/27/2020,12:06:00,Unknown,Unknown,Texas:,TRE,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,350,Unknown
August,08/27/2020,06:00:00,08/27/2020,06:05:00,West Virginia: Putnam County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,2900,Unknown
August,08/27/2020,03:14:00,Unknown,Unknown,"Louisiana: Calcasieu Parish, Beauregard Parish, Iberia Parish, Acadia Parish, Evangeline Parish, Rapides Parish, St. Landry Parish, Vernon Parish;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,Unknown
August,08/28/2020,16:27:00,08/28/2020,19:26:00,Washington: Oregon:,WECC,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",Severe Weather,0,0
August,08/28/2020,00:25:00,08/28/2020,01:00:00,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
August,08/29/2020,03:35:00,08/29/2020,05:45:00,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Severe Weather,Unknown,Unknown
August,08/31/2020,09:00:00,08/31/2020,15:53:00,Washington:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
September,09/01/2020,13:04:00,09/01/2020,13:05:00,California: Los Angeles County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,09/03/2020,13:46:00,09/03/2020,22:47:00,Washington:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
September,09/04/2020,01:07:00,09/04/2020,01:37:00,Florida: Pinellas County;,FRCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
September,09/05/2020,17:20:00,09/05/2020,20:37:00,California:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,986,Unknown
September,09/05/2020,17:25:00,09/05/2020,20:55:00,California: Imperial County;,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational policy.,Severe Weather,100,20000
September,09/06/2020,16:00:00,09/06/2020,21:00:00,Nevada:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,8180,1400000
