Utility Characteristics,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2017,GA,7887,Habersham Electric Membership Corp,SOCO,AC,0.221,0.081,.,.,0.302,30,1,.,.,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.221,0.081,0,0,0.302,30,1,0,0,31,0,0,0,0,0
2017,GA,8210,Hart Electric Member Corp,SOCO,AC,0.216,.,.,.,0.216,34,.,.,.,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,107.273,.,.,.,107.273,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.216,0,0,0,0.216,34,0,0,0,34,107.273,0,0,0,107.273
2017,GA,9431,Irwin Electric Membership Corp,SOCO,AC,0.016,0.099,.,.,0.115,2,2,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.016,0.099,0,0,0.115,2,2,0,0,4,0,0,0,0,0
2017,GA,9601,Jackson Electric Member Corp - (GA),SOCO,DC,0.257,0.398,.,.,0.655,41,3,.,.,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.839,0.729,.,.,10.568,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.257,0.398,0,0,0.655,41,3,0,0,44,9.839,0.729,0,0,10.568
2017,GA,9689,Jefferson Electric Member Corp,SOCO,AC,0.005,.,.,.,0.005,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.005,0,0,0,0.005,4,0,0,0,4,0,0,0,0,0
2017,GA,10624,Southern Rivers Energy,SOCO,AC,0.143,.,.,.,0.143,14,.,.,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.143,0,0,0,0.143,14,0,0,0,14,0,0,0,0,0
2017,GA,11646,City of Marietta - (GA),SOCO,AC,0.006,0.54,.,.,0.546,5,4,.,.,9,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.336,64.489,.,.,64.825,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.006,0.54,0,0,0.546,5,4,0,0,9,0.336,64.489,0,0,64.825
2017,GA,12472,Middle Georgia El Member Corp,SOCO,AC,0.015,0.03,.,.,0.045,3,1,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.015,0.03,0,0,0.045,3,1,0,0,4,0,0,0,0,0
2017,GA,12706,Mitchell Electric Member Corp,SOCO,AC,0.03,0.16,.,.,0.19,6,8,.,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.03,0.16,0,0,0.19,6,8,0,0,14,0,0,0,0,0
2017,GA,13934,Ocmulgee Electric Member Corp,SOCO,AC,0.01,0.005,.,.,0.015,2,1,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.01,0.005,0,0,0.015,2,1,0,0,3,0,0,0,0,0
2017,GA,13962,Oconee Electric Member Corp,SOCO,AC,0.024,.,.,.,0.024,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.024,0,0,0,0.024,4,0,0,0,4,0,0,0,0,0
2017,GA,15700,Rayle Electric Membership Corp,SOCO,DC,0.155,.,.,.,0.155,20,.,.,.,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71.464,.,.,.,71.464,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.155,0,0,0,0.155,20,0,0,0,20,71.464,0,0,0,71.464
2017,GA,16674,Satilla Rural Elec Member Corporation,SOCO,AC,0.16,0.01,0,0,0.17,16,1,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,211,0,0,0,211,1150.4,5.071,0,0,1155.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0.01,0,0,1.17,227,1,0,0,228,1150.4,5.071,0,0,1155.471
2017,GA,16865,Sawnee Electric Membership Corporation,SOCO,AC,0.483,0.544,0.26,.,1.287,89,12,1,.,102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.483,0.544,0.26,0,1.287,89,12,1,0,102,0,0,0,0,0
2017,GA,18305,Sumter Electric Member Corp,SOCO,AC,0.041,0.05,.,.,0.091,5,1,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.041,0.05,0,0,0.091,5,1,0,0,6,0,0,0,0,0
2017,GA,18499,Three Notch Elec Member Corp,SEPA,AC,0.01,0.2,.,.,0.21,1,3,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.01,0.2,0,0,0.21,1,3,0,0,4,0,0,0,0,0
2017,GA,18848,City of Thomasville - (GA),SOCO,AC,.,0.035,.,.,0.035,.,1,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0,0.035,0,0,0.035,0,1,0,0,1,0,0,0,0,0
2017,GA,18956,Tri-County Elec Member Corp,SOCO,AC,0.035,.,.,.,0.035,7,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16.181,.,.,.,16.181,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.035,0,0,0,0.035,7,0,0,0,7,16.181,0,0,0,16.181
2017,GA,19219,Diverse Power Incorporated,SOCO,AC,0.129,.,.,.,0.129,19,.,.,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51.89,.,.,.,51.89,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.129,0,0,0,0.129,19,0,0,0,19,51.89,0,0,0,51.89
2017,GA,20065,Walton Electric Member Corp,SOCO,AC,0.256,0.144,.,.,0.4,71,3,.,.,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,218.26,.,.,.,218.26,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.256,0.144,0,0,0.4,71,3,0,0,74,218.26,0,0,0,218.26
2017,GA,20146,Washington Elec Member Corp,SOCO,DC,0.015,.,.,.,0.015,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11.192,.,.,.,11.192,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,0.05,.,.,0.05,.,1,.,.,1,.,24.16,.,.,24.16,0.015,0.05,0,0,0.065,3,1,0,0,4,11.192,24.16,0,0,35.352
2017,GA,26218,Little Ocmulgee El Member Corp,SOCO,AC,0.031,0.02,.,.,0.051,6,2,.,.,8,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.031,0.02,0,0,0.051,6,2,0,0,8,0,0,0,0,0
2017,GA,31833,Okefenoke Rural El Member Corp,SOCO,AC,0.103,.,.,.,0.103,15,.,.,.,15,.,.,.,.,0,.,.,.,.,0,1.968,.,.,.,1.968,234,.,.,.,234,0.048,.,.,.,0.048,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,2.071,0,0,0,2.071,249,0,0,0,249,0.048,0,0,0,0.048
2017,GA,40212,Colquitt Electric Membership Corp,SOCO,AC,0.097,0.27,.,.,0.367,12,2,.,.,14,0,0,.,.,0,0,0,.,.,0,.,.,.,.,0,.,.,.,.,0,77.085,0.108,.,.,77.193,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.097,0.27,.,.,0.367,12,2,.,.,14,77.085,0.108,.,.,77.193,0.194,0.54,0,0,0.734,24,4,0,0,28,154.17,0.216,0,0,154.386
2017,GA,99999,Adjustment 2017,SOCO,,-0.081,-0.069,.,.,-0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.081,-0.069,.,.,-0.15,.,.,.,.,.,.,.,.,.,.
2017,HI,8287,Hawaii Electric Light Co Inc,NA,AC,58.019,17.728,1.466,.,77.213,11067,623,32,.,11722,0.592,0.007,0.003,.,0.602,117,2,1,.,120,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.052,0.016,0.168,.,0.236,15,2,3,.,20,.,.,.,.,0,.,.,0.049,.,0.049,.,.,1,.,1,.,.,.,.,0,58.071,17.744,1.683,0,77.498,11082,625,36,0,11743,0,0,0,0,0
2017,HI,10071,Kauai Island Utility Cooperative,NA,AC,14.83,8.797,0,0,23.627,3751,322,0,0,4073,0.778,0,0,0,0.778,193,0,0,0,193,0,0,0,0,0,0,0,0,0,0,16744,6746,0,0,23490,0.008,0.001,0,0,0.009,5,1,0,0,6,5.492,0,0,0,5.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.838,8.798,0,0,23.636,3756,323,0,0,4079,16749.492,6746,0,0,23495.492
2017,HI,11843,Maui Electric Co Ltd,NA,AC,60.551,24.973,.,.,85.524,10640,848,.,.,11488,0.211,0.053,.,.,0.264,34,2,.,.,36,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.021,0.057,.,.,0.078,6,5,.,.,11,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,60.572,25.03,0,0,85.602,10646,853,0,0,11499,0,0,0,0,0
2017,HI,19547,Hawaiian Electric Co Inc,HECO,AC,271.111,65.643,.,.,336.754,48345,1521,.,.,49866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.001,0.024,.,.,0.025,2,3,.,.,5,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,271.112,65.667,0,0,336.779,48347,1524,0,0,49871,0,0,0,0,0
2017,IA,329,"Allamakee-Clayton El Coop, Inc",MISO,AC,1.135,0.054,.,.,1.189,83,2,.,.,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,771.225,38.94,.,.,810.165,0.007,0,.,.,0.007,3,0,.,.,3,2.634,0,.,.,2.634,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,1.142,0.054,0,0,1.196,86,2,0,0,88,773.859,38.94,0,0,812.799
2017,IA,554,City of Ames - (IA),MISO,AC,0.287,0.975,.,.,1.262,118,17,.,.,135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.287,0.975,0,0,1.262,118,17,0,0,135,0,0,0,0,0
2017,IA,942,Atchison-Holt Electric Coop,AECI,AC,0.034,.,.,.,0.034,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14.316,.,.,.,14.316,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.034,0,0,0,0.034,2,0,0,0,2,14.316,0,0,0,14.316
2017,IA,1869,City of Bloomfield - (IA),AECI,DC,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,IA,2652,Butler County Rural Elec Coop - (IA),SWPP,AC,0.014,.,.,.,0.014,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.58,.,.,.,0.58,0.014,.,.,.,0.014,2,.,.,.,2,0.058,.,.,.,0.058,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.028,0,0,0,0.028,4,0,0,0,4,0.638,0,0,0,0.638
2017,IA,3203,Cedar Falls Utilities,MISO,AC,0.121,0.029,0.09,.,0.24,16,2,1,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,4,7.551,.,66.551,0.007,.,.,.,0.007,2,.,.,.,2,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.128,0.029,0.09,0,0.247,18,2,1,0,21,55,4,7.551,0,66.551
2017,IA,3722,Clarke Electric Coop Inc - (IA),MISO,DC,0.071,.,.,.,0.071,5,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46.344,.,.,.,46.344,0,.,.,.,0,0,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.071,0,0,0,0.071,5,0,0,0,5,46.344,0,0,0,46.344
2017,IA,4040,Calhoun County Elec Coop Assn,MISO,AC,0.015,.,.,.,0.015,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.02,.,.,.,0.02,2,.,.,.,2,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.035,0,0,0,0.035,4,0,0,0,4,0,0,0,0,0
2017,IA,5588,East-Central Iowa Rural Elec Coop,MISO,AC,0.076,0.118,.,.,0.194,8,3,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.911,.,.,.,2.911,0.072,.,.,.,0.072,6,.,.,.,6,10.239,.,.,.,10.239,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.148,0.118,0,0,0.266,14,3,0,0,17,13.15,0,0,0,13.15
2017,IA,5605,Eastern Iowa Light & Power Coop,MISO,AC,0.675,0.711,.,.,1.386,72,36,.,.,108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.047,0.01,.,.,0.057,5,2,.,.,7,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.722,0.721,0,0,1.443,77,38,0,0,115,0,0,0,0,0
2017,IA,5742,Eldridge City Utilities,MISO,AC,.,0.013,.,.,0.013,.,1,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0,0.013,0,0,0.013,0,1,0,0,1,0,0,0,0,0
2017,IA,6579,City of Forest City- (IA),MISO,AC,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0.75,.,.,0.75,.,2,.,.,2,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0,0.75,0,0,0.75,0,2,0,0,2,0,0,0,0,0
2017,IA,6722,Franklin Rural Electric Coop - (IA),MISO,DC,0.01,0.04,.,.,0.05,1,1,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.704,13.14,.,.,19.844,0.065,.,.,.,0.065,3,.,.,.,3,19.643,.,.,.,19.643,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.075,0.04,0,0,0.115,4,1,0,0,5,26.347,13.14,0,0,39.487
2017,IA,7303,Raccoon Valley Electric Cooperative,MISO,DC,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.02,.,.,.,0.02,2,.,.,.,2,6.2,.,.,.,6.2,0.159,.,.,.,0.159,10,.,.,.,10,29.441,.,.,.,29.441,0.179,0,0,0,0.179,12,0,0,0,12,35.641,0,0,0,35.641
2017,IA,7750,Guthrie County Rural E C A,MISO,DC,0.004,.,0.155,.,0.159,1,.,1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,0.223,.,0.223,.,.,4,.,4,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.004,0,0.378,0,0.382,1,0,5,0,6,0,0,0,0,0
2017,IA,8122,Harlan Municipal Utilities - (IA),MISO,AC,.,0.015,.,.,0.015,.,2,.,.,2,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0,0.015,0,0,0.015,0,2,0,0,2,0,0,0,0,0
2017,IA,8283,Harrison County Rrl Elec Coop,SWPP,AC,0.085,.,.,.,0.085,9,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.025,.,.,.,0.025,4,.,.,.,4,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.11,0,0,0,0.11,13,0,0,0,13,0,0,0,0,0
2017,IA,8319,Heartland Power Coop,MISO,DC,0.043,.,.,.,0.043,6,.,.,.,6,.,.,.,.,0,.,.,.,.,0,0.852,.,.,.,0.852,142,.,.,.,142,296.616,.,.,.,296.616,0.052,0.02,.,.,0.072,4,1,.,.,5,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.947,0.02,0,0,0.967,152,1,0,0,153,296.616,0,0,0,296.616
2017,IA,9230,City of Independence - (IA),MISO,DC,0.019,0.013,0,0,0.032,4,2,0,0,6,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.013,0,0,0.032,4,2,0,0,6,0,0,0,0,0
2017,IA,9275,Indianola Municipal Utilities,MISO,AC,0.002,.,.,.,0.002,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.002,0,0,0,0.002,2,0,0,0,2,0,0,0,0,0
2017,IA,9417,Interstate Power and Light Co,MISO,AC,12.429,31.45,0.3,.,44.179,1601,1149,9,.,2759,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.797,53.482,0,.,58.279,0.333,2.639,0.16,.,3.132,40,78,2,.,120,0.003,246.985,0,.,246.988,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,12.762,34.089,0.46,0,47.311,1641,1227,11,0,2879,4.8,300.467,0,0,305.267
2017,IA,9425,Iowa Lakes Electric Coop,SWPP,AC,0.125,0.992,.,.,1.117,10,25,.,.,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.059,0.364,.,.,0.423,8,8,.,.,16,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.184,1.356,0,0,1.54,18,33,0,0,51,0,0,0,0,0
2017,IA,10606,City of Lake Mills,MISO,AC,.,0.016,.,.,0.016,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.02,.,.,.,0.02,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.02,0.016,0,0,0.036,1,1,0,0,2,0,0,0,0,0
2017,IA,11053,Linn County REC,MISO,AC,0.966,0.102,0.516,0,1.584,91,18,3,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,5,0,0,80,0.04,0,0.004,0,0.044,3,0,1,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.006,0.102,0.52,0,1.628,94,18,4,0,116,80,5,0,0,85
2017,IA,11298,Lyon Rural Electric Coop,SWPP,DC,0.05,.,.,.,0.05,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.05,0,0,0,0.05,3,0,0,0,3,0,0,0,0,0
2017,IA,11611,City of Maquoketa - (IA),MISO,DC,0.01,.,0,0,0.01,2,.,0,0,2,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,2,0,0,0,2,0,0,0,0,0
2017,IA,11788,Consumers Energy,MISO,AC,0.188,.,.,.,0.188,17,.,.,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,137.515,.,.,.,137.515,0.063,.,.,.,0.063,8,.,.,.,8,52.411,.,.,.,52.411,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.251,0,0,0,0.251,25,0,0,0,25,189.926,0,0,0,189.926
2017,IA,12341,MidAmerican Energy Co,MISO,AC,2.3,4.588,0.173,.,7.061,317,154,3,.,474,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,297.126,439.761,.,.,736.887,0.455,1.102,0.006,.,1.563,48,26,1,.,75,54.753,166.851,.,.,221.604,.,.,2.29,.,2.29,.,.,2,.,2,.,.,0.015,.,0.015,2.755,5.69,2.469,0,10.914,365,180,6,0,551,351.879,606.612,0.015,0,958.506
2017,IA,12450,Midland Power Coop,MISO,AC,0.031,.,.,.,0.031,5,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.239,.,.,.,0.239,10,.,.,.,10,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.27,0,0,0,0.27,15,0,0,0,15,0,0,0,0,0
2017,IA,12541,City of Milford - (IA),SWPP,AC,0.012,.,.,.,0.012,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.5,.,.,.,3.5,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.012,0,0,0,0.012,1,0,0,0,1,3.5,0,0,0,3.5
2017,IA,13038,City of Mt Pleasant - (IA),MISO,AC,0.009,0.076,.,.,0.085,1,3,.,.,4,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,7.175,54.099,.,.,61.274,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,0,0,.,.,0,0.009,0.076,0,0,0.085,1,3,0,0,4,7.175,54.099,0,0,61.274
2017,IA,13143,Board of Water Electric & Communications,MISO,AC,0.033,0.06,.,.,0.093,2,4,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.033,0.06,0,0,0.093,2,4,0,0,6,0,0,0,0,0
2017,IA,13675,Nishnabotna Valley R E C,SWPP,AC,0.19,0,0,0,0.19,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,45,0.08,0,0,0,0.08,9,0,0,0,9,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.27,18,0,0,0,18,52,0,0,0,52
2017,IA,15291,Prairie Energy Coop,SWPP,AC,0.01,.,0.021,.,0.031,1,.,1,.,2,.,.,.,.,0,.,.,.,.,0,0.13,.,.,.,0.13,8,.,.,.,8,3.85,.,2.56,.,6.41,0.016,.,0.08,.,0.096,2,.,3,.,5,1.5,0,.,.,1.5,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.156,0,0.101,0,0.257,11,0,4,0,15,5.35,0,2.56,0,7.91
2017,IA,15349,City of Preston,MISO,DC,.,0.004,0,0,0.004,.,1,0,0,1,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0.004,0,1,0,0,1,0,0,0,0,0
2017,IA,17260,North West Rural Electric Coop,SWPP,AC,0.148,0.076,.,.,0.224,10,2,.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.082,.,.,.,0.082,3,.,.,.,3,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.23,0.076,0,0,0.306,13,2,0,0,15,0,0,0,0,0
