Data Year,Utility Number,Utility Name,State,County
2017,4848,Daviess Martin County R E M C,IN,Lawrence
2017,4848,Daviess Martin County R E M C,IN,Martin
2017,4911,Dawson Power District,NE,Buffalo
2017,4911,Dawson Power District,NE,Dawson
2017,4911,Dawson Power District,NE,Frontier
2017,4911,Dawson Power District,NE,Gosper
2017,4911,Dawson Power District,NE,Lincoln
2017,4914,Village of Davenport - (NE),NE,Thayer
2017,4919,City of Dayton - (IA),IA,Webster
2017,4920,City of Dayton - (TN),TN,Bledsoe
2017,4920,City of Dayton - (TN),TN,Rhea
2017,4922,Dayton Power & Light Co,OH,Auglaize
2017,4922,Dayton Power & Light Co,OH,Brown
2017,4922,Dayton Power & Light Co,OH,Butler
2017,4922,Dayton Power & Light Co,OH,Champaign
2017,4922,Dayton Power & Light Co,OH,Clark
2017,4922,Dayton Power & Light Co,OH,Clinton
2017,4922,Dayton Power & Light Co,OH,Darke
2017,4922,Dayton Power & Light Co,OH,Delaware
2017,4922,Dayton Power & Light Co,OH,Fayette
2017,4922,Dayton Power & Light Co,OH,Greene
2017,4922,Dayton Power & Light Co,OH,Hardin
2017,4922,Dayton Power & Light Co,OH,Highland
2017,4922,Dayton Power & Light Co,OH,Logan
2017,4922,Dayton Power & Light Co,OH,Madison
2017,4922,Dayton Power & Light Co,OH,Mercer
2017,4922,Dayton Power & Light Co,OH,Miami
2017,4922,Dayton Power & Light Co,OH,Montgomery
2017,4922,Dayton Power & Light Co,OH,Pickaway
2017,4922,Dayton Power & Light Co,OH,Preble
2017,4922,Dayton Power & Light Co,OH,Ross
2017,4922,Dayton Power & Light Co,OH,Shelby
2017,4922,Dayton Power & Light Co,OH,Union
2017,4922,Dayton Power & Light Co,OH,Van Wert
2017,4922,Dayton Power & Light Co,OH,Warren
2017,4934,Village of De Witt - (NE),NE,Gage
2017,4934,Village of De Witt - (NE),NE,Saline
2017,4939,"Deaf Smith Electric Coop, Inc",TX,Castro
2017,4939,"Deaf Smith Electric Coop, Inc",TX,Deaf Smith
2017,4939,"Deaf Smith Electric Coop, Inc",TX,Oldham
2017,4939,"Deaf Smith Electric Coop, Inc",TX,Parmer
2017,4958,Decatur Utilities,AL,Morgan
2017,4959,Aniak Light & Power Co Inc,AK,Bethel
2017,4960,Decatur County Rural E M C,IN,Bartholomew
2017,4960,Decatur County Rural E M C,IN,Decatur
2017,4960,Decatur County Rural E M C,IN,Franklin
2017,4960,Decatur County Rural E M C,IN,Jennings
2017,4960,Decatur County Rural E M C,IN,Ripley
2017,4960,Decatur County Rural E M C,IN,Rush
2017,4961,Village of Decatur - (NE),NE,Burt
2017,4975,Deep East Texas Elec Coop Inc,TX,Jasper
2017,4975,Deep East Texas Elec Coop Inc,TX,Nacogdoches
2017,4975,Deep East Texas Elec Coop Inc,TX,Newton
2017,4975,Deep East Texas Elec Coop Inc,TX,Panola
2017,4975,Deep East Texas Elec Coop Inc,TX,Rusk
2017,4975,Deep East Texas Elec Coop Inc,TX,Sabine
2017,4975,Deep East Texas Elec Coop Inc,TX,San Augustine
2017,4975,Deep East Texas Elec Coop Inc,TX,Shelby
2017,4981,City of Deaver - (WY),WY,Big Horn
2017,5015,Delano Municipal Utilities,MN,Wright
2017,5021,Delaware County Elec Coop Inc,NY,Chenango
2017,5021,Delaware County Elec Coop Inc,NY,Delaware
2017,5021,Delaware County Elec Coop Inc,NY,Otsego
2017,5021,Delaware County Elec Coop Inc,NY,Schoharie
2017,5027,Delmarva Power,DE,Kent
2017,5027,Delmarva Power,DE,New Castle
2017,5027,Delmarva Power,DE,Sussex
2017,5027,Delmarva Power,MD,Caroline
2017,5027,Delmarva Power,MD,Cecil
2017,5027,Delmarva Power,MD,Dorchester
2017,5027,Delmarva Power,MD,Harford
2017,5027,Delmarva Power,MD,Kent
2017,5027,Delmarva Power,MD,Queen Annes
2017,5027,Delmarva Power,MD,Somerset
2017,5027,Delmarva Power,MD,Talbot
2017,5027,Delmarva Power,MD,Wicomico
2017,5027,Delmarva Power,MD,Worcester
2017,5036,City of Delta - (CO),CO,Delta
2017,5056,City of Denison - (IA),IA,Crawford
2017,5063,City of Denton - (TX),TX,Denton
2017,5070,Delaware Electric Cooperative,DE,Kent
2017,5070,Delaware Electric Cooperative,DE,Sussex
2017,5071,Town of Dunreith - (IN),IN,Henry
2017,5076,City of Denver - (IA),IA,Bremer
2017,5078,"Denton County Elec Coop, Inc",TX,Collin
2017,5078,"Denton County Elec Coop, Inc",TX,Cooke
2017,5078,"Denton County Elec Coop, Inc",TX,Denton
2017,5078,"Denton County Elec Coop, Inc",TX,Grayson
2017,5078,"Denton County Elec Coop, Inc",TX,Tarrant
2017,5078,"Denton County Elec Coop, Inc",TX,Wise
2017,5086,Delta Montrose Electric Assn,CO,Delta
2017,5086,Delta Montrose Electric Assn,CO,Gunnison
2017,5086,Delta Montrose Electric Assn,CO,Montrose
2017,5086,Delta Montrose Electric Assn,CO,Ouray
2017,5096,Village of Deshler - (OH),OH,Henry
2017,5096,Village of Deshler - (OH),OH,Wood
2017,5097,City of Deshler - (NE),NE,Thayer
2017,5109,DTE Electric Company,MI,Bay
2017,5109,DTE Electric Company,MI,Genesee
2017,5109,DTE Electric Company,MI,Gratiot
2017,5109,DTE Electric Company,MI,Huron
2017,5109,DTE Electric Company,MI,Ingham
2017,5109,DTE Electric Company,MI,Lapeer
2017,5109,DTE Electric Company,MI,Lenawee
2017,5109,DTE Electric Company,MI,Livingston
2017,5109,DTE Electric Company,MI,Macomb
2017,5109,DTE Electric Company,MI,Midland
2017,5109,DTE Electric Company,MI,Monroe
2017,5109,DTE Electric Company,MI,Montcalm
2017,5109,DTE Electric Company,MI,Oakland
2017,5109,DTE Electric Company,MI,Saginaw
2017,5109,DTE Electric Company,MI,Sanilac
2017,5109,DTE Electric Company,MI,Shiawassee
2017,5109,DTE Electric Company,MI,St Clair
2017,5109,DTE Electric Company,MI,Tuscola
2017,5109,DTE Electric Company,MI,Washtenaw
2017,5109,DTE Electric Company,MI,Wayne
2017,5111,City of Detroit Lakes - (MN),MN,Becker
2017,5148,City of Dickson,TN,Cheatham
2017,5148,City of Dickson,TN,Dickson
2017,5148,City of Dickson,TN,Hickman
2017,5148,City of Dickson,TN,Houston
2017,5148,City of Dickson,TN,Montgomery
2017,5154,City of Dighton - (KS),KS,Lane
2017,5155,City of Dike,IA,Grundy
2017,5175,Dixie Electric Power Assn,MS,Clarke
2017,5175,Dixie Electric Power Assn,MS,Covington
2017,5175,Dixie Electric Power Assn,MS,Forrest
2017,5175,Dixie Electric Power Assn,MS,Jasper
2017,5175,Dixie Electric Power Assn,MS,Jones
2017,5175,Dixie Electric Power Assn,MS,Perry
2017,5175,Dixie Electric Power Assn,MS,Wayne
2017,5202,Dixie Electric Membership Corp,LA,Ascension
2017,5202,Dixie Electric Membership Corp,LA,East Baton Rouge
2017,5202,Dixie Electric Membership Corp,LA,East Feliciana
2017,5202,Dixie Electric Membership Corp,LA,Livingston
2017,5202,Dixie Electric Membership Corp,LA,St  Helena
2017,5202,Dixie Electric Membership Corp,LA,Tangipahoa
2017,5202,Dixie Electric Membership Corp,LA,West Feliciana
2017,5204,Dixie Electric Coop,AL,Barbour
2017,5204,Dixie Electric Coop,AL,Bullock
2017,5204,Dixie Electric Coop,AL,Lee
2017,5204,Dixie Electric Coop,AL,Lowndes
2017,5204,Dixie Electric Coop,AL,Macon
2017,5204,Dixie Electric Coop,AL,Montgomery
2017,5204,Dixie Electric Coop,AL,Pike
2017,5204,Dixie Electric Coop,AL,Tallapoosa
2017,5236,City of Doerun - (GA),GA,Colquitt
2017,5309,City of Dothan - (AL),AL,Dale
2017,5309,City of Dothan - (AL),AL,Houston
2017,5325,City of Douglas,GA,Coffee
2017,5326,PUD No 1 of Douglas County,WA,Douglas
2017,5327,Douglas Electric Coop - (OR),OR,Coos
2017,5327,Douglas Electric Coop - (OR),OR,Douglas
2017,5327,Douglas Electric Coop - (OR),OR,Lane
2017,5328,"Douglas Electric Coop, Inc",SD,Aurora
2017,5328,"Douglas Electric Coop, Inc",SD,Charles Mix
2017,5328,"Douglas Electric Coop, Inc",SD,Davison
2017,5328,"Douglas Electric Coop, Inc",SD,Douglas
2017,5328,"Douglas Electric Coop, Inc",SD,Hutchinson
2017,5334,"Doniphan Elec Coop Assn, Inc",KS,Atchison
2017,5334,"Doniphan Elec Coop Assn, Inc",KS,Brown
2017,5334,"Doniphan Elec Coop Assn, Inc",KS,Doniphan
2017,5335,City of Dover - (DE),DE,Kent
2017,5336,City of Dover - (OH),OH,Tuscarawas
2017,5343,City of Dowagiac,MI,Cass
2017,5350,Village of Dorchester - (NE),NE,Saline
2017,5354,City of Drain - (OR),OR,Douglas
2017,5372,Town of Drexel - (NC),NC,Burke
2017,5392,Dublin Municipal Electric Util,IN,Wayne
2017,5394,Dubois Rural Electric Coop Inc,IN,Crawford
2017,5394,Dubois Rural Electric Coop Inc,IN,Dubois
2017,5394,Dubois Rural Electric Coop Inc,IN,Martin
2017,5394,Dubois Rural Electric Coop Inc,IN,Orange
2017,5394,Dubois Rural Electric Coop Inc,IN,Perry
2017,5394,Dubois Rural Electric Coop Inc,IN,Pike
2017,5397,City of Dunnell - (MN),MN,Martin
2017,5399,Duck River Elec Member Corp,TN,Bedford
2017,5399,Duck River Elec Member Corp,TN,Coffee
2017,5399,Duck River Elec Member Corp,TN,Franklin
2017,5399,Duck River Elec Member Corp,TN,Giles
2017,5399,Duck River Elec Member Corp,TN,Grundy
2017,5399,Duck River Elec Member Corp,TN,Lawrence
2017,5399,Duck River Elec Member Corp,TN,Lewis
2017,5399,Duck River Elec Member Corp,TN,Lincoln
2017,5399,Duck River Elec Member Corp,TN,Marion
2017,5399,Duck River Elec Member Corp,TN,Marshall
2017,5399,Duck River Elec Member Corp,TN,Maury
2017,5399,Duck River Elec Member Corp,TN,Moore
2017,5399,Duck River Elec Member Corp,TN,Rutherford
2017,5399,Duck River Elec Member Corp,TN,Williamson
2017,5402,City of Due West - (SC),SC,Abbeville
2017,5416,"Duke Energy Carolinas, LLC",NC,Alamance
2017,5416,"Duke Energy Carolinas, LLC",NC,Alexander
2017,5416,"Duke Energy Carolinas, LLC",NC,Anson
2017,5416,"Duke Energy Carolinas, LLC",NC,Buncombe
2017,5416,"Duke Energy Carolinas, LLC",NC,Burke
2017,5416,"Duke Energy Carolinas, LLC",NC,Cabarrus
2017,5416,"Duke Energy Carolinas, LLC",NC,Caldwell
2017,5416,"Duke Energy Carolinas, LLC",NC,Caswell
2017,5416,"Duke Energy Carolinas, LLC",NC,Catawba
2017,5416,"Duke Energy Carolinas, LLC",NC,Chatham
2017,5416,"Duke Energy Carolinas, LLC",NC,Cherokee
2017,5416,"Duke Energy Carolinas, LLC",NC,Clay
2017,5416,"Duke Energy Carolinas, LLC",NC,Cleveland
2017,5416,"Duke Energy Carolinas, LLC",NC,Davidson
2017,5416,"Duke Energy Carolinas, LLC",NC,Davie
2017,5416,"Duke Energy Carolinas, LLC",NC,Durham
2017,5416,"Duke Energy Carolinas, LLC",NC,Forsyth
2017,5416,"Duke Energy Carolinas, LLC",NC,Gaston
2017,5416,"Duke Energy Carolinas, LLC",NC,Graham
2017,5416,"Duke Energy Carolinas, LLC",NC,Granville
2017,5416,"Duke Energy Carolinas, LLC",NC,Guilford
2017,5416,"Duke Energy Carolinas, LLC",NC,Henderson
2017,5416,"Duke Energy Carolinas, LLC",NC,Iredell
2017,5416,"Duke Energy Carolinas, LLC",NC,Jackson
2017,5416,"Duke Energy Carolinas, LLC",NC,Lincoln
2017,5416,"Duke Energy Carolinas, LLC",NC,Macon
2017,5416,"Duke Energy Carolinas, LLC",NC,McDowell
2017,5416,"Duke Energy Carolinas, LLC",NC,Mecklenburg
2017,5416,"Duke Energy Carolinas, LLC",NC,Orange
2017,5416,"Duke Energy Carolinas, LLC",NC,Person
2017,5416,"Duke Energy Carolinas, LLC",NC,Polk
2017,5416,"Duke Energy Carolinas, LLC",NC,Randolph
2017,5416,"Duke Energy Carolinas, LLC",NC,Rockingham
2017,5416,"Duke Energy Carolinas, LLC",NC,Rowan
2017,5416,"Duke Energy Carolinas, LLC",NC,Rutherford
2017,5416,"Duke Energy Carolinas, LLC",NC,Stanly
2017,5416,"Duke Energy Carolinas, LLC",NC,Stokes
2017,5416,"Duke Energy Carolinas, LLC",NC,Surry
2017,5416,"Duke Energy Carolinas, LLC",NC,Swain
2017,5416,"Duke Energy Carolinas, LLC",NC,Transylvania
2017,5416,"Duke Energy Carolinas, LLC",NC,Union
2017,5416,"Duke Energy Carolinas, LLC",NC,Wake
2017,5416,"Duke Energy Carolinas, LLC",NC,Wilkes
2017,5416,"Duke Energy Carolinas, LLC",NC,Yadkin
2017,5416,"Duke Energy Carolinas, LLC",SC,Abbeville
2017,5416,"Duke Energy Carolinas, LLC",SC,Anderson
2017,5416,"Duke Energy Carolinas, LLC",SC,Cherokee
2017,5416,"Duke Energy Carolinas, LLC",SC,Chester
2017,5416,"Duke Energy Carolinas, LLC",SC,Edgefield
2017,5416,"Duke Energy Carolinas, LLC",SC,Fairfield
2017,5416,"Duke Energy Carolinas, LLC",SC,Greenville
2017,5416,"Duke Energy Carolinas, LLC",SC,Greenwood
2017,5416,"Duke Energy Carolinas, LLC",SC,Kershaw
2017,5416,"Duke Energy Carolinas, LLC",SC,Lancaster
2017,5416,"Duke Energy Carolinas, LLC",SC,Laurens
2017,5416,"Duke Energy Carolinas, LLC",SC,McCormick
2017,5416,"Duke Energy Carolinas, LLC",SC,Newberry
2017,5416,"Duke Energy Carolinas, LLC",SC,Oconee
2017,5416,"Duke Energy Carolinas, LLC",SC,Pickens
2017,5416,"Duke Energy Carolinas, LLC",SC,Saluda
2017,5416,"Duke Energy Carolinas, LLC",SC,Spartanburg
2017,5416,"Duke Energy Carolinas, LLC",SC,Union
2017,5416,"Duke Energy Carolinas, LLC",SC,York
2017,5417,Dunn County Electric Coop,WI,Barron
2017,5417,Dunn County Electric Coop,WI,Chippewa
2017,5417,Dunn County Electric Coop,WI,Dunn
2017,5417,Dunn County Electric Coop,WI,Pepin
2017,5417,Dunn County Electric Coop,WI,Pierce
2017,5417,Dunn County Electric Coop,WI,St Croix
2017,5429,City of Duncan - (OK),OK,Stephens
2017,5438,"Duncan Valley Elec Coop, Inc",AZ,Graham
2017,5438,"Duncan Valley Elec Coop, Inc",AZ,Greenlee
2017,5438,"Duncan Valley Elec Coop, Inc",NM,Grant
2017,5438,"Duncan Valley Elec Coop, Inc",NM,Hidalgo
2017,5442,Borough of Duncannon - (PA),PA,Perry
2017,5479,City of Durant - (MS),MS,Holmes
2017,5480,Town of Danvers,MA,Essex
2017,5487,Duquesne Light Co,PA,Allegheny
2017,5487,Duquesne Light Co,PA,Beaver
2017,5487,Duquesne Light Co,PA,Westmoreland
2017,5509,City of Dyersburg,TN,Dyer
2017,5518,City of Dysart - (IA),IA,Tama
2017,5529,City of Durant - (IA),IA,Cedar
2017,5529,City of Durant - (IA),IA,Muscatine
2017,5529,City of Durant - (IA),IA,Scott
2017,5531,Enerstar Power Corp,IL,Clark
2017,5531,Enerstar Power Corp,IL,Coles
2017,5531,Enerstar Power Corp,IL,Douglas
2017,5531,Enerstar Power Corp,IL,Edgar
2017,5531,Enerstar Power Corp,IL,Vermilion
2017,5535,Egyptian Electric Coop Assn,IL,Franklin
2017,5535,Egyptian Electric Coop Assn,IL,Jackson
2017,5535,Egyptian Electric Coop Assn,IL,Johnson
2017,5535,Egyptian Electric Coop Assn,IL,Monroe
2017,5535,Egyptian Electric Coop Assn,IL,Perry
2017,5535,Egyptian Electric Coop Assn,IL,Randolph
2017,5535,Egyptian Electric Coop Assn,IL,St Clair
2017,5535,Egyptian Electric Coop Assn,IL,Union
2017,5535,Egyptian Electric Coop Assn,IL,Washington
2017,5535,Egyptian Electric Coop Assn,IL,Williamson
2017,5551,City of Eagle River - (WI),WI,Vilas
2017,5563,City of Earlville - (IA),IA,Delaware
2017,5574,East Central Energy,MN,Aitkin
2017,5574,East Central Energy,MN,Benton
2017,5574,East Central Energy,MN,Chisago
2017,5574,East Central Energy,MN,Isanti
2017,5574,East Central Energy,MN,Kanabec
2017,5574,East Central Energy,MN,Mille Lacs
2017,5574,East Central Energy,MN,Morrison
2017,5574,East Central Energy,MN,Pine
2017,5574,East Central Energy,MN,Sherburne
2017,5574,East Central Energy,MN,Washington
2017,5574,East Central Energy,WI,Burnett
2017,5574,East Central Energy,WI,Douglas
2017,5574,East Central Energy,WI,Washburn
2017,5575,City of East Grand Forks - (MN),MN,Polk
2017,5578,East Mississippi Elec Pwr Assn,MS,Attala
2017,5578,East Mississippi Elec Pwr Assn,MS,Clarke
2017,5578,East Mississippi Elec Pwr Assn,MS,Jasper
2017,5578,East Mississippi Elec Pwr Assn,MS,Kemper
2017,5578,East Mississippi Elec Pwr Assn,MS,Lauderdale
2017,5578,East Mississippi Elec Pwr Assn,MS,Neshoba
2017,5578,East Mississippi Elec Pwr Assn,MS,Newton
2017,5578,East Mississippi Elec Pwr Assn,MS,Noxubee
2017,5578,East Mississippi Elec Pwr Assn,MS,Wayne
2017,5578,East Mississippi Elec Pwr Assn,MS,Winston
2017,5582,City of East Point - (GA),GA,Fulton
2017,5583,City of Easton - (MO),MO,Buchanan
2017,5584,East End Mutual Elec Co Ltd,ID,Cassia
2017,5584,East End Mutual Elec Co Ltd,ID,Minidoka
2017,5585,Eastern Illinois Elec Coop,IL,Champaign
2017,5585,Eastern Illinois Elec Coop,IL,Douglas
2017,5585,Eastern Illinois Elec Coop,IL,Edgar
2017,5585,Eastern Illinois Elec Coop,IL,Ford
2017,5585,Eastern Illinois Elec Coop,IL,Iroquois
2017,5585,Eastern Illinois Elec Coop,IL,Livingston
2017,5585,Eastern Illinois Elec Coop,IL,McLean
2017,5585,Eastern Illinois Elec Coop,IL,Moultrie
2017,5585,Eastern Illinois Elec Coop,IL,Piatt
2017,5585,Eastern Illinois Elec Coop,IL,Vermilion
2017,5586,Borough of East Conemaugh,PA,Cambria
2017,5588,East-Central Iowa Rural Elec Coop,IA,Benton
2017,5588,East-Central Iowa Rural Elec Coop,IA,Black Hawk
2017,5588,East-Central Iowa Rural Elec Coop,IA,Bremer
2017,5588,East-Central Iowa Rural Elec Coop,IA,Buchanan
2017,5588,East-Central Iowa Rural Elec Coop,IA,Clayton
2017,5588,East-Central Iowa Rural Elec Coop,IA,Delaware
2017,5588,East-Central Iowa Rural Elec Coop,IA,Fayette
2017,5588,East-Central Iowa Rural Elec Coop,IA,Iowa
2017,5588,East-Central Iowa Rural Elec Coop,IA,Johnson
2017,5588,East-Central Iowa Rural Elec Coop,IA,Linn
2017,5588,East-Central Iowa Rural Elec Coop,IA,Tama
2017,5598,East Central Oklahoma Elec Coop Inc,OK,Creek
2017,5598,East Central Oklahoma Elec Coop Inc,OK,Lincoln
2017,5598,East Central Oklahoma Elec Coop Inc,OK,McIntosh
2017,5598,East Central Oklahoma Elec Coop Inc,OK,Muskogee
2017,5598,East Central Oklahoma Elec Coop Inc,OK,Okfuskee
2017,5598,East Central Oklahoma Elec Coop Inc,OK,Okmulgee
2017,5598,East Central Oklahoma Elec Coop Inc,OK,Seminole
2017,5598,East Central Oklahoma Elec Coop Inc,OK,Tulsa
2017,5598,East Central Oklahoma Elec Coop Inc,OK,Wagoner
2017,5605,Eastern Iowa Light & Power Coop,IA,Cedar
2017,5605,Eastern Iowa Light & Power Coop,IA,Clinton
2017,5605,Eastern Iowa Light & Power Coop,IA,Des Moines
2017,5605,Eastern Iowa Light & Power Coop,IA,Henry
2017,5605,Eastern Iowa Light & Power Coop,IA,Jackson
2017,5605,Eastern Iowa Light & Power Coop,IA,Johnson
2017,5605,Eastern Iowa Light & Power Coop,IA,Jones
2017,5605,Eastern Iowa Light & Power Coop,IA,Linn
2017,5605,Eastern Iowa Light & Power Coop,IA,Louisa
2017,5605,Eastern Iowa Light & Power Coop,IA,Muscatine
2017,5605,Eastern Iowa Light & Power Coop,IA,Scott
2017,5605,Eastern Iowa Light & Power Coop,IA,Washington
2017,5609,Eastern Maine Electric Coop,ME,Aroostook
2017,5609,Eastern Maine Electric Coop,ME,Penobscot
2017,5609,Eastern Maine Electric Coop,ME,Washington
2017,5625,Easton Utilities Comm,MD,Talbot
2017,5630,City of Eaton Rapids - (MI),MI,Eaton
2017,5631,Town of Eatonville - (WA),WA,Pierce
2017,5632,Eau Claire Electric Coop,WI,Buffalo
2017,5632,Eau Claire Electric Coop,WI,Chippewa
2017,5632,Eau Claire Electric Coop,WI,Clark
2017,5632,Eau Claire Electric Coop,WI,Dunn
2017,5632,Eau Claire Electric Coop,WI,Eau Claire
2017,5632,Eau Claire Electric Coop,WI,Jackson
2017,5632,Eau Claire Electric Coop,WI,Pepin
2017,5632,Eau Claire Electric Coop,WI,Trempealeau
2017,5644,"Edisto Electric Coop, Inc",SC,Allendale
2017,5644,"Edisto Electric Coop, Inc",SC,Bamberg
2017,5644,"Edisto Electric Coop, Inc",SC,Barnwell
2017,5644,"Edisto Electric Coop, Inc",SC,Berkeley
2017,5644,"Edisto Electric Coop, Inc",SC,Colleton
2017,5644,"Edisto Electric Coop, Inc",SC,Dorchester
2017,5644,"Edisto Electric Coop, Inc",SC,Hampton
2017,5644,"Edisto Electric Coop, Inc",SC,Orangeburg
2017,5653,Village of Edgerton - (OH),OH,Williams
2017,5655,Edinburgh Municipal Utilities,IN,Bartholomew
2017,5655,Edinburgh Municipal Utilities,IN,Johnson
2017,5655,Edinburgh Municipal Utilities,IN,Shelby
2017,5656,Edgecombe-Martin County E M C,NC,Beaufort
2017,5656,Edgecombe-Martin County E M C,NC,Bertie
2017,5656,Edgecombe-Martin County E M C,NC,Edgecombe
2017,5656,Edgecombe-Martin County E M C,NC,Halifax
2017,5656,Edgecombe-Martin County E M C,NC,Martin
2017,5656,Edgecombe-Martin County E M C,NC,Nash
2017,5656,Edgecombe-Martin County E M C,NC,Pitt
2017,5656,Edgecombe-Martin County E M C,NC,Wilson
2017,5661,City of Edmond - (OK),OK,Oklahoma
2017,5686,City of El Dorado Springs - (MO),MO,Cedar
2017,5692,City of Eitzen - (MN),MN,Houston
2017,5701,El Paso Electric Co,NM,Dona Ana
2017,5701,El Paso Electric Co,NM,Luna
2017,5701,El Paso Electric Co,NM,Otero
2017,5701,El Paso Electric Co,NM,Sierra
2017,5701,El Paso Electric Co,TX,Culberson
2017,5701,El Paso Electric Co,TX,El Paso
2017,5701,El Paso Electric Co,TX,Hudspeth
2017,5721,City of Elfin Cove - (AK),AK,Aleutians East
2017,5721,City of Elfin Cove - (AK),AK,Yukon Koyukuk
2017,5728,City of Elba - (AL),AL,Coffee
2017,5729,Electrical Dist No8 Maricopa,AZ,Maricopa
2017,5730,City of Elberton,GA,Elbert
2017,5732,City of Elbow Lake - (MN),MN,Grant
2017,5741,City of Eldorado - (OK),OK,Jackson
2017,5742,Eldridge City Utilities,IA,Scott
2017,5744,City of Electra - (TX),TX,Wichita
2017,5748,Electric Energy Inc,IL,Massac
2017,5748,Electric Energy Inc,KY,McCracken
2017,5752,Village of Eldorado - (OH),OH,Preble
2017,5760,City of Elizabeth City - (NC),NC,Pasquotank
2017,5762,Village of Elk Creek - (NE),NE,Johnson
2017,5763,City of Elizabethton - (TN),TN,Carter
2017,5763,City of Elizabethton - (TN),TN,Sullivan
2017,5763,City of Elizabethton - (TN),TN,Unicoi
2017,5763,City of Elizabethton - (TN),TN,Washington
2017,5771,City of Elk Point,SD,Union
2017,5773,City of Elk River,MN,Hennepin
2017,5773,City of Elk River,MN,Sherburne
2017,5773,City of Elk River,MN,Wright
2017,5777,City of Elkhorn - (WI),WI,Walworth
2017,5780,Elkhorn Rural Public Pwr Dist,NE,Antelope
2017,5780,Elkhorn Rural Public Pwr Dist,NE,Boone
2017,5780,Elkhorn Rural Public Pwr Dist,NE,Holt
2017,5780,Elkhorn Rural Public Pwr Dist,NE,Madison
2017,5780,Elkhorn Rural Public Pwr Dist,NE,Pierce
2017,5780,Elkhorn Rural Public Pwr Dist,NE,Platte
2017,5780,Elkhorn Rural Public Pwr Dist,NE,Stanton
2017,5780,Elkhorn Rural Public Pwr Dist,NE,Wheeler
2017,5794,Town of Elkton,VA,Rockingham
2017,5795,City of Elsmore - (KS),KS,Allen
2017,5796,City of Ellaville,GA,Schley
2017,5802,City of Ellinwood - (KS),KS,Barton
2017,5827,City of Ellsworth - (IA),IA,Hamilton
2017,5828,Borough of Ellwood City - (PA),PA,Beaver
2017,5828,Borough of Ellwood City - (PA),PA,Lawrence
2017,5832,Elmhurst Mutual Power & Light Co,WA,Pierce
2017,5833,Village of Elmore - (OH),OH,Ottawa
2017,5834,City of Elroy - (WI),WI,Juneau
2017,5839,City of Elwood - (KS),KS,Doniphan
2017,5841,City of Ely - (MN),MN,St Louis
2017,5850,City of Emerson - (NE),NE,Dakota
2017,5850,City of Emerson - (NE),NE,Dixon
2017,5850,City of Emerson - (NE),NE,Thurston
2017,5860,Empire District Electric Co,AR,Benton
2017,5860,Empire District Electric Co,KS,Cherokee
2017,5860,Empire District Electric Co,MO,Barry
2017,5860,Empire District Electric Co,MO,Barton
2017,5860,Empire District Electric Co,MO,Cedar
2017,5860,Empire District Electric Co,MO,Christian
2017,5860,Empire District Electric Co,MO,Dade
2017,5860,Empire District Electric Co,MO,Dallas
2017,5860,Empire District Electric Co,MO,Greene
2017,5860,Empire District Electric Co,MO,Hickory
2017,5860,Empire District Electric Co,MO,Jasper
2017,5860,Empire District Electric Co,MO,Lawrence
2017,5860,Empire District Electric Co,MO,McDonald
2017,5860,Empire District Electric Co,MO,Newton
2017,5860,Empire District Electric Co,MO,Polk
2017,5860,Empire District Electric Co,MO,St Clair
2017,5860,Empire District Electric Co,MO,Stone
2017,5860,Empire District Electric Co,MO,Taney
2017,5860,Empire District Electric Co,OK,Craig
2017,5860,Empire District Electric Co,OK,Delaware
2017,5860,Empire District Electric Co,OK,Ottawa
2017,5862,"Empire Electric Assn, Inc",CO,Dolores
2017,5862,"Empire Electric Assn, Inc",CO,Montezuma
2017,5862,"Empire Electric Assn, Inc",CO,San Miguel
2017,5862,"Empire Electric Assn, Inc",UT,San Juan
2017,5875,Village of Endicott - (NY),NY,Broome
2017,5896,Town of Enfield - (NC),NC,Halifax
2017,5905,Excelsior Electric Member Corp,GA,Bryan
2017,5905,Excelsior Electric Member Corp,GA,Bulloch
2017,5905,Excelsior Electric Member Corp,GA,Candler
2017,5905,Excelsior Electric Member Corp,GA,Effingham
2017,5905,Excelsior Electric Member Corp,GA,Emanuel
2017,5905,Excelsior Electric Member Corp,GA,Evans
2017,5905,Excelsior Electric Member Corp,GA,Jenkins
2017,5905,Excelsior Electric Member Corp,GA,Tattnall
2017,5915,Village of Enosburg Falls - (VT),VT,Franklin
2017,5919,City of Enterprise - (KS),KS,Dickinson
2017,5927,Village of Endicott - (NE),NE,Jefferson
2017,5928,Town of Etna Green,IN,Kosciusko
2017,5929,"Fairfield Electric Coop, Inc",SC,Chester
2017,5929,"Fairfield Electric Coop, Inc",SC,Fairfield
2017,5929,"Fairfield Electric Coop, Inc",SC,Kershaw
2017,5929,"Fairfield Electric Coop, Inc",SC,Richland
2017,5929,"Fairfield Electric Coop, Inc",SC,York
2017,5930,Village of Fairport - (NY),NY,Monroe
2017,5932,City of Ephraim - (UT),UT,Sanpete
2017,5935,Borough of Ephrata - (PA),PA,Lancaster
2017,5945,City of Erath - (LA),LA,Vermilion
2017,5957,City of Erie - (KS),KS,Neosho
2017,5961,Town of Erwin - (TN),TN,Carter
2017,5961,Town of Erwin - (TN),TN,Unicoi
2017,5961,Town of Erwin - (TN),TN,Washington
2017,5964,"Escambia River Elec Coop, Inc",FL,Escambia
