Utility Characteristics,,,,,Number of,,,,,Types of Program,,,,,,,,,,,,,,,,,,,
,,,,,Customers Enrolled,,,,,Time of Use Pricing,,,,Real Time Pricing,,,,Variable Peak Pricing,,,,Critical Peak Pricing,,,,Critical Peak Rebate,,,
2017,6923,City of Gallatin - (TN),TN,TVA,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,6930,City of Gallup - (NM),NM,PNM,.,1,1,.,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,6957,"Garkane Energy Coop, Inc",UT,WACM,438,11,.,.,449,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7027,City of Gastonia - (NC),NC,DUK,.,37,12,.,49,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2017,7090,GreyStone Power Corporation,GA,SOCO,.,29,34,.,63,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2017,7096,City of Geneva- (IL),IL,PJM,.,.,5,.,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7140,Georgia Power Co,GA,SOCO,18219,13945,1613,1,33778,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
2017,7174,Gibson Electric Members Corp,TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7264,"Glades Electric Coop, Inc",FL,SEC,10,36,7,0,53,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N
2017,7270,City of Glasgow - (KY),KY,TVA,5467,1900,2,0,7369,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7279,"NextEra Energy Services, LLC",IL,MISO,.,1,.,.,1,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7279,"NextEra Energy Services, LLC",OH,PJM,.,2,.,.,2,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7279,"NextEra Energy Services, LLC",PA,PJM,.,9,.,.,9,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7279,"NextEra Energy Services, LLC",TX,ERCO,.,9,.,.,9,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7294,City of Glendale - (CA),CA,LDWP,18,277,12,.,307,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7411,City of Gothenburg - (NE),NE,SWPP,.,.,4,.,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7483,City of Grand Haven - (MI),MI,MISO,.,.,50,.,50,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7563,Grand Valley Power,CO,PSCO,4,33,34,.,71,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,7601,Green Mountain Power Corp,VT,ISNE,5456,3680,66,.,9202,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N
2017,7625,City of Greeneville - (TN),TN,TVA,0,0,7,0,7,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7634,City of Greenville - (TX),TX,ERCO,0,2,0,0,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7752,Guadalupe Valley Elec Coop Inc,TX,ERCO,.,35,70,.,105,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7801,Gulf Power Co,FL,SOCO,19159,1030,91,0,20280,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2017,7826,City of Gunnison - (CO),CO,WACM,17,1,.,.,18,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,7827,Guntersville Electric Board,AL,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8122,Harlan Municipal Utilities - (IA),IA,MISO,.,.,4,.,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8147,City of Harriman - (TN),TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8179,Harrison County Rural E M C,IN,MISO,161,.,.,.,161,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8212,Hartford Electric,WI,MISO,0,26,6,0,32,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8226,City of Hartselle,AL,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8287,Hawaii Electric Light Co Inc,HI,NA,458,10,1,.,469,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8319,Heartland Power Coop,IA,MISO,4,43,7,.,54,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8333,Haywood Electric Member Corp,NC,DUK,45,13,.,.,58,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8348,City of Healdsburg - (CA),CA,CISO,41,10,.,.,51,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8447,Hendricks County Rural E M C,IN,MISO,30883,625,1,.,31509,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,8566,High Plains Power Inc,WY,WACM,502,8,0,0,510,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8570,Highline Electric Assn,CO,WACM,7,.,.,.,7,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8571,Town of High Point,NC,DUK,0,193,19,.,212,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N
2017,8699,Inland Power & Light Company,WA,BPAT,.,.,171,.,171,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8723,City of Holland,MI,MISO,.,1,5,.,6,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8764,"Holston Electric Coop, Inc",TN,TVA,0,0,6,0,6,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8773,"Holy Cross Electric Assn, Inc",CO,PSCO,74,14,.,.,88,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8846,City of Hopkinsville,KY,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,8911,Howard Electric Coop,MO,AECI,3387,.,.,.,3387,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9023,City of Humboldt,TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9087,Town of Huntersville - (NC),NC,DUK,.,.,2,.,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9094,City of Huntsville - (AL),AL,TVA,0,0,6,0,6,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9124,Hustisford Utilities,WI,MISO,5,9,0,0,14,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9191,Idaho Power Co,ID,IPCO,1202,233,109,0,1544,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9191,Idaho Power Co,OR,IPCO,0,7,7,0,14,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9273,Indianapolis Power & Light Co,IN,MISO,96,5,4,0,105,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9275,Indianola Municipal Utilities,IA,MISO,42,.,.,.,42,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9324,Indiana Michigan Power Co,IN,PJM,13671,2044,65,.,15780,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9324,Indiana Michigan Power Co,MI,PJM,6060,403,60,.,6523,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9336,Intermountain Rural Elec Assn,CO,PSCO,81,58,39,0,178,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9417,Interstate Power and Light Co,IA,MISO,15074,5440,296,0,20810,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9576,Jackson County Rural E M C - (IN),IN,MISO,26,1,.,.,27,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9601,Jackson Electric Member Corp - (GA),GA,SOCO,417,107,.,.,524,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9612,City of Jackson - (TN),TN,TVA,0,2,30,0,32,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9617,JEA,FL,JEA,.,187,10,.,197,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,9682,"Jefferson Davis Elec Coop, Inc",LA,MISO,.,1,.,.,1,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9690,Jefferson Utilities,WI,MISO,1,19,1,0,21,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9699,"Jemez Mountains Elec Coop, Inc",NM,WALC,268,30,0,0,298,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9726,Jersey Central Power & Lt Co,NJ,PJM,16401,330,70,1,16802,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
2017,9739,Joe Wheeler Elec Member Corp,AL,TVA,0,2,20,0,22,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9750,"Jo-Carroll Energy, Inc",IL,MISO,.,.,16,.,16,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9777,Johnson City - (TN),TN,TVA,0,6,10,0,16,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,9778,Johnson County Rural E M C,IN,MISO,9,35,2,.,46,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
2017,9936,Juneau Utility Comm,WI,MISO,0,8,2,0,10,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10000,Kansas City Power & Light Co,KS,SWPP,49,0,0,0,49,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10000,Kansas City Power & Light Co,MO,SWPP,32,5,0,0,37,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10005,Kansas Gas & Electric Co,KS,SWPP,10,273,45,.,328,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N
2017,10056,City of Kaukauna,WI,MISO,27,73,12,0,112,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10171,Kentucky Utilities Co,KY,LGEE,27,528,445,0,1000,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10171,Kentucky Utilities Co,VA,LGEE,0,12,7,0,19,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10331,Kingsport Power Co,TN,PJM,27,5,0,0,32,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10376,Kissimmee Utility Authority,FL,FMPP,.,57,1,.,58,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10378,"Kit Carson Electric Coop, Inc",NM,PNM,359,86,.,.,445,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10421,Knoxville Utilities Board,TN,TVA,0,10,7,0,17,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10448,Kosciusko County Rural E M C,IN,MISO,.,.,3,.,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10539,"La Plata Electric Assn, Inc",CO,WACM,3245,179,10,.,3434,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,10550,McCook Public Power District,NE,SWPP,.,.,2,.,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10579,City of LaFollette,TN,TVA,0,1,0,0,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10599,"Lake Region Electric Coop, Inc - (OK)",OK,AECI,0,3,1,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10605,Lake Mills Light & Water,WI,MISO,0,15,0,0,15,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10618,Lake Region Electric Cooperative - (MN),MN,MISO,1,.,.,.,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10623,City of Lakeland - (FL),FL,FMPP,2124,37,17,.,2178,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10702,Borough of Lansdale,PA,PJM,.,.,1,.,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10768,"Laurens Electric Coop, Inc",SC,DUK,5,47,.,.,52,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10770,City of Laurinburg - (NC),NC,CPLE,19,.,.,.,19,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10799,City of Lawrenceburg,TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10814,City of Le Sueur - (MN),MN,MISO,.,.,1,.,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10960,City of Lewisburg - (TN),TN,TVA,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,10968,City of Lexington - (TN),TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11018,Lincoln Electric System,NE,SWPP,0,6,1,0,7,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11053,Linn County REC,IA,MISO,31,176,1,.,208,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11085,Town of Littleton - (MA),MA,ISNE,.,.,33,.,33,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11124,City of Lodi - (CA),CA,CISO,.,.,29,.,29,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11125,City of Lodi - (WI),WI,MISO,12,6,0,0,18,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11171,Long Island Power Authority,NY,NYIS,5100,38,.,.,5138,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N
2017,11187,City of Longmont,CO,PSCO,.,.,9,.,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,11200,"Lorain-Medina R E C, Inc",OH,PJM,14759,1521,13,0,16293,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11208,Los Angeles Department of Water & Power,CA,LDWP,9238,22780,1750,.,33768,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11222,Loudon Utilities Board,TN,TVA,0,2,5,0,7,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11247,Louisville Electric System,MS,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11249,Louisville Gas & Electric Co,KY,LGEE,38,366,147,0,551,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11479,Madison Gas & Electric Co,WI,MISO,566,4401,24,0,4991,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11571,Manitowoc Public Utilities,WI,MISO,6,5,80,0,91,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11740,City of Marshfield - (WI),WI,MISO,0,0,58,0,58,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11770,City of Martinsville - (VA),VA,PJM,.,2,1,.,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11788,Consumers Energy,IA,MISO,207,21,3,.,231,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11789,Maryville Utilities,TN,TVA,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11843,Maui Electric Co Ltd,HI,NA,259,.,.,.,259,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11871,City of Mayfield Plant Board,KY,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,11910,McLeod Cooperative Power Assn,MN,MISO,.,.,2,.,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12199,Montana-Dakota Utilities Co,MT,SWPP,0,1,8,0,9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12199,Montana-Dakota Utilities Co,ND,MISO,8,307,14,0,329,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12199,Montana-Dakota Utilities Co,SD,MISO,0,24,0,0,24,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12199,Montana-Dakota Utilities Co,WY,WACM,0,7,0,0,7,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12208,City of McPherson - (KS),KS,SWPP,.,30,1,.,31,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12260,Mecklenburg Electric Cooperative,VA,PJM,.,32,1,.,33,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12265,City of Medford - (WI),WI,MISO,1,26,6,.,33,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12298,City of Menasha - (WI),WI,MISO,26,53,8,0,87,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12330,Meriwether Lewis Electric Coop,TN,TVA,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12341,MidAmerican Energy Co,IA,MISO,18,629,142,.,789,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12341,MidAmerican Energy Co,IL,MISO,5,96,38,.,139,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12341,MidAmerican Energy Co,SD,MISO,.,14,2,.,16,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12390,Metropolitan Edison Co,PA,PJM,101,33,136,0,270,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N
2017,12450,Midland Power Coop,IA,MISO,.,11,7,.,18,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2017,12470,Middle Tennessee E M C,TN,TVA,0,2,8,0,10,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12472,Middle Georgia El Member Corp,GA,SOCO,.,.,222,.,222,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12515,"Midwest Electric, Inc",OH,PJM,0,22,2,0,24,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N
2017,12546,Mille Lacs Energy Cooperative,MN,MISO,.,.,23,.,23,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,12642,Maquoketa Valley Rrl Elec Coop,IA,MISO,10298,5815,.,.,16113,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12647,"ALLETE, Inc.",MN,MISO,439,.,.,.,439,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
2017,12686,Mississippi Power Co,MS,SOCO,0,0,6,0,6,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12698,KCP&L Greater Missouri Operations Co.,MO,SWPP,0,6,0,0,6,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12745,Modesto Irrigation District,CA,BANC,0,12,156,0,168,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12860,Morgan County Rural Elec Assn,CO,WACM,24,.,.,.,24,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12929,South Central Indiana REMC,IN,MISO,10,.,.,.,10,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12988,City of Morristown - (TN),TN,TVA,0,0,5,0,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,12990,Consolidated Electric Coop Inc,OH,PJM,.,2,1,.,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N
2017,13027,"Mountain Electric Coop, Inc",TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13036,Village of Mt. Horeb - (WI),WI,MISO,24,7,0,0,31,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13050,"Mountain Parks Electric, Inc",CO,WACM,446,25,11,.,482,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,13058,"Mountain View Elec Assn, Inc",CO,WACM,5,.,.,.,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13119,City of Murfreesboro,TN,TVA,0,2,2,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13138,City of Murray - (KY),KY,TVA,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13144,City of Muscle Shoals,AL,TVA,0,0,5,0,5,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13145,Village of Muscoda - (WI),WI,MISO,0,6,3,0,9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13216,Nashville Electric Service,TN,TVA,0,18,23,0,41,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13318,"Navopache Electric Coop, Inc",AZ,PNM,6425,139,.,.,6564,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13337,Nebraska Public Power District,NE,SWPP,.,38,20,.,58,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13407,Nevada Power Co,NV,NEVP,4571,2813,1548,0,8932,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13412,City of New Albany - (MS),MS,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13437,City of Newbern,TN,TVA,0,0,3,0,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13438,Village of New Glarus - (WI),WI,MISO,0,3,0,0,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13448,City of New Holstein - (WI),WI,MISO,36,20,0,0,56,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13467,New London Electric&Water Util,WI,MISO,0,12,4,0,16,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13481,City of New Richmond,WI,MISO,36,23,0,0,59,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13511,New York State Elec & Gas Corp,NY,NYIS,126648,5376,447,0,132471,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13550,City of Newport,TN,TVA,0,0,4,0,4,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13561,City of Newton - (NC),NC,DUK,.,4,5,.,9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13573,Niagara Mohawk Power Corp.,NY,NYIS,.,2583,422,.,3005,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13640,Northern Virginia Elec Coop,VA,PJM,0,11,1,0,12,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13669,North Alabama Electric Coop,AL,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13676,"North Arkansas Elec Coop, Inc",AR,MISO,.,28,.,.,28,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
2017,13684,Nobles Cooperative Electric,MN,MISO,5,.,.,.,5,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13693,"North Central Elec Coop, Inc",OH,PJM,8434,1199,18,0,9651,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13697,North Central Power Co Inc,WI,MISO,95,3,5,.,103,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13698,North Central Public Pwr Dist,NE,SWPP,.,32,.,.,32,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2017,13716,North Georgia Elec Member Corp,GA,TVA,0,37,36,0,73,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13718,City of North Little Rock - (AR),AR,MISO,.,23,2,.,25,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13730,City of North St Paul - (MN),MN,MISO,.,1,.,.,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13735,Northcentral Mississippi E P A,MS,TVA,3,1,3,0,7,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,13739,Northeast Power,NE,SWPP,38,.,656,.,694,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,13762,"Northern Neck Elec Coop, Inc",VA,PJM,2,15,.,.,17,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
