Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
2017,4356,Colorado River Comm of Nevada,A,Bundled,O,NV,State,NEVP,0,0,0,2577,131290,2,10636,464373,4,0,0,0,13213,595663,6
2017,4356,Colorado River Comm of Nevada,C,Delivery,O,NV,State,NEVP,.,.,.,0,628195,1,.,.,.,.,.,.,0,628195,1
2017,4362,Corn Belt Energy Corporation,A,Bundled,O,IL,Cooperative,MISO,51359.7,381155,33778,20651.6,177945,2105,5085.1,74719,4,.,.,.,77096.4,633819,35887
2017,4373,Cornhusker Public Power Dist,A,Bundled,O,NE,Political Subdivision,SWPP,14341,129212,7141,6864,79141,486,16646,183984,2320,0,0,0,37851,392337,9947
2017,4390,City of Corona - (CA),A,Bundled,O,CA,Municipal,CISO,1006.7,6459,986,6792.3,46424,489,3938.2,32496,9,0,0,0,11737.2,85379,1484
2017,4390,City of Corona - (CA),B,Energy,O,CA,Municipal,CISO,0,0,0,2116.3,26890,960,3052.7,41164,7,0,0,0,5169,68054,967
2017,4401,"Cotton Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,30286,264541,18315,14911.9,163382,3793,16031.3,284722,12,.,.,.,61229.2,712645,22120
2017,4410,Coral Power LLC,B,Energy,O,CA,Retail Power Marketer,CISO,0,0,0,67259.7,1847550,62,100150.7,3114452,47,0,0,0,167410.4,4962002,109
2017,4410,Coral Power LLC,B,Energy,O,NV,Retail Power Marketer,NEVP,0,0,0,0,0,0,42014,1449999,3,0,0,0,42014,1449999,3
2017,4410,Coral Power LLC,B,Energy,O,OR,Retail Power Marketer,PGE,0,0,0,491.6,18922,1,1476.5,56384,3,0,0,0,1968.1,75306,4
2017,4410,Coral Power LLC,B,Energy,O,WA,Retail Power Marketer,PSEI,0,0,0,0,0,0,30058.8,1215471,4,0,0,0,30058.8,1215471,4
2017,4410,Coral Power LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,0,0,0,13865.7,478382,3,28808.1,977666,5,0,0,0,42673.8,1456048,8
2017,4430,"Covington Electric Coop, Inc",A,Bundled,O,AL,Cooperative,AEC,40986,281988,21834,7902,61768,1276,1987,22831,13,.,.,.,50875,366587,23123
2017,4432,Coweta-Fayette El Member Corp,A,Bundled,O,GA,Cooperative,SOCO,114740.4,1050168,73281,33156.8,293877,6050,10482.7,166199,51,0,0,0,158379.9,1510244,79382
2017,4433,City of Covington - (GA),A,Bundled,O,GA,Municipal,SOCO,13153,129363,9914,16238,149895,1849,8260,131412,10,.,.,.,37651,410670,11773
2017,4437,City of Covington - (TN),A,Bundled,O,TN,Municipal,TVA,4717,46868,3720,9236,91414,986,6336,98198,5,0,0,0,20289,236480,4711
2017,4442,PUD No 1 of Cowlitz County,A,Bundled,O,WA,Political Subdivision,BPAT,64100,762993,44238,33187,391644,5815,167691,3671150,312,0,0,0,264978,4825787,50365
2017,4459,Cozad Board of Public Works,A,Bundled,O,NE,Municipal,SWPP,2109.3,20005,1716,2112.2,21842,349,415.8,5146,1,.,.,.,4637.3,46993,2066
2017,4471,Craig-Botetourt Electric Coop,A,Bundled,O,VA,Cooperative,PJM,9495.1,65564,5900,1663.2,12206,793,.,.,.,.,.,.,11158.3,77770,6693
2017,4471,Craig-Botetourt Electric Coop,A,Bundled,O,WV,Cooperative,PJM,397.4,2335,429,49.1,284,52,.,.,.,.,.,.,446.5,2619,481
2017,4508,"Crawfordsville Elec, Lgt & Pwr",A,Bundled,O,IN,Municipal,MISO,9226.1,80973,8292,6126.8,55543,1484,20448.1,256409,133,.,.,.,35801,392925,9909
2017,4509,Craighead Electric Coop Corp,A,Bundled,O,AR,Cooperative,MISO,36002,348600,23395,12476,112601,5558,7035,70000,1429,.,.,.,55513,531201,30382
2017,4524,"Crawford Electric Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,25570.1,241016,18356,3617.8,39315,1540,341,5056,3,.,.,.,29528.9,285387,19899
2017,4527,City of Crete,A,Bundled,O,NE,Municipal,SWPP,2717,24842,2480,2680,25946,717,5223,68534,3,.,.,.,10620,119322,3200
2017,4538,Crisp County Power Comm,A,Bundled,O,GA,Political Subdivision,SOCO,15703.7,141071,9147,13542.9,112481,2749,11384,167624,52,.,.,.,40630.6,421176,11948
2017,4577,Crow Wing Cooperative Power & Light Comp,A,Bundled,O,MN,Cooperative,MISO,50730.9,413216,41264,14555.5,140099,2439,2558.6,24579,196,.,.,.,67845,577894,43899
2017,4604,City of Crystal Falls,A,Bundled,O,MI,Municipal,MISO,1187,7471,1350,1182,8546,280,0,0,0,0,0,0,2369,16017,1630
2017,4607,City of Cuba City,A,Bundled,O,WI,Municipal,MISO,847,6949,946,1199.3,10382,139,0,0,0,0,0,0,2046.3,17331,1085
2017,4610,City of Cuero - (TX),A,Bundled,O,TX,Municipal,ERCO,4303.4,42684,2993,3873.5,40946,604,624.4,7232,1,.,.,.,8801.3,90862,3598
2017,4617,Cullman Power Board,A,Bundled,O,AL,Municipal,TVA,9094,82752,6719,18398,168630,1944,1551,17686,3,0,0,0,29043,269068,8666
2017,4618,"Cullman Electric Coop, Inc",A,Bundled,O,AL,Cooperative,TVA,58266,497139,35526,27812,224443,7688,19186,278643,15,0,0,0,105264,1000225,43228
2017,4619,Town of Culpeper- (VA),A,Bundled,O,VA,Municipal,PJM,6086,48211,4516,3703,29674,860,1793,24253,14,.,.,.,11582,102138,5390
2017,4622,"Cumberland Valley Electric, Inc.",A,Bundled,O,KY,Cooperative,PJM,30102,284900,21975,3094,27591,1503,7701,100007,86,.,.,.,40897,412498,23564
2017,4622,"Cumberland Valley Electric, Inc.",A,Bundled,O,TN,Cooperative,PJM,86,748,72,.,.,.,.,.,.,.,.,.,86,748,72
2017,4624,Cumberland Elec Member Corp,A,Bundled,O,TN,Cooperative,TVA,160286,1395577,83875,59579,501295,10656,38140,605296,24,0,0,0,258005,2502168,94556
2017,4632,Cuming County Public Pwr Dist,A,Bundled,O,NE,Political Subdivision,SWPP,4910.9,49313,2786,868.6,9573,339,4179.3,39014,735,.,.,.,9958.8,97900,3860
2017,4667,City of Cushing - (OK),A,Bundled,O,OK,Municipal,SWPP,3687,36727,3586,1227,20227,706,4237,53188,158,.,.,.,9151,110142,4450
2017,4671,Custer Public Power District,A,Bundled,O,NE,Political Subdivision,SWPP,8925,73951,4625,5378,45823,1155,14523,108104,4942,.,.,.,28826,227878,10722
2017,4675,Cuivre River Electric Coop Inc,A,Bundled,O,MO,Cooperative,AECI,90685,964840,62997,4008,38883,1139,18325,252233,234,.,.,.,113018,1255956,64370
2017,4683,City of Cuyahoga Falls - (OH),A,Bundled,O,OH,Municipal,PJM,20698,167507,23286,7224.5,58245,2284,19813,190745,179,.,.,.,47735.5,416497,25749
2017,4704,"DS&O Electric Cooperative, Inc.",A,Bundled,O,KS,Cooperative,SWPP,13420,85468,7173,5158,30845,1143,825,5554,4,.,.,.,19403,121867,8320
2017,4715,Dahlberg Light & Power Co,A,Bundled,O,WI,Investor Owned,MISO,8688,64978,10373,2364,18481,1184,1574,15914,41,0,0,0,12626,99373,11598
2017,4717,Dakota Valley Elec Coop Inc,A,Bundled,O,ND,Cooperative,MISO,12820,120810,5463,6794.8,67328,693,34819.8,475396,405,.,.,.,54434.6,663534,6561
2017,4720,Dakota Energy Coop Inc,A,Bundled,O,SD,Cooperative,WACM,7820.9,57794,3257,3826.2,37903,292,11402,135053,5,.,.,.,23049.1,230750,3554
2017,4743,"Consumers Power, Inc",A,Bundled,O,OR,Cooperative,BPAT,27845.4,286322,20136,7305.4,88858,1718,2754.7,37644,539,.,.,.,37905.5,412824,22393
2017,4744,Dalton Utilities,A,Bundled,O,GA,Municipal,SOCO,13902,147890,12432,35471,386345,4158,66374,1145140,212,.,.,.,115747,1679375,16802
2017,4794,City of Danville - (VA),A,Bundled,O,VA,Municipal,PJM,59990,438937,37062,27968,298042,4990,11292,192394,30,.,.,.,99250,929373,42082
2017,4796,"Darke Rural Electric Coop, Inc",A,Bundled,O,OH,Cooperative,PJM,10862.8,83351,4903,3083,27321,191,150.2,1555,1,.,.,.,14096,112227,5095
2017,4836,City of David City,A,Bundled,O,NE,Municipal,SWPP,1670,14448,1186,672,6040,228,1918,18488,30,.,.,.,4260,38976,1444
2017,4848,Daviess Martin County R E M C,A,Bundled,O,IN,Cooperative,MISO,14164.6,113429,7594,1618.1,14243,498,18530.8,270900,60,.,.,.,34313.5,398572,8152
2017,4911,Dawson Power District,A,Bundled,O,NE,Political Subdivision,SWPP,25538,236498,15702,7537,76737,1559,28070,243700,5804,0,0,0,61145,556935,23065
2017,4920,City of Dayton - (TN),A,Bundled,O,TN,Municipal,TVA,11767,107080,8597,10339,90285,1980,5160,75953,7,0,0,0,27266,273318,10583
2017,4922,Dayton Power & Light Co,A,Bundled,O,OH,Investor Owned,PJM,291347,2583249,243696,84433,991243,19231,9520,78090,314,285,3067,1,385585,3655649,263242
2017,4922,Dayton Power & Light Co,C,Delivery,O,OH,Investor Owned,PJM,118455,2465277,216874,113027,3962751,38507,61117,3759987,1400,0,0,0,292599,10188015,256781
2017,4939,"Deaf Smith Electric Coop, Inc",A,Bundled,O,TX,Cooperative,SWPP,4950.3,47882,5033,8931.1,130944,1447,35111.5,384424,7968,.,.,.,48992.9,563250,14448
2017,4958,Decatur Utilities,A,Bundled,O,AL,Municipal,TVA,30034,311323,22549,31610,323032,4034,29071,542432,12,0,0,0,90715,1176787,26594
2017,4960,Decatur County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,14435.1,104093,7526,3643.8,34650,393,15992.8,223000,6,.,.,.,34071.7,361743,7925
2017,4975,Deep East Texas Elec Coop Inc,A,Bundled,O,TX,Cooperative,MISO,58099,498816,38326,14219,125330,3958,8007,105505,20,.,.,.,80325,729651,42304
2017,5015,Delano Municipal Utilities,A,Bundled,O,MN,Municipal,MISO,2293.8,20314,2352,598.6,5560,339,2848.9,31497,79,.,.,.,5741.3,57371,2770
2017,5027,Delmarva Power,A,Bundled,O,DE,Investor Owned,PJM,363273.8,2636985,250373,103270.9,885247,23996,2215.4,21592,84,0,0,0,468760.1,3543824,274453
2017,5027,Delmarva Power,A,Bundled,O,MD,Investor Owned,PJM,246167.5,1693071,151215,54421.4,422205,16161,421,9016,72,.,.,.,301009.9,2124292,167448
2017,5027,Delmarva Power,C,Delivery,O,DE,Investor Owned,PJM,17754,329926,30100,57488,2536545,11137,11966.5,1378717,114,0,0,0,87208.5,4245188,41351
2017,5027,Delmarva Power,C,Delivery,O,MD,Investor Owned,PJM,24378.8,349782,26482,60408.4,1249841,10808,9434.3,363380,115,0,0,0,94221.5,1963003,37405
2017,5056,City of Denison - (IA),A,Bundled,O,IA,Municipal,SWPP,2704.9,33368,2727,1132.8,13310,496,6774.9,110139,69,.,.,.,10612.6,156817,3292
2017,5063,City of Denton - (TX),A,Bundled,O,TX,Municipal,ERCO,61797.3,553519,46715,65892.8,699266,5628,15598.4,193297,469,.,.,.,143288.5,1446082,52812
2017,5070,Delaware Electric Cooperative,A,Bundled,O,DE,Cooperative,PJM,126256,1081756,85425,28010,258403,10177,.,.,.,.,.,.,154266,1340159,95602
2017,5078,"Denton County Elec Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,311573,3208141,205450,49082,483583,14975,92076,1287150,2229,.,.,.,452731,4978874,222654
2017,5086,Delta Montrose Electric Assn,A,Bundled,O,CO,Cooperative,WACM,36418.1,258885,29320,9836.3,77743,3490,15926.7,173636,229,.,.,.,62181.1,510264,33039
2017,5109,DTE Electric Company,A,Bundled,O,MI,Investor Owned,MISO,2309609.3,14884699,1980906,1800535.7,17456219,203083,666981.6,9897169,822,698.2,5823,2,4777824.8,42243910,2184813
2017,5109,DTE Electric Company,C,Delivery,O,MI,Investor Owned,MISO,26.3,373,37,56004.7,2696304,4506,14086.1,2122942,122,0,0,0,70117.1,4819619,4665
2017,5111,City of Detroit Lakes - (MN),A,Bundled,O,MN,Municipal,MISO,6871.2,64852,5993,3507.2,34237,1249,7025.2,82497,106,.,.,.,17403.6,181586,7348
2017,5148,City of Dickson,A,Bundled,O,TN,Municipal,TVA,41914,405751,27764,27651,253432,7014,12060,173235,18,0,0,0,81625,832418,34796
2017,5175,Dixie Electric Power Assn,A,Bundled,O,MS,Cooperative,MISO,58977.4,499263,35383,20878.6,193258,3500,9216.4,107599,22,.,.,.,89072.4,800120,38905
2017,5202,Dixie Electric Membership Corp,A,Bundled,O,LA,Cooperative,MISO,158757,1554640,102193,17315,169427,7266,26726,306732,566,0,0,0,202798,2030799,110025
2017,5204,Dixie Electric Coop,A,Bundled,O,AL,Cooperative,AEC,34190,285496,19952,19981,170461,3804,4325,48640,13,.,.,.,58496,504597,23769
2017,5309,City of Dothan - (AL),A,Bundled,O,AL,Municipal,SOCO,36694,357021,25450,43428,432995,5121,13057,181901,10,0,0,0,93179,971917,30581
2017,5325,City of Douglas,A,Bundled,O,GA,Municipal,SOCO,5924,59374,3964,23195,215561,1904,.,.,.,.,.,.,29119,274935,5868
2017,5326,PUD No 1 of Douglas County,A,Bundled,O,WA,Political Subdivision,DOPD,14096,471337,14441,7930,266459,1118,5318,188308,316,.,.,.,27344,926104,15875
2017,5327,Douglas Electric Coop - (OR),A,Bundled,O,OR,Cooperative,BPAT,13134,130051,9174,1973,19052,724,798,7660,10,.,.,.,15905,156763,9908
2017,5328,"Douglas Electric Coop, Inc",A,Bundled,O,SD,Cooperative,SWPP,2109,17046,721,714,6146,94,.,.,.,.,.,.,2823,23192,815
2017,5335,City of Dover - (DE),A,Bundled,O,DE,Municipal,PJM,24572,199052,20382,26445,228357,3579,25962,301546,41,.,.,.,76979,728955,24002
2017,5336,City of Dover - (OH),A,Bundled,O,OH,Municipal,PJM,8017,53000,5817,4229,27935,891,16963,141185,110,.,.,.,29209,222120,6818
2017,5394,Dubois Rural Electric Coop Inc,A,Bundled,O,IN,Cooperative,MISO,19289,157201,12692,2190,18759,878,9215,101816,83,.,.,.,30694,277776,13653
2017,5399,Duck River Elec Member Corp,A,Bundled,O,TN,Cooperative,TVA,106257,966039,62999,55326,470974,11359,16977,307282,11,0,0,0,178560,1744295,74369
2017,5416,"Duke Energy Carolinas, LLC",A,Bundled,O,NC,Investor Owned,DUK,2079503.3,20436605,1693953,1783190.9,23125730,276323,753186.6,12727684,4705,302.7,3540,1,4616183.5,56293559,1974982
2017,5416,"Duke Energy Carolinas, LLC",A,Bundled,O,SC,Investor Owned,DUK,664274.4,6280468,487693,480888.5,5666735,92907,468734.3,9194534,1535,0,0,0,1613897.2,21141737,582135
2017,5417,Dunn County Electric Coop,A,Bundled,O,WI,Cooperative,MISO,17466,134609,9226,2430,20938,674,3708,46506,3,.,.,.,23604,202053,9903
2017,5429,City of Duncan - (OK),A,Bundled,O,OK,Municipal,SWPP,9250.6,81686,7326,6230.1,56216,1445,2630.5,37484,52,.,.,.,18111.2,175386,8823
2017,5470,ConocoPhillips Company,D,Bundled,O,TX,Retail Power Marketer,ERCO,.,.,.,1858.8,33267,3,9948.8,301811,2,.,.,.,11807.6,335078,5
2017,5480,Town of Danvers,A,Bundled,O,MA,Municipal,ISNE,13801.8,90654,11334,5067.9,34347,1496,22574.1,175249,405,.,.,.,41443.8,300250,13235
2017,5487,Duquesne Light Co,A,Bundled,O,PA,Investor Owned,PJM,421255.2,2621428,372644,136083.5,1154183,36326,12714,97113,396,.,.,.,570052.7,3872724,409366
2017,5487,Duquesne Light Co,C,Delivery,O,PA,Investor Owned,PJM,98442.5,1254689,160276,123624.8,4960409,24449,29012,2534922,693,1426.5,21621,1,252505.8,8771641,185419
2017,5509,City of Dyersburg,A,Bundled,O,TN,Municipal,TVA,13386,128359,9416,14543,140241,2433,9331,126073,12,0,0,0,37260,394673,11862
2017,5535,Egyptian Electric Coop Assn,A,Bundled,O,IL,Cooperative,MISO,25239,189944,13663,13795,143827,1325,.,.,.,.,.,.,39034,333771,14988
2017,5551,City of Eagle River - (WI),A,Bundled,O,WI,Municipal,MISO,706,5516,971,2739.9,25483,536,0,0,0,0,0,0,3445.9,30999,1507
2017,5574,East Central Energy,A,Bundled,O,MN,Cooperative,MISO,77685,485515,48931,31280,286332,5501,6637,92092,157,0,0,0,115602,863939,54589
2017,5574,East Central Energy,A,Bundled,O,WI,Cooperative,MISO,6602,43853,4861,820,6297,298,0,0,0,0,0,0,7422,50150,5159
2017,5575,City of East Grand Forks - (MN),A,Bundled,O,MN,Municipal,MISO,3969.1,36483,3810,3206.7,38479,567,6951.1,82621,10,0,0,0,14126.9,157583,4387
2017,5578,East Mississippi Elec Pwr Assn,A,Bundled,O,MS,Cooperative,TVA,15459,121264,9770,11827,97950,3033,0,0,0,0,0,0,27286,219214,12804
2017,5582,City of East Point - (GA),A,Bundled,O,GA,Municipal,SOCO,20177.6,146563,14315,24127.5,215547,1367,.,.,.,.,.,.,44305.1,362110,15682
2017,5585,Eastern Illinois Elec Coop,A,Bundled,O,IL,Cooperative,MISO,25828,170864,11260,7630,56161,2250,761,6885,3,.,.,.,34219,233910,13513
2017,5588,East-Central Iowa Rural Elec Coop,A,Bundled,O,IA,Cooperative,MISO,14891,127215,7832,5390,56942,935,1779,23771,5,.,.,.,22060,207928,8772
2017,5598,East Central Oklahoma Elec Coop Inc,A,Bundled,O,OK,Cooperative,AECI,43555,375491,29692,10635,101933,4109,.,.,.,.,.,.,54190,477424,33801
2017,5605,Eastern Iowa Light & Power Coop,A,Bundled,O,IA,Cooperative,MISO,38205.6,291716,21715,5988.1,53352,1931,16669.2,257634,16,.,.,.,60862.9,602702,23662
2017,5609,Eastern Maine Electric Coop,A,Bundled,O,ME,Cooperative,NBSO,9391,54249,10472,3519.8,22288,2120,2100.4,14950,28,0,0,0,15011.2,91487,12620
2017,5625,Easton Utilities Comm,A,Bundled,O,MD,Municipal,PJM,10193.1,104016,8287,14124.5,147749,2372,.,.,.,.,.,.,24317.6,251765,10659
2017,5632,Eau Claire Electric Coop,A,Bundled,O,WI,Cooperative,MISO,18706,131145,10339,3784,36178,666,2994,35835,8,.,.,.,25484,203158,11013
2017,5644,"Edisto Electric Coop, Inc",A,Bundled,O,SC,Cooperative,SC,32348.4,219496,14937,8955.5,55960,5245,3522.6,31996,22,.,.,.,44826.5,307452,20204
2017,5656,Edgecombe-Martin County E M C,A,Bundled,O,NC,Cooperative,PJM,19491,145381,10199,4337,40474,1098,2343,35104,8,.,.,.,26171,220959,11305
2017,5661,City of Edmond - (OK),A,Bundled,O,OK,Municipal,SWPP,55141,480555,35095,34028,401875,5242,0,0,0,.,.,.,89169,882430,40337
2017,5701,El Paso Electric Co,A,Bundled,O,NM,Investor Owned,EPE,83316,677033,85891,93547,881900,11648,5457,63692,8,0,0,0,182320,1622625,97547
2017,5701,El Paso Electric Co,A,Bundled,O,TX,Investor Owned,EPE,277424,2140542,282153,310432,3079817,35862,59737,977945,40,0,0,0,647593,6198304,318055
2017,5703,Empire Natural Gas Corporation,B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,1540,35145,569,144,3416,29,0,0,0,1684,38561,598
2017,5729,Electrical Dist No8 Maricopa,A,Bundled,O,AZ,Political Subdivision,AZPS,.,.,.,.,.,.,18959,346688,606,.,.,.,18959,346688,606
2017,5730,City of Elberton,A,Bundled,O,GA,Municipal,SOCO,4576.8,37113,3354,6880.2,58749,1038,2648,31178,3,.,.,.,14105,127040,4395
2017,5742,Eldridge City Utilities,A,Bundled,O,IA,Municipal,MISO,1629,20523,2369,605,7245,253,743,11592,17,.,.,.,2977,39360,2639
2017,5760,City of Elizabeth City - (NC),A,Bundled,O,NC,Municipal,CPLE,15849,133719,10718,13395,161329,1885,.,.,.,.,.,.,29244,295048,12603
2017,5763,City of Elizabethton - (TN),A,Bundled,O,TN,Municipal,TVA,32809,301971,22957,17213,161256,3453,2148,31708,2,0,0,0,52170,494935,26412
2017,5773,City of Elk River,A,Bundled,O,MN,Municipal,MISO,12442,87831,9900,3835,29470,1328,19043,196652,220,.,.,.,35320,313953,11448
2017,5777,City of Elkhorn - (WI),A,Bundled,O,WI,Municipal,MISO,3404,30238,4063,2462,22319,747,6218,65388,66,.,.,.,12084,117945,4876
2017,5780,Elkhorn Rural Public Pwr Dist,A,Bundled,O,NE,Political Subdivision,SWPP,10324,105493,5961,3335,31810,763,15169,139080,2915,0,0,0,28828,276383,9639
2017,5832,Elmhurst Mutual Power & Light Co,A,Bundled,O,WA,Cooperative,BPAT,16633,237584,14433,2554,42619,672,.,.,.,.,.,.,19187,280203,15105
2017,5841,City of Ely - (MN),A,Bundled,O,MN,Municipal,MISO,1510,15106,1680,1860.8,18236,324,47.3,1097,20,.,.,.,3418.1,34439,2024
2017,5860,Empire District Electric Co,A,Bundled,O,AR,Investor Owned,SWPP,4911.7,39476,3743,3595.8,37077,785,6706,94354,9,0,0,0,15213.5,170907,4537
2017,5860,Empire District Electric Co,A,Bundled,O,KS,Investor Owned,SWPP,11348.8,101323,8196,6688.2,56487,1421,5101.8,61610,50,0,0,0,23138.8,219420,9667
2017,5860,Empire District Electric Co,A,Bundled,O,MO,Investor Owned,SWPP,217432.4,1557665,129017,175493.7,1536716,23653,73859.5,881772,280,0,0,0,466785.6,3976153,152950
2017,5860,Empire District Electric Co,A,Bundled,O,OK,Investor Owned,SWPP,4641.7,47210,3762,5190,59433,906,3053.7,42412,12,0,0,0,12885.4,149055,4680
2017,5862,"Empire Electric Assn, Inc",A,Bundled,O,CO,Cooperative,WACM,14404,91746,11713,16779,158471,3056,43018,592077,111,.,.,.,74201,842294,14880
2017,5862,"Empire Electric Assn, Inc",A,Bundled,O,UT,Cooperative,WACM,1049,6685,908,1286,10010,356,5,21,6,.,.,.,2340,16716,1270
2017,5880,"Energy Coop of New York, Inc",B,Energy,O,NY,Retail Power Marketer,NYIS,5321,109075,3601,18364,449408,2200,298.7,7597,26,0,0,0,23983.7,566080,5827
2017,5880,"Energy Coop of New York, Inc",B,Energy,O,PA,Retail Power Marketer,PJM,58.6,819,80,5013.6,96218,110,0,0,0,0,0,0,5072.2,97037,190
2017,5905,Excelsior Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,31043.5,300791,21102,5032.5,45380,1461,2674.2,26083,337,.,.,.,38750.2,372254,22900
2017,5929,"Fairfield Electric Coop, Inc",A,Bundled,O,SC,Cooperative,SC,51793,371358,27068,10241,82464,1706,12493,189443,16,.,.,.,74527,643265,28790
2017,5930,Village of Fairport - (NY),A,Bundled,O,NY,Municipal,NYIS,12336.2,237741,15773,5622.9,103013,1606,2985,84059,14,0,0,0,20944.1,424813,17393
2017,5935,Borough of Ephrata - (PA),A,Bundled,O,PA,Municipal,PJM,8257.1,62621,5820,8179.2,66871,806,598.5,5096,16,0,0,0,17034.8,134588,6642
2017,5953,"Entergy Solutions, Ltd",B,Energy,O,MA,Retail Power Marketer,ISNE,.,.,.,.,.,.,479.3,13664,1,.,.,.,479.3,13664,1
2017,5961,Town of Erwin - (TN),A,Bundled,O,TN,Municipal,TVA,9656,89091,7590,6299,57285,1344,4515,62258,6,0,0,0,20470,208634,8940
2017,5964,"Escambia River Elec Coop, Inc",A,Bundled,O,FL,Cooperative,AEC,18369,135089,9689,5126,38150,1323,0,.,.,.,.,.,23495,173239,11012
2017,5997,Town of Estes Park,A,Bundled,O,CO,Municipal,PSCO,7788,58086,8149,7198,66554,2397,.,.,.,.,.,.,14986,124640,10546
2017,5998,City of Estherville - (IA),A,Bundled,O,IA,Municipal,SWPP,2598,19367,2674,3155,27880,596,677,7290,1,.,.,.,6430,54537,3271
2017,6008,City of Etowah,A,Bundled,O,TN,Municipal,TVA,6978,56238,4348,3520,27790,767,8958,155004,2,0,0,0,19456,239032,5117
2017,6019,City of Eudora - (KS),A,Bundled,O,KS,Municipal,SWPP,2862.9,22769,2369,1370,10425,146,605,7390,1,0,.,.,4837.9,40584,2516
2017,6022,City of Eugene - (OR),A,Bundled,O,OR,Municipal,BPAT,110495.7,986093,83081,81908.6,913522,9772,28134.4,555286,954,0,0,0,220538.7,2454901,93807
2017,6043,City of Evansville,A,Bundled,O,WI,Municipal,MISO,3504.2,27685,3260,3239.5,26581,655,924.9,9393,1,0,0,0,7668.6,63659,3916
2017,6112,"Farmers Electric Coop, Inc - (IA)",A,Bundled,O,IA,Cooperative,MISO,8553.9,61840,4678,1363.8,14005,105,2708.8,44092,3,.,.,.,12626.5,119937,4786
2017,6132,City of Fairbury,A,Bundled,O,NE,Municipal,SWPP,3536,30398,2677,2724,26065,564,2162,26321,9,.,.,.,8422,82784,3250
2017,6138,City of Fairfax - (MN),A,Bundled,O,MN,Municipal,MISO,574.5,6351,584,353.8,3630,136,55.7,548,5,.,.,.,984,10529,725
2017,6145,City of Fairhope - (AL),A,Bundled,O,AL,Municipal,SOCO,8977,74435,5750,10510,93064,1079,0,0,0,.,.,.,19487,167499,6829
2017,6149,City of Ellensburg - (WA),A,Bundled,O,WA,Municipal,BPAT,7481,84668,8136,7974,122217,1488,527,7574,1,0,.,.,15982,214459,9625
2017,6151,Fairmont Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,4428.1,39841,4977,5997.7,51297,845,4944.4,54950,12,0,0,0,15370.2,146088,5834
2017,6168,Farmers Electric Coop - (IA),A,Bundled,O,IA,Cooperative,MISO,1388,11214,602,835,5922,26,.,.,.,.,.,.,2223,17136,628
2017,6169,Fall River Rural Elec Coop Inc,A,Bundled,O,ID,Cooperative,BPAT,16364,148576,11989,7903,104207,2354,.,.,.,.,.,.,24267,252783,14343
2017,6169,Fall River Rural Elec Coop Inc,A,Bundled,O,MT,Cooperative,BPAT,1905,17071,1433,2560,32375,521,.,.,.,.,.,.,4465,49446,1954
2017,6169,Fall River Rural Elec Coop Inc,A,Bundled,O,WY,Cooperative,BPAT,531,5320,279,347,3886,55,.,.,.,.,.,.,878,9206,334
2017,6173,Fannin County Electric Coop,A,Bundled,O,TX,Cooperative,ERCO,17038,120385,9633,2225,20141,295,10,67,9,.,.,.,19273,140593,9937
2017,6175,City of Falls City - (NE),A,Bundled,O,NE,Municipal,SWPP,2177,23642,2145,2427,26745,544,289,3329,7,.,.,.,4893,53716,2696
2017,6181,"Farmers Electric Coop, Inc - (MO)",A,Bundled,O,MO,Cooperative,AECI,18949.9,151677,11955,3994.9,38647,1131,5687.8,88537,9,.,.,.,28632.6,278861,13095
2017,6182,"Farmers Electric Coop, Inc - (TX)",A,Bundled,O,TX,Cooperative,ERCO,98934,795979,51797,19524,166104,9059,9085,133035,12,.,.,.,127543,1095118,60868
2017,6183,"Fayette Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,17410,139029,12660,7469,63302,1840,6758,78348,13,.,.,.,31637,280679,14513
2017,6194,Farmers Rural Electric Coop Corp - (KY),A,Bundled,O,KY,Cooperative,PJM,31168,292437,23448,7370,81119,1854,8706,113019,6,.,.,.,47244,486575,25308
2017,6198,"Farmers Electric Coop, Inc - (NM)",A,Bundled,O,NM,Cooperative,SWPP,10383.3,85287,9819,11291.2,103907,1770,13453.5,151696,1516,.,.,.,35128,340890,13105
2017,6204,City of Farmington - (NM),A,Bundled,O,NM,Municipal,WACM,26691.6,259886,31953,36375.5,382968,9940,21941.3,354486,7,0,0,0,85008.4,997340,41900
2017,6205,City of Farmington - (MO),A,Bundled,O,MO,Municipal,MISO,7829.2,78407,6269,3694.1,37209,978,9357.2,103110,154,.,.,.,20880.5,218726,7401
2017,6207,Farmington River Power Company,B,Energy,O,CT,Investor Owned,ISNE,.,.,.,.,.,.,1294.7,20352,1,.,.,.,1294.7,20352,1
