|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Residential|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Commercial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Industrial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Transportation|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Total|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Residential|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Commercial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Industrial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Transportation|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Total|,|Incremental Life Cycle Savings.Energy Savings (MWh).Residential|,|Incremental Life Cycle Savings.Energy Savings (MWh).Commercial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Industrial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Transportation|,|Incremental Life Cycle Savings.Energy Savings (MWh).Total|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Residential|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Commercial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Industrial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Transportation|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Total|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Total|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Total|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Total|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Total|,|Weighted Average Life.(Years).Residential|,|Weighted Average Life.(Years).Commercial|,|Weighted Average Life.(Years).Industrial|,|Weighted Average Life.(Years).Transportation|,|..Website|
2022,4363,Corn Belt Power Coop,IA,SWPP,"1,157","1,433","2,893",.,"5,483",0.2,1.2,0.6,.,2.0,"20,667","8,869","43,396",.,"72,932",0.2,1.2,0.6,.,2.0,183,91,89,.,362,44,22,21,.,87,183,91,89,.,362,44,22,21,.,87,17.856,6.190,15.000,.,
2022,4401,"Cotton Electric Coop, Inc",OK,SWPP,140,0,0,0,140,0.0,0.0,0.0,0.0,0.0,"1,956",0,0,0,"1,956",0.0,0.0,0.0,0.0,0.0,39,0,0,0,39,7,0,0,0,7,39,0,0,0,39,7,0,0,0,7,14.000,.,.,.,www.cottonelectric.com
2022,4432,Coweta-Fayette El Member Corp,GA,SOCO,"1,807",24,.,.,"1,831",2.1,0.2,.,.,2.3,"18,067",244,.,.,"18,311",2.1,0.2,.,.,2.3,62,6,.,.,68,263,16,.,.,279,62,6,.,.,68,263,16,.,.,279,10.000,10.000,.,.,www.utility.org
2022,4442,PUD No 1 of Cowlitz County,WA,BPAT,"1,707","2,649","9,298",0,"13,654",0.3,0.4,1.1,0.0,1.7,"26,269","31,683","96,982",0,"154,934",0.3,0.4,1.1,0.0,1.7,"1,047",420,"1,169",0,"2,636",325,151,103,0,578,"1,047",420,"1,169",0,"2,636",325,151,103,0,578,15.385,11.961,10.431,0.000,https://www.cowlitzpud.org/efficiency/conservation-potential-assessment/
2022,4683,City of Cuyahoga Falls - (OH),OH,PJM,.,92,52,.,144,.,0.0,0.0,.,0.0,.,"1,383",775,.,"2,158",.,0.0,0.0,.,0.0,.,15,7,.,22,.,.,.,.,.,.,15,7,.,22,.,.,.,.,.,.,15.000,15.000,.,
2022,4794,City of Danville - (VA),VA,PJM,159,618,105,.,882,0.1,0.2,0.0,.,0.4,"2,568","12,350","2,101",.,"17,019",0.1,0.2,0.0,.,0.3,43,45,7,.,95,75,.,.,.,75,43,45,7,.,95,75,.,.,.,75,14.130,19.280,20.000,.,
2022,4911,Dawson Power District,NE,SWPP,"1,026",53,774,0,"1,852",0.2,0.0,0.0,0.0,0.3,"18,606",579,"7,565",0,"26,750",0.2,0.0,0.0,0.0,0.3,303,3,18,0,324,69,1,28,0,98,303,3,18,0,324,69,1,28,0,98,18.133,11.000,9.777,0.000,
2022,5027,Delmarva Power,DE,PJM,"39,470",0,0,0,"39,470",8.8,0.0,0.0,0.0,8.8,"273,881",0,0,0,"273,881",8.8,0.0,0.0,0.0,8.8,785,0,0,0,785,"1,807",0,0,0,"1,807",785,0,0,0,785,"1,807",0,0,0,"1,807",6.900,0.000,0.000,0.000,
2022,5027,Delmarva Power,MD,PJM,"21,202","31,434",0,0,"52,636",3.6,4.6,0.0,0.0,8.2,"89,131","374,823",0,0,"463,954",3.6,4.6,0.0,0.0,8.2,"4,048","9,113",0,0,"13,161","3,913","5,121",0,0,"9,034","4,048","9,113",0,0,"13,161","3,913","5,121",0,0,"9,034",4.200,11.900,0.000,0.000,
2022,5063,City of Denton - (TX),TX,ERCO,459,.,.,.,459,0.3,.,.,.,0.3,"8,249",.,.,.,"8,249",0.3,.,.,.,0.3,129,.,.,.,129,40,.,.,.,40,129,.,.,.,129,40,.,.,.,40,15.000,.,.,.,
2022,5070,Delaware Electric Cooperative,DE,PJM,658,217,0,0,875,23.0,0.0,0.0,0.0,23.0,"2,715","1,454",0,0,"4,169",12.0,0.0,0.0,0.0,12.0,281,964,0,0,"1,245",28,107,.,.,135,281,964,0,0,"1,245",28,107,0,0,135,7.800,13.000,.,.,
2022,5109,DTE Electric Company,MI,MISO,"268,480","538,783",.,.,"807,263",53.9,117.4,.,.,171.3,"1,594,732","6,665,358",.,.,"8,260,090",41.4,104.4,.,.,145.8,.,.,.,.,.,"87,071","87,618",.,.,"174,689",.,.,.,.,.,"87,071","87,618",.,.,"174,689",5.060,10.100,.,.,
2022,5175,Dixie Electric Power Assn,MS,MISO,"2,793",.,.,.,"2,793",0.1,.,.,.,0.1,"9,040",.,.,.,"9,040",0.1,.,.,.,0.1,7,.,.,.,7,612,.,.,.,612,7,.,.,.,7,612,.,.,.,612,3.240,.,.,.,
2022,5204,Dixie Electric Coop,AL,SOCO,22,.,.,.,22,.,.,.,.,.,218,.,.,.,218,.,.,.,.,.,8,.,.,.,8,.,.,.,.,.,8,.,.,.,8,.,.,.,.,.,10.000,.,.,.,
2022,5416,"Duke Energy Carolinas, LLC",NC,DUK,"403,191","155,223",.,.,"558,414",71.0,32.0,.,.,103.0,"2,001,107","2,157,445",.,.,"4,158,552",71.0,32.0,.,.,103.0,"17,769","20,431",.,.,"38,200","13,694","9,031",.,.,"22,725","17,769","20,431",.,.,"38,200","13,694","9,031",.,.,"22,725",5.000,13.900,.,.,
2022,5416,"Duke Energy Carolinas, LLC",SC,DUK,"142,129","54,718",.,.,"196,847",25.0,11.0,.,.,36.0,"705,411","760,522",.,.,"1,465,933",25.0,11.2,.,.,36.3,"6,264","7,202",.,.,"13,466",.,.,.,.,.,"6,264","7,202",.,.,"13,466","4,827","3,184",.,.,"8,011",5.000,13.900,.,.,
2022,5417,Dunn County Electric Coop,WI,MISO,386,979,.,.,"1,365",0.0,0.0,.,.,0.1,"6,307","12,751",.,.,"19,058",0.0,0.0,.,.,0.1,54,26,.,.,80,17,1,.,.,18,54,26,.,.,80,17,1,.,.,18,16.340,13.024,.,.,
2022,5487,Duquesne Light Co,PA,PJM,"15,887","44,098","24,843",.,"84,828",2.0,7.5,4.0,.,13.5,"92,456","428,282","248,345",.,"769,082",2.0,7.5,4.0,.,13.5,"1,974","8,025","1,099",.,"11,098","3,682","4,916","1,742",.,"10,340","1,974","8,025","1,099",.,"11,098","3,682","4,916","1,742",.,"10,340",5.819,9.712,9.997,.,
2022,5552,"East River Elec Pwr Coop, Inc",SD,SWPP,0,0,0,0,0,56.8,2.8,11.4,0.0,71.0,0,0,0,0,0,56.8,2.8,11.4,0.0,71.0,2,0,0,0,2,504,179,27,0,710,2,0,0,0,2,504,179,27,0,710,.,.,.,.,The one-time incentive payments are made at the time of installation.  No additional payments are made by East River Electric during the life cycle.
2022,5580,"East Kentucky Power Coop, Inc",KY,PJM,"5,788",.,.,.,"5,788",1.6,.,.,.,1.6,"98,741",.,.,.,"98,741",1.6,.,.,.,1.6,811,.,.,.,811,145,.,.,.,145,811,.,.,.,811,145,.,.,.,145,17.100,.,.,.,
2022,5605,Eastern Iowa Light & Power Coop,IA,MISO,448,15,.,.,463,0.0,0.0,.,.,0.0,"8,932",148,.,.,"9,079",0.0,0.0,.,.,0.0,111,2,.,.,113,26,9,.,.,35,111,2,.,.,113,26,9,.,.,35,19.490,10.000,.,.,
2022,5701,El Paso Electric Co,NM,EPE,"6,867","3,361",0,0,"10,228",2.5,0.5,0.0,0.0,3.0,"123,830","47,835",0,0,"171,665",2.5,0.5,0.0,0.0,3.0,"1,525",393,0,0,"1,918",597,498,0,0,"1,095","1,525",393,0,0,"1,918",597,498,0,0,"1,095",18.000,14.000,.,.,
2022,5701,El Paso Electric Co,TX,EPE,"7,244","14,788",0,0,"22,032",2.6,3.5,0.0,0.0,6.1,"91,098","219,275",0,0,"310,373",2.6,3.5,0.0,0.0,6.1,865,947,0,0,"1,812","2,401","1,101",0,0,"3,502",865,947,0,0,"1,812","2,401","1,101",0,0,"3,502",13.000,15.000,.,.,
2022,5729,Electrical Dist No8 Maricopa,AZ,AZPS,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,.,37,.,.,.,.,.,.,.,37,.,37,.,.,.,.,
2022,5773,City of Elk River,MN,MISO,206,864,"1,788",.,"2,858",.,.,.,.,.,"2,699","12,822","20,646",.,"36,167",.,.,.,.,.,66,34,75,.,175,155,24,63,.,242,66,34,75,.,175,155,24,63,.,242,11.250,14.910,12.710,.,
2022,5780,Elkhorn Rural Public Pwr Dist,NE,SWPP,73,195,90,.,359,0.0,0.0,0.0,.,0.0,"1,109","2,147",671,.,"3,927",0.0,0.0,0.0,.,0.0,23,10,10,.,43,3,12,11,.,26,23,10,10,.,43,3,12,11,.,26,15.160,11.016,7.412,.,www.erppd.com
2022,5832,Elmhurst Mutual Power & Light Co,WA,BPAT,492,109,.,.,601,0.1,0.0,.,.,0.1,"7,810","1,405",.,.,"9,215",0.1,0.0,.,.,0.1,106,12,.,.,118,.,.,.,.,.,106,12,.,.,118,.,.,.,.,.,15.880,12.830,.,.,
2022,5860,Empire District Electric Co,MO,SWPP,761,"4,264",.,.,"5,025",0.2,0.9,.,.,1.1,"10,195","51,467",.,.,"61,661",0.2,0.9,.,.,1.1,297,552,.,.,849,465,391,.,.,855,297,552,.,.,849,465,391,.,.,855,13.400,12.070,.,.,
2022,5862,"Empire Electric Assn, Inc",CO,WACM,352,417,.,.,769,0.1,0.1,.,.,0.2,"5,123","4,999",.,.,"10,122",0.1,0.1,.,.,0.2,217,265,.,.,481,3,8,.,.,10,217,265,.,.,481,3,8,.,.,10,14.910,12.000,.,.,
2022,5930,Village of Fairport - (NY),NY,NYIS,"2,442",82,0,0,"2,524",24.4,0.6,0.0,0.0,25.0,"18,720","4,061",0,0,"22,781",21.9,1.5,0.0,0.0,23.4,561,30,0,0,591,67,4,0,0,71,561,30,0,0,591,67,4,0,0,71,10.000,12.000,0.000,0.000,
2022,6022,City of Eugene - (OR),OR,BPAT,"2,074","9,617","3,343",0,"15,034",0.8,1.2,0.2,0.0,2.3,"34,490","166,434","50,141",0,"251,065",0.8,1.2,0.2,0.0,2.3,"1,233","1,048",330,0,"2,611",0,0,0,0,0,"1,233","1,048",330,0,"2,611",0,0,0,0,0,16.626,17.307,15.000,0.000,
2022,6198,"Farmers Electric Coop, Inc - (NM)",NM,SWPP,114,.,.,.,114,0.3,.,.,.,0.3,114,.,.,.,114,0.3,.,.,.,0.3,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,1.000,.,.,.,
2022,6374,Fitchburg Gas & Elec Light Co,MA,ISNE,"2,036","1,472",440,.,"3,948",0.4,0.2,0.1,.,0.6,"9,859","12,342","3,686",.,"25,887",0.4,0.2,0.1,.,0.6,504,508,170,.,"1,182",377,603,180,.,"1,160",504,508,170,.,"1,182",377,603,180,.,"1,160",11.376,8.778,7.423,.,
2022,6395,Flathead Electric Coop Inc,MT,BPAT,680,"2,214","1,207",.,"4,101",.,.,.,.,.,"13,365","27,395","12,530",.,"53,290",.,.,.,.,.,369,263,230,.,863,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.000,12.000,12.000,.,www.flatheadelectric.com
2022,6452,Florida Power & Light Co,FL,FPL,"34,131","15,877",.,.,"50,007",14.6,10.5,.,.,25.1,"487,914","343,384",.,.,"831,298",14.6,10.5,.,.,25.1,"5,581","4,486",.,.,"10,067","2,684","1,104",.,.,"3,788","5,581","4,486",.,.,"10,067","2,684","1,104",.,.,"3,788",14.295,21.628,.,.,
2022,6455,"Duke Energy Florida, LLC",FL,FPC,"45,169","2,835",.,.,"48,004",21.0,1.0,.,.,22.0,"538,868","36,664",.,.,"575,532",21.0,1.0,.,.,22.0,"7,015",403,.,.,"7,418","6,401","1,946",.,.,"8,347","7,015",403,.,.,"7,418","6,401","1,946",.,.,"8,347",11.900,12.900,.,.,http://www.psc.state.fl.us/ElectricNaturalGas/ARDemandSidePlans
2022,6457,Florida Public Utilities Co,FL,JEA,287,0,0,0,287,0.2,0.0,0.0,0.0,0.2,"2,870",0,0,0,"2,870",0.2,0.0,0.0,0.0,0.2,81,0,0,0,81,51,16,0,0,67,81,0,0,0,81,51,16,0,0,67,10.000,10.000,0.000,0.000,
2022,6604,City of Fort Collins - (CO),CO,PSCO,"10,379","5,886","5,886",.,"22,151",0.9,0.8,0.8,.,2.5,"41,543","84,581","84,581",.,"210,705",0.9,0.8,0.8,.,2.5,"1,206","1,380","1,380",.,"3,967",655,310,310,.,"1,275","1,206","1,380","1,380",.,"3,967",655,310,310,.,"1,275",4.100,7.200,7.200,.,www.fcgov.com/conserves www.efficiencyworks.org
2022,6616,Fort Pierce Utilities Authority,FL,,130,.,.,.,130,0.0,.,.,.,0.0,"2,034",.,.,.,"2,034",0.0,.,.,.,0.0,29,.,.,.,29,4,.,.,.,4,29,.,.,.,29,4,.,.,.,4,15.670,.,.,.,www.fpua.com
2022,6640,Four County Elec Member Corp,NC,CPLE,"28,505",.,.,.,"28,505",1.3,.,.,.,1.3,"285,050",.,.,.,"285,050",1.1,.,.,.,1.1,40,.,.,.,40,271,.,.,.,271,40,.,.,.,40,271,.,.,.,271,10.000,.,.,.,
2022,6716,PUD No 1 of Franklin County,WA,BPAT,235,"2,148","2,365",.,"4,748",0.0,0.2,0.3,.,0.5,"10,008","25,903","88,848",.,"124,759",0.0,0.2,0.3,.,0.5,1,0,0,.,1,.,.,.,.,.,1,0,0,.,1,.,.,.,.,.,4.267,12.060,3.824,.,
2022,6782,Freeborn Mower Electric Cooperative,MN,MISO,"2,651","3,661",85,0,"6,397",0.2,0.2,0.0,0.0,0.4,"38,885","53,232","1,211",0,"93,328",0.2,0.2,0.0,0.0,0.4,317,149,5,0,471,284,54,0,0,338,317,149,5,0,471,284,54,0,0,338,14.668,14.540,14.245,0.000,
2022,6784,French Broad Elec Member Corp,NC,CPLE,"8,608",65,.,.,"8,673",1.0,0.0,.,.,1.0,"38,735",653,.,.,"39,388",1.0,0.0,.,.,1.0,.,.,.,.,.,99,9,.,.,107,.,.,.,.,.,99,9,.,.,107,2.730,11.740,.,.,
2022,6909,Gainesville Regional Utilities,FL,GVL,436,.,.,.,436,0.1,.,.,.,0.1,"6,540",.,.,.,"6,540",0.1,.,.,.,0.1,513,.,.,.,513,.,.,.,.,.,513,.,.,.,513,.,.,.,.,.,15.000,.,.,.,
2022,7004,"Buckeye Power, Inc",OH,PJM,"1,789","9,057",.,.,"10,846",1.0,2.0,.,.,3.0,"26,689","71,504",.,.,"98,193",1.0,2.0,.,.,3.0,512,255,.,.,767,0,0,.,.,0,512,255,.,.,767,0,0,.,.,0,18.000,7.000,.,.,
2022,7140,Georgia Power Co,GA,SOCO,"102,350","326,309",.,.,"428,659",13.2,48.5,.,.,61.7,"841,574","4,858,236",.,.,"5,699,810",11.0,87.2,.,.,98.1,"8,965","15,139",.,.,"24,104","7,680","11,504",.,.,"19,185","219,875","316,969",.,.,"536,844","144,322","210,705",.,.,"355,027",6.990,11.980,.,.,
2022,7264,"Glades Electric Coop, Inc",FL,SEC,49,4,0,.,53,.,.,.,.,.,605,45,0,.,650,.,.,.,.,.,0,0,0,.,0,39,1,0,.,40,0,0,0,.,0,39,1,0,.,40,12.000,12.000,0.000,.,
2022,7294,City of Glendale - (CA),CA,LDWP,"8,497","2,819",.,.,"11,316",0.3,1.2,.,.,1.5,"29,590","34,649",.,.,"64,239",0.3,1.2,.,.,1.5,"1,235","1,617",.,.,"2,852",141,170,.,.,311,"1,235","1,617",.,.,"2,852",141,170,.,.,311,6.531,11.658,.,.,
2022,7353,Golden Valley Elec Assn Inc,AK,NA,19,.,.,.,19,0.1,.,.,.,0.1,937,.,.,.,937,0.1,.,.,.,0.1,0,.,.,.,0,8,.,.,.,8,0,.,.,.,0,40,.,.,.,40,5.000,.,.,.,
2022,7483,City of Grand Haven - (MI),MI,MISO,96,466,466,.,"1,028",0.0,0.1,0.1,.,0.1,179,"6,910","6,910",.,"13,999",0.0,0.1,0.1,.,0.1,20,31,31,.,82,14,21,21,.,57,20,31,31,.,82,14,21,21,.,57,1.530,8.155,8.155,.,
2022,7548,PUD No 1 of Grays Harbor County,WA,BPAT,"1,208","1,018","2,086",.,"4,312",0.1,0.1,0.2,.,0.5,"24,162","11,197","20,863",.,"56,222",0.1,0.1,0.2,.,0.5,856,153,202,.,"1,211",242,13,2,.,257,856,153,202,.,"1,211",242,13,2,.,257,20.000,12.000,10.000,.,
2022,7563,Grand Valley Power,CO,PSCO,10,.,.,.,10,0.0,.,.,.,0.0,101,.,.,.,101,0.0,.,.,.,0.0,0,.,.,.,0,2,.,.,.,2,.,.,.,.,.,2,.,.,.,2,10.000,.,.,.,
2022,7570,Great River Energy,MN,MISO,"37,275","33,161",.,.,"70,435",9.0,46.7,.,.,55.7,"414,865","509,346",.,.,"924,211",9.0,46.7,.,.,55.7,"4,729","1,859",.,.,"6,589","6,779","4,757",.,.,"11,536","4,729","1,859",.,.,"6,589","6,779","4,757",.,.,"11,536",11.130,15.360,.,.,
2022,7634,City of Greenville - (TX),TX,ERCO,3,.,.,.,3,0.0,.,.,.,0.0,30,.,.,.,30,0.0,.,.,.,0.0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,12.000,.,.,.,
2022,7716,Groton Dept of Utilities - (CT),CT,ISNE,125,284,0,0,409,0.0,0.0,0.0,0.0,0.1,"1,438","2,680",0,0,"4,118",0.0,0.0,0.0,0.0,0.1,478,253,0,0,731,89,204,0,0,293,478,253,0,0,731,89,204,0,0,293,11.500,9.400,0.000,0.000,
2022,7785,"Gulf Coast Electric Coop, Inc",FL,SOCO,107,.,.,.,107,1.0,.,.,.,1.0,"1,068",.,.,.,"1,068",1.0,.,.,.,1.0,32,.,.,.,32,0,.,.,.,0,32,.,.,.,32,0,.,.,.,0,10.000,.,.,.,
2022,8319,Heartland Power Coop,IA,MISO,"1,049",2,.,.,"1,051",0.0,0.0,.,.,0.0,"15,625",35,.,.,"15,660",0.0,0.0,.,.,0.0,52,1,.,.,53,0,0,0,.,1,52,1,.,.,53,0,0,0,.,1,14.895,17.667,0.000,0.000,
2022,8333,Haywood Electric Member Corp,NC,DUK,.,.,.,.,.,.,.,.,.,.,"2,280",.,.,.,"2,280",2.3,.,.,.,2.3,.,.,.,.,.,.,.,.,.,.,2,.,.,.,2,.,.,.,.,.,10.000,.,.,.,
2022,8449,Henderson City Utility Comm,KY,MISO,2,56,221,0,279,0.0,0.0,0.0,0.0,0.0,83,"27,062","2,210",.,"29,355",0.0,0.0,0.0,.,0.0,0,12,37,.,49,0,0,0,.,0,3,706,37,.,746,0,154,0,.,154,10.000,10.000,10.000,10.000,https://www.hmpl.com/led-incentive-program.html https://www.hmpl.com/energy-savings-kit.html
2022,8570,Highline Electric Assn,CO,WACM,99,359,18,.,475,0.0,0.1,0.0,.,0.1,"1,428","4,303",352,.,"6,082",0.0,0.1,0.0,.,0.1,63,4,12,.,79,.,.,.,.,.,63,4,12,.,79,.,.,.,.,.,15.490,12.000,20.000,17.810,
2022,8570,Highline Electric Assn,NE,WACM,2,47,81,.,130,0.0,0.0,0.1,.,0.1,35,558,"1,393",.,"1,986",0.0,0.0,0.0,.,0.1,1,1,14,.,16,.,0,.,.,0,1,1,14,.,16,.,0,.,.,0,15.320,12.000,19.230,19.060,
2022,8620,"HILCO Electric Cooperative, Inc.",TX,ERCO,465,.,.,.,465,0.1,.,.,.,0.1,465,.,.,.,465,0.1,.,.,.,0.1,46,.,.,.,46,.,.,.,.,.,46,.,.,.,46,.,.,.,.,.,1.000,.,.,.,
2022,8699,Inland Power & Light Company,ID,BPAT,115,.,.,.,115,0.0,.,.,.,0.0,"1,590",.,.,.,"1,590",0.0,.,.,.,0.0,27,.,.,.,27,.,.,.,.,.,41,.,.,.,41,1,.,.,.,1,7.775,.,.,.,
2022,8699,Inland Power & Light Company,WA,BPAT,"3,944","1,126",.,.,"5,070",0.5,0.1,.,.,0.6,"23,958","8,660",.,.,"32,618",0.3,0.1,.,.,0.4,862,132,.,.,994,.,.,.,.,.,862,132,.,.,994,.,.,.,.,.,8.887,9.618,.,.,
2022,8723,City of Holland,MI,MISO,"3,479","6,676","8,360",.,"18,515",0.3,0.9,1.4,.,2.6,"17,395","100,139","120,329",.,"237,863",0.3,0.9,1.4,.,2.6,460,412,764,.,"1,636",148,148,148,.,444,460,412,764,.,"1,636",148,148,148,.,444,5.000,15.000,14.000,.,
2022,8773,"Holy Cross Electric Assn, Inc",CO,PSCO,"2,222","3,555",0,.,"5,777",4.0,1.4,0.0,.,5.3,"35,931","41,841",0,.,"77,772",4.0,1.4,0.0,.,5.3,531,183,0,.,714,305,101,0,.,407,561,183,0,.,744,305,101,0,.,407,20.144,9.859,0.000,.,
2022,8774,City of Holyoke - (MA),MA,ISNE,118,162,.,.,280,0.1,0.1,.,.,0.1,"2,950","4,050",.,.,"7,000",0.1,0.1,.,.,0.1,141,0,.,.,141,395,243,.,.,639,141,0,.,.,141,395,243,.,.,639,25.000,25.000,25.000,25.000,
2022,8901,CenterPoint Energy,TX,ERCO,"134,233","93,780",0,0,"228,013",33.7,19.9,0.0,0.0,53.6,"1,807,873","1,394,911",0,0,"3,202,784",33.7,19.9,0.0,0.0,53.6,"17,429","10,920",0,0,"28,349","1,251","1,230",0,0,"2,481","17,429","10,920",0,0,"28,349","1,251","1,230",0,0,"2,481",13.468,14.874,0.000,0.000,https://interchange.puc.texas.gov/Documents/54470_7_1284969.PDF   
2022,9187,City of Idaho Falls - (ID),ID,PACE,112,910,526,0,"1,549",0.0,0.1,0.1,0.0,0.2,"2,678","10,925","6,317",0,"19,919",0.0,0.1,0.1,0.0,0.2,88,144,45,0,277,0,0,0,0,0,88,144,45,0,277,0,0,0,0,0,23.820,12.340,16.210,0.000,
2022,9191,Idaho Power Co,ID,IPCO,"41,393","61,085","64,050",.,"166,528",4.7,7.0,7.3,.,19.0,"206,967","733,019","896,098",.,"1,836,084",4.7,7.0,7.3,.,19.0,885,"6,406","8,535",.,"15,826","7,235","4,820","4,087",.,"16,142",885,"6,406","8,535",.,"15,826","7,235","4,820","4,087",.,"16,142",5.000,12.000,14.000,.,https://www.idahopower.com/energy-environment/ways-to-save/energy-efficiency-program-reports/   
2022,9191,Idaho Power Co,OR,IPCO,950,"1,025","1,385",.,"3,360",0.1,0.1,0.2,.,0.4,"4,751","12,303","19,389",.,"36,443",0.1,0.1,0.2,.,0.4,39,46,143,.,228,210,0,0,.,210,39,46,143,.,228,210,203,199,.,612,5.000,12.000,14.000,.,https://www.idahopower.com/energy-environment/ways-to-save/energy-efficiency-program-reports/   
2022,9216,Imperial Irrigation District,CA,IID,"10,250","6,108",.,.,"16,358",5.5,0.9,.,.,6.4,"109,100","119,777",.,.,"228,877",6.1,1.0,.,.,7.1,"2,217",476,.,.,"2,693","3,253","1,096",.,.,"4,349","2,217",476,.,.,"2,693","3,253","1,096",.,.,"4,349",13.678,18.867,.,.,
2022,9231,City of Independence - (MO),MO,SWPP,484,.,.,.,484,0.5,.,.,.,0.5,"4,214",.,.,.,"4,214",0.3,.,.,.,0.3,65,133,.,.,198,49,.,.,.,49,65,133,.,.,198,49,.,.,.,49,15.733,.,.,.,
2022,9234,Indiana Municipal Power Agency,IN,MISO,11,.,548,.,559,0.0,.,0.1,.,0.1,55,.,"2,740",.,"2,795",0.0,.,0.1,.,0.1,1,.,20,.,21,.,.,.,.,.,1,.,20,.,21,.,.,.,.,.,5.000,.,5.000,.,
2022,9267,"Hoosier Energy R E C, Inc",IN,MISO,"2,944","3,993",.,.,"6,937",6.4,0.8,.,.,7.1,"52,714","45,788",.,.,"98,502",6.4,0.8,.,.,7.1,"1,351",176,.,.,"1,527",.,.,.,.,.,"1,351",176,.,.,"1,527",.,.,.,.,.,17.906,11.467,.,.,https://hoosierenergy.com/news/reports
2022,9273,Indianapolis Power & Light Co,IN,MISO,"61,423","100,858",0,0,"162,281",11.4,15.4,0.0,0.0,26.7,"369,766","1,306,241",.,.,"1,676,007",11.4,15.4,.,.,26.7,"3,938","11,894",.,.,"15,833","14,754","5,798",.,.,"20,551","3,938","11,894",.,.,"15,833","14,754","5,798",.,.,"20,551",6.020,12.950,.,.,
2022,9286,Illinois Municipal Elec Agency,IL,MISO,216,.,"3,954",.,"4,170",0.1,.,0.7,.,0.8,865,.,"15,815",.,"16,680",0.1,.,0.7,.,0.8,86,.,595,.,681,2,.,26,.,28,86,.,595,.,681,2,.,26,.,28,4.000,.,4.000,.,
2022,9324,Indiana Michigan Power Co,IN,PJM,"16,542","48,626",0,0,"65,168",3.8,5.0,0.0,0.0,8.8,"190,233","588,375",0,0,"778,608",3.8,5.0,0.0,0.0,8.8,661,"3,117",0,0,"3,778",991,"2,549",0,0,"3,540",661,"3,117",0,0,"3,778",991,"2,549",0,0,"3,540",11.500,12.100,0.000,0.000,
2022,9324,Indiana Michigan Power Co,MI,PJM,"12,160","18,393",829,0,"31,382",6.0,2.7,0.1,0.0,8.8,"72,206","109,132",829,0,"182,167",6.0,2.7,0.1,0.0,8.8,625,914,78,0,"1,617",922,994,62,0,"1,978",625,914,78,0,"1,617",922,994,62,0,"1,978",5.900,5.677,1.000,0.000,
