|Utility Characteristics.Year|,|Utility Characteristics.State|,|Utility Characteristics.Utility Number|,|Utility Characteristics.Utility Name|,|Utility Characteristics.BA_CODE|,|Number and Capacity (MW).Number of Generators|,|Number and Capacity (MW).Total Capacity|,|Number and Capacity (MW).Capacity Back-up Only|,|Number and Capacity (MW).Capacity Utility Owned|,|Photovoltaic.Type|,|Photovoltaic.Residential|,|Photovoltaic.Commercial|,|Photovoltaic.Industrial|,|Photovoltaic.Transportation|,|Photovoltaic.Direct Connected|,|Photovoltaic.Total|,|Storage.Residential|,|Storage.Commercial|,|Storage.Industrial|,|Storage.Transportation|,|Storage.Direct Connected|,|Storage.Total|,|Wind.Residential|,|Wind.Commercial|,|Wind.Industrial|,|Wind.Transportation|,|Wind.Direct Connected|,|Wind.Total|,|Hydroelectric.Residential|,|Hydroelectric.Commercial|,|Hydroelectric.Industrial|,|Hydroelectric.Transportation|,|Hydroelectric.Direct Connected|,|Hydroelectric.Total|,|Fuel Cells.Residential|,|Fuel Cells.Commercial|,|Fuel Cells.Industrial|,|Fuel Cells.Transportation|,|Fuel Cells.Direct Connected|,|Fuel Cells.Total|,|Internal Combustion.Residential|,|Internal Combustion.Commercial|,|Internal Combustion.Industrial|,|Internal Combustion.Transportation|,|Internal Combustion.Direct Connected|,|Internal Combustion.Total|,|Combustion Turbine.Residential|,|Combustion Turbine.Commercial|,|Combustion Turbine.Industrial|,|Combustion Turbine.Transportation|,|Combustion Turbine.Direct Connected|,|Combustion Turbine.Total|,|Steam.Residential|,|Steam.Commercial|,|Steam.Industrial|,|Steam.Transportation|,|Steam.Direct Connected|,|Steam.Total|,|Other.Residential|,|Other.Commercial|,|Other.Industrial|,|Other.Transportation|,|Other.Direct Connected|,|Other.Total|,|Total.Residential|,|Total.Commercial|,|Total.Industrial|,|Total.Transportation|,|Total.Direct Connected|,|.Total|
2022,TX,2409,Brownsville Public Utilities Board,ERCO,650,6.235,.,.,AC,6.235,.,.,.,.,6.235,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,6.235,0.000,0.000,0.000,0.000,6.235
2022,TN,2411,City of Brownsville,TVA,2,0.100,0.000,0.000,,0.000,0.100,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.100
2022,CA,2507,City of Burbank Water and Power,LDWP,6,1.060,0.000,1.060,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.260,.,.,.,0.260,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.800,.,.,.,0.800,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,1.060,0.000,0.000,0.000,1.060
2022,VT,2548,City of Burlington Electric - (VT),ISNE,11,1.069,0.000,0.606,AC,.,1.069,.,.,.,1.069,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,1.069,0.000,0.000,0.000,1.069
2022,KS,2641,"Butler Rural El Coop Assn, Inc - (KS)",SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,IA,2652,Butler County Rural Elec Coop - (IA),SWPP,42,1.001,.,0.297,AC,0.435,0.166,.,.,0.297,0.898,.,.,.,.,.,0.000,0.103,.,.,.,.,0.103,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.538,0.166,0.000,0.000,0.297,1.001
2022,MS,2849,Central Electric Power Assn - (MS),TVA,11,0.104,0.000,0.000,,0.025,0.079,0.000,0.000,0.000,0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.079,0.000,0.000,0.000,0.104
2022,SC,2890,City of Camden,CPLE,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,TN,2960,"Caney Fork Electric Coop, Inc",TVA,73,2.682,0.000,0.000,,0.419,2.237,0.000,0.000,0.000,2.656,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.020,0.000,0.006,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.439,2.243,0.000,0.000,0.000,2.682
2022,NC,3046,Duke Energy Progress - (NC),CPLE,170,30.474,0.000,0.000,AC,0.238,15.404,.,.,.,15.642,.,.,.,.,.,0.000,.,0.006,.,.,.,0.006,.,6.337,.,.,.,6.337,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,6.364,.,.,.,6.364,.,.,.,.,.,0.000,.,2.125,.,.,.,2.125,0.238,30.236,0.000,0.000,0.000,30.474
2022,SC,3046,Duke Energy Progress - (NC),CPLE,5,1.464,0.000,0.000,AC,.,1.064,.,.,.,1.064,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.400,.,.,.,0.400,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,1.464,0.000,0.000,0.000,1.464
2022,TN,3075,Carroll County - (TN),TVA,13,0.218,0.000,0.000,,0.062,0.156,0.000,0.000,0.000,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.062,0.156,0.000,0.000,0.000,0.218
2022,GA,3108,City of Cartersville - (GA),SOCO,2,1.400,.,.,AC,.,.,1.400,.,.,1.400,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,1.400,0.000,0.000,1.400
2022,WI,3156,Village of Cashton - (WI),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,AL,3222,Central Alabama Electric Coop,SOCO,15,0.918,.,.,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.918,.,.,.,.,0.918,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.918,0.000,0.000,0.000,0.000,0.918
2022,OK,3226,"Central Rural Electric Cooperative, Inc",AECI,3,1.679,0.925,1.679,AC,.,.,.,.,0.504,0.504,.,.,.,.,0.250,0.250,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,0.925,0.925,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,1.679,1.679
2022,NE,3235,City of Central City,SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,OR,3240,Central Electric Coop Inc - (OR),BPAT,1,0.200,.,0.200,AC,.,.,.,.,0.200,0.200,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.200,0.200
2022,NY,3249,Central Hudson Gas & Elec Corp,NYIS,17,2.559,0.000,0.000,AC,0.040,0.474,.,.,.,0.514,0.045,0.210,.,.,.,0.255,.,.,.,.,.,0.000,.,0.980,.,.,.,0.980,.,.,.,.,.,0.000,.,0.810,.,.,.,0.810,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.085,2.474,0.000,0.000,0.000,2.559
2022,TX,3278,AEP Texas Central Company,ERCO,"15,937",172.109,.,0.220,,144.189,11.499,0.031,.,.,155.719,0.035,.,.,.,.,0.035,0.047,0.191,.,.,.,0.238,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,16.000,.,.,.,16.000,.,.,.,.,.,0.000,0.035,0.082,.,.,.,0.117,144.306,27.772,0.031,0.000,0.000,172.109
2022,IA,3314,"Chariton Valley Elec Coop, Inc",AECI,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,PA,3329,Borough of Chambersburg,PJM,3,1.350,1.350,0.350,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,1.000,0.350,.,.,1.350,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,1.000,0.350,0.000,0.000,1.350
2022,KS,3366,City of Chapman - (KS),SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,MN,3400,City of Chaska - (MN),MISO,1,0.158,.,.,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,0.158,0.158,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.158,0.158
2022,GA,3408,City of Chattanooga - (TN),TVA,3,0.020,0.000,0.000,,0.020,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.020
2022,TN,3408,City of Chattanooga - (TN),TVA,293,5.509,0.000,0.000,,1.880,3.629,0.000,0.000,0.000,5.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.880,3.629,0.000,0.000,0.000,5.509
2022,WA,3413,PUD No 1 of Chelan County,CHPD,34,0.157,.,.,DC,.,.,.,.,0.137,0.137,.,.,.,.,.,0.000,.,.,.,.,0.020,0.020,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.157,0.157
2022,MI,3436,Cherryland Electric Coop Inc,MISO,10,0.328,.,.,AC,0.228,0.100,.,.,.,0.328,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.228,0.100,0.000,0.000,0.000,0.328
2022,AK,3465,Chitina Electric Inc,NA,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,AK,3522,Chugach Electric Assn Inc,CEA,18,1.516,0.070,.,AC,.,0.146,.,.,.,0.146,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.045,.,.,.,0.045,.,.,.,.,.,0.000,.,0.175,.,.,.,0.175,.,1.150,.,.,.,1.150,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,1.516,0.000,0.000,0.000,1.516
2022,OH,3542,Duke Energy Ohio Inc,PJM,1,0.002,0.000,0.002,AC,.,0.002,.,.,.,0.002,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.002,0.000,0.000,0.000,0.002
2022,WA,3660,PUD No 1 of Clark County - (WA),BPAT,339,107.642,107.642,1.208,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,51.420,56.222,.,.,107.642,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,51.420,56.222,0.000,0.000,107.642
2022,TN,3704,City of Clarksville - (TN),TVA,20,0.225,0.000,0.000,,0.104,0.119,0.000,0.000,0.000,0.223,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.104,0.121,0.000,0.000,0.000,0.225
2022,TN,3758,City of Cleveland - (TN),TVA,25,0.674,0.000,0.000,,0.113,0.561,0.000,0.000,0.000,0.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.113,0.561,0.000,0.000,0.000,0.674
2022,SC,3804,Clinton Combined Utility Sys,DUK,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,TN,3812,City of Clinton - (TN),TVA,15,0.131,0.000,0.000,,0.113,0.018,0.000,0.000,0.000,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.113,0.018,0.000,0.000,0.000,0.131
2022,MS,3841,Coast Electric Power Assn,SOCO,8,0.704,.,.,AC,0.026,0.678,.,.,.,0.704,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.026,0.678,0.000,0.000,0.000,0.704
2022,TN,3855,Columbia Power System,TVA,12,0.256,0.000,0.000,,0.105,0.151,0.000,0.000,0.000,0.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.105,0.151,0.000,0.000,0.000,0.256
2022,GA,3939,City of College Park - (GA),SOCO,14,0.211,.,.,,0.098,0.113,.,.,.,0.211,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.098,0.113,0.000,0.000,0.000,0.211
2022,CO,3989,City of Colorado Springs - (CO),WACM,1,0.205,0.000,0.000,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.075,.,.,.,0.075,.,.,.,.,.,0.000,.,0.130,.,.,.,0.130,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.205,0.000,0.000,0.000,0.205
2022,CA,4003,City of Colton - (CA),CISO,5,4.713,.,.,AC,.,.,.,.,4.713,4.713,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,4.713,4.713
2022,MO,4045,City of Columbia - (MO),MISO,2,0.263,.,.,DC,.,.,.,.,0.263,0.263,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.263,0.263
2022,MO,4063,Co-Mo Electric Coop Inc,AECI,4,0.980,0.980,0.980,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.980,.,.,.,0.980,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.980,0.000,0.000,0.000,0.980
2022,IL,4110,Commonwealth Edison Co,PJM,"5,765",270.567,.,.,AC,30.974,233.320,.,.,.,264.294,0.498,3.573,.,.,.,4.071,0.018,0.259,.,.,.,0.277,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,1.925,.,.,.,1.925,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,31.490,239.077,0.000,0.000,0.000,270.567
2022,TX,4146,Concho Valley Elec Coop Inc,ERCO,86,1.089,.,.,DC,1.010,0.079,.,.,.,1.089,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,1.010,0.079,0.000,0.000,0.000,1.089
2022,CT,4176,Connecticut Light & Power Co,ISNE,"1,292",39.903,7.995,0.000,AC,.,1.164,0.140,.,4.061,5.365,11.381,1.667,0.280,.,.,13.328,.,.,.,.,.,0.000,.,.,.,.,3.764,3.764,.,.,.,.,.,0.000,0.150,13.001,1.350,.,.,14.501,.,1.665,0.065,.,.,1.730,.,0.015,.,.,0.150,0.165,.,.,0.200,.,0.850,1.050,11.531,17.512,2.035,0.000,8.825,39.903
2022,NY,4226,Consolidated Edison Co-NY Inc,NYIS,363,58.323,.,.,AC,.,.,.,.,.,0.000,.,3.220,.,.,.,3.220,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,40.766,.,.,.,40.766,.,14.062,.,.,.,14.062,.,0.275,.,.,.,0.275,.,.,.,.,.,0.000,0.000,58.323,0.000,0.000,0.000,58.323
2022,WI,4247,Consolidated Water Power Co,MISO,39,35.687,0.000,35.687,,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,35.687,35.687,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,35.687,35.687
2022,MI,4254,Consumers Energy Co,MISO,475,31.770,2.600,2.760,DC,2.204,10.716,1.172,.,3.495,17.587,.,0.600,0.250,.,1.000,1.850,0.076,0.082,.,.,0.001,0.159,.,0.050,.,.,4.094,4.144,.,0.250,.,.,.,0.250,.,1.590,2.530,.,3.615,7.735,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.045,.,.,.,0.045,2.280,13.333,3.952,0.000,12.205,31.770
2022,AR,4280,Conway Corporation,MISO,7,2.687,2.687,2.687,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,2.687,.,.,.,2.687,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,2.687,0.000,0.000,0.000,2.687
2022,TN,4294,City of Cookeville - (TN),TVA,11,0.337,0.000,0.000,,0.027,0.310,0.000,0.000,0.000,0.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.310,0.000,0.000,0.000,0.337
2022,NE,4373,Cornhusker Public Power Dist,SWPP,31,1.197,0.000,0.000,AC,0.364,0.833,.,.,.,1.197,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.364,0.833,0.000,0.000,0.000,1.197
2022,AL,4617,Cullman Power Board,TVA,2,0.043,0.000,0.000,,0.000,0.043,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.043
2022,AL,4618,"Cullman Electric Coop, Inc",TVA,43,1.427,0.000,0.000,,0.231,1.196,0.000,0.000,0.000,1.427,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.231,1.196,0.000,0.000,0.000,1.427
2022,TN,4624,Cumberland Elec Member Corp,TVA,81,2.212,0.000,0.000,,0.667,0.547,0.000,0.000,0.000,1.213,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.999,0.667,1.546,0.000,0.000,0.000,2.212
2022,NE,4632,Cuming County Public Pwr Dist,SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,NE,4671,Custer Public Power District,SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,OH,4683,City of Cuyahoga Falls - (OH),PJM,2,0.200,0.200,0.200,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.200,.,.,0.000,0.200,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.200,0.000,0.000,0.000,0.200
2022,SD,4720,Dakota Energy Coop Inc,WACM,1,0.070,.,.,,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.070,.,.,.,.,0.070,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.070,0.000,0.000,0.000,0.000,0.070
2022,NC,4739,Town of Dallas - (NC),DUK,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,GA,4744,Dalton Utilities,SOCO,38,9.330,8.430,1.950,,.,0.100,0.100,.,0.700,0.900,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,6.980,1.450,.,.,8.430,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,7.080,1.550,0.000,0.700,9.330
2022,NE,4911,Dawson Power District,SWPP,1,0.308,.,.,AC,.,0.308,.,.,.,0.308,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.308,0.000,0.000,0.000,0.308
