Year,Month,Event date,Event time,Restoration date,Restoration time,Duration,Unnamed: 7,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,
,,,,,,,,,,Louisiana: Mississippi:,"than 50,000 customers for 1",,,
2017,10,10/22/2017,8:45 AM,10/22/2017,2:00 PM,"5 Hours, 15 Minutes",,Entergy Corp,SERC,Arkansas: Texas:,hour or more-Severe Weather,Unknown,Unknown,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,10,10/23/2017,5:50 PM,10/24/2017,6:17 PM,"24 Hours, 27 Minutes",,Duke Energy Carolinas,SERC,North Carolina: South Carolina:,hour or more-Severe Weather,440,115144,
,,,,,,,,,,,Electrical System Separation,,,
,,,,,,,,,,,(Islanding) where part or parts,,,
,,,,,,,,,,,of a power grid remain(s),,,
,,,,,,,,,,,operational in an otherwise,,,
,,,,,,,,,,,blacked out area or within the,,,
,,,,,,,,,,,partial failure of an integrated,,,
,,,,,,,,,,,electrical system-Transmission,,,
2017,10,10/26/2017,8:17 AM,10/26/2017,8:41 AM,"0 Hours, 24 Minutes",,Peak Reliability,WECC,Washington: Clark County;,Interruption,0,0,
,,,,,,,,,,,Electrical System Separation,,,
,,,,,,,,,,,(Islanding) where part or parts,,,
,,,,,,,,,,,of a power grid remain(s),,,
,,,,,,,,,,,operational in an otherwise,,,
,,,,,,,,,,,blacked out area or within the,,,
,,,,,,,,,,,partial failure of an integrated,,,
,,,,,,,,,,Washington: Whatcom County;,electrical system-Transmission,,,
2017,10,10/26/2017,8:17 AM,10/26/2017,8:41 AM,"0 Hours, 24 Minutes",,Bonneville Power Administration,WECC,Montana:,Interruption,0,0,
,,,,,,,,,,Connecticut: Massachusetts:,Loss of electric service to more,,,
,,,,,,,,,,New Hampshire: Maine: Rhode,"than 50,000 customers for 1",,,
2017,10,10/29/2017 11:40 PM,,11/01/2017,6:08 PM,"66 Hours, 28 Minutes",,ISO New England,NPCC,Island: Vermont:,hour or more-Severe Weather,Unknown,310453,
,,,,,,,,,,,Public appeal to reduce the use,,,
,,,,,,,,,,,of electricity for purposes of,,,
,,,,,,,,,,,maintaining the continuity of the,,,
,,,,,,,,,,,electric power system-,,,
2017,11,11/01/2017,3:40 PM,11/01/2017 10:00 PM,,"6 Hours, 20 Minutes",,Owensboro Municipal Utilities,SERC,Kentucky: Daviess County;,Generation Inadequacy,0,0,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,11,11/05/2017,7:35 PM,11/05/2017 11:09 PM,,"3 Hours, 34 Minutes",,Ohio Edison Co,RF,Ohio:,hour or more-Severe Weather,Unknown,89216,
,,,,,,,,,,"Washington: Island County,",,,,
,,,,,,,,,,"King County, Kitsap County,",Loss of electric service to more,,,
,,,,,,,,,,"Thurston County, Skagit","than 50,000 customers for 1",,,
2017,11,11/13/2017,2:00 AM,11/15/2017,8:17 AM,"54 Hours, 17 Minutes",,Puget Sound Energy,WECC,"County, Whatcom County;",hour or more-Severe Weather,Unknown,236100,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,11,11/13/2017,4:33 PM,11/16/2017,6:00 AM,"61 Hours, 27 Minutes",,"Seattle City Light, Sytem Control Center",WECC,Washington: King County;,hour or more-Severe Weather,85,68430,
,,,,,,,,,,,Uncontrolled loss of 300,,,
,,,,,,,,,,,Megawatts or more of firm,,,
,,,,,,,,,,,system loads for more than 15,,,
,,,,,,,,,,,minutes from a single incident-,,,
,,,,,,,,,,,Severe Weather/Transmission,,,
2017,12,12/04/2017,9:53 PM,,.,.,". Hours,",. Minutes,Southern California Edison Co,WECC,California:,Interruption,540,263000
,,,,,,,,,,"Michigan: Oscoda County,",Loss of electric service to more,,,
,,,,,,,,,,"Isabella County, Roscommon","than 50,000 customers for 1",,,
2017,12,12/05/2017,6:30 AM,12/06/2017 10:00 AM,,"27 Hours, 30 Minutes",,Consumers Energy Co,RF,"County, Ogemaw County;",hour or more-Severe Weather,Unknown,117500,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,12,12/07/2017,8:00 PM,12/08/2017,5:00 PM,"21 Hours,",0 Minutes,CPS Energy,TRE,Texas: Bexar County;,hour or more-Severe Weather,Unknown,88000,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,12,12/08/2017,9:30 AM,12/08/2017 10:30 PM,,"13 Hours,",0 Minutes,Entergy Corp,SERC,Louisiana: Mississippi:,hour or more-Severe Weather,Unknown,79000,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,12,12/08/2017 10:00 AM,,12/10/2017,8:50 PM,"58 Hours, 50 Minutes",,Southern Company,SERC,Alabama: Georgia: Mississippi:,hour or more-Severe Weather,865,301872,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
,,,,,,,,,,,hour or more-Severe,,,
,,,,,,,,,,"California: Ventura County,",Weather/Transmission,,,
2017,12,12/10/2017,1:25 AM,12/10/2017,2:30 AM,"1 Hours,",5 Minutes,Southern California Edison Co,WECC,Santa Barbara County;,Interruption,110,51323,
,,,,,,,,,,,Fuel supply emergencies that,,,
,,,,,,,,,,,could impact electric power,,,
,,,,,,,,,,,system adequacy or reliability-,,,
2017,12,12/13/2017,9:55 AM,12/13/2017,2:45 PM,"4 Hours, 50 Minutes",,Long Island Power Authority,NPCC,New York: Suffolk County;,Fuel Supply Deficiency,0,0,
,,,,,,,,,,,Fuel supply emergencies that,,,
,,,,,,,,,,,could impact electric power,,,
,,,,,,,,,,,system adequacy or reliability-,,,
2017,12,12/29/2017,7:00 AM,,.,.,". Hours,",. Minutes,Upstate New York Power Producers,NPCC,New York: Tompkins County;,Fuel Supply Deficiency,210,Unknown
"Note: Customers affected are estimates and are preliminary. Source: Form OE-417, 'Electric Emergency Incident and Disturbance Report.'",,,,,,,,,,,,,,
